File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,human_buggy
src/56_recipspace/m_ab7_kpoints.F90,5251cfd,3.0,3.0,1.0,36.0,7.0,23.0,5.0,7.0,1.0,1.0,7.0,475.0,83.0,182.0,113.0,68.0,212.0,162.0,97.0,65.0,5.0,5.0,3.0,1.0,1.16,24.0,24.0,9.0,1.0
src/72_response/redgr.F90,5251cfd,17.0,17.0,1.0,118.0,18.0,74.0,28.0,1.0,0.0,1.0,1.0,169.0,22.0,76.0,23.0,52.0,75.0,69.0,14.0,55.0,17.0,17.0,1.0,5.0,0.99,17.0,17.0,1.0,1.0
src/72_response/corrmetalwf1.F90,5251cfd,9.0,9.0,1.0,119.0,27.0,67.0,29.0,1.0,0.0,1.0,1.0,189.0,30.0,69.0,30.0,38.0,96.0,61.0,23.0,38.0,9.0,9.0,1.0,4.0,1.39,9.0,9.0,1.0,1.0
src/56_xc/mkcore.F90,5251cfd,24.0,24.0,3.0,210.0,31.0,130.0,49.0,5.0,0.0,2.0,5.0,1147.0,155.0,635.0,136.0,497.0,366.0,590.0,100.0,490.0,68.0,68.0,7.0,1.0,0.58,124.0,124.0,15.0,1.0
src/67_common/partial_dos_fractions_paw.F90,5251cfd,53.0,53.0,8.0,312.0,39.0,234.0,53.0,1.0,0.0,1.0,1.0,381.0,42.0,236.0,49.0,186.0,119.0,218.0,33.0,185.0,53.0,53.0,8.0,10.0,0.5,53.0,53.0,8.0,1.0
src/98_main/lapackprof.F90,5251cfd,83.0,83.0,1.0,596.0,94.0,416.0,89.0,1.0,0.0,1.0,1.0,635.0,97.0,418.0,92.0,324.0,125.0,377.0,41.0,336.0,83.0,83.0,1.0,7.0,0.3,83.0,83.0,1.0,1.0
src/67_common/m_plowannier.F90,5251cfd,36.0,36.0,1.0,215.0,30.0,144.0,52.0,11.0,1.0,1.0,11.0,2938.0,451.0,1656.0,365.0,1290.0,966.0,1459.0,219.0,1240.0,255.0,255.0,8.0,12.0,0.58,402.0,402.0,18.0,1.0
src/70_gw/m_screening.F90,5251cfd,10.0,10.0,1.0,104.0,18.0,64.0,24.0,23.0,1.0,1.0,22.0,3429.0,546.0,1580.0,619.0,955.0,1375.0,1353.0,385.0,968.0,56.0,51.0,11.0,5.0,0.87,241.0,231.0,34.0,1.0
src/67_common/m_conducti.F90,5251cfd,25.0,25.0,0.0,286.0,37.0,206.0,48.0,5.0,1.0,1.0,4.0,1723.0,204.0,1059.0,327.0,735.0,489.0,844.0,122.0,722.0,57.0,57.0,1.0,8.0,0.46,129.0,129.0,4.0,1.0
src/69_wfdesc/m_io_kss.F90,5251cfd,17.0,17.0,2.0,206.0,28.0,140.0,52.0,12.0,1.0,1.0,10.0,2783.0,353.0,1604.0,438.0,1028.0,954.0,1237.0,271.0,966.0,106.0,106.0,7.0,6.0,0.59,208.0,207.0,24.0,1.0
src/77_suscep/m_suscep_stat.F90,5251cfd,62.0,62.0,4.0,548.0,70.0,369.0,113.0,3.0,1.0,1.0,3.0,2011.0,226.0,1130.0,310.0,819.0,673.0,941.0,158.0,783.0,72.0,72.0,7.0,10.0,0.6,188.0,188.0,12.0,1.0
src/66_wfs/fock2ACE.F90,5251cfd,20.0,20.0,3.0,201.0,28.0,146.0,29.0,2.0,0.0,1.0,1.0,486.0,59.0,294.0,93.0,200.0,139.0,245.0,58.0,187.0,40.0,40.0,6.0,7.0,0.47,40.0,40.0,6.0,1.0
src/77_ddb/electrooptic.F90,5251cfd,12.0,12.0,2.0,184.0,22.0,137.0,29.0,4.0,0.0,1.0,1.0,817.0,92.0,552.0,136.0,316.0,196.0,398.0,77.0,321.0,51.0,51.0,8.0,6.0,0.36,51.0,51.0,8.0,1.0
src/98_main/optic.F90,5251cfd,12.0,12.0,2.0,184.0,22.0,137.0,29.0,4.0,0.0,1.0,1.0,817.0,92.0,552.0,136.0,316.0,196.0,398.0,77.0,321.0,51.0,51.0,8.0,6.0,0.36,51.0,51.0,8.0,1.0
src/29_xgTools/m_xg.F90,5251cfd,5.0,5.0,1.0,40.0,8.0,26.0,6.0,52.0,1.0,1.0,52.0,2703.0,557.0,1512.0,629.0,882.0,638.0,1372.0,542.0,830.0,18.0,17.0,1.0,4.0,0.42,268.0,262.0,52.0,1.0
src/67_common/mklocl_realspace.F90,5251cfd,5.0,5.0,0.0,103.0,15.0,59.0,29.0,14.0,0.0,4.0,8.0,1411.0,195.0,760.0,181.0,431.0,467.0,551.0,147.0,404.0,54.0,54.0,1.0,8.0,0.61,83.0,83.0,8.0,1.0
src/68_recursion/nlenergyrec.F90,5251cfd,9.0,9.0,0.0,90.0,14.0,61.0,16.0,2.0,0.0,1.0,1.0,228.0,32.0,125.0,39.0,85.0,78.0,114.0,33.0,81.0,19.0,19.0,1.0,5.0,0.62,19.0,19.0,1.0,1.0
src/17_libtetra_ext/libtetrabz.F90,5251cfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,41.0,2.0,13.0,12.0,0.0,28.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,1.0
src/72_response/dfptnl_resp.F90,5251cfd,15.0,15.0,4.0,282.0,56.0,188.0,44.0,1.0,0.0,1.0,1.0,354.0,60.0,190.0,74.0,115.0,112.0,168.0,46.0,122.0,15.0,15.0,4.0,5.0,0.59,15.0,15.0,4.0,1.0
src/67_common/m_iowf.F90,5251cfd,7.0,7.0,0.0,91.0,14.0,57.0,22.0,7.0,1.0,1.0,3.0,1568.0,231.0,871.0,110.0,197.0,511.0,284.0,77.0,207.0,37.0,37.0,1.0,5.0,0.59,50.0,50.0,3.0,1.0
src/56_xc/dfpt_mkvxc.F90,5251cfd,25.0,25.0,0.0,140.0,20.0,109.0,20.0,2.0,0.0,1.0,1.0,383.0,43.0,220.0,42.0,177.0,140.0,204.0,25.0,179.0,51.0,51.0,1.0,6.0,0.64,51.0,51.0,1.0,1.0
src/18_timing/m_time.F90,5251cfd,4.0,4.0,2.0,51.0,10.0,25.0,15.0,11.0,1.0,1.0,11.0,987.0,168.0,310.0,113.0,149.0,520.0,269.0,105.0,164.0,17.0,15.0,17.0,2.0,1.68,51.0,44.0,27.0,1.0
src/67_common/rhotov.F90,5251cfd,27.0,27.0,0.0,237.0,32.0,145.0,63.0,2.0,0.0,1.0,1.0,590.0,68.0,293.0,70.0,222.0,240.0,255.0,53.0,202.0,55.0,55.0,1.0,6.0,0.82,55.0,55.0,1.0,1.0
src/72_response/dfpt_rhotov.F90,5251cfd,27.0,27.0,0.0,237.0,32.0,145.0,63.0,2.0,0.0,1.0,1.0,590.0,68.0,293.0,70.0,222.0,240.0,255.0,53.0,202.0,55.0,55.0,1.0,6.0,0.82,55.0,55.0,1.0,1.0
src/72_response/dfpt_mkvxcstr.F90,5251cfd,14.0,14.0,0.0,92.0,15.0,65.0,15.0,2.0,0.0,1.0,1.0,250.0,34.0,132.0,40.0,91.0,92.0,119.0,27.0,92.0,28.0,28.0,1.0,4.0,0.7,28.0,28.0,1.0,1.0
src/17_libtetra_ext/libtetrabz_dos_mod.F90,5251cfd,6.0,6.0,2.0,76.0,2.0,43.0,33.0,4.0,1.0,1.0,4.0,356.0,12.0,180.0,61.0,118.0,176.0,158.0,52.0,106.0,9.0,9.0,8.0,4.0,0.98,27.0,27.0,11.0,1.0
src/67_common/wf_mixing.F90,5251cfd,28.0,28.0,6.0,265.0,43.0,161.0,68.0,2.0,0.0,1.0,1.0,584.0,90.0,325.0,66.0,258.0,188.0,265.0,38.0,227.0,56.0,56.0,13.0,7.0,0.58,56.0,56.0,13.0,1.0
src/78_effpot/m_multibinit_dataset.F90,5251cfd,66.0,66.0,1.0,407.0,44.0,330.0,33.0,4.0,1.0,1.0,4.0,1925.0,216.0,1430.0,298.0,1131.0,288.0,1096.0,132.0,964.0,216.0,216.0,3.0,4.0,0.2,265.0,265.0,6.0,1.0
src/66_wfs/m_bandfft_kpt.F90,5251cfd,21.0,21.0,2.0,137.0,12.0,110.0,15.0,12.0,1.0,1.0,12.0,2148.0,204.0,1387.0,410.0,976.0,602.0,1159.0,176.0,983.0,69.0,69.0,7.0,6.0,0.43,257.0,257.0,27.0,1.0
src/72_response/dfpt_eltfrxc.F90,5251cfd,31.0,31.0,0.0,268.0,33.0,194.0,45.0,2.0,0.0,1.0,1.0,620.0,70.0,391.0,107.0,283.0,171.0,344.0,55.0,289.0,63.0,63.0,1.0,8.0,0.44,63.0,63.0,1.0,1.0
src/95_drive/wfk_analyze.F90,5251cfd,11.0,9.0,1.0,293.0,56.0,142.0,100.0,2.0,0.0,1.0,2.0,623.0,104.0,273.0,112.0,142.0,260.0,227.0,86.0,141.0,21.0,18.0,1.0,0.0,0.95,22.0,19.0,2.0,1.0
src/52_fft_mpi_noabirule/m_fftw3.F90,5251cfd,2.0,1.0,0.0,111.0,21.0,63.0,28.0,47.0,1.0,1.0,46.0,8120.0,1345.0,3316.0,623.0,205.0,3581.0,644.0,430.0,214.0,32.0,26.0,1.0,5.0,1.08,103.0,93.0,46.0,1.0
src/68_recursion/green_kernel.F90,5251cfd,5.0,5.0,2.0,74.0,17.0,44.0,12.0,2.0,0.0,1.0,2.0,176.0,34.0,80.0,30.0,49.0,64.0,59.0,27.0,32.0,9.0,9.0,3.0,0.0,0.8,10.0,10.0,4.0,1.0
src/77_ddb/nmsq_gam_sumfs.F90,5251cfd,9.0,9.0,1.0,137.0,33.0,70.0,35.0,1.0,0.0,1.0,1.0,183.0,36.0,72.0,29.0,42.0,78.0,60.0,23.0,37.0,9.0,9.0,1.0,5.0,1.08,9.0,9.0,1.0,1.0
src/57_iovars/inkpts.F90,5251cfd,51.0,51.0,1.0,391.0,63.0,280.0,50.0,1.0,0.0,1.0,1.0,485.0,66.0,282.0,63.0,218.0,141.0,225.0,32.0,193.0,51.0,51.0,1.0,4.0,0.5,51.0,51.0,1.0,1.0
src/72_response/dfpt_mkrho.F90,5251cfd,16.0,16.0,5.0,219.0,37.0,141.0,55.0,2.0,0.0,1.0,1.0,514.0,78.0,285.0,98.0,186.0,182.0,234.0,48.0,186.0,33.0,33.0,11.0,10.0,0.64,33.0,33.0,11.0,1.0
src/72_response/dfpt_init_mag1.F90,5251cfd,8.0,8.0,1.0,87.0,17.0,61.0,24.0,1.0,0.0,1.0,1.0,136.0,21.0,63.0,16.0,46.0,69.0,65.0,15.0,50.0,8.0,8.0,1.0,3.0,1.1,8.0,8.0,1.0,1.0
src/79_seqpar_mpi/lobpcgwf.F90,5251cfd,60.0,60.0,6.0,604.0,73.0,463.0,69.0,2.0,0.0,1.0,2.0,1257.0,147.0,924.0,186.0,736.0,192.0,718.0,65.0,653.0,120.0,120.0,11.0,0.0,0.21,121.0,121.0,12.0,1.0
src/79_seqpar_mpi/m_lobpcgwf.F90,5251cfd,60.0,60.0,6.0,604.0,73.0,463.0,69.0,2.0,0.0,1.0,2.0,1257.0,147.0,924.0,186.0,736.0,192.0,718.0,65.0,653.0,120.0,120.0,11.0,0.0,0.21,121.0,121.0,12.0,1.0
src/72_response/full_active_wf1.F90,5251cfd,6.0,6.0,1.0,99.0,23.0,57.0,21.0,1.0,0.0,1.0,1.0,166.0,26.0,59.0,30.0,28.0,85.0,52.0,24.0,28.0,6.0,6.0,1.0,2.0,1.44,6.0,6.0,1.0,1.0
src/66_nonlocal/ctocprj.F90,5251cfd,40.0,40.0,3.0,264.0,21.0,216.0,33.0,2.0,0.0,1.0,1.0,622.0,46.0,434.0,131.0,302.0,156.0,392.0,50.0,342.0,80.0,80.0,7.0,8.0,0.36,80.0,80.0,7.0,1.0
src/41_geometry/m_crystal.F90,5251cfd,8.0,8.0,2.0,65.0,11.0,40.0,13.0,14.0,1.0,1.0,14.0,1463.0,245.0,629.0,274.0,355.0,610.0,606.0,215.0,391.0,17.0,17.0,7.0,4.0,0.97,121.0,121.0,28.0,1.0
src/67_common/cgq_builder.F90,5251cfd,22.0,22.0,4.0,185.0,41.0,116.0,39.0,1.0,0.0,1.0,1.0,249.0,44.0,118.0,40.0,77.0,100.0,107.0,25.0,82.0,22.0,22.0,4.0,8.0,0.85,22.0,22.0,4.0,1.0
src/57_iovars/outvar_a_h.F90,5251cfd,95.0,95.0,1.0,1122.0,244.0,785.0,124.0,1.0,0.0,1.0,1.0,1201.0,247.0,787.0,43.0,743.0,200.0,755.0,28.0,727.0,95.0,95.0,1.0,5.0,0.25,95.0,95.0,1.0,1.0
src/67_common/stress.F90,5251cfd,29.0,29.0,0.0,262.0,22.0,178.0,64.0,2.0,0.0,1.0,1.0,650.0,48.0,359.0,88.0,270.0,251.0,321.0,60.0,261.0,59.0,59.0,1.0,4.0,0.7,59.0,59.0,1.0,1.0
src/41_geometry/symsgcube.F90,5251cfd,36.0,26.0,0.0,234.0,12.0,208.0,26.0,2.0,0.0,1.0,1.0,515.0,30.0,419.0,22.0,396.0,94.0,484.0,20.0,464.0,72.0,53.0,1.0,6.0,0.22,72.0,53.0,1.0,1.0
src/67_common/vtorhotf.F90,5251cfd,4.0,4.0,1.0,70.0,9.0,43.0,17.0,19.0,0.0,17.0,19.0,1621.0,194.0,756.0,365.0,390.0,673.0,609.0,226.0,383.0,6.0,6.0,1.0,2.0,0.89,90.0,90.0,19.0,1.0
src/52_fft_mpi_noabirule/m_sg2002.F90,5251cfd,29.0,29.0,1.0,329.0,31.0,261.0,40.0,11.0,1.0,1.0,10.0,4222.0,387.0,2904.0,441.0,2462.0,987.0,2628.0,177.0,2451.0,88.0,88.0,5.0,6.0,0.34,322.0,321.0,14.0,1.0
src/67_common/symrhg.F90,5251cfd,11.0,11.0,3.0,105.0,14.0,72.0,26.0,4.0,0.0,1.0,2.0,474.0,59.0,285.0,67.0,217.0,161.0,297.0,38.0,259.0,43.0,43.0,13.0,0.0,0.56,44.0,44.0,14.0,1.0
src/71_bse/m_exc_itdiago.F90,5251cfd,12.0,12.0,4.0,258.0,46.0,133.0,81.0,7.0,1.0,1.0,7.0,1356.0,227.0,650.0,164.0,378.0,506.0,476.0,99.0,377.0,39.0,39.0,11.0,3.0,0.78,85.0,85.0,32.0,1.0
src/30_diago/m_lobpcg2.F90,5251cfd,5.0,4.0,1.0,64.0,10.0,40.0,14.0,16.0,1.0,1.0,18.0,1196.0,221.0,743.0,269.0,444.0,290.0,709.0,253.0,456.0,43.0,31.0,7.0,4.0,0.39,93.0,76.0,24.0,1.0
src/98_main/bsepostproc.F90,5251cfd,4.0,4.0,1.0,163.0,41.0,97.0,26.0,1.0,0.0,1.0,1.0,198.0,44.0,99.0,46.0,52.0,58.0,87.0,36.0,51.0,4.0,4.0,1.0,1.0,0.59,4.0,4.0,1.0,1.0
src/67_common/initorbmag.F90,5251cfd,20.0,20.0,9.0,204.0,43.0,126.0,40.0,3.0,0.0,1.0,1.0,665.0,133.0,380.0,83.0,296.0,170.0,339.0,48.0,291.0,61.0,61.0,29.0,6.0,0.45,61.0,61.0,29.0,1.0
src/51_manage_mpi/m_mpinfo.F90,5251cfd,5.0,5.0,1.0,46.0,9.0,27.0,9.0,16.0,1.0,1.0,16.0,1234.0,217.0,472.0,155.0,313.0,563.0,415.0,113.0,302.0,15.0,15.0,1.0,3.0,1.19,81.0,81.0,16.0,1.0
src/66_wfs/wfconv.F90,5251cfd,38.0,38.0,3.0,307.0,33.0,198.0,80.0,2.0,0.0,1.0,1.0,755.0,70.0,398.0,79.0,318.0,298.0,379.0,49.0,330.0,77.0,77.0,6.0,6.0,0.75,77.0,77.0,6.0,1.0
src/44_abitypes_defs/defs_abitypes.F90,5251cfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1836.0,228.0,1142.0,1141.0,0.0,657.0,1140.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,1.0
src/70_gw/gwls_model_polarisability.F90,5251cfd,4.0,4.0,1.0,83.0,25.0,40.0,18.0,6.0,1.0,1.0,6.0,708.0,189.0,272.0,93.0,178.0,260.0,248.0,74.0,174.0,13.0,13.0,1.0,3.0,0.96,29.0,29.0,6.0,1.0
src/57_iovars/m_memeval.F90,5251cfd,33.0,33.0,1.0,325.0,37.0,222.0,72.0,7.0,1.0,1.0,7.0,2785.0,286.0,1577.0,282.0,1194.0,977.0,1393.0,149.0,1244.0,96.0,96.0,4.0,5.0,0.62,233.0,233.0,12.0,1.0
src/28_numeric_noabirule/m_cgtools.F90,5251cfd,8.0,8.0,1.0,70.0,12.0,41.0,17.0,46.0,1.0,1.0,46.0,4793.0,709.0,1976.0,531.0,1390.0,2181.0,1887.0,469.0,1418.0,49.0,49.0,12.0,8.0,1.1,402.0,402.0,57.0,1.0
src/41_geometry/m_dynmat.F90,5251cfd,20.0,20.0,2.0,121.0,18.0,79.0,24.0,39.0,1.0,1.0,37.0,6283.0,855.0,3162.0,586.0,2575.0,2357.0,2895.0,471.0,2424.0,80.0,80.0,29.0,14.0,0.75,784.0,783.0,108.0,1.0
src/57_iovars/chkinp.F90,5251cfd,485.0,485.0,11.0,3422.0,305.0,2575.0,601.0,1.0,0.0,1.0,1.0,3471.0,308.0,2577.0,202.0,2348.0,647.0,2166.0,42.0,2124.0,485.0,485.0,11.0,7.0,0.25,485.0,485.0,11.0,1.0
src/65_paw/pawuj_red.F90,5251cfd,10.0,10.0,0.0,112.0,15.0,81.0,21.0,2.0,0.0,1.0,1.0,269.0,33.0,164.0,55.0,108.0,84.0,154.0,36.0,118.0,20.0,20.0,1.0,4.0,0.51,20.0,20.0,1.0,1.0
src/56_recipspace/m_gsphere.F90,5251cfd,8.0,8.0,1.0,82.0,12.0,52.0,18.0,23.0,1.0,1.0,21.0,2708.0,384.0,1255.0,451.0,802.0,1123.0,1152.0,309.0,843.0,30.0,30.0,5.0,6.0,0.89,206.0,204.0,39.0,1.0
src/70_gw/prep_calc_ucrpa.F90,5251cfd,27.0,27.0,1.0,269.0,27.0,156.0,92.0,3.0,0.0,1.0,1.0,907.0,86.0,472.0,157.0,310.0,374.0,388.0,88.0,300.0,83.0,82.0,4.0,11.0,0.79,83.0,82.0,4.0,1.0
src/95_drive/eph.F90,5251cfd,7.0,6.0,0.0,72.0,9.0,46.0,17.0,8.0,0.0,1.0,1.0,657.0,81.0,377.0,104.0,266.0,213.0,342.0,81.0,261.0,58.0,53.0,1.0,4.0,0.56,58.0,53.0,1.0,1.0
src/80_tdep/m_tdep_phdos.F90,5251cfd,13.0,13.0,2.0,144.0,14.0,106.0,27.0,3.0,1.0,1.0,3.0,477.0,53.0,341.0,74.0,272.0,96.0,399.0,63.0,336.0,18.0,18.0,6.0,6.0,0.28,39.0,39.0,8.0,1.0
src/65_paw/pawprt.F90,5251cfd,37.0,37.0,1.0,175.0,9.0,156.0,14.0,3.0,0.0,1.0,1.0,582.0,31.0,470.0,77.0,392.0,96.0,466.0,47.0,419.0,113.0,113.0,3.0,7.0,0.2,113.0,113.0,3.0,1.0
src/68_dmft/dyson.F90,5251cfd,8.0,8.0,1.0,109.0,17.0,60.0,32.0,1.0,0.0,1.0,1.0,157.0,21.0,62.0,27.0,34.0,76.0,56.0,23.0,33.0,8.0,8.0,1.0,3.0,1.23,8.0,8.0,1.0,1.0
src/61_occeig/m_occ.F90,5251cfd,18.0,18.0,2.0,180.0,26.0,115.0,43.0,8.0,1.0,1.0,6.0,1764.0,236.0,942.0,193.0,748.0,637.0,780.0,119.0,661.0,50.0,50.0,11.0,7.0,0.68,151.0,151.0,22.0,1.0
src/64_psp/psp9in.F90,5251cfd,2.0,2.0,0.0,143.0,17.0,68.0,63.0,4.0,0.0,1.0,1.0,656.0,71.0,274.0,30.0,12.0,333.0,53.0,23.0,30.0,11.0,11.0,1.0,1.0,1.22,11.0,11.0,1.0,1.0
src/68_recursion/recursion.F90,5251cfd,5.0,5.0,2.0,100.0,18.0,56.0,27.0,2.0,0.0,1.0,1.0,269.0,41.0,114.0,44.0,69.0,119.0,113.0,38.0,75.0,10.0,10.0,4.0,3.0,1.04,10.0,10.0,4.0,1.0
src/72_response/m_dvdb.F90,5251cfd,12.0,12.0,5.0,112.0,22.0,66.0,25.0,31.0,1.0,1.0,31.0,4658.0,857.0,2141.0,789.0,1341.0,1749.0,1985.0,517.0,1468.0,43.0,43.0,24.0,7.0,0.82,377.0,375.0,182.0,1.0
src/71_bse/m_haydock.F90,5251cfd,12.0,12.0,1.0,157.0,25.0,96.0,40.0,14.0,1.0,1.0,10.0,2663.0,395.0,1390.0,536.0,845.0,942.0,1189.0,314.0,875.0,39.0,39.0,4.0,6.0,0.68,171.0,169.0,21.0,1.0
src/32_util/status.F90,5251cfd,27.0,27.0,1.0,315.0,63.0,200.0,56.0,1.0,0.0,1.0,1.0,369.0,66.0,202.0,27.0,174.0,107.0,193.0,21.0,172.0,27.0,27.0,1.0,7.0,0.53,27.0,27.0,1.0,1.0
src/77_ddb/m_phonons.F90,5251cfd,11.0,11.0,2.0,125.0,20.0,80.0,29.0,22.0,1.0,1.0,22.0,3498.0,541.0,1826.0,529.0,1234.0,1249.0,1549.0,350.0,1199.0,56.0,55.0,7.0,7.0,0.68,259.0,253.0,62.0,1.0
src/67_common/mkcore_paw.F90,5251cfd,18.0,18.0,3.0,172.0,27.0,118.0,34.0,2.0,0.0,1.0,1.0,384.0,57.0,238.0,68.0,169.0,104.0,217.0,51.0,166.0,37.0,37.0,7.0,10.0,0.44,37.0,37.0,7.0,1.0
src/66_nonlocal/nonlop_test.F90,5251cfd,34.0,34.0,2.0,182.0,19.0,145.0,19.0,2.0,0.0,1.0,1.0,436.0,41.0,292.0,75.0,216.0,107.0,312.0,42.0,270.0,69.0,69.0,5.0,5.0,0.37,69.0,69.0,5.0,1.0
src/72_response/dfpt_vtorho.F90,5251cfd,16.0,16.0,1.0,174.0,21.0,133.0,24.0,4.0,0.0,1.0,1.0,858.0,87.0,534.0,197.0,336.0,254.0,454.0,112.0,342.0,67.0,67.0,4.0,6.0,0.48,67.0,67.0,4.0,1.0
src/67_common/dielmt.F90,5251cfd,33.0,33.0,1.0,332.0,36.0,181.0,115.0,1.0,0.0,1.0,1.0,387.0,40.0,183.0,33.0,149.0,166.0,158.0,19.0,139.0,33.0,33.0,1.0,4.0,0.91,33.0,33.0,1.0,1.0
src/61_occeig/m_fstab.F90,5251cfd,6.0,6.0,0.0,66.0,12.0,40.0,16.0,7.0,1.0,1.0,5.0,745.0,133.0,324.0,140.0,183.0,314.0,291.0,103.0,188.0,22.0,22.0,1.0,5.0,0.97,45.0,44.0,5.0,1.0
src/65_paw/pawdfptenergy.F90,5251cfd,44.0,44.0,3.0,368.0,38.0,286.0,46.0,2.0,0.0,1.0,1.0,890.0,79.0,574.0,162.0,403.0,242.0,481.0,99.0,382.0,88.0,88.0,6.0,6.0,0.42,88.0,88.0,6.0,1.0
src/67_common/energy.F90,5251cfd,44.0,44.0,3.0,368.0,38.0,286.0,46.0,2.0,0.0,1.0,1.0,890.0,79.0,574.0,162.0,403.0,242.0,481.0,99.0,382.0,88.0,88.0,6.0,6.0,0.42,88.0,88.0,6.0,1.0
src/94_scfcv/m_scfcv.F90,5251cfd,1.0,1.0,1.0,78.0,11.0,42.0,25.0,5.0,1.0,1.0,5.0,760.0,92.0,298.0,174.0,123.0,374.0,275.0,159.0,116.0,3.0,3.0,1.0,1.0,1.26,9.0,9.0,5.0,1.0
src/66_wfs/prep_fourwf.F90,5251cfd,25.0,25.0,0.0,231.0,24.0,172.0,36.0,2.0,0.0,1.0,1.0,526.0,52.0,346.0,82.0,251.0,134.0,259.0,47.0,212.0,50.0,50.0,1.0,6.0,0.39,50.0,50.0,1.0,1.0
src/67_common/spin_current.F90,5251cfd,28.0,28.0,8.0,385.0,64.0,204.0,136.0,2.0,1.0,1.0,2.0,896.0,144.0,426.0,126.0,299.0,367.0,317.0,72.0,245.0,32.0,32.0,11.0,7.0,0.86,57.0,57.0,17.0,1.0
src/57_iovars/m_ab7_invars_f90.F90,5251cfd,7.0,7.0,1.0,55.0,11.0,34.0,9.0,11.0,1.0,1.0,11.0,984.0,176.0,437.0,156.0,280.0,378.0,425.0,130.0,295.0,42.0,42.0,3.0,3.0,0.86,82.0,82.0,13.0,1.0
src/94_scfcv/afterscfloop.F90,5251cfd,15.0,15.0,0.0,168.0,17.0,123.0,29.0,5.0,0.0,1.0,1.0,1044.0,90.0,619.0,152.0,368.0,346.0,454.0,112.0,342.0,79.0,79.0,1.0,6.0,0.56,79.0,79.0,1.0,1.0
src/70_gw/calc_sigc_me.F90,5251cfd,27.0,26.0,1.0,200.0,24.0,141.0,44.0,6.0,0.0,1.0,1.0,1324.0,153.0,852.0,241.0,598.0,382.0,692.0,103.0,589.0,166.0,161.0,9.0,9.0,0.45,166.0,161.0,9.0,1.0
src/65_paw/pawmkaewf.F90,5251cfd,17.0,17.0,0.0,212.0,29.0,153.0,37.0,3.0,0.0,1.0,1.0,720.0,92.0,463.0,137.0,273.0,192.0,359.0,77.0,282.0,52.0,52.0,1.0,7.0,0.41,52.0,52.0,1.0,1.0
src/56_io_mpi/m_exit.F90,5251cfd,3.0,3.0,1.0,34.0,8.0,14.0,12.0,8.0,1.0,1.0,8.0,506.0,104.0,138.0,71.0,66.0,274.0,131.0,67.0,64.0,16.0,16.0,1.0,5.0,1.99,26.0,26.0,8.0,1.0
src/66_wfs/chebfi.F90,5251cfd,9.0,9.0,2.0,144.0,21.0,95.0,29.0,4.0,0.0,3.0,3.0,727.0,94.0,384.0,119.0,261.0,258.0,319.0,79.0,240.0,32.0,32.0,4.0,3.0,0.67,38.0,38.0,9.0,1.0
src/67_common/initberry.F90,5251cfd,164.0,164.0,62.0,1335.0,265.0,823.0,289.0,1.0,0.0,1.0,1.0,1423.0,268.0,825.0,115.0,709.0,374.0,746.0,58.0,688.0,164.0,164.0,62.0,8.0,0.45,164.0,164.0,62.0,1.0
src/65_paw/pawdfptenergy.F90,5251cfd,17.0,17.0,0.0,149.0,15.0,119.0,20.0,2.0,0.0,1.0,1.0,393.0,34.0,240.0,78.0,161.0,133.0,188.0,40.0,148.0,34.0,34.0,1.0,5.0,0.55,34.0,34.0,1.0,1.0
src/95_drive/dfptnl_loop.F90,5251cfd,51.0,51.0,1.0,578.0,85.0,448.0,63.0,1.0,0.0,1.0,1.0,671.0,89.0,450.0,108.0,341.0,152.0,305.0,59.0,246.0,51.0,51.0,1.0,12.0,0.34,51.0,51.0,1.0,1.0
src/69_wfdesc/wfd_vnlpsi.F90,5251cfd,9.0,9.0,1.0,136.0,22.0,95.0,26.0,1.0,0.0,1.0,1.0,185.0,25.0,97.0,42.0,54.0,72.0,79.0,30.0,49.0,9.0,9.0,1.0,2.0,0.74,9.0,9.0,1.0,1.0
src/98_main/ioprof.F90,5251cfd,13.0,11.0,6.0,113.0,24.0,68.0,22.0,2.0,0.0,1.0,1.0,263.0,51.0,139.0,43.0,93.0,77.0,129.0,29.0,100.0,26.0,23.0,12.0,6.0,0.55,26.0,23.0,12.0,1.0
src/42_parser/m_parser.F90,5251cfd,18.0,18.0,1.0,129.0,19.0,84.0,27.0,20.0,1.0,1.0,18.0,3498.0,428.0,1711.0,397.0,1295.0,1400.0,1525.0,309.0,1216.0,83.0,83.0,10.0,8.0,0.82,365.0,365.0,38.0,1.0
