hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_fix,keyword_buggy,fastread_fix,fastread_buggy
2518a673cc86884f92e3ffcb64eac7ac8ea2d826,2016-02-02 11:23:46,1,1,1,0.0,111,0,-74.0,1,0.7742013888888889,2,914.0,2.2916535856841724,729,0,0,0,1
f1165623be0501f20f6113938c227aa2f08302af,2016-02-02 16:11:53,1,1,1,0.0,37,26,1284.0,19,-0.7571643518518518,151,1439.0,-0.3207172228251731,766,1,0,1,1
f5cd0c2308d3ebfbbc59c27aad35db6671292291,2016-02-02 16:49:32,1,1,1,0.0,19,11,66.0,17,118.16151620370373,3,1440.0,1.0084629922848658,85,0,0,0,0
6dd1957819868204c61abeb70b552002857587eb,2016-02-02 17:19:31,1,1,1,0.0,5,3,54.0,16,4.085706018518518,10,871.0,1.2447557400036826,34,0,0,0,0
f471f9b1100960d290e61ffc1cc4017774e96c6e,2016-02-02 17:44:41,1,1,1,0.0,15,9,1245.0,19,8.988425925925926,149,1437.0,1.1112541849085755,764,0,0,0,1
36c3ed5830f1b5b1fe33ba48b37c56db077ab01d,2016-02-02 17:55:38,1,1,1,0.0,2,3,344.0,17,11.996770833333333,3,872.0,1.083355764137919,705,0,0,0,0
be364927fe3300dabd29c9d53b1e7b99bcd412b2,2016-02-02 18:02:42,2,2,2,1.0,2,2,30.5,15,4.58765625,10,1442.5,1.1767766654375889,767,0,0,0,0
c0f7df6435c92d011948584c64b4d9663585c6e7,2016-02-03 10:22:12,1,1,1,0.0,35,2,1251.0,19,0.6927199074074074,150,1438.0,2.4435849025078946,765,0,0,0,1
b74f8b2a7c127031260cc4bc512535775ce0c8c0,2016-02-03 18:35:43,1,1,1,0.0,2,2,219.0,16,10.01085648148148,57,1441.0,1.0998915529205562,143,0,0,0,0
67fba20606a65e569c2db3f4905876c3f9e3a600,2016-02-03 21:43:14,1,1,1,0.0,45,2,-225.0,18,4.154780092592594,106,79.0,1.2406866254565108,35,0,1,0,1
653f2d8b97e7abfe1b7c3cd4a1e1e71d1b1eeb8b,2016-02-04 14:42:18,1,2,3,0.0,10,0,17.0,15,5.804621913580246,11,1445.0,1.1067401797106209,336,0,0,0,0
42a2be702158b1b4ca0d2a1264115ef5903aed0b,2016-02-04 14:43:13,1,1,1,0.0,1,0,90.0,15,5.8166782407407425,37,1447.0,1.1719194286862689,145,1,0,0,0
5f24a68d0e8731f4d3cc1fa267e5578befa56683,2016-02-04 16:12:53,1,1,1,0.0,31,34,1295.0,19,2.000694444444445,152,1448.0,1.4998264491496007,768,0,1,0,1
eb429be1fdc7335bec5ba036fcece309778b23f0,2016-02-04 16:23:54,1,1,1,0.0,75,0,0.0,1,0.0,0,1449.0,0.0,86,0,0,0,0
f49cdad5b3b3979c04d39950a80e3d94a1e512c0,2016-02-12 09:40:33,1,1,1,0.0,2,2,21.0,1,29.934340277777785,3,909.0,1.033406448604527,725,0,0,0,1
4da226ad6df9f20415d8425d799a0dc99bdd1dfd,2016-02-12 09:41:08,1,1,1,0.0,0,3,21.0,1,0.00040509259259259264,4,910.0,2469.5714285714284,726,0,0,0,0
5eda1bdfc4a7cd9af545328c96753c0a529694f8,2016-02-12 14:18:42,1,1,1,0.0,2,2,226.0,15,218.9592476851852,35,1450.0,1.0045670599007437,769,1,0,0,0
0152feb3563b6fbfc0bc0c3cd2bdbe4fd1638bfb,2016-02-12 14:19:03,1,1,1,0.0,11,0,415.0,15,73.1368287037037,69,1451.0,1.013673001929729,770,0,0,0,0
f6b0c65c84ab187f3d560377c0f46d60ed6fafbb,2016-02-12 15:14:50,1,1,7,2.11907071316306,101,75,30.285714285714285,15,127.43606646825396,218,876.0,1.0038289989455749,712,0,0,0,0
abe3390d06454ecd90556aa9eb9c37403b629b36,2016-02-12 16:58:30,1,1,1,0.0,4,1,90.0,15,13.802453703703707,8,3459.0,1.0724508860139603,121,0,0,0,0
42d991a749bc0ec78d2a075adff7f89e0b1a9324,2016-02-12 18:28:24,1,1,2,0.25387844029816153,45,2,-141.5,15,0.1344212962962963,25,1453.5,6.579473049767523,773,0,0,0,0
daeb14fc1c7988bd6136a78861f94291a247d24c,2016-02-12 18:28:40,1,1,1,0.0,66,0,24.0,15,0.1346064814814815,5,1455.0,8.429062768701634,774,0,0,0,1
b09e798c24eed88fe983a51672bf247811da4910,2016-02-12 21:11:52,1,1,1,0.0,3,3,90.0,15,0.11333333333333333,6,1456.0,9.823529411764708,775,0,0,0,0
