Name,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,Bugs
m_crystal.f90,5.0,5.0,1.0,54.0,10.0,30.0,12.0,9.0,1.0,1.0,9.0,886.0,169.0,329.0,173.0,155.0,402.0,295.0,127.0,168.0,16.0,16.0,3.0,3.0,1.22,49.0,49.0,11.0,0.0
fourdp_6d.f90,7.0,7.0,0.0,49.0,10.0,32.0,10.0,2.0,0.0,1.0,1.0,151.0,23.0,66.0,21.0,44.0,69.0,59.0,15.0,44.0,15.0,15.0,1.0,4.0,1.05,15.0,15.0,1.0,0.0
predict_string.f90,15.0,15.0,1.0,213.0,27.0,149.0,43.0,1.0,0.0,1.0,1.0,281.0,30.0,151.0,73.0,77.0,108.0,108.0,24.0,84.0,15.0,15.0,1.0,4.0,0.72,15.0,15.0,1.0,0.0
prtbltztrp_out.f90,18.0,18.0,1.0,193.0,37.0,136.0,39.0,1.0,0.0,1.0,1.0,242.0,41.0,138.0,30.0,107.0,84.0,123.0,22.0,101.0,18.0,18.0,1.0,4.0,0.61,18.0,18.0,1.0,0.0
m_dvdb.f90,8.0,8.0,3.0,89.0,17.0,52.0,21.0,23.0,1.0,1.0,23.0,2880.0,526.0,1275.0,518.0,747.0,1135.0,1189.0,360.0,829.0,31.0,31.0,14.0,7.0,0.89,205.0,204.0,85.0,0.0
printbxsf.f90,26.0,26.0,4.0,221.0,35.0,162.0,42.0,1.0,0.0,1.0,1.0,270.0,38.0,164.0,37.0,126.0,88.0,146.0,24.0,122.0,26.0,26.0,4.0,4.0,0.54,26.0,26.0,4.0,0.0
m_wfd.f90,7.0,7.0,1.0,69.0,14.0,40.0,16.0,63.0,1.0,1.0,62.0,6560.0,1171.0,2728.0,1091.0,1638.0,2827.0,2557.0,845.0,1712.0,35.0,35.0,6.0,8.0,1.04,492.0,484.0,83.0,0.0
dfpt_nsteltwf.f90,17.0,17.0,3.0,196.0,32.0,126.0,40.0,1.0,0.0,1.0,1.0,269.0,36.0,128.0,63.0,64.0,109.0,104.0,38.0,66.0,17.0,17.0,3.0,6.0,0.85,17.0,17.0,3.0,0.0
lebedev_laikov.f90,0.0,0.0,0.0,112.0,2.0,84.0,26.0,65.0,0.0,33.0,33.0,7375.0,135.0,5475.0,363.0,5111.0,1767.0,5472.0,361.0,5111.0,7.0,2.0,7.0,1.0,0.32,39.0,34.0,39.0,0.0
dfpt_mkvxc_noncoll.f90,9.0,9.0,0.0,91.0,8.0,60.0,26.0,2.0,0.0,1.0,1.0,254.0,19.0,122.0,42.0,79.0,122.0,104.0,27.0,77.0,19.0,19.0,1.0,5.0,1.0,19.0,19.0,1.0,0.0
partial_dos_fractions_paw.f90,21.0,21.0,3.0,133.0,17.0,101.0,20.0,2.0,0.0,1.0,1.0,335.0,38.0,205.0,53.0,151.0,107.0,183.0,34.0,149.0,42.0,42.0,7.0,10.0,0.52,42.0,42.0,7.0,0.0
dfpt_rhofermi.f90,8.0,8.0,0.0,88.0,11.0,65.0,12.0,7.0,0.0,1.0,1.0,754.0,83.0,459.0,170.0,288.0,219.0,391.0,97.0,294.0,62.0,62.0,4.0,6.0,0.48,62.0,62.0,4.0,0.0
dtfil_init.f90,41.0,41.0,1.0,503.0,58.0,360.0,106.0,1.0,0.0,1.0,1.0,560.0,61.0,362.0,44.0,317.0,160.0,366.0,36.0,330.0,41.0,41.0,1.0,3.0,0.44,41.0,41.0,1.0,0.0
m_results_gs.f90,8.0,8.0,1.0,64.0,11.0,40.0,13.0,7.0,1.0,1.0,7.0,796.0,129.0,322.0,133.0,168.0,354.0,262.0,83.0,179.0,27.0,27.0,1.0,4.0,1.1,59.0,59.0,7.0,0.0
dfpt_nselt.f90,18.0,18.0,2.0,185.0,30.0,127.0,30.0,2.0,0.0,1.0,1.0,478.0,64.0,257.0,100.0,156.0,165.0,214.0,62.0,152.0,37.0,37.0,4.0,6.0,0.64,37.0,37.0,4.0,0.0
m_mpinfo.f90,5.0,5.0,1.0,46.0,9.0,27.0,9.0,16.0,1.0,1.0,16.0,1233.0,219.0,468.0,154.0,310.0,563.0,413.0,112.0,301.0,15.0,15.0,1.0,3.0,1.2,81.0,81.0,16.0,0.0
initmpi_img.f90,36.0,36.0,1.0,301.0,19.0,177.0,111.0,1.0,0.0,1.0,1.0,351.0,22.0,179.0,39.0,139.0,158.0,152.0,18.0,134.0,36.0,36.0,1.0,6.0,0.88,36.0,36.0,1.0,0.0
m_nctk.f90,2.0,2.0,1.0,38.0,8.0,19.0,11.0,5.0,1.0,1.0,5.0,2764.0,513.0,929.0,80.0,31.0,1362.0,114.0,78.0,36.0,6.0,6.0,1.0,3.0,1.47,14.0,14.0,5.0,0.0
dfpt_vlocal.f90,1.0,1.0,0.0,41.0,8.0,19.0,13.0,10.0,0.0,1.0,9.0,365.0,68.0,150.0,65.0,84.0,150.0,138.0,60.0,78.0,11.0,11.0,1.0,0.0,1.0,19.0,19.0,9.0,0.0
dos_degeneratewfs.f90,10.0,10.0,1.0,90.0,17.0,37.0,40.0,1.0,0.0,1.0,1.0,133.0,21.0,39.0,14.0,24.0,79.0,41.0,13.0,28.0,10.0,10.0,1.0,6.0,2.03,10.0,10.0,1.0,0.0
mkcore.f90,13.0,13.0,1.0,121.0,22.0,71.0,28.0,4.0,0.0,1.0,2.0,541.0,89.0,285.0,49.0,235.0,172.0,261.0,38.0,223.0,52.0,52.0,5.0,0.0,0.6,53.0,53.0,6.0,0.0
m_io_kss.f90,13.0,13.0,2.0,170.0,28.0,110.0,37.0,9.0,1.0,1.0,9.0,1983.0,291.0,1038.0,355.0,514.0,724.0,754.0,230.0,524.0,27.0,27.0,7.0,8.0,0.7,122.0,119.0,23.0,0.0
m_sigma.f90,9.0,8.0,1.0,107.0,14.0,77.0,17.0,11.0,1.0,1.0,11.0,1649.0,240.0,920.0,232.0,527.0,525.0,578.0,167.0,411.0,30.0,30.0,1.0,8.0,0.57,104.0,97.0,11.0,0.0
critics.f90,31.0,31.0,12.0,168.0,7.0,148.0,13.0,2.0,0.0,1.0,1.0,386.0,18.0,298.0,23.0,274.0,72.0,294.0,22.0,272.0,63.0,63.0,25.0,9.0,0.24,63.0,63.0,25.0,0.0
outgkk.f90,8.0,8.0,1.0,96.0,18.0,57.0,23.0,1.0,0.0,1.0,1.0,135.0,21.0,59.0,26.0,32.0,59.0,53.0,20.0,33.0,8.0,8.0,1.0,3.0,1.0,8.0,8.0,1.0,0.0
leave_new.f90,6.0,6.0,2.0,57.0,14.0,32.0,11.0,1.0,0.0,1.0,1.0,94.0,16.0,28.0,12.0,15.0,52.0,28.0,11.0,17.0,6.0,6.0,2.0,1.0,1.86,6.0,6.0,2.0,0.0
dfpt_newvtr.f90,61.0,61.0,1.0,340.0,33.0,274.0,36.0,1.0,0.0,1.0,1.0,440.0,36.0,276.0,71.0,204.0,133.0,252.0,40.0,212.0,61.0,61.0,1.0,6.0,0.48,61.0,61.0,1.0,0.0
dfpt_looppert.f90,65.0,65.0,5.0,667.0,53.0,526.0,106.0,3.0,0.0,1.0,1.0,2125.0,163.0,1582.0,396.0,1130.0,436.0,1177.0,167.0,1010.0,195.0,195.0,17.0,5.0,0.28,195.0,195.0,17.0,0.0
defs_basis.f90,3.0,2.0,1.0,30.0,8.0,13.0,8.0,4.0,1.0,1.0,4.0,558.0,86.0,243.0,203.0,37.0,266.0,233.0,203.0,30.0,5.0,4.0,1.0,1.0,1.09,14.0,11.0,4.0,0.0
m_hu.f90,20.0,20.0,1.0,149.0,16.0,103.0,30.0,14.0,1.0,1.0,14.0,2626.0,298.0,1499.0,307.0,1185.0,880.0,1350.0,226.0,1124.0,70.0,70.0,13.0,13.0,0.59,283.0,283.0,26.0,1.0
m_polynomial_coeff.f90,3.0,3.0,1.0,41.0,8.0,18.0,13.0,4.0,1.0,1.0,4.0,337.0,61.0,96.0,54.0,41.0,183.0,85.0,44.0,41.0,8.0,8.0,1.0,2.0,1.91,14.0,14.0,4.0,1.0
dfpt_nstpaw.f90,59.0,59.0,2.0,381.0,33.0,294.0,60.0,4.0,0.0,1.0,1.0,1684.0,136.0,1179.0,290.0,888.0,394.0,1042.0,139.0,903.0,238.0,238.0,10.0,10.0,0.33,238.0,238.0,10.0,1.0
outvar_a_h.f90,37.0,37.0,0.0,514.0,116.0,360.0,52.0,2.0,0.0,1.0,1.0,1107.0,236.0,722.0,42.0,679.0,180.0,687.0,27.0,660.0,75.0,75.0,1.0,5.0,0.25,75.0,75.0,1.0,1.0
m_paw_dmft.f90,11.0,11.0,1.0,111.0,12.0,71.0,28.0,10.0,1.0,1.0,10.0,1664.0,233.0,810.0,258.0,546.0,637.0,689.0,204.0,485.0,25.0,25.0,1.0,6.0,0.79,117.0,117.0,10.0,1.0
m_ebands.f90,7.0,6.0,2.0,74.0,14.0,44.0,16.0,44.0,1.0,1.0,44.0,4771.0,814.0,2070.0,752.0,1208.0,2000.0,1747.0,540.0,1207.0,30.0,29.0,13.0,6.0,0.97,313.0,304.0,98.0,1.0
m_polynomial_term.f90,5.0,5.0,1.0,57.0,14.0,29.0,13.0,2.0,1.0,1.0,2.0,245.0,54.0,78.0,44.0,33.0,116.0,64.0,31.0,33.0,5.0,5.0,1.0,1.0,1.49,10.0,10.0,2.0,1.0
leave_new.f90,6.0,6.0,2.0,57.0,14.0,32.0,11.0,1.0,0.0,1.0,1.0,94.0,16.0,28.0,12.0,15.0,52.0,28.0,11.0,17.0,6.0,6.0,2.0,1.0,1.86,6.0,6.0,2.0,1.0
dfpt_mkrho.f90,33.0,33.0,11.0,442.0,74.0,287.0,110.0,1.0,0.0,1.0,1.0,518.0,78.0,289.0,98.0,190.0,182.0,234.0,48.0,186.0,33.0,33.0,11.0,10.0,0.63,33.0,33.0,11.0,0.0
m_hamiltonian.f90,14.0,14.0,1.0,92.0,14.0,63.0,16.0,13.0,1.0,1.0,13.0,2174.0,359.0,957.0,368.0,575.0,889.0,926.0,279.0,647.0,32.0,32.0,3.0,5.0,0.93,194.0,192.0,15.0,0.0
anaddb.f90,70.0,67.0,1.0,970.0,178.0,610.0,199.0,1.0,0.0,1.0,1.0,1013.0,181.0,612.0,109.0,447.0,239.0,462.0,63.0,399.0,70.0,67.0,1.0,6.0,0.39,70.0,67.0,1.0,0.0
chkinp.f90,227.0,227.0,5.0,1626.0,148.0,1218.0,287.0,2.0,0.0,1.0,1.0,3302.0,299.0,2439.0,185.0,2237.0,621.0,2067.0,40.0,2027.0,454.0,454.0,11.0,7.0,0.25,454.0,454.0,11.0,0.0
m_dynmat.f90,19.0,19.0,2.0,123.0,19.0,79.0,26.0,32.0,1.0,1.0,32.0,5262.0,723.0,2582.0,501.0,2080.0,2038.0,2319.0,398.0,1921.0,78.0,78.0,29.0,14.0,0.79,620.0,619.0,83.0,0.0
outscfcv.f90,54.0,54.0,0.0,529.0,80.0,374.0,93.0,2.0,0.0,1.0,1.0,1185.0,164.0,750.0,191.0,537.0,310.0,575.0,128.0,447.0,108.0,108.0,1.0,6.0,0.41,108.0,108.0,1.0,0.0
d2frnl.f90,45.0,45.0,2.0,259.0,20.0,210.0,37.0,4.0,0.0,1.0,1.0,1138.0,85.0,845.0,190.0,646.0,249.0,758.0,99.0,659.0,180.0,180.0,9.0,9.0,0.29,180.0,180.0,9.0,0.0
m_ddb.f90,19.0,19.0,1.0,135.0,18.0,92.0,26.0,25.0,1.0,1.0,25.0,4506.0,573.0,2365.0,538.0,1826.0,1611.0,2160.0,358.0,1802.0,110.0,110.0,3.0,13.0,0.68,478.0,475.0,27.0,0.0
qmc_prep_ctqmc.f90,115.0,115.0,0.0,1048.0,126.0,564.0,422.0,2.0,0.0,1.0,1.0,2148.0,256.0,1130.0,182.0,941.0,893.0,999.0,96.0,903.0,230.0,230.0,1.0,11.0,0.79,230.0,230.0,1.0,0.0
m_rf2.f90,11.0,9.0,1.0,91.0,14.0,62.0,17.0,4.0,1.0,1.0,4.0,643.0,90.0,274.0,97.0,176.0,299.0,249.0,77.0,172.0,22.0,22.0,1.0,4.0,1.09,46.0,37.0,4.0,0.0
leave_new.f90,6.0,6.0,2.0,57.0,14.0,32.0,11.0,1.0,0.0,1.0,1.0,94.0,16.0,28.0,12.0,15.0,52.0,28.0,11.0,17.0,6.0,6.0,2.0,1.0,1.86,6.0,6.0,2.0,0.0
ddb_to_effective_potential.f90,24.0,24.0,1.0,466.0,73.0,315.0,90.0,1.0,0.0,1.0,1.0,499.0,76.0,317.0,66.0,250.0,120.0,255.0,37.0,218.0,24.0,24.0,1.0,4.0,0.38,24.0,24.0,1.0,1.0
m_hu.f90,20.0,20.0,1.0,149.0,16.0,104.0,30.0,14.0,1.0,1.0,14.0,2631.0,299.0,1503.0,308.0,1188.0,880.0,1353.0,226.0,1127.0,70.0,70.0,13.0,13.0,0.59,284.0,284.0,26.0,1.0
m_geometry.f90,4.0,4.0,1.0,50.0,10.0,28.0,12.0,8.0,1.0,1.0,8.0,681.0,116.0,251.0,107.0,143.0,329.0,214.0,86.0,128.0,16.0,16.0,3.0,6.0,1.31,39.0,33.0,12.0,1.0
m_dtset.f90,33.0,33.0,1.0,424.0,44.0,351.0,28.0,3.0,1.0,1.0,3.0,1417.0,150.0,1070.0,107.0,958.0,200.0,963.0,33.0,930.0,65.0,65.0,1.0,7.0,0.19,101.0,101.0,3.0,1.0
m_pawcprj.f90,15.0,15.0,2.0,211.0,29.0,126.0,61.0,24.0,0.0,1.0,24.0,2954.0,391.0,1525.0,273.0,1159.0,1120.0,1608.0,264.0,1344.0,42.0,42.0,9.0,8.0,0.73,365.0,364.0,48.0,1.0
sphereboundary.f90,41.0,41.0,1.0,229.0,39.0,135.0,67.0,1.0,0.0,1.0,1.0,288.0,43.0,137.0,15.0,121.0,122.0,149.0,13.0,136.0,41.0,41.0,1.0,10.0,0.89,41.0,41.0,1.0,1.0
m_hamiltonian.f90,14.0,14.0,1.0,92.0,14.0,63.0,16.0,13.0,1.0,1.0,13.0,2174.0,359.0,957.0,368.0,575.0,889.0,926.0,279.0,647.0,32.0,32.0,3.0,5.0,0.93,194.0,192.0,15.0,1.0
outvar_a_h.f90,37.0,37.0,0.0,513.0,116.0,359.0,52.0,2.0,0.0,1.0,1.0,1104.0,235.0,720.0,42.0,677.0,180.0,685.0,27.0,658.0,75.0,75.0,1.0,5.0,0.25,75.0,75.0,1.0,1.0
indefo.f90,28.0,28.0,1.0,803.0,37.0,655.0,127.0,1.0,0.0,1.0,1.0,849.0,40.0,657.0,16.0,609.0,170.0,634.0,13.0,621.0,28.0,28.0,1.0,3.0,0.26,28.0,28.0,1.0,1.0
mover.f90,49.0,43.0,6.0,509.0,66.0,285.0,161.0,2.0,0.0,1.0,1.0,1139.0,136.0,572.0,85.0,445.0,440.0,437.0,71.0,366.0,98.0,86.0,13.0,7.0,0.77,98.0,86.0,13.0,1.0
setup_screening.f90,40.0,40.0,4.0,392.0,51.0,270.0,77.0,2.0,0.0,2.0,2.0,876.0,109.0,543.0,156.0,361.0,241.0,459.0,90.0,369.0,65.0,65.0,7.0,6.0,0.44,81.0,80.0,8.0,1.0
ddb_elast.f90,83.0,83.0,1.0,606.0,58.0,397.0,156.0,1.0,0.0,1.0,1.0,667.0,63.0,399.0,38.0,360.0,212.0,309.0,30.0,279.0,83.0,83.0,1.0,5.0,0.53,83.0,83.0,1.0,1.0
chkvars.f90,16.0,16.0,8.0,308.0,31.0,216.0,62.0,1.0,0.0,1.0,1.0,346.0,34.0,218.0,15.0,202.0,97.0,212.0,12.0,200.0,16.0,16.0,8.0,5.0,0.44,16.0,16.0,8.0,0.0
pawdenpot.f90,51.0,51.0,0.0,292.0,30.0,231.0,39.0,3.0,0.0,1.0,1.0,974.0,93.0,696.0,126.0,569.0,212.0,618.0,55.0,563.0,154.0,154.0,1.0,7.0,0.3,154.0,154.0,1.0,0.0
rf2_init.f90,57.0,57.0,10.0,411.0,57.0,289.0,95.0,2.0,0.0,1.0,1.0,891.0,118.0,580.0,101.0,479.0,256.0,540.0,49.0,491.0,115.0,115.0,21.0,6.0,0.44,115.0,115.0,21.0,0.0
m_paw_dmft.f90,11.0,11.0,1.0,111.0,12.0,71.0,28.0,10.0,1.0,1.0,10.0,1664.0,233.0,810.0,258.0,546.0,637.0,689.0,204.0,485.0,25.0,25.0,1.0,6.0,0.79,117.0,117.0,10.0,0.0
m_phpi.f90,13.0,13.0,6.0,210.0,44.0,126.0,43.0,3.0,1.0,1.0,3.0,800.0,156.0,423.0,184.0,206.0,238.0,328.0,112.0,216.0,37.0,37.0,17.0,6.0,0.56,40.0,40.0,19.0,0.0
m_ebands.f90,7.0,6.0,2.0,74.0,14.0,44.0,16.0,44.0,1.0,1.0,44.0,4771.0,814.0,2070.0,752.0,1208.0,2000.0,1747.0,540.0,1207.0,30.0,29.0,13.0,6.0,0.97,313.0,304.0,98.0,0.0
mover.f90,49.0,43.0,6.0,510.0,66.0,286.0,161.0,2.0,0.0,1.0,1.0,1141.0,136.0,574.0,85.0,447.0,440.0,439.0,71.0,368.0,99.0,86.0,13.0,7.0,0.77,99.0,86.0,13.0,0.0
sigma.f90,136.0,134.0,3.0,1188.0,151.0,794.0,290.0,2.0,0.0,1.0,1.0,2465.0,305.0,1591.0,395.0,1173.0,666.0,1325.0,157.0,1168.0,272.0,269.0,6.0,8.0,0.42,272.0,269.0,6.0,0.0
dfpt_nstdy.f90,27.0,27.0,2.0,248.0,32.0,170.0,49.0,2.0,0.0,1.0,1.0,594.0,68.0,342.0,114.0,227.0,194.0,287.0,68.0,219.0,54.0,54.0,4.0,6.0,0.57,54.0,54.0,4.0,0.0
setup_screening.f90,40.0,40.0,4.0,385.0,52.0,263.0,76.0,2.0,0.0,2.0,2.0,862.0,111.0,529.0,155.0,348.0,239.0,446.0,89.0,357.0,65.0,65.0,7.0,6.0,0.45,81.0,80.0,8.0,0.0
ddb_elast.f90,83.0,83.0,1.0,612.0,59.0,401.0,157.0,1.0,0.0,1.0,1.0,673.0,64.0,403.0,41.0,361.0,213.0,313.0,33.0,280.0,83.0,83.0,1.0,5.0,0.53,83.0,83.0,1.0,0.0
m_hu.f90,20.0,20.0,1.0,149.0,16.0,103.0,30.0,14.0,1.0,1.0,14.0,2626.0,298.0,1499.0,307.0,1185.0,880.0,1350.0,226.0,1124.0,70.0,70.0,13.0,13.0,0.59,283.0,283.0,26.0,1.0
m_geometry.f90,4.0,4.0,1.0,50.0,10.0,28.0,12.0,8.0,1.0,1.0,8.0,680.0,116.0,250.0,106.0,143.0,329.0,213.0,85.0,128.0,16.0,16.0,3.0,6.0,1.32,39.0,33.0,12.0,1.0
m_ddk.f90,4.0,4.0,1.0,61.0,13.0,33.0,15.0,4.0,1.0,1.0,4.0,479.0,96.0,178.0,102.0,75.0,211.0,170.0,88.0,82.0,7.0,7.0,1.0,4.0,1.19,16.0,16.0,4.0,1.0
screening.f90,77.0,75.0,5.0,729.0,91.0,511.0,154.0,2.0,0.0,1.0,1.0,1543.0,185.0,1024.0,293.0,704.0,390.0,855.0,131.0,724.0,154.0,151.0,11.0,5.0,0.38,154.0,151.0,11.0,1.0
invars2.f90,386.0,386.0,2.0,1425.0,276.0,1072.0,87.0,2.0,0.0,1.0,1.0,2919.0,556.0,2146.0,112.0,2012.0,240.0,2460.0,43.0,2417.0,773.0,773.0,5.0,6.0,0.11,773.0,773.0,5.0,1.0
m_lbfgs.f90,8.0,8.0,1.0,105.0,13.0,60.0,31.0,6.0,1.0,1.0,6.0,848.0,115.0,392.0,110.0,282.0,341.0,372.0,98.0,274.0,22.0,22.0,5.0,3.0,0.87,50.0,50.0,10.0,1.0
setup_sigma.f90,33.0,32.0,4.0,299.0,39.0,206.0,62.0,4.0,0.0,3.0,3.0,1311.0,167.0,826.0,217.0,597.0,353.0,685.0,109.0,576.0,98.0,98.0,14.0,7.0,0.43,132.0,131.0,16.0,1.0
rf2_init.f90,57.0,57.0,10.0,411.0,57.0,289.0,95.0,2.0,0.0,1.0,1.0,891.0,118.0,580.0,101.0,479.0,256.0,540.0,49.0,491.0,115.0,115.0,21.0,6.0,0.44,115.0,115.0,21.0,1.0
dfpt_vtorho.f90,11.0,11.0,0.0,115.0,14.0,88.0,16.0,6.0,0.0,1.0,1.0,855.0,87.0,531.0,196.0,334.0,253.0,450.0,111.0,339.0,66.0,66.0,4.0,6.0,0.48,66.0,66.0,4.0,1.0
m_fstab.f90,8.0,8.0,1.0,91.0,17.0,55.0,21.0,5.0,1.0,1.0,5.0,731.0,131.0,317.0,140.0,176.0,305.0,284.0,103.0,181.0,22.0,22.0,1.0,5.0,0.96,44.0,43.0,5.0,1.0
m_atprj.f90,3.0,3.0,1.0,38.0,8.0,23.0,9.0,3.0,1.0,1.0,3.0,253.0,46.0,92.0,50.0,41.0,126.0,82.0,43.0,39.0,5.0,5.0,1.0,4.0,1.37,11.0,11.0,3.0,1.0
m_sigmaph.f90,8.0,8.0,1.0,146.0,25.0,82.0,41.0,7.0,1.0,1.0,7.0,1414.0,242.0,644.0,276.0,308.0,555.0,499.0,179.0,320.0,29.0,29.0,4.0,7.0,0.86,62.0,62.0,12.0,1.0
setup_screening.f90,40.0,40.0,4.0,385.0,52.0,263.0,76.0,2.0,0.0,2.0,2.0,862.0,111.0,529.0,155.0,348.0,239.0,446.0,89.0,357.0,65.0,65.0,7.0,6.0,0.45,81.0,80.0,8.0,1.0
m_cut3d.f90,24.0,21.0,5.0,260.0,36.0,199.0,29.0,10.0,1.0,1.0,10.0,3025.0,397.0,2032.0,330.0,1695.0,651.0,1863.0,186.0,1677.0,124.0,110.0,18.0,7.0,0.32,244.0,212.0,56.0,1.0
dfpt_mkrho.f90,33.0,33.0,11.0,442.0,74.0,287.0,110.0,1.0,0.0,1.0,1.0,518.0,78.0,289.0,98.0,190.0,182.0,234.0,48.0,186.0,33.0,33.0,11.0,10.0,0.63,33.0,33.0,11.0,0.0
m_wfd.f90,7.0,7.0,1.0,69.0,14.0,40.0,16.0,63.0,1.0,1.0,62.0,6560.0,1171.0,2728.0,1091.0,1638.0,2827.0,2557.0,845.0,1712.0,35.0,35.0,6.0,8.0,1.04,492.0,484.0,83.0,0.0
chkinp.f90,227.0,227.0,5.0,1626.0,148.0,1218.0,287.0,2.0,0.0,1.0,1.0,3302.0,299.0,2439.0,185.0,2237.0,621.0,2067.0,40.0,2027.0,454.0,454.0,11.0,7.0,0.25,454.0,454.0,11.0,0.0
m_errors.f90,2.0,2.0,1.0,34.0,8.0,16.0,9.0,26.0,1.0,1.0,26.0,1752.0,339.0,531.0,260.0,159.0,906.0,439.0,258.0,181.0,9.0,9.0,3.0,3.0,1.71,77.0,77.0,28.0,0.0
dfpt_dyxc1.f90,7.0,7.0,0.0,87.0,15.0,58.0,14.0,2.0,0.0,1.0,1.0,253.0,33.0,118.0,48.0,69.0,104.0,103.0,37.0,66.0,14.0,14.0,1.0,6.0,0.88,14.0,14.0,1.0,0.0
m_lbfgs.f90,8.0,8.0,1.0,105.0,13.0,60.0,31.0,6.0,1.0,1.0,6.0,848.0,115.0,392.0,110.0,282.0,341.0,372.0,98.0,274.0,22.0,22.0,5.0,3.0,0.87,50.0,50.0,10.0,1.0
defs_abitypes.f90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1805.0,228.0,1111.0,1110.0,0.0,654.0,1109.0,1109.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.0
m_cut3d.f90,24.0,21.0,5.0,260.0,36.0,199.0,29.0,10.0,1.0,1.0,10.0,3025.0,397.0,2032.0,330.0,1695.0,651.0,1863.0,186.0,1677.0,124.0,110.0,18.0,7.0,0.32,244.0,212.0,56.0,1.0
pred_isokinetic.f90,52.0,52.0,1.0,389.0,58.0,261.0,71.0,1.0,0.0,1.0,1.0,447.0,61.0,263.0,35.0,227.0,126.0,252.0,28.0,224.0,52.0,52.0,1.0,4.0,0.48,52.0,52.0,1.0,1.0
m_phonons.f90,11.0,11.0,2.0,137.0,23.0,85.0,33.0,14.0,1.0,1.0,14.0,2312.0,370.0,1202.0,352.0,801.0,809.0,1008.0,232.0,776.0,50.0,49.0,5.0,10.0,0.67,161.0,159.0,30.0,0.0
gstateimg.f90,27.0,27.0,3.0,238.0,31.0,179.0,38.0,2.0,0.0,1.0,1.0,604.0,66.0,360.0,109.0,249.0,201.0,305.0,71.0,234.0,54.0,54.0,6.0,5.0,0.56,54.0,54.0,6.0,0.0
m_dtset.f90,33.0,33.0,1.0,425.0,44.0,352.0,28.0,3.0,1.0,1.0,3.0,1420.0,150.0,1073.0,107.0,961.0,200.0,966.0,33.0,933.0,65.0,65.0,1.0,7.0,0.19,101.0,101.0,3.0,0.0
defs_abitypes.f90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1804.0,228.0,1110.0,1109.0,0.0,654.0,1108.0,1108.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
pred_simple.f90,7.0,7.0,1.0,65.0,13.0,33.0,21.0,1.0,0.0,1.0,1.0,118.0,17.0,35.0,12.0,22.0,70.0,30.0,11.0,19.0,7.0,7.0,1.0,2.0,2.0,7.0,7.0,1.0,0.0
m_cut3d.f90,24.0,21.0,5.0,260.0,36.0,199.0,29.0,10.0,1.0,1.0,10.0,3025.0,397.0,2032.0,330.0,1695.0,651.0,1863.0,186.0,1677.0,124.0,110.0,18.0,7.0,0.32,244.0,212.0,56.0,0.0
pimd_langevin_npt.f90,27.0,27.0,1.0,384.0,67.0,242.0,79.0,1.0,0.0,1.0,1.0,455.0,70.0,244.0,72.0,171.0,147.0,193.0,31.0,162.0,27.0,27.0,1.0,4.0,0.6,27.0,27.0,1.0,0.0
vtorho.f90,18.0,18.0,2.0,197.0,27.0,122.0,51.0,12.0,0.0,1.0,7.0,2224.0,254.0,1311.0,312.0,910.0,695.0,1045.0,195.0,850.0,206.0,206.0,15.0,4.0,0.53,227.0,227.0,26.0,1.0
anaddb.f90,65.0,65.0,1.0,913.0,172.0,567.0,191.0,1.0,0.0,1.0,1.0,956.0,175.0,569.0,97.0,416.0,231.0,433.0,62.0,371.0,65.0,65.0,1.0,6.0,0.41,65.0,65.0,1.0,1.0
scalewf_nonlop.f90,10.0,10.0,1.0,82.0,15.0,45.0,23.0,1.0,0.0,1.0,1.0,132.0,19.0,47.0,17.0,29.0,69.0,41.0,13.0,28.0,10.0,10.0,1.0,4.0,1.47,10.0,10.0,1.0,1.0
energy.f90,45.0,45.0,3.0,371.0,37.0,289.0,46.0,2.0,0.0,1.0,1.0,895.0,78.0,581.0,159.0,414.0,241.0,485.0,96.0,389.0,90.0,90.0,6.0,6.0,0.41,90.0,90.0,6.0,0.0
m_xg.f90,5.0,5.0,1.0,41.0,8.0,27.0,6.0,47.0,1.0,1.0,47.0,2178.0,469.0,1406.0,608.0,797.0,307.0,1269.0,524.0,745.0,18.0,17.0,1.0,4.0,0.22,242.0,236.0,47.0,0.0
dfptnl_resp.f90,15.0,15.0,4.0,280.0,56.0,187.0,43.0,1.0,0.0,1.0,1.0,352.0,60.0,189.0,74.0,114.0,111.0,168.0,46.0,122.0,15.0,15.0,4.0,5.0,0.59,15.0,15.0,4.0,0.0
