index,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
0,common_factor_ct.hpp,0.0,0.0,0.0,33.0,128.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,26.0,45.0,31.0,7.0,21.0,82.0,18.0,14.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0
1,math_fwd.hpp,0.0,0.0,0.0,45.0,39.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,45.0,31.0,31.0,0.0,27.0,1.0,7.0,13.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0
3,integral_c.hpp,0.0,1.0,0.0,9.0,30.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,51.0,9.0,11.0,9.0,2.0,12.0,2.0,19.0,6.0,8.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.09,1.0,1.0,1.0,1.0,0
4,suffix.hpp,0.0,0.0,0.0,99.0,501.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941.0,97.0,4.0,0.0,0.0,335.0,152.0,477.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.75,0.0,0.0,0.0,0.0,0
8,genc.c,3.0,47.0,4.0,82.0,1047.0,101.0,8.0,6.0,9.0,1.0,53.0,2.0,36.0,3.0,0.0,16.0,1208.0,70.0,589.0,87.0,453.0,79.0,450.0,42.0,355.0,465.0,67.0,1.0,397.0,36.0,36.0,36.0,1.0,4.0,0.13,130.0,92.0,137.0,16.0,0
9,includes.h,0.0,0.0,0.0,13.0,34.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,13.0,1.0,1.0,0.0,10.0,2.0,33.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0
10,nc_iter.h,0.0,0.0,0.0,9.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,9.0,17.0,17.0,0.0,27.0,2.0,8.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0
13,list.h,0.0,0.0,0.0,14.0,34.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,14.0,22.0,22.0,0.0,17.0,1.0,12.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0
14,bytebuffer.h,0.0,0.0,0.0,12.0,37.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12.0,22.0,22.0,0.0,11.0,1.0,15.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0
16,debug.h,0.0,0.0,0.0,13.0,38.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,13.0,8.0,8.0,0.0,10.0,10.0,30.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0
18,subdomains_ex3.C,6.0,17.0,6.0,45.0,81.0,46.0,1.0,1.0,1.0,1.0,29.0,0.0,5.0,2.0,0.0,4.0,172.0,21.0,21.0,8.0,5.0,28.0,86.0,17.0,9.0,14.0,9.0,0.0,5.0,2.0,2.0,2.0,1.0,0.0,1.33,5.0,5.0,5.0,4.0,0
31,precond.C,4.0,14.0,10.0,17.0,51.0,43.0,1.0,1.0,2.0,1.0,28.0,4.0,14.0,10.0,0.0,3.0,110.0,17.0,43.0,3.0,34.0,43.0,0.0,8.0,25.0,29.0,3.0,0.0,26.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,5.0,3.0,0
32,precond.h,0.0,0.0,0.0,9.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,9.0,4.0,4.0,0.0,16.0,2.0,12.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0
33,errhandl.h,0.0,0.0,0.0,9.0,33.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,9.0,21.0,21.0,0.0,15.0,2.0,10.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0
34,qmatrix.h,0.0,0.0,0.0,15.0,72.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,15.0,48.0,48.0,0.0,16.0,2.0,22.0,46.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0
35,operats.h,0.0,0.0,0.0,8.0,42.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8.0,26.0,26.0,0.0,15.0,2.0,14.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0
36,factor.h,0.0,0.0,0.0,8.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,8.0,1.0,1.0,0.0,15.0,2.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0
37,itersolv.h,0.0,0.0,0.0,12.0,44.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,12.0,27.0,27.0,0.0,18.0,2.0,15.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0
38,copyrght.h,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,PolynomialSolver.h,0.0,9.0,0.0,42.0,222.0,127.0,2.0,2.0,2.0,1.0,9.0,0.0,9.0,0.0,3.0,18.0,389.0,42.0,214.0,79.0,74.0,127.0,0.0,8.0,88.0,126.0,60.0,0.0,66.0,6.0,6.0,6.0,1.0,4.0,0.59,32.0,32.0,32.0,18.0,0
40,sfc_pres_temp_wr.c,19.0,70.0,35.0,26.0,89.0,53.0,22.0,22.0,22.0,18.0,124.0,19.0,70.0,35.0,0.0,1.0,168.0,26.0,70.0,12.0,56.0,53.0,0.0,19.0,77.0,99.0,11.0,17.0,71.0,22.0,22.0,22.0,18.0,2.0,0.76,22.0,22.0,22.0,18.0,0
47,offsets.h,0.0,0.0,0.0,9.0,43.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,9.0,24.0,24.0,0.0,24.0,0.0,19.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
49,XGetopt.h,0.0,0.0,0.0,9.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,8.0,3.0,3.0,0.0,14.0,7.0,14.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,0.0,0.0,0.0,0
50,autoptr.hh,0.0,2.0,0.0,9.0,55.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,15.0,66.0,9.0,47.0,26.0,18.0,2.0,3.0,5.0,28.0,45.0,21.0,0.0,24.0,3.0,3.0,3.0,1.0,1.0,0.04,18.0,18.0,18.0,15.0,0
51,is_floating_point.hpp,0.0,0.0,0.0,8.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,8.0,6.0,6.0,0.0,10.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0
52,bool_trait_def.hpp,0.0,0.0,0.0,26.0,156.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,23.0,0.0,0.0,0.0,28.0,30.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,bool_trait_undef.hpp,0.0,0.0,0.0,4.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,0.0,0.0,0.0,9.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,transient_rb_evaluation.C,11.0,56.0,6.0,181.0,802.0,101.0,10.0,10.0,10.0,1.0,74.0,11.0,56.0,6.0,0.0,14.0,1082.0,181.0,792.0,235.0,485.0,101.0,0.0,10.0,570.0,704.0,222.0,0.0,482.0,26.0,26.0,26.0,1.0,5.0,0.13,143.0,143.0,143.0,14.0,0
65,stub.c,12.0,26.0,5.0,23.0,45.0,16.0,4.0,4.0,4.0,4.0,42.0,8.0,9.0,4.0,0.0,1.0,83.0,19.0,11.0,5.0,5.0,15.0,23.0,24.0,7.0,11.0,4.0,0.0,7.0,4.0,4.0,4.0,4.0,1.0,1.36,4.0,4.0,4.0,4.0,0
66,config.h,0.0,0.0,0.0,66.0,37.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,66.0,0.0,0.0,0.0,110.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67,ncdispatch.h,0.0,0.0,0.0,66.0,260.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,60.0,114.0,113.0,0.0,59.0,81.0,91.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0
68,output.C,2.0,26.0,5.0,6.0,31.0,6.0,6.0,6.0,6.0,1.0,33.0,2.0,26.0,5.0,0.0,1.0,43.0,6.0,27.0,7.0,16.0,6.0,0.0,4.0,14.0,21.0,6.0,0.0,15.0,6.0,6.0,6.0,1.0,2.0,0.22,6.0,6.0,6.0,1.0,0
70,output.h,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,3.0,0.0,1.0,0.0,1.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0
71,Transpose.h,0.0,4.0,0.0,60.0,241.0,126.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,30.0,419.0,60.0,236.0,131.0,41.0,126.0,0.0,5.0,62.0,115.0,83.0,0.0,32.0,2.0,2.0,6.0,1.0,1.0,0.53,31.0,31.0,42.0,30.0,0
