File,Lines,Comments,Blanks,Code,Lines-exe,Lines-dec,Stmt-exe,Stmt-dec,Ratio,Units,Cyclomatic,Modified,Strict,Essential,Avg Lines,Avg Code,Avg Comment,Avg Blank,bug
CustomBondForceImpl.cpp,116,31,12,68,31,23,38,30,0.46,8,2,2,2,1,8,8,0,0,0
CustomBondForceImpl.h,71,36,7,21,1,15,1,14,1.71,2,1,1,1,1,3,3,1,0,0
CustomBondForceProxy.cpp,108,30,5,68,47,27,42,29,0.44,3,5,5,5,1,22,22,0,0,0
CustomBondForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CustomCompoundBondForce.cpp,178,30,27,111,56,27,75,34,0.27,24,2,2,2,1,4,4,0,0,0
CustomCompoundBondForce.h,383,268,11,98,7,64,7,62,2.73,15,1,1,1,1,3,3,0,0,0
CustomCompoundBondForceImpl.cpp,198,38,21,132,65,49,72,58,0.29,14,2,2,2,1,9,8,0,1,0
CustomCompoundBondForceImpl.h,93,50,7,26,1,20,1,16,1.92,2,1,1,1,1,3,3,1,0,0
CustomCompoundBondForceProxy.cpp,141,31,6,99,72,37,67,39,0.31,3,7,7,7,1,33,32,0,0,0
CustomCompoundBondForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CustomExternalForce.cpp,121,30,18,64,28,16,40,20,0.47,16,2,2,2,1,4,4,0,0,0
CustomExternalForce.h,267,184,10,68,4,44,4,43,2.71,10,1,1,1,1,2,2,0,0,0
CustomExternalForceImpl.cpp,100,31,11,53,23,17,30,24,0.58,7,2,2,2,1,7,7,0,0,0
CustomExternalForceImpl.h,70,36,7,20,1,14,1,13,1.8,2,1,1,1,1,3,3,1,0,0
CustomExternalForceProxy.cpp,108,30,5,68,47,27,42,29,0.44,3,5,5,5,1,22,22,0,0,0
CustomExternalForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CustomFunction.h,77,57,7,11,0,8,0,7,5.18,1,1,1,1,1,2,2,0,0,0
CustomGBForce.cpp,230,30,36,155,78,38,103,45,0.19,35,2,2,2,1,4,4,0,0,0
CustomGBForce.h,642,471,13,149,10,102,10,91,3.16,21,1,1,1,1,3,3,0,0,0
CustomGBForceImpl.cpp,129,31,11,82,44,23,51,30,0.38,7,3,3,3,1,11,11,0,0,0
CustomGBForceImpl.h,70,36,7,20,1,14,1,13,1.8,2,1,1,1,1,3,3,1,0,0
CustomGBForceProxy.cpp,164,31,6,122,88,53,78,55,0.25,3,8,8,8,1,41,40,0,0,0
CustomGBForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CustomHbondForce.cpp,245,30,39,167,86,40,111,47,0.18,37,2,2,2,1,4,4,0,0,0
CustomHbondForce.h,549,391,12,137,10,94,10,87,2.85,19,1,1,1,1,3,3,0,0,0
CustomHbondForceImpl.cpp,272,38,21,206,116,63,121,72,0.18,14,3,3,4,1,15,14,0,1,0
CustomHbondForceImpl.h,94,51,7,26,1,20,1,16,1.96,2,1,1,1,1,3,3,1,0,0
CustomHbondForceProxy.cpp,176,31,6,134,98,56,89,58,0.23,3,9,9,9,1,45,44,0,0,0
CustomHbondForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CustomIntegrator.cpp,261,30,30,193,123,36,137,38,0.16,28,2,2,3,1,7,7,0,0,0
CustomIntegrator.h,516,422,8,79,5,61,5,52,5.34,7,1,1,1,1,3,3,0,0,0
CustomIntegratorProxy.cpp,118,31,6,79,58,30,52,32,0.39,3,6,6,6,1,26,26,0,0,0
CustomIntegratorProxy.h,17,1,5,8,0,6,0,5,0.12,0,0,0,0,0,0,0,0,0,0
CustomManyParticleForce.cpp,224,30,34,150,76,44,97,45,0.2,33,2,2,2,1,4,4,0,0,0
CustomManyParticleForce.h,567,416,13,131,9,92,8,83,3.18,17,1,1,1,1,3,3,0,0,0
CustomManyParticleForceImpl.cpp,333,44,34,248,151,89,154,98,0.18,16,4,4,4,1,17,15,1,1,0
CustomManyParticleForceImpl.h,109,64,7,28,1,22,1,18,2.29,2,1,1,1,1,3,3,1,0,0
CustomManyParticleForceProxy.cpp,170,30,5,130,97,49,89,51,0.23,3,8,8,8,1,43,43,0,0,0
CustomManyParticleForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CustomNonbondedForce.cpp,287,31,43,204,107,58,134,64,0.15,42,2,2,2,1,5,5,0,0,0
CustomNonbondedForce.h,584,416,13,147,9,102,9,95,2.83,20,1,1,1,1,3,3,0,0,0
CustomNonbondedForceImpl.cpp,300,43,29,214,151,74,143,75,0.2,9,6,6,8,2,27,24,1,2,0
CustomNonbondedForceImpl.h,78,40,7,23,1,17,1,15,1.74,2,1,1,1,1,3,3,1,0,0
CustomNonbondedForceProxy.cpp,183,34,7,138,108,53,100,55,0.25,3,10,10,10,1,47,45,1,1,0
CustomNonbondedForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CustomTorsionForce.cpp,127,30,18,70,34,16,46,20,0.43,16,2,2,2,1,4,4,0,0,0
CustomTorsionForce.h,274,190,10,69,4,45,4,43,2.75,10,1,1,1,1,3,3,0,0,0
CustomTorsionForceImpl.cpp,118,31,11,71,35,20,42,27,0.44,7,2,2,3,1,10,9,0,0,0
CustomTorsionForceImpl.h,70,36,7,20,1,14,1,13,1.8,2,1,1,1,1,3,3,1,0,0
CustomTorsionForceProxy.cpp,108,30,5,68,47,27,42,29,0.44,3,5,5,5,1,22,22,0,0,0
CustomTorsionForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CXMLReaderImpl.h,797,129,181,502,293,108,239,97,0.26,35,3,3,4,1,18,13,2,3,0
DrudeForce.cpp,99,30,10,54,34,9,40,11,0.56,9,1,1,2,1,6,6,0,0,0
DrudeForce.h,219,152,9,53,7,31,7,28,2.87,7,1,1,1,1,3,3,0,0,0
DrudeForceImpl.cpp,168,33,13,112,65,30,68,32,0.29,7,3,3,4,1,17,16,0,1,0
DrudeForceImpl.h,75,37,8,24,2,16,2,15,1.54,3,1,1,1,1,3,3,1,0,0
DrudeForceProxy.cpp,86,30,5,46,28,19,22,21,0.65,3,3,3,3,1,15,15,0,0,0
DrudeForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
DrudeKernels.h,145,93,8,35,12,20,3,19,2.66,6,1,1,1,1,3,3,0,0,0
DrudeLangevinIntegrator.cpp,99,30,9,53,33,12,35,15,0.57,7,2,2,2,1,7,7,0,0,0
DrudeLangevinIntegrator.h,191,133,7,47,10,23,10,22,2.83,10,1,1,1,1,3,3,0,0,0
DrudeLangevinIntegratorProxy.cpp,64,30,5,25,17,7,15,7,1.2,3,1,1,1,1,8,8,0,0,0
DrudeLangevinIntegratorProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
DrudeSCFIntegrator.cpp,96,30,9,49,29,12,31,15,0.61,7,2,2,2,1,7,7,0,0,0
DrudeSCFIntegrator.h,113,80,7,22,2,14,2,13,3.64,2,1,1,1,1,3,3,0,0,0
DrudeSerializationProxyRegistration.cpp,68,30,8,11,5,3,6,6,2.73,2,2,2,2,1,5,5,0,0,0
dtoa.cpp,4321,415,149,1686,1229,2346,1176,132,0.25,30,13,12,15,6,110,55,6,2,0
Empty.cpp,3,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
error.cpp,83,20,19,39,27,25,10,9,0.51,6,2,2,2,1,4,4,0,1,0
error.h,218,141,37,29,1,27,0,12,4.86,0,0,0,0,0,0,0,0,0,0
Exception.h,59,35,7,14,1,7,1,6,2.5,3,1,1,1,1,2,2,0,0,0
ExpressionProgram.cpp,105,30,13,59,33,21,35,23,0.51,11,2,2,2,1,5,5,0,0,0
ExpressionProgram.h,95,60,8,21,0,18,0,17,2.86,0,0,0,0,0,0,0,0,0,0
ExpressionTreeNode.cpp,107,30,14,60,33,13,36,15,0.5,12,2,2,2,1,5,5,0,0,0
ExpressionTreeNode.h,105,72,8,21,0,18,0,17,3.43,0,0,0,0,0,0,0,0,0,0
fast_atof.h,139,11,31,94,62,35,38,17,0.12,3,4,4,4,1,30,23,0,7,0
fftpack.cpp,1094,67,143,883,507,152,598,68,0.08,17,7,7,8,1,58,51,2,4,0
fftpack.h,244,123,36,75,9,76,9,20,1.64,8,1,1,1,1,3,3,0,0,0
Force.cpp,66,30,7,23,11,7,13,9,1.3,5,2,2,2,1,4,4,0,0,0
Force.h,111,79,8,22,0,16,0,15,3.59,2,1,1,1,1,2,2,0,0,0
ForceImpl.h,111,79,8,18,6,13,1,12,4.39,2,1,1,1,1,3,3,0,0,0
g_fmt.cpp,104,24,4,66,43,11,44,9,0.36,1,17,17,19,5,70,61,2,1,0
GBSAOBCForce.cpp,84,30,12,37,16,10,19,11,0.81,10,1,1,1,1,4,4,0,0,0
GBSAOBCForce.h,222,150,8,60,9,35,9,29,2.5,10,1,1,1,1,3,3,0,0,0
GBSAOBCForceImpl.cpp,72,30,7,30,15,8,16,10,1.0,5,2,2,2,1,6,6,0,0,0
GBSAOBCForceImpl.h,69,37,7,21,2,13,2,12,1.76,3,1,1,1,1,3,3,1,0,0
GBSAOBCForceProxy.cpp,85,30,5,45,32,12,28,14,0.67,3,3,3,3,1,14,14,0,0,0
GBSAOBCForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
GBVIForce.cpp,129,30,21,72,32,20,37,20,0.42,19,1,1,1,1,4,4,0,0,0
GBVIForce.h,291,188,15,84,10,56,10,46,2.24,10,1,1,1,1,3,3,0,0,0
GBVIForceImpl.cpp,232,74,37,113,75,34,68,35,0.65,5,4,4,5,1,30,22,2,6,0
GBVIForceImpl.h,77,39,11,23,2,15,2,13,1.7,3,1,1,1,1,3,3,1,0,0
GBVIForceProxy.cpp,103,30,7,61,43,18,39,20,0.49,3,3,3,4,1,20,20,0,1,0
GBVIForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
GBVIParameters.cpp,421,205,73,138,66,41,65,35,1.49,27,1,1,1,1,6,5,0,1,0
GBVIParameters.h,344,216,73,52,0,48,0,44,4.15,0,0,0,0,0,0,0,0,0,0
globals.cpp,30,13,8,6,2,3,2,2,2.17,1,1,1,1,1,4,4,0,0,0
globals.h,177,93,39,28,5,30,1,12,3.32,1,1,1,1,1,1,1,0,0,0
gmx_atomic.h,1597,315,77,135,24,776,20,26,2.33,11,1,1,1,1,13,10,1,1,0
hardware.h,124,40,6,9,5,3,5,2,4.44,1,2,2,2,1,30,9,0,0,0
HarmonicAngleForce.cpp,72,30,8,29,16,6,19,7,1.03,6,1,1,2,1,5,5,0,0,0
HarmonicAngleForce.h,140,93,8,33,4,19,4,17,2.82,4,1,1,1,1,3,3,0,0,0
HarmonicAngleForceImpl.cpp,66,30,8,25,8,7,12,11,1.2,6,1,1,1,1,4,4,0,0,0
HarmonicAngleForceImpl.h,72,37,7,22,2,14,2,13,1.68,3,1,1,1,1,3,3,1,0,0
HarmonicAngleForceProxy.cpp,75,30,6,34,20,12,17,14,0.88,3,2,2,2,1,11,11,0,0,0
HarmonicAngleForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
HarmonicBondForce.cpp,70,30,8,27,14,6,17,7,1.11,6,1,1,2,1,4,4,0,0,0
HarmonicBondForce.h,137,90,8,33,4,19,4,17,2.73,4,1,1,1,1,3,3,0,0,0
HarmonicBondForceImpl.cpp,76,30,9,34,12,12,16,16,0.88,7,1,1,1,1,4,4,0,0,0
HarmonicBondForceImpl.h,73,37,7,23,2,15,2,14,1.61,3,1,1,1,1,3,3,1,0,0
HarmonicBondForceProxy.cpp,74,30,5,34,20,12,17,14,0.88,3,2,2,2,1,11,11,0,0,0
HarmonicBondForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
has_opencl_gpu.c,84,15,6,59,37,13,40,13,0.25,2,6,5,6,3,31,30,2,1,0
heapsort.h,73,15,18,41,20,16,18,10,0.37,2,4,4,4,2,23,17,4,4,0
HelloArgon.cpp,98,40,16,52,31,15,24,15,0.77,3,3,3,3,1,25,17,8,4,0
HelloArgonInC.c,116,40,19,65,40,16,38,16,0.62,2,2,2,2,1,13,10,4,1,0
HelloEthane.cpp,392,152,54,207,140,119,65,84,0.73,8,3,3,3,1,25,17,5,3,0
HelloSodiumChloride.cpp,309,116,45,155,89,84,56,50,0.75,8,2,2,2,1,20,14,4,3,0
HelloSodiumChlorideInC.c,333,128,48,167,95,74,62,41,0.77,6,2,2,2,1,30,21,6,4,0
HelloWaterBox.cpp,385,169,60,185,129,88,68,68,0.91,8,2,2,2,1,28,18,8,4,0
hilbert.cpp,1751,248,99,763,480,270,391,199,0.33,21,6,6,6,1,39,35,2,2,0
hilbert.h,175,114,15,26,0,28,0,12,4.38,0,0,0,0,0,0,0,0,0,0
host.h,59,20,14,20,0,20,1,20,1.0,0,0,0,0,0,0,0,0,0,0
Integrator.cpp,49,33,5,9,3,2,4,3,3.67,2,2,2,2,1,6,4,2,1,0
Integrator.h,138,88,8,36,8,22,4,21,2.44,6,1,1,1,1,3,3,0,0,0
intutil.cpp,210,11,7,2,0,2,0,1,5.5,0,0,0,0,0,0,0,0,0,0
intutil.h,739,171,137,398,203,148,177,129,0.43,85,1,1,2,1,5,4,0,0,0
irrArray.h,444,105,120,226,103,63,105,50,0.46,30,2,2,2,1,8,7,1,1,0
irrString.h,664,112,166,386,200,120,210,99,0.29,41,3,3,3,1,11,9,0,2,0
irrTypes.h,101,38,28,12,0,12,0,10,3.17,0,0,0,0,0,0,0,0,0,0
irrXML.cpp,147,24,37,84,23,29,23,21,0.29,15,1,1,1,1,5,5,0,0,0
irrXML.h,540,406,62,71,3,63,0,41,5.72,2,1,1,1,1,1,1,0,0,0
jama_cholesky.h,258,76,42,113,50,48,58,40,0.67,6,4,4,4,1,24,15,1,4,0
jama_eig.h,1030,194,162,676,505,146,518,145,0.29,10,15,15,15,2,85,66,8,12,0
jama_lu.h,319,64,73,179,99,66,116,61,0.36,10,5,5,5,1,22,17,1,4,0
jama_qr.h,326,86,57,182,101,42,141,39,0.47,7,7,7,7,1,29,25,3,2,0
jama_svd.h,538,70,74,386,247,72,305,68,0.18,8,13,12,13,2,58,47,5,6,0
Kernel.cpp,78,30,10,37,17,8,19,10,0.81,8,2,2,2,1,4,4,0,0,0
Kernel.h,102,69,7,23,2,16,2,13,3.0,2,1,1,1,1,3,3,0,0,0
KernelFactory.h,60,43,7,8,0,5,0,4,5.38,1,1,1,1,1,2,2,0,0,0
KernelImpl.cpp,47,30,6,10,2,3,4,5,3.0,3,1,1,1,1,3,3,0,0,0
KernelImpl.h,77,49,7,16,1,11,1,10,3.06,1,1,1,1,1,3,3,0,0,0
kernels.h,1274,818,38,385,130,228,31,205,2.12,62,1,1,1,1,3,3,0,0,0
LangevinIntegrator.cpp,82,30,8,38,21,8,25,11,0.79,6,2,2,2,1,6,6,0,0,0
LangevinIntegrator.h,144,99,7,34,6,18,6,17,2.91,6,1,1,1,1,3,3,0,0,0
LangevinIntegratorProxy.cpp,61,30,6,23,15,7,13,7,1.3,3,1,1,1,1,7,7,0,0,0
LangevinIntegratorProxy.h,17,1,5,8,0,6,0,5,0.12,0,0,0,0,0,0,0,0,0,0
lbfgs.cpp,1371,370,141,784,447,230,467,74,0.47,11,15,14,18,6,91,62,21,8,0
lbfgs.h,746,581,43,97,0,98,0,26,5.99,0,0,0,0,0,0,0,0,0,0
Lepton.h,43,31,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
LocalEnergyMinimizer.cpp,185,42,22,116,88,48,67,49,0.36,3,6,6,6,2,45,37,4,5,0
LocalEnergyMinimizer.h,67,52,7,6,1,4,0,3,8.67,0,0,0,0,0,0,0,0,0,0
lock.h,131,55,29,27,8,15,8,18,2.04,8,1,1,1,1,2,2,0,0,0
logger.cpp,161,38,43,72,45,27,34,26,0.53,12,2,2,2,1,7,6,0,1,0
logger.h,249,115,60,67,13,47,9,37,1.72,8,1,1,1,1,3,3,0,0,0
MonteCarloAnisotropicBarostat.cpp,44,30,4,8,2,3,3,3,3.75,2,1,1,1,1,4,4,0,0,0
MonteCarloAnisotropicBarostat.h,198,125,7,61,19,27,15,26,2.05,15,1,1,1,1,3,3,0,0,0
MonteCarloAnisotropicBarostatImpl.cpp,161,39,17,100,71,27,59,30,0.39,5,4,4,5,2,21,19,1,2,0
MonteCarloAnisotropicBarostatImpl.h,71,36,7,22,2,15,2,14,1.64,2,1,1,1,1,4,3,1,0,0
MonteCarloAnisotropicBarostatProxy.cpp,77,30,5,37,26,7,22,9,0.81,3,2,2,2,1,12,12,0,0,0
MonteCarloAnisotropicBarostatProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
MonteCarloBarostat.cpp,44,30,4,8,2,3,3,3,3.75,2,1,1,1,1,4,4,0,0,0
MonteCarloBarostat.h,152,99,7,42,12,18,10,17,2.36,10,1,1,1,1,3,3,0,0,0
MonteCarloBarostatImpl.cpp,129,38,16,70,49,24,37,27,0.54,5,2,2,3,1,15,13,1,1,0
MonteCarloBarostatImpl.h,71,36,7,22,2,15,2,14,1.64,2,1,1,1,1,4,3,1,0,0
MonteCarloBarostatProxy.cpp,69,30,5,29,19,5,17,7,1.03,3,2,2,2,1,9,9,0,0,0
MonteCarloBarostatProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
MonteCarloMembraneBarostat.cpp,45,30,4,9,2,4,3,3,3.33,2,1,1,1,1,4,4,0,0,0
MonteCarloMembraneBarostat.h,251,165,7,75,20,37,17,29,2.2,17,1,1,1,1,3,3,0,0,0
MonteCarloMembraneBarostatImpl.cpp,160,39,16,100,73,29,57,32,0.39,5,4,4,5,2,21,19,1,2,0
MonteCarloMembraneBarostatImpl.h,71,36,7,22,2,15,2,14,1.64,2,1,1,1,1,4,3,1,0,0
MonteCarloMembraneBarostatProxy.cpp,75,30,5,35,25,7,20,9,0.86,3,2,2,2,1,11,11,0,0,0
MonteCarloMembraneBarostatProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
MSVC_erfc.h,89,8,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
MSVC_erfc.h,87,8,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
NonbondedForce.cpp,242,34,34,165,89,44,97,50,0.21,27,2,2,2,1,6,6,0,0,0
NonbondedForce.h,415,309,9,89,11,62,8,53,3.47,9,1,1,1,1,3,3,0,0,0
NonbondedForceImpl.cpp,280,38,22,210,152,67,105,69,0.18,13,3,3,4,1,16,15,1,1,0
NonbondedForceImpl.h,93,49,8,30,2,22,2,21,1.63,3,1,1,1,1,3,3,1,0,0
NonbondedForceProxy.cpp,113,30,5,73,54,24,46,26,0.41,3,3,3,3,1,24,24,0,0,0
NonbondedForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
ObcParameters.cpp,413,206,68,134,61,40,62,32,1.54,28,1,1,1,1,5,5,0,0,0
ObcParameters.h,359,222,80,54,1,50,0,49,4.11,0,0,0,0,0,0,0,0,0,0
OpenCLArray.cpp,88,25,8,51,28,8,21,7,0.49,6,2,2,3,1,8,8,0,0,0
OpenCLArray.h,167,102,7,51,20,26,14,21,2.0,8,1,1,2,1,4,4,0,0,0
OpenCLBondedUtilities.cpp,280,33,22,220,173,78,176,79,0.15,8,7,7,7,2,30,27,1,2,0
OpenCLBondedUtilities.h,146,102,7,31,1,26,1,25,3.29,1,1,1,1,1,3,3,0,0,0
OpenCLCompact.cpp,71,27,9,33,26,7,23,8,0.82,3,2,2,2,1,13,11,1,1,0
OpenCLCompact.h,46,25,6,13,0,10,0,9,1.92,0,0,0,0,0,0,0,0,0,0
OpenCLContext.cpp,1285,80,99,1053,789,265,697,260,0.08,40,6,6,7,1,29,26,1,1,0
OpenCLContext.h,833,374,17,428,76,248,69,238,0.87,84,1,1,1,1,3,3,0,0,0
OpenCLDrudeKernelFactory.cpp,72,26,7,33,20,7,14,11,0.79,4,2,2,2,1,8,8,0,0,0
OpenCLDrudeKernelFactory.h,50,35,7,6,0,4,0,3,5.83,0,0,0,0,0,0,0,0,0,0
OpenCLDrudeKernels.cpp,576,55,66,444,317,144,258,146,0.12,20,4,4,4,1,25,22,1,2,0
OpenCLDrudeKernels.h,164,99,8,52,0,40,0,36,1.9,3,1,1,1,1,3,3,0,0,0
OpenCLExpressionUtilities.cpp,724,41,28,654,510,154,513,152,0.06,10,16,12,18,7,68,65,2,2,0
OpenCLExpressionUtilities.h,128,65,7,46,6,31,4,21,1.41,5,1,1,1,1,3,3,0,0,0
OpenCLFFT3D.cpp,367,35,20,305,267,38,235,39,0.11,4,13,13,17,2,82,76,3,4,0
OpenCLFFT3D.h,101,75,7,17,2,14,0,13,4.41,0,0,0,0,0,0,0,0,0,0
OpenCLForceInfo.cpp,46,25,6,14,4,4,6,6,1.79,4,1,1,1,1,3,3,0,0,0
OpenCLForceInfo.h,72,46,7,16,1,10,1,9,2.88,2,1,1,1,1,3,3,0,0,0
OpenCLIntegrationUtilities.cpp,1009,73,81,845,638,206,603,201,0.09,19,10,10,11,1,49,44,3,3,0
OpenCLIntegrationUtilities.h,162,82,7,68,3,59,3,58,1.21,3,1,1,1,1,3,3,0,0,0
OpenCLKernelFactory.cpp,128,26,4,94,90,3,89,4,0.28,1,45,45,45,45,95,93,1,1,0
OpenCLKernelFactory.h,45,30,7,6,0,4,0,3,5.0,0,0,0,0,0,0,0,0,0,0
OpenCLKernels.cpp,6841,238,504,6072,4616,1682,4277,1685,0.04,216,6,6,6,1,30,27,1,2,0
OpenCLKernels.h,1417,750,36,622,9,505,8,471,1.21,37,1,1,1,1,3,3,0,0,0
OpenCLNonbondedUtilities.cpp,620,46,39,529,423,106,400,105,0.09,24,5,5,6,1,23,22,1,1,0
OpenCLNonbondedUtilities.h,344,178,10,149,31,84,30,82,1.19,27,1,1,1,1,3,3,0,0,0
OpenCLParallelKernels.cpp,744,35,82,614,237,322,252,278,0.06,88,2,2,2,1,6,5,0,0,0
OpenCLParallelKernels.h,592,361,19,208,14,138,14,137,1.74,14,1,1,1,1,3,3,0,0,0
OpenCLParameterSet.cpp,205,28,8,165,108,44,102,52,0.17,5,9,9,9,1,31,31,0,0,0
OpenCLParameterSet.h,115,74,8,30,6,19,4,16,2.47,4,1,1,1,1,3,3,0,0,0
OpenCLPlatform.cpp,236,28,20,151,112,37,104,35,0.19,13,3,3,3,1,13,11,0,0,0
OpenCLPlatform.h,118,48,8,58,14,40,7,39,0.83,7,1,1,1,1,4,4,0,0,0
OpenCLRpmdKernelFactory.cpp,66,26,7,27,14,7,8,11,0.96,4,2,2,2,1,7,7,0,0,0
OpenCLRpmdKernelFactory.h,50,35,7,6,0,4,0,3,5.83,0,0,0,0,0,0,0,0,0,0
OpenCLRpmdKernels.cpp,551,54,53,437,373,67,357,69,0.12,10,7,7,8,1,50,44,2,4,0
OpenCLRpmdKernels.h,107,65,5,32,0,28,0,26,2.03,1,1,1,1,1,3,3,0,0,0
OpenCLSort.cpp,168,39,20,107,94,14,87,15,0.36,3,6,6,6,1,44,35,5,5,0
OpenCLSort.h,142,98,8,33,0,27,0,26,2.97,1,1,1,1,1,2,2,0,0,0
OpenMM.h,77,31,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
OpenMMAmoeba.h,47,31,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
OpenMMDrude.h,39,31,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
OpenMMException.h,59,35,7,14,1,7,1,6,2.5,3,1,1,1,1,2,2,0,0,0
operand.cpp,38,14,9,12,1,11,0,10,1.17,0,0,0,0,0,0,0,0,0,0
operand.h,1090,396,173,475,176,223,165,194,0.83,113,1,1,1,1,3,3,0,0,0
Operation.cpp,335,30,45,257,167,49,57,49,0.12,42,1,1,1,1,6,6,0,0,0
Operation.h,1165,79,50,1026,261,421,249,418,0.08,264,1,1,1,1,3,3,0,0,0
OSRngSeed.cpp,69,30,3,13,7,3,6,3,2.31,1,3,3,3,1,25,12,0,0,0
OSRngSeed.h,47,38,5,1,0,1,0,1,38.0,0,0,0,0,0,0,0,0,0,0
ParsedExpression.cpp,351,86,23,290,219,47,208,49,0.3,20,5,5,6,4,15,14,3,0,0
ParsedExpression.h,130,86,10,29,0,26,0,25,2.97,0,0,0,0,0,0,0,0,0,0
Parser.cpp,406,41,32,325,255,59,225,60,0.13,11,8,6,10,5,31,28,1,2,0
Parser.h,77,44,8,20,0,17,0,15,2.2,0,0,0,0,0,0,0,0,0,0
PeriodicTorsionForce.cpp,76,30,8,33,20,6,23,7,0.91,6,1,1,2,1,5,5,0,0,0
PeriodicTorsionForce.h,147,99,8,34,5,19,5,17,2.91,4,1,1,1,1,4,4,0,0,0
PeriodicTorsionForceImpl.cpp,66,30,8,25,8,7,12,11,1.2,6,1,1,1,1,4,4,0,0,0
PeriodicTorsionForceImpl.h,72,37,7,22,2,14,2,13,1.68,3,1,1,1,1,3,3,1,0,0
PeriodicTorsionForceProxy.cpp,75,30,5,35,21,12,17,14,0.86,3,2,2,2,1,11,11,0,0,0
PeriodicTorsionForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
Platform.cpp,328,34,36,177,96,58,95,60,0.19,28,2,2,2,1,7,6,0,0,0
Platform.h,246,190,9,42,0,38,0,37,4.52,0,0,0,0,0,0,0,0,0,0
PluginInitializer.h,59,50,5,2,0,2,0,4,25.0,0,0,0,0,0,0,0,0,0,0
pthread.cpp,15,2,4,8,0,8,0,8,0.25,0,0,0,0,0,0,0,0,0,0
pthread.h,1637,361,315,860,414,187,435,187,0.42,91,2,2,2,1,12,9,1,2,0
quern.cpp,93,5,4,79,41,33,55,15,0.06,3,7,7,13,3,28,26,2,0,0
quern.h,235,69,24,131,0,131,0,18,0.53,0,0,0,0,0,0,0,0,0,0
quern_factorization.cpp,895,45,19,836,583,238,532,145,0.05,18,9,9,14,5,48,46,2,0,0
quern_list.h,230,12,35,180,78,60,70,51,0.07,25,1,1,1,1,6,6,0,0,0
quern_order.cpp,163,20,7,132,85,55,95,36,0.15,5,7,7,11,2,30,26,3,0,0
quern_solver.cpp,116,7,6,99,66,36,72,22,0.07,5,5,5,7,3,21,20,1,0,0
RBTorsionForce.cpp,82,30,8,39,26,6,29,7,0.77,6,1,1,2,1,6,6,0,0,0
RBTorsionForce.h,161,108,8,39,10,19,10,17,2.77,4,1,1,1,1,5,5,0,0,0
RBTorsionForceImpl.cpp,66,30,8,25,8,7,12,11,1.2,6,1,1,1,1,4,4,0,0,0
RBTorsionForceImpl.h,72,37,7,22,2,14,2,13,1.68,3,1,1,1,1,3,3,1,0,0
RBTorsionForceProxy.cpp,77,30,6,36,22,12,17,14,0.83,3,2,2,2,1,11,11,0,0,0
RBTorsionForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
RealVec.h,177,58,22,92,46,32,38,30,0.63,19,1,1,1,1,4,4,0,0,0
ReferenceAndersenThermostat.cpp,86,44,15,23,10,9,11,10,1.91,3,2,2,2,1,9,7,0,1,0
ReferenceAndersenThermostat.h,74,46,16,10,0,7,0,5,4.6,0,0,0,0,0,0,0,0,0,0
