File,Hash,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,keyword_buggy
src/kspace.cpp,5d12a8f,3.0,30.0,0.0,68.0,428.0,61.0,8.0,8.0,10.0,1.0,33.0,3.0,29.0,0.0,0.0,14.0,557.0,68.0,411.0,30.0,351.0,61.0,1.0,16.0,312.0,431.0,30.0,0.0,401.0,72.0,72.0,81.0,1.0,4.0,0.15,118.0,118.0,141.0,14.0,1.0
src/kspace.cpp,f45b388,3.0,30.0,0.0,68.0,434.0,61.0,8.0,8.0,10.0,1.0,33.0,3.0,30.0,0.0,0.0,14.0,563.0,68.0,417.0,30.0,356.0,61.0,1.0,16.0,318.0,437.0,30.0,0.0,407.0,72.0,72.0,81.0,1.0,4.0,0.15,118.0,118.0,141.0,14.0,0.0
src/GPU/pair_lj_cut_coul_long_gpu.h,7510ec7,0.0,0.0,0.0,11.0,23.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,9.0,15.0,10.0,0.0,33.0,3.0,7.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,1.0
src/GPU/fix_gpu.cpp,7510ec7,2.0,17.0,1.0,50.0,224.0,34.0,6.0,6.0,7.0,1.0,20.0,2.0,17.0,1.0,0.0,10.0,308.0,50.0,203.0,70.0,157.0,34.0,0.0,21.0,107.0,170.0,36.0,0.0,134.0,35.0,35.0,39.0,1.0,3.0,0.17,61.0,61.0,69.0,10.0,1.0
src/GPU/pair_lj_cut_coul_long_gpu.cpp,7510ec7,4.0,31.0,1.0,44.0,240.0,30.0,6.0,6.0,7.0,1.0,36.0,4.0,31.0,1.0,0.0,6.0,314.0,44.0,213.0,66.0,144.0,30.0,0.0,27.0,128.0,164.0,41.0,0.0,123.0,15.0,15.0,17.0,1.0,6.0,0.14,34.0,34.0,39.0,6.0,1.0
src/GPU/pair_lj_cut_coul_long_gpu.h,711e9ea,0.0,0.0,0.0,11.0,24.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0,9.0,16.0,11.0,0.0,33.0,3.0,7.0,11.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0
src/GPU/fix_gpu.cpp,711e9ea,3.0,18.0,1.0,53.0,234.0,35.0,7.0,7.0,7.0,1.0,22.0,3.0,18.0,1.0,0.0,10.0,322.0,53.0,213.0,73.0,166.0,35.0,0.0,21.0,113.0,180.0,37.0,0.0,143.0,36.0,36.0,38.0,1.0,3.0,0.16,65.0,65.0,73.0,10.0,0.0
src/GPU/pair_lj_cut_coul_long_gpu.cpp,711e9ea,4.0,27.0,1.0,47.0,247.0,31.0,5.0,5.0,6.0,1.0,32.0,4.0,27.0,1.0,0.0,7.0,325.0,47.0,220.0,70.0,145.0,31.0,0.0,27.0,130.0,167.0,43.0,0.0,124.0,15.0,15.0,17.0,1.0,6.0,0.14,35.0,35.0,40.0,7.0,0.0
src/kspace.cpp,74adae2,3.0,31.0,0.0,69.0,441.0,61.0,8.0,8.0,10.0,1.0,34.0,3.0,30.0,0.0,0.0,14.0,571.0,69.0,421.0,32.0,359.0,61.0,2.0,19.0,320.0,439.0,32.0,0.0,407.0,72.0,72.0,81.0,1.0,4.0,0.14,118.0,118.0,142.0,14.0,1.0
src/kspace.cpp,aaa76b5,3.0,31.0,0.0,69.0,441.0,61.0,8.0,8.0,10.0,1.0,34.0,3.0,30.0,0.0,0.0,14.0,571.0,69.0,421.0,32.0,359.0,61.0,2.0,19.0,320.0,439.0,32.0,0.0,407.0,72.0,72.0,81.0,1.0,4.0,0.14,118.0,118.0,142.0,14.0,0.0
