File,Hash,age,entrophy,exp,fix,la,ld,lt,nd,ndev,ns,nuc,rexp,sexp,Bugs
contrib/fparser/fparser_ad.cc,e0e46c91e68684e7b04ad08eb210e2011c3be9df,61.19815972222222,0.0,519.0,0,50,45,1083,2,16,2,44,4.735798187467858,0,0
contrib/fparser/fparser_ad.cc,a5407a2daf661b8fbc34e94ff129a0407e24537c,0.03570601851851852,0.0,351.0,1,2,2,1088,2,16,1,45,58.0129659643436,0,1
tests/parallel/packed_range_test.C,e712ee38d38457426153ff54958935ab8011d80e,0.01775462962962963,0.0,8026.0,1,2,2,129,1,1,1,1,57.323337679269876,0,1
doc/statistics/github_traffic_plotclones.py,220cf258473b3033261673e3a04d298db6385573,7.0125925925925925,0.5,103356.5,0,7,1,513,1,1,1,12,1.106950459490863,0,0
doc/statistics/github_traffic_plotviews.py,220cf258473b3033261673e3a04d298db6385573,7.0125925925925925,0.5,103356.5,0,7,1,681,1,1,1,12,1.106950459490863,0,0
src/mesh/mesh_generation.C,7fecf647d5fd3a4933610ed1c5ab4b116a02e40b,985.0980092592594,0.0,1343732.0,1,1,1,-12,7,16,2,25,13.057659447102122,0,1
src/mesh/mesh_generation.C,7fecf647d5fd3a4933610ed1c5ab4b116a02e40b,985.0980092592594,0.0,1343732.0,1,1,1,-12,7,16,2,25,13.057659447102122,0,0
src/mesh/boundary_info.C,ebbdf65be2bbfbcb6217b5f48b319b5b5e158d7e,0.06319444444444444,0.0,103383.0,0,23,0,499,1,16,1,76,16.824175824175825,0,0
src/mesh/boundary_info.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.38329558113076395,108318.04761904762,1,3,3,522,11,16,3,77,2.358996829307692,0,1
tests/base/auto_ptr_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,77,11,16,3,1,2.358996829307692,0,1
tests/fparser/autodiff.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,160,11,16,3,4,2.358996829307692,0,1
tests/geom/node_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,3,11,16,3,2,2.358996829307692,0,1
tests/geom/point_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,3,11,16,3,2,2.358996829307692,0,1
tests/mesh/boundary_mesh.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,278,11,16,3,3,2.358996829307692,0,1
tests/mesh/mesh_extruder.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,88,11,16,3,1,2.358996829307692,0,1
tests/mesh/mixed_dim_mesh_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,1133,11,16,3,19,2.358996829307692,0,1
tests/mesh/nodal_neighbors.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,158,11,16,3,2,2.358996829307692,0,1
tests/numerics/composite_function_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,89,11,16,3,2,2.358996829307692,0,1
tests/numerics/coupling_matrix_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,182,11,16,3,2,2.358996829307692,0,1
tests/numerics/parsed_fem_function_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,274,11,16,3,10,2.358996829307692,0,1
tests/numerics/parsed_function_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,103,11,16,3,3,2.358996829307692,0,1
tests/numerics/type_tensor_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,53,11,16,3,2,2.358996829307692,0,1
tests/numerics/vector_value_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,46,11,16,3,3,2.358996829307692,0,1
tests/parallel/parallel_point_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,293,11,16,3,4,2.358996829307692,0,1
tests/parallel/parallel_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,110,11,16,3,13,2.358996829307692,0,1
tests/quadrature/quadrature_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,401,11,16,3,21,2.358996829307692,0,1
tests/systems/equation_systems_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,114,11,16,3,7,2.358996829307692,0,1
tests/systems/systems_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,139,11,16,3,3,2.358996829307692,0,1
tests/utils/vectormap_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,104,11,16,3,8,2.358996829307692,0,1
src/mesh/boundary_info.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.38329558113076395,108318.04761904762,1,3,3,522,11,16,3,77,2.358996829307692,0,0
tests/base/auto_ptr_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,77,11,16,3,1,2.358996829307692,0,0
tests/fparser/autodiff.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,160,11,16,3,4,2.358996829307692,0,0
tests/geom/node_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,3,11,16,3,2,2.358996829307692,0,0
tests/geom/point_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,3,11,16,3,2,2.358996829307692,0,0
tests/mesh/boundary_mesh.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,278,11,16,3,3,2.358996829307692,0,0
tests/mesh/mesh_extruder.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,88,11,16,3,1,2.358996829307692,0,0
tests/mesh/mixed_dim_mesh_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,1133,11,16,3,19,2.358996829307692,0,0
tests/mesh/nodal_neighbors.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,158,11,16,3,2,2.358996829307692,0,0
tests/numerics/composite_function_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,89,11,16,3,2,2.358996829307692,0,0
tests/numerics/coupling_matrix_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,182,11,16,3,2,2.358996829307692,0,0
tests/numerics/parsed_fem_function_test.C,3416ef81166ebb26f293f25a0e126c44e50c58ab,178.52169257054672,0.19667660678508753,108318.04761904762,1,1,1,274,11,16,3,10,2.358996829307692,0,0
