File,Hash,age,entrophy,exp,fix,la,ld,lt,nd,ndev,ns,nuc,rexp,sexp,Bugs
trunk/libmesh/src/base/dof_map_constraints.C,f6fc13bb535953a537a52c07afe641287681c16c,1.333587962962963,0.0,2441.0,0,0,16,1182,1,8,1,52,1.749856798180903,0,0
trunk/libmesh/src/parallel/parallel_bin_sorter.C,e05286c9a5abee6c5d7dd0a6fa0b0bc6bb4c0c9d,9.781273148148149,0.479116507230868,2444.5,0,4,9,154,1,8,1,3,1.076677134831062,0,0
trunk/libmesh/src/parallel/parallel_histogram.C,e05286c9a5abee6c5d7dd0a6fa0b0bc6bb4c0c9d,9.781273148148149,0.515868320955102,2444.5,0,3,8,122,1,8,1,3,1.076677134831062,0,0
trunk/libmesh/src/parallel/parallel_sort.C,f3f099aa51c30beea5f563222cc634e11470217a,9.830798611111112,0.0,2447.0,1,18,38,363,1,8,1,4,1.1017211357447365,0,1
trunk/libmesh/src/parallel/parallel_sort.C,f3f099aa51c30beea5f563222cc634e11470217a,9.830798611111112,0.0,2447.0,1,18,38,363,1,8,1,4,1.1017211357447365,0,0
trunk/libmesh/src/solvers/system_io.C,09dd179c6683b228eebf8f5ad70143038f2d84ee,1.155462962962963,0.0,2448.0,1,39,13,375,1,8,1,19,1.8654539626572642,0,1
trunk/libmesh/src/mesh/mesh_tools.C,d2fc64ba23fb17dc77a908d86e6a3ebfc7630e78,11.280486111111111,0.0,67963.0,0,29,0,668,2,8,1,19,2.2659459858777757,0,0
trunk/libmesh/src/partitioning/partitioner.C,797d917c1d2ef71388e76c5bb0395790707f29a5,77.03493055555555,0.0,67967.0,0,3,3,214,2,8,1,22,2.0342294589312235,0,1
trunk/libmesh/src/solvers/fem_system.C,f8bbe7163c75b34304347ff2596a904a0e19bc58,74.17037037037036,0.0,2465.0,0,3,0,1097,1,7,1,38,1.013482472785379,0,0
trunk/libmesh/src/mesh/mesh_refinement_flagging.C,ba8bfeb0502be23ccc6b7ffc1dab1c525e1bdfed,82.17133101851852,0.0,2466.0,0,1,0,645,1,8,1,37,1.0121696945589775,0,1
trunk/libmesh/src/mesh/mesh_refinement.C,4774bc5a7bb8956e36aec0100539619bbc7491fc,59.95986111111111,0.0,2467.0,0,7,6,2128,1,8,1,88,1.016677823821955,0,0
trunk/libmesh/src/utils/statistics.C,38e15d979856c2f7755d0b9b6b297ed308f2b763,165.9653935185185,0.0,5805.0,1,88,11,291,2,8,1,21,2.01807605752259,0,1
trunk/libmesh/src/utils/statistics.C,38e15d979856c2f7755d0b9b6b297ed308f2b763,165.9653935185185,0.0,5805.0,1,88,11,291,2,8,1,21,2.01807605752259,0,0
trunk/libmesh/src/utils/statistics.C,4af3e65db3876d4a07b3b47a32c0e4055bea9d14,0.22818287037037038,0.0,2904.0,1,51,27,368,1,8,1,22,5.3824499112351,0,1
trunk/libmesh/src/solvers/fem_system.C,ba90b0fd8726d0b8d301983fd550f977601a7875,28.81644675925926,0.0,2469.0,0,3,0,1100,1,7,1,39,1.0347024047882891,0,0
trunk/libmesh/src/mesh/mesh_refinement.C,c4a12587608b173cc8475d9a2e3d871d2f2f9ead,1.999976851851852,0.0,2470.0,1,53,23,2129,1,8,1,89,1.5000057871040173,0,1
trunk/libmesh/src/numerics/petsc_nonlinear_solver.C,19d78da7da5c189f956f57953d627a3873de8c0f,90.94416666666666,0.0,34000.0,0,16,5,260,1,8,1,19,1.0109957574702428,0,0
trunk/libmesh/src/numerics/discontinuity_measure.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.4770796995937216,5267.875,0,3,11,182,4,8,1,10,2.129906173707075,0,1
trunk/libmesh/src/numerics/distributed_vector.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.4337276636661959,5267.875,0,5,6,540,4,8,1,37,2.129906173707075,0,1
trunk/libmesh/src/numerics/exact_error_estimator.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.31729895190528906,5267.875,0,1,5,428,4,8,1,16,2.129906173707075,0,1
trunk/libmesh/src/numerics/fourth_error_estimators.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.3462321574891685,5267.875,0,2,5,138,4,8,1,19,2.129906173707075,0,1
trunk/libmesh/src/numerics/kelly_error_estimator.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.48818705017383146,5267.875,0,4,11,-110,4,8,1,24,2.129906173707075,0,1
trunk/libmesh/src/numerics/laspack_vector.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.15453439424702936,5267.875,0,1,1,449,4,8,1,36,2.129906173707075,0,1
trunk/libmesh/src/numerics/petsc_vector.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.2475303269555972,5267.875,0,2,2,1040,4,8,1,54,2.129906173707075,0,1
trunk/libmesh/src/numerics/uniform_refinement_estimator.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.31729895190528906,5267.875,0,1,5,589,4,8,1,19,2.129906173707075,0,1
trunk/libmesh/src/numerics/discontinuity_measure.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.4770796995937216,5267.875,0,3,11,182,4,8,1,10,2.129906173707075,0,0
trunk/libmesh/src/numerics/distributed_vector.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.4337276636661959,5267.875,0,5,6,540,4,8,1,37,2.129906173707075,0,0
trunk/libmesh/src/numerics/exact_error_estimator.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.31729895190528906,5267.875,0,1,5,428,4,8,1,16,2.129906173707075,0,0
trunk/libmesh/src/numerics/fourth_error_estimators.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.3462321574891685,5267.875,0,2,5,138,4,8,1,19,2.129906173707075,0,0
trunk/libmesh/src/numerics/kelly_error_estimator.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.48818705017383146,5267.875,0,4,11,-110,4,8,1,24,2.129906173707075,0,0
trunk/libmesh/src/numerics/laspack_vector.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.15453439424702936,5267.875,0,1,1,449,4,8,1,36,2.129906173707075,0,0
trunk/libmesh/src/numerics/petsc_vector.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.2475303269555972,5267.875,0,2,2,1040,4,8,1,54,2.129906173707075,0,0
trunk/libmesh/src/numerics/uniform_refinement_estimator.C,6827afdd20c1dfe43afcb99899b35358671b4906,178.18141782407412,0.31729895190528906,5267.875,0,1,5,589,4,8,1,19,2.129906173707075,0,0
trunk/libmesh/src/mesh/vtk_io.C,6b29e49afd60660d08a630832e7e33ee3ebdcc7b,65.07233564814814,0.33219280948873625,3989.6,1,2,10,475,5,8,1,13,3.6565653776524867,0,1
trunk/libmesh/src/numerics/laspack_vector.C,6b29e49afd60660d08a630832e7e33ee3ebdcc7b,65.07233564814814,0.5306390622295664,3989.6,1,14,31,449,5,8,1,37,3.6565653776524867,0,1
trunk/libmesh/src/numerics/type_tensor.C,6b29e49afd60660d08a630832e7e33ee3ebdcc7b,65.07233564814814,0.5210896782498619,3989.6,1,36,0,158,5,8,1,4,3.6565653776524867,0,1
trunk/libmesh/src/solvers/continuation_system.C,6b29e49afd60660d08a630832e7e33ee3ebdcc7b,65.07233564814814,0.3875854127478025,3989.6,1,3,13,1434,5,8,1,8,3.6565653776524867,0,1
trunk/libmesh/src/solvers/system.C,6b29e49afd60660d08a630832e7e33ee3ebdcc7b,65.07233564814814,0.3160170728890286,3989.6,1,3,8,895,5,8,1,45,3.6565653776524867,0,1
trunk/libmesh/src/mesh/vtk_io.C,6b29e49afd60660d08a630832e7e33ee3ebdcc7b,65.07233564814814,0.33219280948873625,3989.6,1,2,10,475,5,8,1,13,3.6565653776524867,0,0
trunk/libmesh/src/numerics/laspack_vector.C,6b29e49afd60660d08a630832e7e33ee3ebdcc7b,65.07233564814814,0.5306390622295664,3989.6,1,14,31,449,5,8,1,37,3.6565653776524867,0,0
trunk/libmesh/src/numerics/type_tensor.C,6b29e49afd60660d08a630832e7e33ee3ebdcc7b,65.07233564814814,0.5210896782498619,3989.6,1,36,0,158,5,8,1,4,3.6565653776524867,0,0
trunk/libmesh/src/solvers/continuation_system.C,6b29e49afd60660d08a630832e7e33ee3ebdcc7b,65.07233564814814,0.3875854127478025,3989.6,1,3,13,1434,5,8,1,8,3.6565653776524867,0,0
trunk/libmesh/src/solvers/system.C,6b29e49afd60660d08a630832e7e33ee3ebdcc7b,65.07233564814814,0.3160170728890286,3989.6,1,3,8,895,5,8,1,45,3.6565653776524867,0,0
trunk/libmesh/src/mesh/exodusII_io.C,cfdc4286b81035219eba1863f05a228c727ed67a,64.6217361111111,0.0,2498.0,1,2,2,1481,1,8,1,25,1.015474669363271,0,1
trunk/libmesh/src/mesh/exodusII_io.C,cfdc4286b81035219eba1863f05a228c727ed67a,64.6217361111111,0.0,2498.0,1,2,2,1481,1,8,1,25,1.015474669363271,0,0
trunk/libmesh/src/mesh/gmsh_io.C,ebfddb8aeb2f5129a5188ce40a48135dc8bd882b,42.25620949074074,0.275450552610884,2522.5,1,4,10,937,3,8,1,21,1.0073608296209453,0,1
trunk/libmesh/src/numerics/exact_error_estimator.C,ebfddb8aeb2f5129a5188ce40a48135dc8bd882b,42.25620949074074,0.47146550121537373,2522.5,1,4,36,424,3,8,1,17,1.0073608296209453,0,1
trunk/libmesh/src/numerics/hp_coarsentest.C,ebfddb8aeb2f5129a5188ce40a48135dc8bd882b,42.25620949074074,0.45281953111478324,2522.5,1,6,30,600,3,8,1,5,1.0073608296209453,0,1
trunk/libmesh/src/numerics/uniform_refinement_estimator.C,ebfddb8aeb2f5129a5188ce40a48135dc8bd882b,42.25620949074074,0.5054964351422998,2522.5,1,4,46,585,3,8,1,20,1.0073608296209453,0,1
trunk/libmesh/src/solvers/exact_solution.C,ebfddb8aeb2f5129a5188ce40a48135dc8bd882b,42.25620949074074,0.46253817456535257,2522.5,1,5,33,497,3,8,1,34,1.0073608296209453,0,1
trunk/libmesh/src/solvers/system.C,ebfddb8aeb2f5129a5188ce40a48135dc8bd882b,42.25620949074074,0.275450552610884,2522.5,1,2,12,890,3,8,1,46,1.0073608296209453,0,1
trunk/libmesh/src/utils/xdr_cxx.C,4426a10612fd7bd639199b7b0aaac8b0d9c792c8,49.86881944444445,0.0,34001.0,0,89,12,1758,1,8,1,32,1.0200526102510614,0,0
trunk/libmesh/src/mesh/gmsh_io.C,ff59350ee9a6c18af5ecdf983cf49a700da8cf20,3.2683333333333335,0.0,2526.0,1,5,1,931,1,8,1,22,1.3059663437021927,0,1
trunk/libmesh/src/mesh/mesh_refinement.C,21e7fee3ca22f925f7e70c7e66e7336ba800f336,13.083622685185185,0.0,2529.0,1,13,4,2159,1,8,1,90,1.0764314306566114,0,1
trunk/libmesh/src/solvers/adaptive_time_solver.C,0969f749b563f9f3a9798b2f2b8d8efadff3285b,249.52175694444446,0.04992966499425567,5069.0,0,1,1,306,2,8,1,8,2.0058108874332405,0,0
trunk/libmesh/src/solvers/euler2_solver.C,0969f749b563f9f3a9798b2f2b8d8efadff3285b,249.52175694444446,0.04992966499425567,5069.0,0,1,1,240,2,8,1,1,2.0058108874332405,0,0
trunk/libmesh/src/solvers/euler_solver.C,0969f749b563f9f3a9798b2f2b8d8efadff3285b,249.52175694444446,0.04992966499425567,5069.0,0,1,1,202,2,8,1,10,2.0058108874332405,0,0
trunk/libmesh/src/solvers/time_solver.C,0969f749b563f9f3a9798b2f2b8d8efadff3285b,249.52175694444446,0.5185528835942994,5069.0,0,2,127,184,2,8,1,13,2.0058108874332405,0,0
trunk/libmesh/src/solvers/unsteady_solver.C,0969f749b563f9f3a9798b2f2b8d8efadff3285b,249.52175694444446,0.4856476334887789,5069.0,0,152,0,0,2,8,1,0,2.0058108874332405,0,0
trunk/libmesh/src/solvers/equation_systems_io.C,50e832ab281dfff0eaea739b3d04e582de24832a,61.761550925925924,0.0,34002.0,1,3,5,-66,1,8,1,24,1.016191303246244,0,1
trunk/libmesh/src/solvers/equation_systems_io.C,50e832ab281dfff0eaea739b3d04e582de24832a,61.761550925925924,0.0,34002.0,1,3,5,-66,1,8,1,24,1.016191303246244,0,0
