File,Hash,age,entrophy,exp,fix,la,ld,lt,nd,ndev,ns,nuc,rexp,sexp,Bugs
trunk/libmesh/src/mesh/boundary_info.C,8281432825b5ccf0c6d604712c6605dcfb0024c4,0.03991898148148148,0.33219280948873625,2455.5,0,1,2,421,1,7,1,42,19.788054508553206,0,0
trunk/libmesh/src/mesh/mesh.C,8281432825b5ccf0c6d604712c6605dcfb0024c4,0.03991898148148148,0.13680278410054497,2455.5,0,23,4,1008,1,7,1,60,19.788054508553206,0,0
trunk/libmesh/src/mesh/exodusII_io.C,958c4dba7ee2b740185e8ff43807f694f5bd66c5,52.47094907407407,0.0,10751.0,1,5,4,1138,2,7,1,8,4.456981415465988,0,1
trunk/libmesh/src/numerics/kelly_error_estimator.C,34e9e1a7c3965eb831f112ac1c304e77998fcd8a,4.068142361111111,0.2888193971171555,8076.0,0,31,23,264,2,7,1,14,1.8379921049823964,0,1
trunk/libmesh/src/numerics/patch_recovery_error_estimator.C,34e9e1a7c3965eb831f112ac1c304e77998fcd8a,4.068142361111111,0.4866932610159923,8076.0,0,8,8,335,2,7,1,10,1.8379921049823964,0,1
trunk/libmesh/src/geom/face_tri6.C,fe848363b4ad963538ce0669d96746d422ee91e2,0.9301273148148148,0.0,2541.0,0,4,1,346,1,7,1,24,2.0751216355785624,0,0
trunk/libmesh/src/mesh/gmsh_io.C,f3d6ecdedaa4b2fb70745f852f637e2643f0fd39,14.105023148148149,0.0,5386.0,0,197,37,785,1,6,1,13,1.0708967287395974,0,1
trunk/libmesh/src/mesh/gmsh_io.C,f3d6ecdedaa4b2fb70745f852f637e2643f0fd39,14.105023148148149,0.0,5386.0,0,197,37,785,1,6,1,13,1.0708967287395974,0,0
trunk/libmesh/src/apps/meshtool.cc,74158c920ed21936472f2a8176ba38c0a3cd3bd6,79.81334490740741,0.3260548848063599,7184.666666666667,1,4,2,896,3,7,1,32,1.3431101055888819,0,1
trunk/libmesh/src/mesh/boundary_info.C,74158c920ed21936472f2a8176ba38c0a3cd3bd6,79.81334490740741,0.5,7184.666666666667,1,20,11,420,3,7,1,43,1.3431101055888819,0,1
trunk/libmesh/src/mesh/boundary_mesh.C,74158c920ed21936472f2a8176ba38c0a3cd3bd6,79.81334490740741,0.5283629518597381,7184.666666666667,1,1,24,64,3,7,1,15,1.3431101055888819,0,1
trunk/libmesh/src/numerics/type_vector.C,a7c7c476a8547959de1035ab94176c0b848bdee6,140.97645833333334,0.0,5412.0,0,4,4,170,1,6,1,10,1.0070933829081983,0,0
trunk/libmesh/contrib/tetgen/tetgen.C,7cc32f4b15ccde8e86fe43a02dddf1df4a4575ca,145.9113425925926,0.0,16242.0,1,27,21,23489,1,6,1,1,3.102701187633647,0,1
trunk/libmesh/src/geom/elem.C,9e9dbe6d03c28dd7f19964d4b0c869a291888546,113.80435329861112,0.19424684104088058,133.25,0,51,1,775,5,7,1,46,1.63287668781899,0,0
trunk/libmesh/src/mesh/mesh.C,9e9dbe6d03c28dd7f19964d4b0c869a291888546,113.80435329861112,0.2163326977840314,133.25,0,37,24,1026,5,7,1,62,1.63287668781899,0,0
trunk/libmesh/src/mesh/mesh_base.C,9e9dbe6d03c28dd7f19964d4b0c869a291888546,113.80435329861112,0.06566833415945987,133.25,0,8,4,250,5,7,1,96,1.63287668781899,0,0
trunk/libmesh/src/mesh/mesh_communication.C,9e9dbe6d03c28dd7f19964d4b0c869a291888546,113.80435329861112,0.341574874788186,133.25,0,103,25,421,5,7,1,21,1.63287668781899,0,0
trunk/libmesh/src/mesh/mesh_refinement.C,9e9dbe6d03c28dd7f19964d4b0c869a291888546,113.80435329861112,0.19424684104088058,133.25,0,44,8,849,5,7,1,41,1.63287668781899,0,0
trunk/libmesh/src/mesh/mesh_tools.C,9e9dbe6d03c28dd7f19964d4b0c869a291888546,113.80435329861112,0.24550290136989025,133.25,0,56,18,302,5,7,1,3,1.63287668781899,0,0
trunk/libmesh/src/mesh/xdr_io.C,9e9dbe6d03c28dd7f19964d4b0c869a291888546,113.80435329861112,0.40037308343262795,133.25,0,446,351,2562,5,7,1,15,1.63287668781899,0,0
trunk/libmesh/src/solvers/system_io.C,9e9dbe6d03c28dd7f19964d4b0c869a291888546,113.80435329861112,0.1675165860388818,133.25,0,29,13,27,5,7,1,10,1.63287668781899,0,0
trunk/libmesh/src/mesh/mesh.C,8e4eb1cf75f077ff26297a49136ee5b7212634d5,0.6700462962962963,0.0,5423.0,1,9,12,1039,1,7,1,63,2.4924341877979685,0,1
trunk/libmesh/src/solvers/equation_systems_io.C,38fa10a09c886dae1d8b733dd78754a7ad2cbd4c,130.99374999999998,0.0,219.0,0,14,6,-3,2,7,1,7,2.023028175069877,0,0
trunk/libmesh/src/mesh/exodusII_io.C,09a75ba1b549aabf02b4cc4d9b11d0791e9aed59,67.26262731481482,0.0,5425.0,1,26,23,1139,1,7,1,9,1.0148670969291702,0,1
trunk/libmesh/src/mesh/mesh.C,a867fcc8bb2a801069f6dc8d3493827c979b0536,153.37227237654324,0.40385454520156616,188.33333333333334,0,5,5,1036,3,7,1,64,1.670330469583255,0,0
trunk/libmesh/src/mesh/mesh_base.C,a867fcc8bb2a801069f6dc8d3493827c979b0536,153.37227237654324,0.36040863266993267,188.33333333333334,0,4,4,254,3,7,1,97,1.670330469583255,0,0
trunk/libmesh/src/mesh/xdr_io.C,a867fcc8bb2a801069f6dc8d3493827c979b0536,153.37227237654324,0.3223341283353674,188.33333333333334,0,37,14,2657,3,7,1,16,1.670330469583255,0,0
trunk/libmesh/src/mesh/mesh_communication.C,313a212c7e7d0e3a53bb4eb61f337a0553ae2f7c,303.1779089506173,0.5049158541015204,158.0,0,24,25,493,2,7,1,23,1.3348015209758606,0,0
trunk/libmesh/src/mesh/xdr_io.C,313a212c7e7d0e3a53bb4eb61f337a0553ae2f7c,303.1779089506173,0.34164033483608325,158.0,0,83,53,2680,2,7,1,17,1.3348015209758606,0,0
trunk/libmesh/src/solvers/equation_systems_io.C,313a212c7e7d0e3a53bb4eb61f337a0553ae2f7c,303.1779089506173,0.11771941638563116,158.0,0,2,2,5,2,7,1,8,1.3348015209758606,0,0
