File,Hash,age,entrophy,exp,fix,la,ld,lt,nd,ndev,ns,nuc,rexp,sexp,Bugs
libmesh/src/reduced_basis/rb_scm_evaluation.C,5ac7ee7f0542469781e0e4ef79edbcf24e0c5a0c,1.0898495370370371,0.0,676.0,1,1,1,596,1,1,1,2,1.9175578518101588,0,0
libmesh/examples/adaptivity/adaptivity_ex5/adaptivity_ex5.C,8a557e2ecc3a1b3d3348efba233e6dee4636a4bd,1.6996180555555556,0.5199666673076944,680.0,1,16,0,770,7,1,1,1,1.2179361192678262,0,1
libmesh/examples/miscellaneous/miscellaneous_ex1/miscellaneous_ex1.C,8a557e2ecc3a1b3d3348efba233e6dee4636a4bd,1.6996180555555556,0.3522138890491458,680.0,1,4,0,496,7,1,1,1,1.2179361192678262,0,1
libmesh/examples/miscellaneous/miscellaneous_ex2/miscellaneous_ex2.C,8a557e2ecc3a1b3d3348efba233e6dee4636a4bd,1.6996180555555556,0.23166250008012848,680.0,1,2,0,643,7,1,1,1,1.2179361192678262,0,1
libmesh/examples/miscellaneous/miscellaneous_ex5/miscellaneous_ex5.C,8a557e2ecc3a1b3d3348efba233e6dee4636a4bd,1.6996180555555556,0.23166250008012848,680.0,1,2,0,595,7,1,1,1,1.2179361192678262,0,1
libmesh/examples/reduced_basis/reduced_basis_ex1/reduced_basis_ex1.C,8a557e2ecc3a1b3d3348efba233e6dee4636a4bd,1.6996180555555556,0.3522138890491458,680.0,1,4,0,211,7,1,1,1,1.2179361192678262,0,1
libmesh/examples/reduced_basis/reduced_basis_ex2/reduced_basis_ex2.C,8a557e2ecc3a1b3d3348efba233e6dee4636a4bd,1.6996180555555556,0.3522138890491458,680.0,1,4,0,251,7,1,1,1,1.2179361192678262,0,1
libmesh/examples/reduced_basis/reduced_basis_ex3/reduced_basis_ex3.C,8a557e2ecc3a1b3d3348efba233e6dee4636a4bd,1.6996180555555556,0.3522138890491458,680.0,1,4,0,190,7,1,1,1,1.2179361192678262,0,1
libmesh/examples/reduced_basis/reduced_basis_ex4/reduced_basis_ex4.C,be8e19bec47d3fd30f94fb15993907410933196f,0.0,0.0,23924.0,0,191,0,0,1,1,1,0,0.0,0,0
libmesh/src/reduced_basis/rb_evaluation.C,14dc4a339d23acd33345a01e3a4ba896a36f36fc,7.71636574074074,0.0,5999.0,0,10,2,1066,2,1,1,2,2.3887840598535464,0,0
libmesh/src/reduced_basis/rb_eim_evaluation.C,5382f557f29887de18e1e9d7eec85b542a0d79ee,0.581099537037037,0.0,3002.0,1,36,11,452,1,1,1,3,2.7208755751190075,0,1
libmesh/src/utils/xdr_cxx.C,1820ad653e3743292ad3c9e0e24c0102df1100db,29.164502314814815,0.0,691.0,0,22,10,1306,1,1,1,2,1.0342882586922124,0,0
libmesh/examples/adjoints/adjoints_ex1/element_qoi_derivative.C,5da524df98f379e5f20b14b63f3a7bba31fd2754,29.73837962962963,0.3369643301397178,694.5,1,3,1,56,3,1,1,1,1.013730853476848,0,1
libmesh/examples/adjoints/adjoints_ex1/side_qoi_derivative.C,5da524df98f379e5f20b14b63f3a7bba31fd2754,29.73837962962963,0.3369643301397178,694.5,1,3,1,60,3,1,1,1,1.013730853476848,0,1
libmesh/examples/adjoints/adjoints_ex2/adjoints_ex2.C,5da524df98f379e5f20b14b63f3a7bba31fd2754,29.73837962962963,0.5150173487813965,694.5,1,5,6,519,3,1,1,1,1.013730853476848,0,1
libmesh/examples/adjoints/adjoints_ex2/element_qoi.C,5da524df98f379e5f20b14b63f3a7bba31fd2754,29.73837962962963,0.3369643301397178,694.5,1,3,1,56,3,1,1,1,1.013730853476848,0,1
libmesh/examples/adjoints/adjoints_ex2/element_qoi_derivative.C,5da524df98f379e5f20b14b63f3a7bba31fd2754,29.73837962962963,0.3369643301397178,694.5,1,3,1,56,3,1,1,1,1.013730853476848,0,1
libmesh/examples/subdomains/subdomains_ex2/subdomains_ex2.C,5da524df98f379e5f20b14b63f3a7bba31fd2754,29.73837962962963,0.5232122209664899,694.5,1,8,4,636,3,1,1,1,1.013730853476848,0,1
libmesh/examples/adjoints/adjoints_ex1/element_qoi_derivative.C,5da524df98f379e5f20b14b63f3a7bba31fd2754,29.73837962962963,0.3369643301397178,694.5,1,3,1,56,3,1,1,1,1.013730853476848,0,0
libmesh/examples/adjoints/adjoints_ex1/side_qoi_derivative.C,5da524df98f379e5f20b14b63f3a7bba31fd2754,29.73837962962963,0.3369643301397178,694.5,1,3,1,60,3,1,1,1,1.013730853476848,0,0
libmesh/examples/adjoints/adjoints_ex2/adjoints_ex2.C,5da524df98f379e5f20b14b63f3a7bba31fd2754,29.73837962962963,0.5150173487813965,694.5,1,5,6,519,3,1,1,1,1.013730853476848,0,0
libmesh/examples/adjoints/adjoints_ex2/element_qoi.C,5da524df98f379e5f20b14b63f3a7bba31fd2754,29.73837962962963,0.3369643301397178,694.5,1,3,1,56,3,1,1,1,1.013730853476848,0,0
libmesh/examples/adjoints/adjoints_ex2/element_qoi_derivative.C,5da524df98f379e5f20b14b63f3a7bba31fd2754,29.73837962962963,0.3369643301397178,694.5,1,3,1,56,3,1,1,1,1.013730853476848,0,0
libmesh/examples/subdomains/subdomains_ex2/subdomains_ex2.C,5da524df98f379e5f20b14b63f3a7bba31fd2754,29.73837962962963,0.5232122209664899,694.5,1,8,4,636,3,1,1,1,1.013730853476848,0,0
libmesh/src/numerics/trilinos_preconditioner.C,ba4442aa1086bb21a9e6b8f6e43e08a5b42fe6d2,29.16607638888889,0.5112188503407658,698.5,1,2,1,251,2,1,1,2,1.0257148061329813,0,1
libmesh/src/solvers/trilinos_nox_nonlinear_solver.C,ba4442aa1086bb21a9e6b8f6e43e08a5b42fe6d2,29.16607638888889,0.33413208628167074,698.5,1,4,4,432,2,1,1,2,1.0257148061329813,0,1
libmesh/src/numerics/trilinos_preconditioner.C,ba4442aa1086bb21a9e6b8f6e43e08a5b42fe6d2,29.16607638888889,0.5112188503407658,698.5,1,2,1,251,2,1,1,2,1.0257148061329813,0,0
libmesh/src/solvers/trilinos_nox_nonlinear_solver.C,ba4442aa1086bb21a9e6b8f6e43e08a5b42fe6d2,29.16607638888889,0.33413208628167074,698.5,1,4,4,432,2,1,1,2,1.0257148061329813,0,0
libmesh/src/quadrature/quadrature_gauss_2D.C,30a8a13cd063983513d97ef14af99cf75bb19219,29.167824074074073,0.4237949406953986,700.5,1,5,5,1306,1,1,1,2,1.0257132653466132,0,1
libmesh/src/quadrature/quadrature_monomial_2D.C,30a8a13cd063983513d97ef14af99cf75bb19219,29.167824074074073,0.5306390622295664,700.5,1,3,3,531,1,1,1,2,1.0257132653466132,0,1
libmesh/src/{systems => physics}/diff_physics.C,1a17092196600d045d2e877e67c1242f8ff8db8f,31.566774691358024,0.0,1647.3333333333333,0,0,0,0,5,2,1,0,2.383086546148775,0,0
libmesh/src/{systems => physics}/diff_qoi.C,1a17092196600d045d2e877e67c1242f8ff8db8f,31.566774691358024,0.0,1647.3333333333333,0,0,0,0,5,2,1,0,2.383086546148775,0,0
libmesh/src/systems/diff_system.C,1a17092196600d045d2e877e67c1242f8ff8db8f,31.566774691358024,0.0,1647.3333333333333,0,3,1,144,5,2,1,3,2.383086546148775,0,0
libmesh/src/systems/fem_context.C,8256040b7d3e3f09f5fa92d49d5c6311b6203b10,70.03886574074075,0.0,1421.0,0,14,14,820,2,1,1,2,2.0428333607101083,0,1
libmesh/contrib/fparser/examples/example.cc,531b2f9094477dfb3b6de221607cc79f017b9b00,2.1854245857699803,0.017569219133709964,35522.15789473684,0,55,0,0,22,4,1,0,28.71878995110801,0,0
libmesh/contrib/fparser/examples/example2.cc,531b2f9094477dfb3b6de221607cc79f017b9b00,2.1854245857699803,0.0252578824601499,35522.15789473684,0,85,0,0,22,4,1,0,28.71878995110801,0,0
libmesh/contrib/fparser/fparser.cc,531b2f9094477dfb3b6de221607cc79f017b9b00,2.1854245857699803,0.3925150833638989,35522.15789473684,0,3853,0,0,22,4,1,0,28.71878995110801,0,0
libmesh/contrib/fparser/fpoptimizer/bytecodesynth.cc,531b2f9094477dfb3b6de221607cc79f017b9b00,2.1854245857699803,0.12373757834407761,35522.15789473684,0,638,0,0,22,4,1,0,28.71878995110801,0,0
libmesh/contrib/fparser/fpoptimizer/codetree.cc,531b2f9094477dfb3b6de221607cc79f017b9b00,2.1854245857699803,0.09628062654187687,35522.15789473684,0,456,0,0,22,4,1,0,28.71878995110801,0,0
libmesh/contrib/fparser/fpoptimizer/constantfolding.cc,531b2f9094477dfb3b6de221607cc79f017b9b00,2.1854245857699803,0.163902956730698,35522.15789473684,0,942,0,0,22,4,1,0,28.71878995110801,0,0
libmesh/contrib/fparser/fpoptimizer/cse.cc,531b2f9094477dfb3b6de221607cc79f017b9b00,2.1854245857699803,0.10336783067587772,35522.15789473684,0,501,0,0,22,4,1,0,28.71878995110801,0,0
libmesh/contrib/fparser/fpoptimizer/debug.cc,531b2f9094477dfb3b6de221607cc79f017b9b00,2.1854245857699803,0.04085959863152398,35522.15789473684,0,153,0,0,22,4,1,0,28.71878995110801,0,0
libmesh/contrib/fparser/fpoptimizer/grammar.cc,531b2f9094477dfb3b6de221607cc79f017b9b00,2.1854245857699803,0.04085959863152398,35522.15789473684,0,153,0,0,22,4,1,0,28.71878995110801,0,0
libmesh/contrib/fparser/fpoptimizer/grammar_data.cc,531b2f9094477dfb3b6de221607cc79f017b9b00,2.1854245857699803,0.23191511605904663,35522.15789473684,0,1568,0,0,22,4,1,0,28.71878995110801,0,0
libmesh/contrib/fparser/fpoptimizer/hash.cc,531b2f9094477dfb3b6de221607cc79f017b9b00,2.1854245857699803,0.061240040107819034,35522.15789473684,0,254,0,0,22,4,1,0,28.71878995110801,0,0
libmesh/contrib/fparser/fpoptimizer/makebytecode.cc,531b2f9094477dfb3b6de221607cc79f017b9b00,2.1854245857699803,0.0992995059453794,35522.15789473684,0,475,0,0,22,4,1,0,28.71878995110801,0,0
libmesh/contrib/fparser/fpoptimizer/opcodename.cc,531b2f9094477dfb3b6de221607cc79f017b9b00,2.1854245857699803,0.038903076154368825,35522.15789473684,0,144,0,0,22,4,1,0,28.71878995110801,0,0
libmesh/contrib/fparser/fpoptimizer/optimize.cc,531b2f9094477dfb3b6de221607cc79f017b9b00,2.1854245857699803,0.09499748774818448,35522.15789473684,0,448,0,0,22,4,1,0,28.71878995110801,0,0
libmesh/contrib/fparser/fpoptimizer/optimize_debug.cc,531b2f9094477dfb3b6de221607cc79f017b9b00,2.1854245857699803,0.027688384314117562,35522.15789473684,0,95,0,0,22,4,1,0,28.71878995110801,0,0
