File,Hash,age,entrophy,exp,fix,la,ld,lt,nd,ndev,ns,nuc,rexp,sexp,Bugs
trunk/libmesh/src/base/equation_systems.C,d2e8cfa804ec243e6cb09bdccbedccb5a4e53aea,7.331195023148147,0.08075939284787165,244.125,0,13,5,517,3,4,1,6,1.807848291539134,0,0
trunk/libmesh/src/base/equation_systems_io.C,d2e8cfa804ec243e6cb09bdccbedccb5a4e53aea,7.331195023148147,0.24539622495288807,244.125,0,54,31,600,3,4,1,6,1.807848291539134,0,0
trunk/libmesh/src/fe/fe_base.C,d2e8cfa804ec243e6cb09bdccbedccb5a4e53aea,7.331195023148147,0.4369539628001218,244.125,0,231,10,439,3,4,1,3,1.807848291539134,0,0
trunk/libmesh/src/fe/fe_interface.C,d2e8cfa804ec243e6cb09bdccbedccb5a4e53aea,7.331195023148147,0.5188640821814442,244.125,0,66,344,1058,3,4,1,6,1.807848291539134,0,0
trunk/libmesh/src/fe/fe_interface_inf_fe.C,d2e8cfa804ec243e6cb09bdccbedccb5a4e53aea,7.331195023148147,0.5305709800187187,244.125,0,528,0,0,3,4,1,0,1.807848291539134,0,0
trunk/libmesh/src/fe/inf_fe.C,d2e8cfa804ec243e6cb09bdccbedccb5a4e53aea,7.331195023148147,0.1543376381118571,244.125,0,21,22,754,3,4,1,6,1.807848291539134,0,0
trunk/libmesh/src/fe/inf_fe_lagrange_eval.C,d2e8cfa804ec243e6cb09bdccbedccb5a4e53aea,7.331195023148147,0.08756118595635667,244.125,0,10,10,1079,3,4,1,2,1.807848291539134,0,0
trunk/libmesh/src/fe/inf_fe_static.C,d2e8cfa804ec243e6cb09bdccbedccb5a4e53aea,7.331195023148147,0.18345844779065842,244.125,0,25,30,350,3,4,1,3,1.807848291539134,0,0
trunk/libmesh/examples/ex4/ex4.C,4510a6e711cd5e211bfb1762d9459ad1e214b05a,4.3028481867283945,0.0274482600280708,233.25,1,2,2,606,7,4,1,2,1.7259590924627695,0,1
trunk/libmesh/examples/ex5/ex5.C,4510a6e711cd5e211bfb1762d9459ad1e214b05a,4.3028481867283945,0.4538353972719869,233.25,1,699,0,0,7,4,1,0,1.7259590924627695,0,1
trunk/libmesh/src/base/equation_systems.C,4510a6e711cd5e211bfb1762d9459ad1e214b05a,4.3028481867283945,0.12323908916911626,233.25,1,18,9,525,7,4,1,7,1.7259590924627695,0,1
trunk/libmesh/src/fe/fe.C,4510a6e711cd5e211bfb1762d9459ad1e214b05a,4.3028481867283945,0.07907496264977946,233.25,1,14,1,273,7,4,1,6,1.7259590924627695,0,1
trunk/libmesh/src/fe/fe_hierarchic.C,4510a6e711cd5e211bfb1762d9459ad1e214b05a,4.3028481867283945,0.35759215086084783,233.25,1,121,16,1116,7,4,1,6,1.7259590924627695,0,1
trunk/libmesh/src/fe/fe_lagrange.C,4510a6e711cd5e211bfb1762d9459ad1e214b05a,4.3028481867283945,0.15782165165878587,233.25,1,33,5,492,7,4,1,6,1.7259590924627695,0,1
trunk/libmesh/src/fe/fe_monomial.C,4510a6e711cd5e211bfb1762d9459ad1e214b05a,4.3028481867283945,0.24799335342461243,233.25,1,65,9,447,7,4,1,6,1.7259590924627695,0,1
trunk/libmesh/src/fe/inf_fe.C,4510a6e711cd5e211bfb1762d9459ad1e214b05a,4.3028481867283945,0.3211345945395255,233.25,1,95,18,753,7,4,1,7,1.7259590924627695,0,1
trunk/libmesh/src/fe/inf_fe_static.C,4510a6e711cd5e211bfb1762d9459ad1e214b05a,4.3028481867283945,0.1548557259199793,233.25,1,28,9,345,7,4,1,4,1.7259590924627695,0,1
trunk/libmesh/src/geom/face_infinite.C,4510a6e711cd5e211bfb1762d9459ad1e214b05a,4.3028481867283945,0.11642534932526061,233.25,1,0,25,25,7,4,1,5,1.7259590924627695,0,1
