File,Hash,age,entrophy,exp,fix,la,ld,lt,nd,ndev,ns,nuc,rexp,sexp,Bugs
libmesh/src/physics/fem_physics.C,9b9867148e89800e0ad9f0cfc80c51061f5aca10,11.895092592592592,0.0,4065.0,1,1,1,251,1,8,1,1,1.0840682821269276,0,1
libmesh/src/systems/system.C,4cbfa41d733807fa05ac21882331284838067904,0.35921296296296296,0.0,8301.0,0,18,1,2141,2,8,1,25,10.351591699961336,0,1
libmesh/src/solvers/memory_solution_history.C,44ea143bb13ccc56fecf22ad22c52fcacc69b969,14.107268518518518,0.0,8305.0,1,29,3,72,2,8,1,1,2.2132919161102036,0,0
libmesh/src/systems/diff_context.C,137ef48bd1af0a86398c46ca8aa058b68fde062c,34.06539351851852,0.44348826915189493,8311.0,0,59,0,109,2,8,1,6,2.463872190135242,0,1
libmesh/src/systems/fem_context.C,137ef48bd1af0a86398c46ca8aa058b68fde062c,34.06539351851852,0.23274042849386975,8311.0,0,271,1,1458,2,8,1,17,2.463872190135242,0,1
libmesh/src/systems/diff_context.C,137ef48bd1af0a86398c46ca8aa058b68fde062c,34.06539351851852,0.44348826915189493,8311.0,0,59,0,109,2,8,1,6,2.463872190135242,0,0
libmesh/src/systems/fem_context.C,137ef48bd1af0a86398c46ca8aa058b68fde062c,34.06539351851852,0.23274042849386975,8311.0,0,271,1,1458,2,8,1,17,2.463872190135242,0,0
libmesh/src/base/dof_map.C,e22f6defa4f0a67444e125c6982f873c1d5ab82a,0.428587962962963,0.0,4158.0,1,4,0,2904,1,8,1,22,3.333243316230084,0,1
libmesh/src/base/dof_map.C,e22f6defa4f0a67444e125c6982f873c1d5ab82a,0.428587962962963,0.0,4158.0,1,4,0,2904,1,8,1,22,3.333243316230084,0,0
libmesh/src/base/dof_map_constraints.C,c9fe8c22a0e483fbf570b1361a8c1882caa633e5,0.44047453703703704,0.0,4159.0,1,45,65,3194,1,8,1,54,3.270278792337809,0,1
libmesh/src/mesh/parallel_mesh.C,7dcc0c941239eb71e64d4ca6e53637a91bffcd5a,0.5589351851851851,0.0,4160.0,1,4,2,1255,1,8,1,24,2.789116209724178,0,0
libmesh/src/mesh/mesh_communication.C,4eda33c871e27413b8aa5e5bbd218058ffc8e75f,0.37611882716049383,0.16537018050538255,4162.0,1,31,55,1229,2,8,1,15,2.477085911157371,0,1
libmesh/src/mesh/parallel_mesh.C,4eda33c871e27413b8aa5e5bbd218058ffc8e75f,0.37611882716049383,0.0674970392256654,4162.0,1,0,1,1257,2,8,1,25,2.477085911157371,0,1
libmesh/src/partitioning/partitioner.C,4eda33c871e27413b8aa5e5bbd218058ffc8e75f,0.37611882716049383,0.3541638824516022,4162.0,1,7,4,600,2,8,1,14,2.477085911157371,0,1
libmesh/src/reduced_basis/rb_construction.C,2459938c30a2478bed7dc2fe27a71a76001aa700,84.85909722222222,0.0,7847.0,0,61,9,2442,2,8,1,23,2.023651936989441,0,0
libmesh/src/systems/fem_context.C,9d0da1743290c04ca4c99bdf66767299861b3105,0.21746527777777777,0.0,4164.0,1,1,1,1728,1,8,1,18,5.598435254670286,0,1
libmesh/src/systems/fem_context.C,9d0da1743290c04ca4c99bdf66767299861b3105,0.21746527777777777,0.0,4164.0,1,1,1,1728,1,8,1,18,5.598435254670286,0,0
libmesh/src/numerics/petsc_vector.C,fa631f45fa45dc2d5f04b84e5f1348867ca411bd,1.0282407407407408,0.0,3127.0,1,12,1,1414,1,8,1,8,1.9725348941918055,0,1
libmesh/src/numerics/petsc_vector.C,fa631f45fa45dc2d5f04b84e5f1348867ca411bd,1.0282407407407408,0.0,3127.0,1,12,1,1414,1,8,1,8,1.9725348941918055,0,0
libmesh/src/numerics/petsc_preconditioner.C,ed82596cba281df28132c829d05d66466f637666,169.61502314814814,0.0,2641.0,0,5,2,277,2,7,1,5,2.0176871125229257,0,1
libmesh/examples/vector_fe/vector_fe_ex2/laplace_system.C,6d9cf7d1bf32a18a6b4c91cbad81aa00795c3ce0,49.90841049382717,0.13329114890563867,5560.666666666667,1,5,5,264,4,8,1,7,1.3453112278306245,0,1
libmesh/examples/vector_fe/vector_fe_ex3/curl_curl_system.C,6d9cf7d1bf32a18a6b4c91cbad81aa00795c3ce0,49.90841049382717,0.09105687872934119,5560.666666666667,1,3,3,256,4,8,1,2,1.3453112278306245,0,1
libmesh/src/systems/fem_context.C,6d9cf7d1bf32a18a6b4c91cbad81aa00795c3ce0,49.90841049382717,0.056676660891979626,5560.666666666667,1,243,140,1728,4,8,1,19,1.3453112278306245,0,1
src/systems/diff_system.C,1c37fc2c102fba0cd7f9665b7fa5e0b25a2e5d2e,0.0,0.2575424759098898,6264.0,0,15,1,0,2,1,2,0,0.0,0,0
src/systems/fem_system.C,1c37fc2c102fba0cd7f9665b7fa5e0b25a2e5d2e,0.0,0.46438561897747244,6264.0,0,4,0,0,2,1,2,0,0.0,0,0
src/systems/equation_systems.C,81ad7a0bb8d246142abec15c6178a4316cb9794d,0.0,0.0,3927.0,0,0,3,0,1,1,1,0,0.0,0,0
src/systems/system_projection.C,17b9985a904c79f8e4b8f91f4ca9e58237362731,-109.96703703703704,0.0,1215.0,0,729,0,6,4,7,3,2,4.884058271187349,0,1
src/utils/meshfree_interpolation.C,5a253905fe4e77f266f777dc83d9f7da7709dc1d,2.3967592592592593,0.0,14061.0,0,0,4,409,2,2,2,5,3.2516901680509944,0,0
src/systems/system.C,80aa68dcd9d943202932ff6b531f53b1b35e4a90,46.72695601851852,0.0,21138.0,0,84,11,-1,3,5,2,1,3.1048395205660597,0,0
src/reduced_basis/rb_construction_base.C,5027a68a9d035923de0a37c745ed00b687501371,0.0,0.0,3929.0,0,4,3,0,1,1,1,0,0.0,0,1
src/base/dof_object.C,499f0c65cff3ccb9b40cf78bb0fc7a299c027d63,0.9997974537037037,0.4769831552269861,7048.5,1,10,2,0,2,5,1,0,0.7500506468324024,0,1
src/systems/system.C,499f0c65cff3ccb9b40cf78bb0fc7a299c027d63,0.9997974537037037,0.5170470562499704,7048.5,1,5,5,72,2,5,1,2,0.7500506468324024,0,1
src/base/dof_object.C,499f0c65cff3ccb9b40cf78bb0fc7a299c027d63,0.9997974537037037,0.4769831552269861,7048.5,1,10,2,0,2,5,1,0,0.7500506468324024,0,0
src/systems/system.C,499f0c65cff3ccb9b40cf78bb0fc7a299c027d63,0.9997974537037037,0.5170470562499704,7048.5,1,5,5,72,2,5,1,2,0.7500506468324024,0,0
src/solvers/unsteady_solver.C,c8e747ada86d3a0c193dd0557e74ff646d07ef1a,20.024444444444445,0.0,8381.0,1,11,3,0,2,5,2,0,2.099877926978138,0,1
examples/adjoints/adjoints_ex1/adjoints_ex1.C,149915a75939d0249bd57fe520854357a4f0a572,13.027501929012347,0.3928625293140623,5594.0,0,7,3,1,8,5,3,1,1.3704271802682848,0,1
examples/adjoints/adjoints_ex2/adjoints_ex2.C,149915a75939d0249bd57fe520854357a4f0a572,13.027501929012347,0.4980574251216259,5594.0,0,15,3,1,8,5,3,1,1.3704271802682848,0,1
examples/adjoints/adjoints_ex3/adjoints_ex3.C,149915a75939d0249bd57fe520854357a4f0a572,13.027501929012347,0.4433151086247401,5594.0,0,5,8,35,8,5,3,1,1.3704271802682848,0,1
examples/adjoints/adjoints_ex4/adjoints_ex4.C,149915a75939d0249bd57fe520854357a4f0a572,13.027501929012347,0.2962900321774406,5594.0,0,6,0,1,8,5,3,1,1.3704271802682848,0,1
src/error_estimation/adjoint_residual_error_estimator.C,149915a75939d0249bd57fe520854357a4f0a572,13.027501929012347,0.2649244153419627,5594.0,0,2,3,11,8,5,3,2,1.3704271802682848,0,1
src/systems/implicit_system.C,149915a75939d0249bd57fe520854357a4f0a572,13.027501929012347,0.517091093946937,5594.0,0,15,6,0,8,5,3,0,1.3704271802682848,0,1
examples/miscellaneous/miscellaneous_ex8/miscellaneous_ex8.C,c2790c228b986111378a8b2c77fc8d444cd1b17b,0.09829861111111111,0.0,7058.0,0,5,0,248,1,2,1,7,11.173083716001413,0,0
examples/miscellaneous/miscellaneous_ex8/miscellaneous_ex8.C,10f5c1e54f4f5024317167e55b2dd4ac51d3a9cc,2.8564467592592595,0.0,14119.0,1,5,0,253,2,2,2,8,5.50751841658329,0,1
examples/miscellaneous/miscellaneous_ex8/miscellaneous_ex8.C,10f5c1e54f4f5024317167e55b2dd4ac51d3a9cc,2.8564467592592595,0.0,14119.0,1,5,0,253,2,2,2,8,5.50751841658329,0,0
src/utils/xdr_cxx.C,dc9ad69aa678fb2ef66904375cd7c0e4b40d7deb,9.959340277777779,0.0,7061.0,1,2,2,62,1,5,1,3,1.1004082571845943,0,1
