File,Hash,age,entrophy,exp,fix,la,ld,lt,nd,ndev,ns,nuc,rexp,sexp,Bugs
contrib/metis/GKlib/string.c,4716a0714de623f22ac336fd9c77ea2e365a57e6,3.062962962962963,0.0,12502.0,1,39,39,-3,1,1,1,1,1.3264812575574365,0,1
contrib/metis/GKlib/string.c,4716a0714de623f22ac336fd9c77ea2e365a57e6,3.062962962962963,0.0,12502.0,1,39,39,-3,1,1,1,1,1.3264812575574365,0,0
src/reduced_basis/rb_eim_construction.C,bf82ed0bf63754f8f85cde0325a1cb65b5c2b84b,20.993587962962962,0.0,5767.0,0,1,1,-1,1,9,1,8,1.0476335918264286,0,0
src/reduced_basis/rb_construction_base.C,e2ebea3d3064d9808c22d2d54c1a1012758fbfa2,38.29598958333334,0.5283208335737187,3.0,0,1,1,251,3,9,2,11,1.5418863140739092,0,0
src/solvers/petsc_dm_nonlinear_solver.C,e2ebea3d3064d9808c22d2d54c1a1012758fbfa2,38.29598958333334,0.38997500048077083,3.0,0,4,0,0,3,9,2,4,1.5418863140739092,0,0
src/numerics/sparse_matrix.C,68df69508cdcd2081b629edb802d5a3fe26d6c7b,106.514268904321,0.4010507031510864,14455.0,1,2,2,53,7,9,2,9,2.5129054823309622,0,1
src/parallel/parallel_bin_sorter.C,68df69508cdcd2081b629edb802d5a3fe26d6c7b,106.514268904321,0.4010507031510864,14455.0,1,2,2,1,7,9,2,5,2.5129054823309622,0,1
src/parallel/parallel_histogram.C,68df69508cdcd2081b629edb802d5a3fe26d6c7b,106.514268904321,0.4010507031510864,14455.0,1,2,2,1,7,9,2,5,2.5129054823309622,0,1
src/parallel/parallel_sort.C,68df69508cdcd2081b629edb802d5a3fe26d6c7b,106.514268904321,0.5163871205878868,14455.0,1,4,4,0,7,9,2,4,2.5129054823309622,0,1
src/reduced_basis/rb_evaluation.C,68df69508cdcd2081b629edb802d5a3fe26d6c7b,106.514268904321,0.4010507031510864,14455.0,1,2,2,40,7,9,2,7,2.5129054823309622,0,1
src/reduced_basis/rb_scm_evaluation.C,68df69508cdcd2081b629edb802d5a3fe26d6c7b,106.514268904321,0.4010507031510864,14455.0,1,2,2,-1,7,9,2,3,2.5129054823309622,0,1
src/fe/fe_boundary.C,fbf41e8836e9e0e10fc6dcc966b417a29be4253f,56.717280092592596,0.38997500048077083,5790.5,1,2,0,0,1,9,1,3,1.0132234831919937,0,1
src/fe/fe_lagrange_vec.C,fbf41e8836e9e0e10fc6dcc966b417a29be4253f,56.717280092592596,0.5283208335737187,5790.5,1,1,0,0,1,9,1,1,1.0132234831919937,0,1
src/fe/fe_boundary.C,fbf41e8836e9e0e10fc6dcc966b417a29be4253f,56.717280092592596,0.38997500048077083,5790.5,1,2,0,0,1,9,1,3,1.0132234831919937,0,0
src/fe/fe_lagrange_vec.C,fbf41e8836e9e0e10fc6dcc966b417a29be4253f,56.717280092592596,0.5283208335737187,5790.5,1,1,0,0,1,9,1,1,1.0132234831919937,0,0
src/base/libmesh.C,4856c5fc02be1f566809c82549c02da6daae2bd5,161.1809837962963,0.0,11587.0,1,3,4,-22,2,9,2,20,2.014503754209856,0,0
