hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_fix,keyword_buggy,fastread_fix,fastread_buggy
c6e7d3a227a1e282d051ef398bbec958fa7946d7,2016-02-07 14:59:14,1,1,1,0.0,30,0,28.0,10,29.655486111111113,2,9175.0,1.0337205735307549,331,0,0,0,0
9ee0d147f60783cbd2fd03201143de93545750fd,2016-02-07 15:38:17,2,2,2,0.3095434291503252,4,32,32.0,10,57.117025462962964,6,9176.5,19.442277106673405,673,0,0,0,0
6eed86264073377e653ab21a625b365dc0720f75,2016-02-12 09:58:41,4,4,4,1.9219280948873625,5,5,56.5,10,11.125188078703705,91,9179.5,1.0563612170940335,5352,1,0,1,0
2278e3d5e28c6d55ca421b8cea86daa6969dc1ca,2016-02-12 11:41:10,5,6,11,2.074164743022576,12,2,9.090909090909092,10,17.20715277777778,83,9187.0,1.008553067486458,5353,0,0,0,0
91caad0fee99093920a445da796459d6f422e38b,2016-02-22 15:35:20,1,1,2,0.5940812491539164,67,86,59.5,10,108.72642361111113,46,9193.5,1.0068980471820042,5355,0,0,0,0
4058072dc82445e31326a847219001255c63a0ec,2016-02-22 15:35:52,2,3,4,1.7904276283772949,19,22,317.5,10,80.42717592592592,121,9196.5,0.7543435819680884,5358,0,0,0,0
a1277718141a7d7c9e2175a699aa36db739e1e4d,2016-02-22 17:35:58,2,3,8,2.2593324571848026,104,23,234.25,10,31.19403356481481,194,9202.5,2.5051097357150374,1507,0,1,0,1
0404ec126088760bd7051fb038ff72f6c76d0c0b,2016-02-23 00:34:00,3,3,11,3.159655457852918,114,85,38.27272727272727,10,72.61464015151516,68,9212.0,1.0048702384730006,5366,1,1,0,0
bd35f78a11b1e31e71edbcf8d60bf962f011ed7c,2016-02-23 00:42:33,1,1,1,0.0,14,5,30.0,10,15.377962962962966,4,9218.0,1.0650281186401898,334,0,0,0,0
5783bb223ef2a19d2a2335b1b29d2343639dedd5,2016-02-23 16:41:10,2,2,3,1.189731916820733,11,8,856.6666666666665,10,48.90747299382715,87,9220.0,1.5075880154895591,5368,0,0,0,0
e45094c8f239c89348a6c80159d1b94465fa1775,2016-02-24 00:42:30,5,26,94,5.360588463130045,981,1040,124.26595744680851,10,82.13117279846345,1978,9268.5,1.0119065645189846,1549,0,1,0,1
aee88f581f7a19a8bee2e706533f764370b3681b,2016-02-24 15:58:31,3,19,64,5.4043866141796295,61,64,117.1875,10,4.067920102719902,1222,9347.5,1.0153451244360072,1600,1,1,1,1
72f140c23c727ff28002eefa3924f413c3d1e7bd,2016-03-02 15:46:02,1,1,1,0.0,3,0,30.0,10,6.991331018518517,11,9380.0,1.143034280218061,582,0,0,0,0
bc6640b62b4da7e0396a92429fdf80c0d77a8788,2016-03-02 15:59:39,1,1,1,0.0,8,6,0.0,1,0.0,0,9381.0,0.0,1601,0,1,0,0
0cea5faf765b1086bd5e1b401763c8b5fd66b513,2016-03-03 09:30:02,2,3,4,1.500333452989884,52,66,81.5,10,63.10148148148148,35,9383.5,1.0363337711792688,1602,0,0,0,0
6923a5d9ef7a7503bba1a87b68d63cbb3a10652e,2016-03-03 11:37:45,3,6,10,1.6471214852222786,366,708,98.2,10,54.290759259259254,256,9390.5,1.0032076366183067,1605,0,1,0,1
520ad9e53e18bc32cbeee41d973d3aa64c38b6e4,2016-03-05 09:50:14,3,9,25,3.4431494352343144,323,400,148.92,10,82.65364768518519,453,9408.0,1.0120789152047531,1612,0,1,0,1
5f8ff6afb3f38116d99da8cf32709a8c1a6dc2e0,2016-03-05 12:31:46,1,2,4,1.2319817814011405,20,18,186.75,10,0.11217592592592593,184,9422.5,5.643004539826661,5452,0,1,0,0
29f8b5d2df7facb03107ce0c84be624cf0dd59fa,2016-03-08 11:04:43,5,13,40,4.048331880903182,325,297,143.575,10,15.586572337962973,732,9444.5,1.0130572288117548,1640,0,1,0,1
440fdc795c3060b71d13a5bcf81fc96a1829d5d5,2016-03-09 00:40:48,4,8,14,1.6767038929675735,2149,900,166.5,10,23.027333002645488,243,9471.5,1.0085713450652896,1644,0,1,0,1
0f0f86ea72643d40a358e500bef1ce177f082b94,2016-03-09 09:07:07,2,4,4,1.8954014754513464,39,23,233.75,10,7.695353009259257,60,9480.5,1.0367564152113364,5470,0,0,0,0
368aff7654ff89b99dc9e289d0ab0ae2fcab4ade,2016-03-09 10:16:41,4,7,12,2.560671088739232,58,72,155.75,10,24.18111207561729,178,9488.5,1.244364182937194,1646,0,0,0,0
c8907d22a3b25bbff9ef9fe83dcc876f2690aa3c,2016-03-09 12:02:02,5,7,24,4.2748986994256475,192,63,151.29166666666666,10,73.15426263503086,429,9506.5,1.5728814693629771,127,0,1,0,1
29a2785ed9a319c8bb2004e3e7db40d3129f85b2,2016-03-10 09:43:55,1,1,1,0.0,2,0,57.0,10,0.9040856481481482,9,9519.0,2.1060898954079343,340,0,0,0,0
5d6b3066fa62dcf93d56a15ff8bd1fa31511669c,2016-03-10 11:55:02,2,5,7,2.608097731251373,31,31,261.57142857142856,10,2.10463458994709,154,156.0,1.117115426676596,27,1,1,1,1
db5b73a3a429b5d465363b9dbea83fd1083528f1,2016-03-10 18:58:33,1,1,1,0.0,26,1,515.0,10,0.2941087962962963,37,9520.0,4.400102317893825,5493,0,0,0,0
f705ceefdfd2870b36299306176dded63e29ad29,2016-03-10 19:43:54,1,1,2,0.32984607020714635,19,14,69.5,10,13.911527777777774,27,9521.5,2.2180040420056586,342,0,0,0,0
ecb14ad196195ea3178f40519187f117c5bda1b4,2016-03-11 13:34:41,2,2,5,2.1605417044392143,182,119,74.0,10,5.85813888888889,217,9525.0,1.2503637847389992,1654,0,1,0,1
2b56ddfd132388baf2083030c0460d81de3fdc37,2016-03-22 10:39:06,3,7,19,3.4900926928331684,177,864,96.63157894736842,10,67.47060977095515,271,9537.0,1.0030250642754943,128,0,1,0,0
af4387db4ceafda330fc690413fd04fe3e3cb94e,2016-03-22 15:04:45,4,8,24,3.2830995129287435,167,1049,59.25,10,39.85424720293209,200,9558.5,1.0107579098535815,129,0,1,0,1
c26ba70a7501f86675c374e684cb2e1d40d81ef8,2016-03-22 15:30:54,1,1,6,2.230762840887344,420,326,4.5,10,31.01083333333333,35,9573.5,10.182298989280136,1686,0,1,0,0
c1ccdb9a3f976f2e188fc8f4fdcb9749592c1b8d,2016-03-22 20:45:57,1,1,1,0.0,1,1,31.0,10,0.21878472222222226,19,9577.0,5.570703063005872,1687,0,0,0,0
cc7ddd02776c2f19b70abfa70bea8c635d56b845,2016-03-24 15:48:19,2,7,35,4.752334074838854,240,149,148.85714285714286,10,31.608450066137557,797,9595.0,1.0040379154630756,1709,0,0,0,0
f00a6508f75146e983922e91ff4ee3b49e3da6e9,2016-04-05 13:48:36,3,3,6,1.1359589325539916,926,6,26.66666666666667,10,11.41867283950617,38,9615.5,1.0348434585853197,5525,0,0,0,0
d49bc4ba50c9cb2edfa3c7b499e7fc523c3b4b82,2016-04-06 14:42:21,1,1,2,0.9910760598382222,9,9,299.5,10,28.542743055555555,3,9619.5,1.0262763813043547,1711,0,0,0,0
810ebb9cd592deb2860e6f02f7b5f27b9ff1e25f,2016-04-08 10:27:47,2,4,8,1.2690763560830949,312,232,188.75,10,27.393155381944442,38,9624.5,1.0934343750813191,5526,0,0,0,0
aeda5f453cc236264224031f12a94d44e655e807,2016-04-08 10:30:21,1,1,2,1.0,2,2,272.5,10,22.686597222222233,46,9629.5,1.0408388197170952,5528,1,0,0,0
b34928f9179c4e4353f238482659ae9834451f97,2016-04-08 10:47:09,1,1,1,0.0,1,0,802.0,10,155.1883912037037,24,9631.0,1.006443780957091,690,1,0,0,0
