9567ddbMon Jan 23 12:16:48 2017 -0800Merge pull request #1726 from peastman/groupsperiodic
77fc4c1Mon Jan 23 11:33:44 2017 -0800Fixed bug applying periodic boundary conditions to interaction groups
02e7a5dWed Jan 18 14:47:05 2017 -0800Merge pull request #1722 from peastman/vagrant
00d8068Wed Jan 18 14:23:53 2017 -0800Minor improvements to Vagrant configuration
c1dc7baFri Jan 13 17:02:12 2017 -0800Merge pull request #1721 from davidlmobley/master
89a564fFri Jan 13 15:34:20 2017 -0800Fix handling of scientific notation in GROMACS top file for torsion field 7
9500f3aThu Jan 12 10:39:04 2017 -0800Merge pull request #1720 from peastman/docs
b3ce534Thu Jan 12 09:48:38 2017 -0800Documentation updates for 7.1
606eacfWed Jan 11 12:32:13 2017 -0800Merge pull request #1717 from peastman/volatile
5044c12Wed Jan 11 10:51:33 2017 -0800Fix for errors on Pascal GPUs
d4465cbWed Jan 11 09:02:49 2017 -0800Merge pull request #1704 from mpharrigan/travis-cred
813f60fTue Jan 10 16:13:31 2017 -0800Merge pull request #1715 from peastman/nan
cfa7ab8Tue Jan 10 15:13:49 2017 -0800Fixed bug in building neighbor list
a55e1e4Mon Jan 9 11:56:57 2017 -0800Merge pull request #1713 from peastman/hydrogens
9b45e32Mon Jan 9 10:41:56 2017 -0800Avoid adding hydrogens at same location
06c82bcFri Jan 6 10:19:44 2017 -0800Merge pull request #1711 from peastman/constraints
adb3cdaThu Jan 5 17:34:20 2017 -0800Added more error checking to constraints
a51caf7Thu Jan 5 15:06:16 2017 -0800Merge pull request #1709 from peastman/deprecated
8eedf2bThu Jan 5 13:02:05 2017 -0800Fixed deprecation warnings in Python API docs
6745056Wed Jan 4 15:36:46 2017 -0800Merge pull request #1708 from peastman/copyfunctions
7c86e87Wed Jan 4 14:28:42 2017 -0800Support copy() and deepcopy() for TabulatedFunctions
e93e5caTue Jan 3 12:52:29 2017 -0800Update travis s3 credentials
54b39e9Sat Dec 24 14:34:25 2016 -0800Merge pull request #1697 from jchodera/update-packaging-scripts
c21e213Sat Dec 24 17:24:03 2016 -0500Revert two files that were accidentally caught in PR.
f8903a6Sat Dec 24 17:08:20 2016 -0500Add back missing linux packaging scripts
4b2c3edSat Dec 24 15:24:08 2016 -0500Update osx build script to return to initial directory after build
fb83a29Sat Dec 24 15:07:25 2016 -0500Add documentation and remove gcc build scripts
3164ee1Sat Dec 24 15:02:20 2016 -0500Update source build script
fade85cFri Dec 23 23:26:57 2016 -0500Update `osx` packaging scripts.
40cad32Fri Dec 23 22:28:13 2016 -0500Update packaging scripts for clang linux builds
69abec4Fri Dec 23 16:46:29 2016 -0500Update packaging scripts for jchodera/omnia-build-box:cuda80-amd30 docker image
228083eTue Dec 20 15:50:19 2016 -0800Merge pull request #1694 from peastman/storeposasdelta
12046dcTue Dec 20 12:10:00 2016 -0800Fixed bug in CustomIntegrator
1e5b258Fri Dec 16 20:28:50 2016 -0800Merge pull request #1692 from peastman/mergedsteps
74dba05Fri Dec 16 16:22:06 2016 -0800Fixed bug merging steps in CustomIntegrator
88b0a3eThu Dec 15 10:51:21 2016 -0800Merge pull request #1686 from peastman/windows
3660a63Thu Dec 15 10:49:41 2016 -0800Use APP SDK for OpenCL
877c2bfTue Dec 13 09:51:44 2016 -0800Merge pull request #1690 from peastman/leak
5447bb7Mon Dec 12 16:34:43 2016 -0800Hopefully fixed compilation error on Windows
e83a2f7Mon Dec 12 16:19:04 2016 -0800Fixed a memory leak
03d8f66Fri Dec 9 11:12:09 2016 -0800Fixes to Windows build files
4e6063dWed Dec 7 17:34:19 2016 -0800Initial scripts for automating Windows builds
0071c33Tue Dec 6 09:43:57 2016 -0800Merge pull request #1682 from peastman/triclinicerror
0305b4bMon Dec 5 09:48:21 2016 -0800Merge pull request #1684 from peastman/checkpoint
c232858Fri Dec 2 14:37:09 2016 -0800CheckpointReporter does a safe save
ea9714cFri Dec 2 13:18:47 2016 -0800CheckpointReporter does not create output file until first report
5e53567Fri Dec 2 10:54:52 2016 -0800Fixed error building neighbor list with triclinic boxes
bb2d463Thu Dec 1 14:43:27 2016 -0800Merge pull request #1681 from peastman/zerofriction
ea3c474Thu Dec 1 13:28:56 2016 -0800Fixed error compiling kernel
37a87d8Thu Dec 1 12:41:42 2016 -0800Langevin integrator supports setting friction to 0
29b1d43Wed Nov 30 13:37:41 2016 -0800Merge pull request #1680 from peastman/disablepairlist
b7d91a8Wed Nov 30 12:45:34 2016 -0800Disable fine-grained pair list
bbd06b1Tue Nov 29 20:22:34 2016 -0800Merge pull request #1679 from peastman/customintegrator
403e474Tue Nov 29 16:18:37 2016 -0800Fixes to CustomIntegrator
ff851ecMon Nov 28 13:05:22 2016 -0800Merge pull request #1678 from peastman/property
a6fd874Mon Nov 28 12:10:53 2016 -0800Fixed a bug in setting property by deprecated name
9f71760Wed Nov 23 15:57:02 2016 -0800Merge pull request #1675 from peastman/defaultarg
32b5568Wed Nov 23 14:48:33 2016 -0800Minor change to avoid breaking PDBFixer
e0ee4f0Tue Nov 22 11:25:30 2016 -0800Merge pull request #1674 from peastman/zbisect
308534aTue Nov 22 10:47:15 2016 -0800Fixed bug with ZBisect axis type in AmoebaMultipoleForce
8112523Mon Nov 14 13:36:20 2016 -0800Merge pull request #1670 from jchodera/update-packaging-scripts
5c646b0Mon Nov 14 13:31:49 2016 -0800Merge pull request #1668 from peastman/bond
0087dcbMon Nov 14 16:09:51 2016 -0500Build tests for packaging
b9e2844Mon Nov 14 14:12:59 2016 -0500Update build and packaging scripts.
ebb7a08Fri Nov 11 15:06:47 2016 -0800Merge pull request #5 from swails/bond
42686c7Fri Nov 11 16:22:48 2016 -0500More singletons
ba924c5Fri Nov 11 10:58:23 2016 -0800Merge pull request #4 from swails/bond
8f8dbd1Fri Nov 11 06:57:50 2016 -0500Fix typo.
829792eThu Nov 10 21:57:53 2016 -0500- Add a class to make what are intended to be Singletons really Singletons - Make Python 2.7 a minimum requirement per pandegroup/openmm#1656 - Make the bond classes as well as other forcefield.py singletons inherit from   Singleton to make them pickleable - Make class Bond inherit from namedtuple instead of tuple
311a2cfThu Nov 10 21:41:40 2016 -0500Add a test to make sure that the bond types are really singletons.
7c7b945Thu Nov 10 15:35:24 2016 -0800Created Bond class that can store bond type and order
b465c98Thu Nov 10 10:50:51 2016 -0800Merge pull request #1665 from peastman/external
f3ce672Wed Nov 9 15:22:53 2016 -0800Fixed failing test case
ff55a3aWed Nov 9 14:34:02 2016 -0800Added ignoreExternalBonds option to createSystem()
f968bf9Wed Nov 9 13:42:36 2016 -0800Merge pull request #1664 from peastman/dcd
6129382Wed Nov 9 12:30:22 2016 -0800Fixed error writing a DCD file for a very long trajectory
31c883bTue Nov 8 15:25:55 2016 -0800Merge pull request #1663 from peastman/customswitch
c300870Mon Nov 7 15:53:38 2016 -0800Fixed bug in switching functions with CustomNonbondedForce
04b1a06Fri Oct 28 14:44:26 2016 -0700Merge pull request #1655 from peastman/checkaxis
ba19d60Fri Oct 28 12:29:08 2016 -0700Added error checking to axis particle indices
ff27012Tue Oct 25 09:54:06 2016 -0700Merge pull request #1652 from peastman/singular
ca4bbc1Mon Oct 24 15:30:08 2016 -0700Handle singular matrix in DIIS
5f50908Mon Oct 24 13:48:41 2016 -0700Merge pull request #1647 from peastman/polarizationzero
effb1f5Thu Oct 20 16:46:18 2016 -0700Support multipoles with polarization set to 0
9480ec9Thu Oct 20 16:24:11 2016 -0700Merge pull request #1646 from peastman/zonly
f6d209aThu Oct 20 14:20:09 2016 -0700Fixed errors with multipoles set to ZOnly mode
1f78252Tue Oct 18 15:45:26 2016 -0700Merge pull request #1642 from peastman/radius
2c47f7bTue Oct 18 14:49:31 2016 -0700Fixed bug in OpenCL as well
556dddbTue Oct 18 14:34:21 2016 -0700Fixed bug computing neighbor list
5ea8680Tue Oct 18 11:02:33 2016 -0700Merge pull request #1640 from peastman/diis
d1caf10Tue Oct 18 10:38:51 2016 -0700Merge pull request #1641 from jchodera/gb-cleanup
c0538e1Tue Oct 18 09:50:57 2016 -0700Added a missing fabs()
38d967bTue Oct 18 09:41:58 2016 -0700Merge pull request #1639 from jchodera/update-docs
d02f75fTue Oct 18 00:13:11 2016 -0400Change variable 'q' to 'charge' in custom gb models
ef4e38bMon Oct 17 21:16:49 2016 -0400Fix API docs
805bba9Mon Oct 17 15:17:39 2016 -0700Solve DIIS matrix on GPU
8ae2ee1Mon Oct 17 13:53:39 2016 -0400Update theory and API docs with correct dihedral range.
