File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,keyword_buggy
abichecks/scripts/check-libpaw.py,355494d,3.0,3.0,1.0,26.0,4.0,29.0,2.0,3.0,0.0,1.0,1.0,93.0,14.0,73.0,10.0,63.0,6.0,71.0,10.0,61.0,5.0,5.0,3.0,2.0,0.08,9.0,9.0,5.0,1.0
abichecks/scripts/check-libpaw.py,8d22dec,3.0,3.0,1.0,26.0,4.0,29.0,2.0,3.0,0.0,1.0,1.0,93.0,14.0,73.0,10.0,63.0,6.0,71.0,10.0,61.0,5.0,5.0,3.0,2.0,0.08,9.0,9.0,5.0,0.0
src/62_ctqmc/m_BathOperator.F90,ad59908,6.0,6.0,1.0,59.0,7.0,34.0,19.0,18.0,1.0,1.0,18.0,1802.0,177.0,676.0,229.0,431.0,980.0,710.0,224.0,486.0,19.0,19.0,1.0,4.0,1.45,119.0,119.0,18.0,1.0
src/57_iovars/invars2.F90,ad59908,381.0,381.0,2.0,1411.0,273.0,1061.0,87.0,2.0,0.0,1.0,1.0,2890.0,549.0,2124.0,110.0,1992.0,240.0,2431.0,42.0,2389.0,763.0,763.0,5.0,6.0,0.11,763.0,763.0,5.0,1.0
src/70_gw/calc_sigc_me.F90,ad59908,81.0,78.0,4.0,630.0,69.0,430.0,170.0,2.0,0.0,1.0,1.0,1383.0,142.0,863.0,244.0,603.0,460.0,694.0,106.0,588.0,162.0,157.0,9.0,9.0,0.53,162.0,157.0,9.0,1.0
src/70_gw/setup_sigma.F90,ad59908,26.0,26.0,3.0,242.0,30.0,166.0,52.0,5.0,0.0,3.0,3.0,1326.0,162.0,836.0,217.0,605.0,364.0,693.0,109.0,584.0,98.0,98.0,14.0,7.0,0.44,132.0,131.0,16.0,1.0
src/62_ctqmc/m_BathOperator.F90,67cc9a3,6.0,6.0,1.0,59.0,7.0,33.0,19.0,18.0,1.0,1.0,18.0,1802.0,177.0,668.0,229.0,423.0,988.0,698.0,224.0,474.0,19.0,19.0,1.0,4.0,1.48,115.0,115.0,18.0,0.0
src/57_iovars/invars2.F90,67cc9a3,380.0,380.0,2.0,1405.0,272.0,1056.0,87.0,2.0,0.0,1.0,1.0,2879.0,548.0,2115.0,108.0,1985.0,239.0,2425.0,42.0,2383.0,760.0,760.0,5.0,6.0,0.11,760.0,760.0,5.0,0.0
src/70_gw/calc_sigc_me.F90,67cc9a3,81.0,78.0,4.0,630.0,69.0,430.0,170.0,2.0,0.0,1.0,1.0,1383.0,142.0,863.0,244.0,603.0,460.0,694.0,106.0,588.0,162.0,157.0,9.0,9.0,0.53,162.0,157.0,9.0,0.0
src/70_gw/setup_sigma.F90,67cc9a3,26.0,26.0,3.0,242.0,30.0,166.0,52.0,5.0,0.0,3.0,3.0,1326.0,162.0,835.0,217.0,604.0,365.0,692.0,109.0,583.0,98.0,98.0,14.0,7.0,0.44,132.0,131.0,16.0,0.0
src/72_response/dfpt_dyxc1.F90,b21d590,7.0,7.0,0.0,88.0,15.0,57.0,15.0,2.0,0.0,1.0,1.0,254.0,34.0,117.0,48.0,68.0,105.0,102.0,37.0,65.0,14.0,14.0,1.0,6.0,0.9,14.0,14.0,1.0,1.0
src/72_response/dfpt_nstdy.F90,b21d590,31.0,31.0,2.0,277.0,34.0,187.0,59.0,2.0,0.0,1.0,1.0,652.0,72.0,377.0,116.0,256.0,213.0,319.0,71.0,248.0,63.0,63.0,4.0,6.0,0.56,63.0,63.0,4.0,1.0
src/72_response/dfpt_dyfro.F90,b21d590,9.0,9.0,0.0,92.0,8.0,71.0,14.0,2.0,0.0,1.0,1.0,281.0,20.0,144.0,70.0,73.0,121.0,114.0,40.0,74.0,18.0,18.0,1.0,4.0,0.84,18.0,18.0,1.0,1.0
src/72_response/dfpt_accrho.F90,b21d590,44.0,44.0,1.0,381.0,38.0,287.0,80.0,1.0,0.0,1.0,1.0,465.0,41.0,289.0,73.0,215.0,161.0,247.0,46.0,201.0,44.0,44.0,1.0,7.0,0.56,44.0,44.0,1.0,1.0
src/72_response/dfpt_mkrho.F90,b21d590,33.0,33.0,11.0,443.0,75.0,287.0,110.0,1.0,0.0,1.0,1.0,519.0,79.0,289.0,98.0,190.0,182.0,234.0,48.0,186.0,33.0,33.0,11.0,10.0,0.63,33.0,33.0,11.0,1.0
