hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_fix,keyword_buggy,fastread_fix,fastread_buggy
49f1de6938b241c5563fe464247173f089e960f5,2014-05-06 09:11:39,1,1,7,1.9100097521630444,165,15,151.85714285714286,4,22.288411044973547,77,12486.0,1.1591990488685824,12002,0,1,0,1
9cfc737ea1ad5023c19d1de55b18afc91b5d9220,2014-05-06 09:29:46,1,1,6,2.506866543182522,16,8,153.83333333333334,4,61.8972762345679,704,12492.5,1.0035432607129218,12008,0,0,0,0
f30adcf54a88065d39c6b80695fec028f3e7d07b,2014-05-06 09:43:00,1,1,2,0.6193821946787638,9,4,131.0,4,0.015480324074074072,4,12496.5,40.11603988731387,12010,0,1,0,1
7176cb307ade696c834815cde598418f21a9fd2f,2014-05-06 09:48:23,1,1,1,0.0,1,1,71.0,4,102.76931712962966,63,12498.0,1.0097305307452675,12011,1,0,1,0
c5dccec17c940c20c9b63238083a0718dd9931ca,2014-05-06 09:53:02,1,1,3,1.584962500721156,4,2,150.0,4,34.26397762345679,556,12500.0,1.0097295113932774,12014,0,0,0,0
156085d3f4f208bb2b22bc48fb4a084352c17b88,2014-05-06 10:19:25,1,1,3,0.8166890883150209,18,6,147.66666666666666,4,0.0206442901234568,169,12503.0,27.20626169066581,12017,0,0,0,0
6dd2d1a1ca285b6cf2dd14eda56fecae572105ac,2014-05-06 10:27:19,1,1,1,0.0,1,0,142.0,4,0.0525462962962963,2,12505.0,20.030837004405285,12018,0,0,0,0
c27a8ac5fcad667c35d2da07537eb16b7edb5120,2014-05-06 11:00:10,1,1,3,0.3946835562454195,48,0,617.3333333333334,4,21.26039351851852,230,12507.0,7.540323960810224,12021,0,0,0,0
3d7f9b3072dccfcd49eca03ca0f9a41fd15eb33d,2014-05-06 12:51:59,1,1,3,1.481863125136114,21,12,197.3333333333333,4,119.35346836419752,62,12510.0,1.0580876388173843,12024,1,1,0,1
07ada5041a0ccab55eae52ea273e77d6f974819a,2014-05-06 12:55:14,1,1,1,0.0,3,2,451.0,4,0.0022569444444444442,51,12512.0,444.0769230769232,12025,1,1,0,1
f7f56802a537ea5fbc99e06ef32348ec4d0ee91f,2014-05-06 13:43:30,1,1,1,0.0,2,2,562.0,4,5.089641203703704,112,12513.0,1.196477504008005,12026,1,0,0,1
ee4f6e01899e112f972b4f5c9453728ef5a541e7,2014-05-06 14:09:24,1,1,1,0.0,29,3,735.0,4,26.962337962962962,70,12514.0,1.0370887718036046,12027,0,0,0,0
95af222aa57b7885a6308f938849620c8581dde3,2014-05-06 14:45:19,1,1,2,0.2498822928331855,35,13,282.0,4,154.48055555555555,35,12515.5,1.008117966612317,12029,1,1,0,1
