File,Hash,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,keyword_buggy
trunk/libmesh/src/mesh/exodusII_io.C,8281432,27.0,73.0,34.0,227.0,488.0,483.0,1.0,1.0,1.0,1.0,117.0,2.0,7.0,0.0,0.0,1.0,1138.0,15.0,7.0,1.0,4.0,21.0,1087.0,13.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0
trunk/libmesh/src/mesh/exodusII_io.C,958c4db,27.0,73.0,34.0,227.0,489.0,483.0,1.0,1.0,1.0,1.0,117.0,2.0,7.0,0.0,0.0,1.0,1139.0,15.0,7.0,1.0,4.0,21.0,1087.0,14.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0
trunk/libmesh/src/numerics/patch_recovery_error_estimator.C,7cc6d79,32.0,80.0,40.0,77.0,172.0,99.0,11.0,11.0,12.0,4.0,146.0,30.0,70.0,39.0,0.0,2.0,335.0,73.0,139.0,41.0,101.0,98.0,20.0,18.0,89.0,111.0,35.0,3.0,73.0,14.0,14.0,14.0,5.0,6.0,0.71,22.0,22.0,23.0,8.0,1.0
trunk/libmesh/include/numerics/error_estimator.h,7cc6d79,0.0,1.0,0.0,22.0,19.0,60.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,101.0,22.0,13.0,9.0,1.0,60.0,0.0,6.0,6.0,8.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.62,2.0,2.0,2.0,2.0,1.0
trunk/libmesh/src/numerics/kelly_error_estimator.C,7cc6d79,52.0,128.0,92.0,120.0,267.0,204.0,17.0,17.0,20.0,4.0,257.0,52.0,122.0,92.0,0.0,2.0,559.0,120.0,243.0,80.0,183.0,204.0,6.0,21.0,166.0,200.0,72.0,2.0,126.0,33.0,33.0,39.0,8.0,8.0,0.84,34.0,34.0,40.0,9.0,1.0
trunk/libmesh/src/numerics/patch_recovery_error_estimator.C,34e9e1a,32.0,80.0,40.0,77.0,172.0,99.0,11.0,11.0,12.0,4.0,146.0,30.0,70.0,39.0,0.0,2.0,335.0,73.0,139.0,41.0,101.0,98.0,20.0,18.0,89.0,111.0,35.0,3.0,73.0,14.0,14.0,14.0,5.0,6.0,0.71,22.0,22.0,23.0,8.0,0.0
trunk/libmesh/include/numerics/error_estimator.h,34e9e1a,0.0,1.0,0.0,22.0,19.0,59.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,100.0,22.0,13.0,9.0,1.0,59.0,0.0,6.0,6.0,8.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.54,2.0,2.0,2.0,2.0,0.0
trunk/libmesh/src/numerics/kelly_error_estimator.C,34e9e1a,52.0,131.0,93.0,120.0,274.0,205.0,17.0,17.0,20.0,4.0,261.0,52.0,125.0,93.0,0.0,2.0,567.0,120.0,250.0,80.0,186.0,205.0,6.0,21.0,168.0,202.0,72.0,2.0,128.0,33.0,33.0,39.0,8.0,8.0,0.82,34.0,34.0,40.0,9.0,0.0
trunk/libmesh/src/mesh/gmsh_io.C,fe84836,15.0,73.0,15.0,130.0,530.0,133.0,9.0,7.0,10.0,1.0,102.0,14.0,71.0,15.0,0.0,7.0,785.0,128.0,511.0,84.0,347.0,133.0,12.0,11.0,276.0,344.0,77.0,3.0,264.0,34.0,19.0,35.0,1.0,6.0,0.26,66.0,50.0,71.0,7.0,1.0
trunk/libmesh/src/mesh/gmsh_io.C,f3d6ecd,16.0,87.0,21.0,141.0,634.0,185.0,11.0,9.0,12.0,1.0,122.0,15.0,85.0,21.0,0.0,7.0,945.0,139.0,613.0,108.0,420.0,185.0,12.0,13.0,358.0,440.0,101.0,5.0,334.0,34.0,33.0,36.0,1.0,9.0,0.3,80.0,64.0,85.0,7.0,0.0
