Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
align.py,3.0,3.0,3.0,2.0,73.0,11.0,29.0,40.0,0.0,11.0,10.0,931.0,164.0,281.0,31.0,250.0,498.0,1.0,0.0,235.0,26.0,209.0,1.0,1.0,1.0,1.0,12.0,12.0,12.0,7.0,3.0,1.77,43.0,43.0,43.0,26.0,1.0
XYZ.py,2.0,2.0,2.0,1.0,15.0,1.0,9.0,5.0,2.0,17.0,16.0,422.0,69.0,178.0,32.0,144.0,177.0,1.0,0.0,154.0,29.0,125.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,5.0,3.0,0.99,45.0,45.0,45.0,27.0,1.0
CRD.py,2.0,2.0,2.0,1.0,13.0,0.0,9.0,4.0,1.0,6.0,6.0,119.0,20.0,63.0,9.0,54.0,43.0,0.0,0.0,56.0,9.0,47.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,0.68,14.0,14.0,14.0,8.0,1.0
align.py,3.0,3.0,3.0,2.0,49.0,7.0,26.0,25.0,0.0,7.0,6.0,359.0,53.0,154.0,20.0,134.0,162.0,1.0,0.0,119.0,18.0,101.0,1.0,1.0,1.0,1.0,13.0,13.0,13.0,5.0,3.0,1.05,27.0,27.0,27.0,14.0,1.0
align.py,3.0,3.0,3.0,2.0,49.0,7.0,26.0,25.0,0.0,7.0,6.0,360.0,53.0,155.0,21.0,134.0,162.0,1.0,0.0,120.0,19.0,101.0,1.0,1.0,1.0,1.0,13.0,13.0,13.0,5.0,3.0,1.05,27.0,27.0,27.0,14.0,0.0
density.py,2.0,2.0,2.0,1.0,27.0,3.0,12.0,13.0,2.0,23.0,22.0,859.0,166.0,292.0,45.0,247.0,428.0,2.0,0.0,260.0,42.0,218.0,2.0,2.0,2.0,1.0,9.0,9.0,9.0,6.0,3.0,1.47,56.0,56.0,56.0,36.0,1.0
nuclinfo.py,2.0,2.0,2.0,1.0,31.0,4.0,14.0,12.0,0.0,15.0,15.0,611.0,133.0,219.0,18.0,201.0,259.0,0.0,0.0,178.0,18.0,160.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,2.0,1.18,43.0,43.0,43.0,15.0,1.0
x3dna.py,4.0,4.0,4.0,1.0,36.0,3.0,26.0,8.0,3.0,15.0,14.0,735.0,126.0,391.0,35.0,356.0,225.0,1.0,0.0,317.0,35.0,282.0,1.0,1.0,1.0,1.0,17.0,17.0,17.0,13.0,6.0,0.58,60.0,60.0,60.0,29.0,1.0
exceptions.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,66.0,22.0,9.0,9.0,0.0,35.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,0.0,1.0
NeighborSearch.py,3.0,3.0,3.0,2.0,20.0,0.0,9.0,10.0,1.0,3.0,3.0,101.0,12.0,31.0,7.0,24.0,58.0,0.0,0.0,26.0,7.0,19.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,2.0,1.87,9.0,9.0,9.0,7.0,1.0
