hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_fix,keyword_buggy,fastread_fix,fastread_buggy,human_fix,human_buggy
b429c8338610a8c49c1974ac7b45c26187e78cdd,2016-06-22 21:14:31,1,1,5,2.2286623000204573,100,120,21.2,2,-3.778356481481482,2,2.0,0.736480318578649,4,0,0,0,0,0.0,0
ea4dd0c271fb5a35823f3f61c5382e9ac76493fb,2016-06-22 22:04:09,2,3,7,1.83602227184398,24,36,4.142857142857143,2,-6.722445436507938,5,8.0,0.9471260599691252,5,0,0,0,0,0.0,0
7011ad403505f15644315af4b096c63a25a2bd57,2016-06-25 22:22:13,3,3,4,0.0802673688047405,373,0,16.25,2,-1.6845486111111108,6,19.5,0.2335863514815188,1,0,0,0,0,0.0,0
c9cb61bd0bba9569c259739d2fe46ac078e37ca3,2016-07-02 07:56:36,13,329,6078,10.84232577341709,4313876,0,0.0,1,0.0,0,3038.5,0.0,24,0,1,0,1,0.0,1
ede88c45781b56c23e9c7147332d7076b580b1ff,2016-07-02 22:30:48,1,1,2,0.7933782557728444,1031,1015,4641.5,1,0.6070833333333333,2,0.5,0.9118050789293068,1,0,0,0,0,0.0,0
355494d43c7e81b47d71f7cb42bde1bc6b328d01,2016-07-02 22:34:01,1,1,1,0.0,1,5,10.0,1,0.6093171296296296,1,2.0,2.6411814987178266,0,0,0,0,0,0.0,0
8d22dec0d9ab052b7cc68ac5b31747c9786c8cd6,2016-07-02 22:37:01,1,1,1,0.0,1,1,93.0,1,0.6114004629629629,1,3.0,2.6355892096545204,1,1,0,1,0,1.0,0
7efc80a5de826ad3885455fa7e6098b0fd02d78c,2016-07-03 07:11:42,1,1,1,0.0,1042,1116,1116.0,1,0.9688194444444445,1,6.0,2.032184072826321,0,0,0,0,0,0.0,0
e2fe7b1e7f46bd75f3e73432a73443c60ad9cc47,2016-07-03 13:16:14,1,1,1,0.0,2,2,1042.0,1,0.2531481481481481,2,7.0,4.950256035113386,1,0,0,0,0,0.0,0
b937dda47b4bd230efecaf2fd77a7e7fd4dc341f,2016-07-03 18:14:29,1,1,2,0.7219280948873623,5,5,1091.0,1,1.4290856481481482,2,8.5,1.5248110923035805,4,0,0,0,0,0.0,0
