File,index,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,fastread_bugs,keyword_bugs,human_bugs
abinit/src/67_common/mag_constr.F90,0,19.0,19.0,9.0,228.0,38.0,136.0,60.0,1.0,0.0,1.0,1.0,282.0,42.0,138.0,43.0,94.0,110.0,131.0,40.0,91.0,19.0,19.0,9.0,7.0,0.8,19.0,19.0,9.0,4,3,4
abinit/src/95_drive/bethe_salpeter.F90,2,54.0,52.0,1.0,928.0,133.0,597.0,235.0,1.0,0.0,1.0,1.0,1021.0,136.0,599.0,240.0,349.0,325.0,477.0,133.0,344.0,54.0,52.0,1.0,4.0,0.54,54.0,52.0,1.0,8,9,7
abinit/src/51_manage_mpi/initmpi_pert.F90,3,7.0,7.0,0.0,49.0,6.0,36.0,8.0,2.0,0.0,1.0,1.0,139.0,17.0,75.0,27.0,47.0,52.0,68.0,16.0,52.0,15.0,15.0,1.0,5.0,0.69,15.0,15.0,1.0,4,3,4
abinit/src/64_psp/psp3in.F90,4,28.0,28.0,6.0,215.0,30.0,167.0,18.0,2.0,0.0,1.0,1.0,505.0,63.0,337.0,44.0,291.0,108.0,295.0,28.0,267.0,56.0,56.0,12.0,5.0,0.32,56.0,56.0,12.0,6,6,4
abinit/src/56_recipspace/m_nesting.F90,5,8.0,8.0,3.0,102.0,19.0,64.0,25.0,3.0,1.0,1.0,3.0,467.0,77.0,210.0,96.0,113.0,202.0,186.0,73.0,113.0,9.0,9.0,7.0,5.0,0.96,25.0,25.0,9.0,6,6,6
abinit/src/57_iovars/outvars.F90,6,21.0,21.0,0.0,149.0,20.0,104.0,26.0,2.0,0.0,1.0,1.0,370.0,44.0,210.0,38.0,147.0,121.0,171.0,30.0,141.0,43.0,43.0,1.0,5.0,0.58,43.0,43.0,1.0,15,13,14
abinit/src/63_bader/adini.F90,7,34.0,14.0,26.0,242.0,29.0,205.0,9.0,2.0,0.0,1.0,1.0,526.0,62.0,413.0,31.0,381.0,56.0,399.0,17.0,382.0,68.0,29.0,52.0,5.0,0.14,68.0,29.0,52.0,0,0,0
abinit/src/56_recipspace/get_full_kgrid.F90,8,3.0,3.0,0.0,40.0,9.0,22.0,10.0,2.0,0.0,1.0,1.0,130.0,22.0,47.0,24.0,22.0,67.0,42.0,21.0,21.0,7.0,7.0,1.0,4.0,1.43,7.0,7.0,1.0,10,10,10
abinit/src/12_hide_mpi/xmpi_isum.finc,9,1.0,1.0,1.0,39.0,8.0,17.0,14.0,1.0,0.0,1.0,1.0,80.0,11.0,17.0,8.0,3.0,52.0,12.0,8.0,4.0,1.0,1.0,1.0,0.0,3.06,1.0,1.0,1.0,0,0,0
abinit/src/67_common/mlwfovlp_ylmfac.F90,10,23.0,23.0,5.0,222.0,27.0,139.0,72.0,1.0,0.0,1.0,1.0,281.0,31.0,141.0,28.0,112.0,127.0,135.0,26.0,109.0,23.0,23.0,5.0,3.0,0.9,23.0,23.0,5.0,0,0,0
abinit/src/62_ctqmc/m_MatrixHyb.F90,11,5.0,5.0,1.0,42.0,5.0,27.0,9.0,10.0,1.0,1.0,10.0,838.0,81.0,306.0,104.0,165.0,453.0,314.0,103.0,211.0,13.0,13.0,1.0,3.0,1.48,59.0,58.0,10.0,0,0,0
abinit/src/70_gw/calc_sigx_me.F90,13,47.0,46.0,5.0,387.0,37.0,261.0,102.0,2.0,0.0,1.0,1.0,878.0,77.0,524.0,178.0,343.0,305.0,443.0,94.0,349.0,94.0,93.0,10.0,8.0,0.58,94.0,93.0,10.0,0,0,0
abinit/src/12_hide_mpi/xmpi_send.finc,14,1.0,1.0,1.0,36.0,9.0,14.0,13.0,6.0,0.0,6.0,6.0,377.0,66.0,84.0,37.0,6.0,227.0,43.0,37.0,6.0,1.0,1.0,1.0,0.0,2.7,6.0,6.0,6.0,0,0,0
abinit/src/10_defs/defs_fftdata.F90,15,5.0,5.0,3.0,51.0,12.0,29.0,10.0,1.0,1.0,1.0,1.0,219.0,23.0,135.0,112.0,22.0,64.0,41.0,23.0,18.0,5.0,5.0,3.0,2.0,0.47,5.0,5.0,3.0,0,0,0
abinit/src/67_common/calc_efg.F90,16,7.0,7.0,0.0,123.0,11.0,95.0,22.0,2.0,0.0,1.0,1.0,314.0,25.0,193.0,56.0,136.0,110.0,171.0,41.0,130.0,15.0,15.0,1.0,4.0,0.57,15.0,15.0,1.0,4,3,4
abinit/src/28_numeric_noabirule/m_numeric_tools.F90,17,4.0,3.0,1.0,41.0,8.0,20.0,11.0,82.0,1.0,1.0,87.0,5373.0,1020.0,1867.0,869.0,997.0,2593.0,1917.0,802.0,1115.0,35.0,29.0,29.0,4.0,1.39,345.0,325.0,138.0,17,14,17
abinit/src/52_fft_mpi_noabirule/m_fftw3.F90,18,2.0,2.0,1.0,113.0,21.0,64.0,29.0,46.0,1.0,1.0,46.0,8120.0,1345.0,3322.0,630.0,205.0,3575.0,651.0,437.0,214.0,32.0,26.0,1.0,5.0,1.08,103.0,93.0,46.0,0,0,0
abinit/src/41_xc_lowlevel/invcb.F90,19,6.0,6.0,5.0,71.0,10.0,37.0,24.0,1.0,0.0,1.0,1.0,109.0,14.0,39.0,14.0,24.0,58.0,38.0,13.0,25.0,6.0,6.0,5.0,4.0,1.49,6.0,6.0,5.0,0,0,0
abinit/src/45_geomoptim/predict_neb.F90,20,29.0,29.0,1.0,254.0,25.0,196.0,51.0,1.0,0.0,1.0,1.0,321.0,28.0,198.0,63.0,134.0,115.0,159.0,26.0,133.0,29.0,29.0,1.0,5.0,0.58,29.0,29.0,1.0,4,3,4
abinit/src/57_iovars/mpi_setup.F90,21,72.0,72.0,6.0,408.0,53.0,302.0,60.0,2.0,0.0,1.0,1.0,868.0,109.0,607.0,96.0,508.0,169.0,560.0,43.0,517.0,145.0,145.0,12.0,8.0,0.28,145.0,145.0,12.0,8,7,8
abinit/src/56_xc/gammapositron_fft.F90,22,2.0,2.0,0.0,37.0,7.0,21.0,9.0,2.0,0.0,1.0,1.0,131.0,17.0,45.0,28.0,16.0,71.0,37.0,18.0,19.0,5.0,5.0,1.0,2.0,1.58,5.0,5.0,1.0,4,3,4
abinit/src/68_lotf/m_lotf.F90,23,8.0,8.0,1.0,100.0,21.0,55.0,25.0,13.0,1.0,1.0,13.0,1638.0,308.0,749.0,236.0,513.0,611.0,689.0,196.0,493.0,59.0,59.0,7.0,7.0,0.82,105.0,105.0,22.0,0,0,0
abinit/src/42_libpaw/libpaw.h,24,1.0,1.0,1.0,188.0,36.0,72.0,83.0,1.0,0.0,1.0,1.0,188.0,36.0,72.0,27.0,9.0,83.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.15,1.0,1.0,1.0,6,6,4
abinit/src/65_paw/m_pawpwij.F90,25,9.0,8.0,1.0,106.0,18.0,63.0,28.0,9.0,1.0,1.0,9.0,1401.0,226.0,620.0,239.0,380.0,603.0,555.0,166.0,389.0,31.0,30.0,8.0,7.0,0.97,83.0,77.0,16.0,0,0,0
abinit/src/77_ddb/mka2fQgrid.F90,26,14.0,14.0,6.0,181.0,42.0,117.0,42.0,1.0,0.0,1.0,1.0,221.0,45.0,119.0,34.0,84.0,79.0,94.0,18.0,76.0,14.0,14.0,6.0,5.0,0.66,14.0,14.0,6.0,0,0,0
abinit/src/65_paw/setrhoijpbe0.F90,27,58.0,58.0,5.0,319.0,47.0,224.0,56.0,1.0,0.0,1.0,1.0,371.0,50.0,226.0,50.0,175.0,105.0,218.0,32.0,186.0,58.0,58.0,5.0,8.0,0.46,58.0,58.0,5.0,0,0,0
abinit/src/67_common/mlwfovlp_proj.F90,28,36.0,36.0,15.0,243.0,12.0,163.0,87.0,2.0,0.0,1.0,1.0,558.0,28.0,329.0,86.0,242.0,243.0,295.0,54.0,241.0,72.0,72.0,30.0,15.0,0.74,72.0,72.0,30.0,8,7,8
abinit/src/53_ffts/fftug_driver.finc,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,16.0,69.0,15.0,54.0,24.0,71.0,8.0,63.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0,0,0
abinit/src/28_numeric_noabirule/abi_xhpev.f90,30,2.0,2.0,1.0,36.0,8.0,19.0,10.0,7.0,0.0,7.0,7.0,388.0,77.0,134.0,89.0,24.0,182.0,116.0,86.0,30.0,5.0,5.0,1.0,1.0,1.36,14.0,14.0,7.0,0,0,0
