File,index,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,fastread_bugs,keyword_bugs,human_bugs
abinit/src/67_common/mag_constr.F90,0,19.0,19.0,9.0,235.0,38.0,137.0,66.0,1.0,0.0,1.0,1.0,289.0,42.0,139.0,44.0,94.0,116.0,132.0,41.0,91.0,19.0,19.0,9.0,7.0,0.83,19.0,19.0,9.0,10,11,5
abinit/src/66_wfs/dotprodm_sumdiag_cgcprj.F90,2,28.0,28.0,1.0,192.0,30.0,138.0,30.0,1.0,0.0,1.0,1.0,267.0,33.0,140.0,37.0,102.0,102.0,117.0,25.0,92.0,28.0,28.0,1.0,9.0,0.73,28.0,28.0,1.0,5,3,4
abinit/src/95_drive/bethe_salpeter.F90,3,53.0,51.0,1.0,934.0,133.0,603.0,235.0,1.0,0.0,1.0,1.0,1027.0,136.0,605.0,244.0,351.0,325.0,478.0,135.0,343.0,53.0,51.0,1.0,4.0,0.54,53.0,51.0,1.0,12,12,6
abinit/src/51_manage_mpi/initmpi_pert.F90,4,7.0,7.0,0.0,51.0,7.0,36.0,9.0,2.0,0.0,1.0,1.0,143.0,18.0,75.0,27.0,47.0,55.0,68.0,16.0,52.0,15.0,15.0,1.0,5.0,0.73,15.0,15.0,1.0,9,8,5
abinit/src/64_psp/psp3in.F90,5,28.0,28.0,6.0,215.0,30.0,167.0,18.0,2.0,0.0,1.0,1.0,505.0,63.0,337.0,44.0,291.0,108.0,295.0,28.0,267.0,56.0,56.0,12.0,5.0,0.32,56.0,56.0,12.0,7,6,4
abinit/src/56_recipspace/m_nesting.F90,6,8.0,8.0,3.0,102.0,19.0,63.0,26.0,3.0,1.0,1.0,3.0,466.0,77.0,208.0,95.0,112.0,203.0,184.0,72.0,112.0,9.0,9.0,7.0,5.0,0.98,25.0,25.0,9.0,5,3,4
abinit/src/57_iovars/outvars.F90,7,22.0,22.0,0.0,155.0,21.0,108.0,27.0,2.0,0.0,1.0,1.0,384.0,45.0,219.0,38.0,156.0,125.0,179.0,30.0,149.0,44.0,44.0,1.0,5.0,0.57,44.0,44.0,1.0,10,9,6
abinit/src/63_bader/adini.F90,8,34.0,14.0,26.0,242.0,29.0,205.0,9.0,2.0,0.0,1.0,1.0,526.0,62.0,413.0,31.0,381.0,56.0,399.0,17.0,382.0,68.0,29.0,52.0,5.0,0.14,68.0,29.0,52.0,10,9,6
abinit/src/56_recipspace/get_full_kgrid.F90,9,3.0,3.0,0.0,40.0,9.0,22.0,10.0,2.0,0.0,1.0,1.0,132.0,22.0,47.0,24.0,22.0,69.0,42.0,21.0,21.0,7.0,7.0,1.0,4.0,1.47,7.0,7.0,1.0,6,7,4
abinit/src/78_eph/m_phpi.F90,10,13.0,13.0,6.0,209.0,44.0,125.0,43.0,3.0,1.0,1.0,3.0,795.0,155.0,419.0,180.0,206.0,238.0,325.0,108.0,217.0,37.0,37.0,17.0,6.0,0.57,40.0,40.0,19.0,7,6,4
abinit/src/12_hide_mpi/xmpi_isum.finc,11,1.0,1.0,1.0,39.0,8.0,17.0,14.0,1.0,0.0,1.0,1.0,80.0,11.0,17.0,8.0,3.0,52.0,12.0,8.0,4.0,1.0,1.0,1.0,0.0,3.06,1.0,1.0,1.0,0,0,0
abinit/src/67_common/mlwfovlp_ylmfac.F90,12,23.0,23.0,5.0,222.0,27.0,139.0,72.0,1.0,0.0,1.0,1.0,281.0,31.0,141.0,28.0,112.0,127.0,135.0,26.0,109.0,23.0,23.0,5.0,3.0,0.9,23.0,23.0,5.0,10,10,6
