hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_fix,keyword_buggy,fastread_fix,fastread_buggy,human_fix,human_buggy
f3dabd0dcedaa33ab37b5ae3a3fac70abb276bfd,2015-12-08 23:56:27,1,1,2,0.03787894667149061,431,65,45.5,5,0.004774305555555555,496,73146.5,222.1136363636364,20687,0,0,0,0,0.0,0
d24d85da64f95331d3f11ee98f1acee47ad2ac1e,2015-12-09 00:27:00,1,1,1,0.0,0,0,0.0,4,0.024814814814814814,59,73148.0,41.29850746268657,20688,0,0,0,0,0.0,0
1860c2d764a806fdacca27a065c2c0dffa7d7510,2015-12-09 15:41:00,1,1,1,0.0,12,11,1071.0,5,4.506354166666667,15,73149.0,1.2219088786666974,30171,0,0,0,0,0.0,0
a473a42a9c3c061cb63028aec92c837ed1884c8f,2015-12-09 16:59:00,1,2,5,1.3135257706713446,1454,1235,503.2,5,35.634324074074065,23,73152.0,1.0115726196263621,30176,0,1,0,0,0.0,1
c78f2449b2c17b794479071907d8dc3f0d6caf60,2015-12-09 17:05:00,1,1,1,0.0,8014,6836,6836.0,1,134.07261574074073,1,73155.0,1.0074586446641254,243,0,0,0,0,0.0,0
15c3a778231a2233e5f709079a604748c81c8cc3,2015-12-09 17:09:00,1,1,1,0.0,0,31,31.0,2,426.5735648148149,3,73156.0,1.0023442615353677,244,0,0,0,0,0.0,0
f7355d57615d7f736d440e1e8051c0c7560b787a,2015-12-09 17:11:00,1,1,1,0.0,9208,8430,8430.0,1,134.076875,1,73157.0,1.0074584077231812,245,0,0,0,0,0.0,0
3d659aba57f1421ec5ff373a2c769888f8366890,2015-12-09 17:16:00,1,1,1,0.0,2807,0,0.0,1,0.0,0,73159.0,0.0,247,0,0,0,0,0.0,0
bac5a15bfcacdb8ec4f9f237a3e6f97c3e8eb271,2015-12-09 17:16:00,1,1,1,0.0,31,0,0.0,2,0.004340277777777778,4,73158.0,231.4,246,0,0,0,0,0.0,0
6f443bf17fcbf61e4e8addb2c8ebfd84bd8063b7,2015-12-09 17:18:00,1,1,1,0.0,9208,2830,2830.0,1,134.0814699074074,1,73160.0,1.0074581521271402,248,0,0,0,0,0.0,0
d43c4a1bf5000dec7bcddf1df52b6fdd0e2fcdcb,2015-12-09 17:22:00,1,1,4,1.8863016083261248,29237,29237,7309.25,1,0.006174768518518518,7,73162.5,133.5647541915215,252,0,0,0,0,0.0,0
fe6f196439bbac71141629af256774451bb4ee13,2015-12-09 17:29:00,1,2,11,2.3357481278667933,228,153,230.3636363636364,5,90.4679093013468,160,73170.0,0.8198651549377108,20699,0,0,0,0,0.0,0
21260340e42b547039118c2bf65f0853698e7e6d,2015-12-09 17:30:00,1,1,1,0.0,40,10,216.0,5,39.893159722222215,7,73176.0,1.025066954008232,30177,0,0,0,0,0.0,0
c2db79391f9c8b668deb5b38233b46255d010dbe,2015-12-09 17:45:00,1,2,2,0.5159469300074474,14,12,221.5,5,39.90342592592592,103,73177.5,1.0187953786572674,30179,0,0,0,0,0.0,0
90100b4eb02a31900fbad9bc73b545d904fa4b9c,2015-12-09 17:45:00,1,1,1,0.0,1,1,1.0,5,0.7456481481481482,912,73179.0,2.3411151123804794,30180,0,0,0,0,0.0,0
549ea8787b331afd4c83e3260326abf8bc0de6af,2015-12-09 17:45:00,1,1,2,0.06744487905034846,66,432,380.0,5,0.7441550925925926,904,73180.5,2.009194729555215,20701,0,0,0,0,0.0,0
11fe1e862de6506f34c2c8a4522f9ae4276d0e87,2015-12-09 18:17:00,1,1,1,0.0,1,1,1.0,5,0.02164351851851852,913,73182.0,47.20320855614974,30181,0,0,0,0,0.0,0
7920c13b04360fd60986e041b6319ea69b7e112d,2015-12-09 18:17:00,1,1,2,1.0,4,4,197.0,5,0.0216550925925926,906,73183.5,35.63388562266168,20703,0,0,0,0,0.0,0
582ba55e4a4f0efb43fab76240a2feb1abc66809,2015-12-09 20:28:00,1,7,1052,8.135792157852327,63,119116,106.23859315589355,5,125.71456132938756,1283,73710.5,1.0000577695003234,21755,0,0,0,0,0.0,0
6eed163c7b2c350b909629337ea51fd0e6c09413,2015-12-09 21:09:00,1,1,1,0.0,0,16168,16168.0,1,9.259259259259259e-05,3,74242.0,10801.0,112,0,0,0,0,0.0,0
e000e4a04f45efcf20cc63ef01c9bea9bf5feb66,2015-12-09 21:09:00,1,1,5,0.0827589290633826,16277,27,31.4,1,875.4018287037038,11,74239.0,1.0004524882609742,111,0,1,0,0,0.0,0
900a3aaf9d7b514c604d0ee9521e7e34e521add8,2015-12-09 21:10:00,1,1,2,0.9709505944546686,93,22,150.0,5,143.03566550925927,30,74243.5,1.0036189760502738,114,0,0,0,0,0.0,0
c00aabe7364e80c68ce30bf98a28bbc1edfbbb2b,2015-12-09 21:24:00,1,1,4,1.0233648820561398,553,102,475.75,5,24.59046296296297,589,74246.5,2.9283172542517364,21759,0,0,0,0,0.0,0
87a47d8b9956986c6345f095c544455383cde498,2015-12-09 21:33:00,1,1,1,0.0,1,11,80.0,1,0.016122685185185184,5,74249.0,63.024407753050966,115,0,0,0,0,0.0,0
493f9c469b7adecfc0a737facd3067c1becbbe3c,2015-12-09 21:44:00,1,1,5,1.3694283553480826,49,14,380.2,5,59.1120625,11,74252.0,1.00851976239333,30186,0,0,0,0,0.0,0
b1dc50188085e78c314a6a8e7bb7ed47ea549264,2015-12-09 21:47:00,1,1,3,0.0,0,0,0.0,1,0.0,0,74256.0,0.0,21762,0,0,0,0,0.0,0
83490242654ae01a1e63dd6be72f87aab4e2b19e,2015-12-09 21:48:00,1,1,11,2.755207073143714,93,80,203.54545454545453,5,121.83220223063972,102,74263.0,1.0020649233922987,21773,0,0,0,0,0.0,0
704f170053c9e29297de4b3b69d2ea356691b960,2015-12-09 22:31:00,1,1,4,1.9219903902179734,538,0,0.0,1,0.0,0,74271.5,0.0,30191,0,0,0,0,0.0,0
82d5d73bbacd82558be45336378364900bb77897,2015-12-09 22:31:00,1,1,1,0.0,4,0,200.0,5,76.08084490740741,14,74269.0,1.0131439129154918,30187,0,0,0,0,0.0,0
ab01075956396aed62dccc35b9d502ee7cc3edb9,2015-12-09 22:31:00,1,1,8,2.1034164590839968,70,6,391.0,5,225.63821614583333,188,74277.5,1.0017671494716651,30199,0,0,0,0,0.0,0
676cdda5aa39f843c303caad301d437c578eea81,2015-12-09 22:32:00,1,1,7,2.217235747843774,68,7,546.4285714285714,5,368.5339798280423,834,74285.0,1.0108477015503663,21780,0,0,0,0,0.0,0
93919c35bf48e7be17514804ca0bc71f9d957f1b,2015-12-09 22:38:00,1,1,9,2.599354958593412,1747,0,6.777777777777778,5,5.459187242798353,25,74293.0,1.020353050036466,30208,0,1,0,0,0.0,0
fc1a176d0449eeeff0ae20a56ed0077f7966a7db,2015-12-09 22:46:00,1,1,8,2.1389681100163616,834,26,607.375,5,2.7591435185185187,738,74301.5,20.31970469797746,21788,0,0,0,0,0.0,0
0dcabb70809b5dd7443b3b460c546fe96b1e4dfb,2015-12-09 23:29:00,1,1,1,0.0,1,1,1.0,5,0.029965277777777775,58,74306.0,34.371958285052145,21789,0,0,0,0,0.0,0
760071bb4c72180b8d6e4eb5fcd8dcb448860baa,2015-12-09 23:57:00,1,1,2,1.0,6,6,324.5,5,0.26944444444444443,60,74307.5,3.783505154639175,21791,0,0,0,0,0.0,0
59e5d3667165420fc884898e09d9242297d587d5,2015-12-10 16:04:00,1,1,1,0.0,2,2,1912.0,5,0.7311111111111112,87,667.0,2.3677811550151966,77,1,0,1,0,1.0,0
807e00de9333eabe8dc20bfee6e938a5f47d5af2,2015-12-10 16:54:00,1,1,2,0.8047992451042222,1297,1297,648.5,5,0.9961342592592592,8,74309.5,1.7529105570143844,30210,0,0,0,0,0.0,0
86a4507b00c11774d09554d88449454da0992714,2015-12-10 16:55:00,1,2,3,0.980143739587666,233,32,633.6666666666666,5,135.48865354938278,27,74312.0,1.006332149520514,30213,0,0,0,0,0.0,0
8550cacf189b7212d6df40e5229718ec08868cf9,2015-12-10 17:07:00,1,1,6,1.7925730902686046,28,18,379.5,5,72.6955787037037,95,74316.5,1.0031704134777886,21797,0,0,0,0,0.0,0
28bf73fbf7446a6cebb6a34a006ed5383206d82f,2015-12-10 17:23:00,1,2,688,8.86668434154624,6430,6533,335.2456395348837,5,189.6662780267541,13471,74663.5,1.0018973067468209,22485,0,0,0,0,0.0,0
03a9006979338b6f8accf6a2a488387aa705c639,2015-12-10 17:38:00,1,1,1,0.0,8,6,978.0,5,0.030555555555555555,6,75008.0,33.72727272727273,30214,0,0,0,0,0.0,0
2cf6305dc1c784ed12968ec243e07009d0a0fad5,2015-12-10 17:40:00,1,1,1,0.0,4,0,37.0,1,380.90862268518515,1,75009.0,1.0026253015564484,3901,0,0,0,0,0.0,0
d94f71a6a8730b732f342b73f7781d53ffbdf867,2015-12-10 17:42:00,1,1,1,0.0,1,1,1.0,5,0.9758333333333332,914,75010.0,2.0247651579846284,30215,0,0,0,0,0.0,0
4c1ad17581767b7cbbe06bacca608140326047be,2015-12-10 17:44:00,1,1,4,1.6808927290103624,15,17,398.25,5,0.2552285879629629,947,75012.5,19.039124910664736,22489,0,0,0,0,0.0,0
3b6a3f4e55c53ad6e0aa11e88c006ce56d09bcfe,2015-12-10 22:38:00,1,1,497,8.957102041562313,1491,1491,355.09859154929575,5,0.21855293799836206,10173,75263.0,1.0635254557449434,22986,0,0,0,0,0.0,0
762f48e528556d5ec479dec98b9129321a8c3ac7,2015-12-11 22:20:00,1,1,3,0.5057909399628215,296,79,1005.0,5,1.5758333333333334,34,75513.0,1.478541619842385,30218,0,1,0,1,0.0,1
921bcfb12d17f84b365863d5ee5fdc03d5f27fc4,2015-12-11 23:15:00,1,2,2,0.7007495497162062,30,28,2108.5,5,15.641435185185184,165,1240.5,1.0326590354437943,470,0,1,0,1,0.0,1
aecaf0bf52935a58a564b669ddd5aecbcf2552e6,2015-12-11 23:29:00,1,1,2,0.8112781244591328,8,8,1076.5,5,0.04829861111111111,20,75515.5,16.528396836808053,30220,0,0,0,0,0.0,0
4e835935c6f24a3688a3220ef144e6031be8fd06,2015-12-11 23:32:00,1,1,5,1.3475932573643932,259,75,451.6,5,1.1687245370370372,99,75519.0,1.4178140853418515,22991,0,0,0,0,0.0,0
b7b610f3b98d763196d6fe528ec7871d892302e3,2015-12-11 23:33:00,1,1,2,1.0,6,6,521.0,5,0.0001967592592592593,26,75522.5,3812.7647058823527,22993,0,0,0,0,0.0,0
06370a8d7a7c2ee09556ff4ed830f8c1810127a9,2015-12-11 23:33:00,1,1,1,0.0,1,1,1.0,5,1.2440277777777775,915,75524.0,1.803840571619962,30221,0,0,0,0,0.0,0
75de12f26a92119a881263236b91ea9ac9964b49,2015-12-15 15:49:00,1,1,500,8.903197259500107,1545,1543,355.05,5,4.707906064814782,11201,75774.5,1.0028716951926189,23493,0,0,0,0,0.0,0
5f802f86b54f2acb9f74bdcebcafcf907b9abdf6,2015-12-15 15:59:00,1,1,10,1.9998492931188685,408,552,269.0,4,1008.6421365740739,12,76029.5,1.0002903852554546,12801,0,0,0,0,0.0,0
074d5962c8c6b41ff6f34ea12a419f3a9261c607,2015-12-15 15:59:00,1,1,2,0.04182629028005514,2867,0,0.0,1,0.0,0,76035.5,0.0,12803,0,0,0,0,0.0,0
9f38620e13562bb88ab1aba9c1330ca8ec86c50e,2015-12-15 16:01:00,1,3,43,4.066493790295033,0,9012,209.5813953488372,5,988.9035863479753,45,76058.0,1.0001034862004106,3944,0,0,0,0,0.0,0
31f22919abe6bf1546fd47053b6d31a7dc3e457a,2015-12-15 16:03:00,1,4,57,2.660126819879336,57717,0,0.0,5,0.0009182098765432103,78,76108.0,66.21052804097373,4001,0,0,0,0,0.0,0
06a217aa08e6d1b74581a12f10cda0796d438e65,2015-12-15 22:26:00,1,54,327,7.721930125405079,0,95949,293.4220183486238,5,117.89999469079159,1190,76300.0,1.0001662215171587,4884,0,0,0,0,0.0,0
b5a1ba9bfadeb9cef8fb463f70ba7af3c8b57e50,2015-12-15 22:29:00,1,65,411,7.090110504896638,133413,0,0.0,5,1.4373249808506718,1527,76669.0,10.92986010122801,5295,0,0,0,0,0.0,0
