hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_fix,keyword_buggy,fastread_fix,fastread_buggy,human_fix,human_buggy
4b51719e67c2015551416cdda65cf85b66781b8f,2016-11-17 16:51:35,2,2,2,0.9182958340544896,3,3,200.0,14,8.044270833333334,1097,5200.5,1.0932340563289091,591,0,0,0,0,0.0,0
635f3ce128ec1c15a0dfbf55b96e93e4054cc184,2016-11-18 08:09:24,1,5,5,2.268928912415184,26,26,129.2,1,330.0625324074074,9,2925.0,1.0015352506867998,66,0,0,0,0,0.0,0
c78914e7b334c319f03514b797fd847c9ebdcd9f,2016-11-18 09:21:50,1,1,2,0.3912435636292557,48,4,242.0,5,389.2951215277778,10,2928.5,1.0019416898817513,829,1,0,0,1,0.0,1
176cde8ed32b7674ccf72f2f5902319e932c3d57,2016-11-18 15:36:38,2,2,2,0.8739810481273578,17,17,106.0,15,1.494866898148148,3,2930.5,1.5868642211150172,830,0,0,0,0,0.0,0
d787afcca964974049de55d6194d233d3c5bf4b8,2016-11-18 15:37:49,1,1,1,0.0,1,1,174.0,12,28.189212962962962,19,2932.0,1.0354745626035702,1813,0,0,0,0,0.0,0
a5bde82e3759da86c46cbb1abd1bb7dff08cdcd1,2016-11-18 15:38:11,1,1,1,0.0,2,0,1037.0,15,1.2461458333333333,13,2933.0,1.8024742957452144,831,0,0,0,0,0.0,0
e175a18bdbd0c51ac2a40a80ada45bdb773caa01,2016-11-18 16:18:47,1,1,1,0.0,5,4,574.0,12,23.05954861111111,7,2934.0,1.0433659833010849,832,0,0,0,0,0.0,0
2383c31f1565ff870672e3d3de3fc125f06d4d27,2016-11-18 23:58:57,2,7,18,1.7616384637583011,3059,4,46.944444444444436,13,4.791810699588479,16,699.5,0.7904142544209461,33,0,0,0,0,0.0,0
230b29eae652474532947ec554db99ee2c2bf35d,2016-11-19 11:47:12,1,1,1,0.0,2,2,1202.0,15,1.733125,40,2935.0,1.576992426974396,1814,0,0,1,0,1.0,0
87a5a35bad564f50e9fbf7d04c7529c79e55e4c0,2016-11-20 00:44:23,2,2,2,0.5032583347756457,14,4,285.0,11,22.79380787037037,13,4.5,1.0222808872934144,2,0,0,1,0,1.0,0
