hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_fix,keyword_buggy,fastread_fix,fastread_buggy,human_fix,human_buggy
abf05eed6171da7d93b7d81f5224b7827424a946,2016-09-16 10:31:52,2,3,158,6.305026127161923,366,453,1006.8544303797468,11,0.036390207454289725,3399,2783.5,27.25878161571497,329,1,0,1,0,1.0,0
6fd60f50ad7d42daf18d1ec2a675090c7aa378d5,2016-09-16 16:20:06,1,1,252,6.568307754677267,1347,688,253.6984126984127,11,1.9934103101117115,1283,94983.5,1.0160316874540571,38013,0,0,0,0,0.0,0
7d77aea42d3050b25a432d842c085f6453013160,2016-09-16 16:24:05,1,1,541,8.903415299135842,121763,3366,796.4417744916818,11,2.0006482551174174,6598,95380.0,1.0063487148389878,38554,0,0,0,0,0.0,0
5336ec07357c8883caa2fb6d77486b8458889c0e,2016-09-16 16:26:52,1,2,3,1.454596717071453,95,7,597.3333333333334,11,2.002847222222222,33,95652.0,1.3051211816511217,38557,0,0,0,0,0.0,0
ed532358ad999b8972589521e8ae7ade5365b632,2016-09-16 16:29:55,1,2,153,6.262956197362236,372,430,1014.1503267973856,11,1.0256685729847494,2135,95730.0,1.9086645733752647,38710,0,0,0,0,0.0,0
719d7c65b6a0406194f3924d47d5f4f4030c2869,2016-09-16 18:52:59,1,1,5,1.6475680263594656,85,39,232.2,8,3.7216064814814813,99,661.0,1.5522395656798451,63,0,0,0,0,0.0,0
484122b8b610c57cafb1bafebd13ee9139a41fc4,2016-09-16 19:21:34,3,7,9,1.3834206636185946,233,295,873.8888888888887,11,1.178442644032922,228,95811.0,1.3326935172984038,32601,0,1,0,0,0.0,1
aa9fe38c5c97bb2531f79410cf92a43125cabffe,2016-09-17 09:50:49,3,3,3,1.3921472236645345,5,4,11.666666666666664,6,69.7586149691358,4,2049.0,1.0190648711457169,1565,0,0,0,0,0.0,0
900c83960e6f7c91a5af81e4ae8ad16222ee87fd,2016-09-18 00:06:34,1,1,1,0.0,4,3,768.0,6,9.145173611111113,39,95816.0,1.1093472953629913,32602,0,0,0,0,0.0,0
faa0b401aa91108ebddbb0804168eb05339181a3,2016-09-19 23:19:14,1,1,1,0.0,9,9,477.0,11,6.1775115740740745,50,2051.0,1.1618774789830946,372,1,0,1,0,1.0,0
849ff25d9206d6756f0b612dc73ad7378aa32278,2016-09-20 08:57:04,1,1,1,0.0,1,1,789.0,5,53.96208333333333,101,2052.0,1.0185315306272151,373,0,0,0,0,0.0,0
7bb880f0a843c3e30d5a3a44e0c5af987dfb507b,2016-09-20 09:05:39,1,1,2,1.0,0,6,1764.5,11,3.8567939814814816,63,2053.5,1.1944620333886509,375,0,0,0,0,0.0,0
b9b044e180df898fe996276bc663217a1d088f8b,2016-09-20 10:44:12,3,8,351,5.89719856409474,857,1844,902.022792022792,11,0.02497200459006005,5623,3038.0,2.4847754171587804,338,1,0,1,0,1.0,0
5c37fccf49c224ba141db297cdd46580616bca0e,2016-09-20 12:10:58,2,4,5,1.5143890145619978,29,19,477.0,11,0.014115740740740741,99,3216.0,19.54349734329397,341,1,0,1,0,1.0,0
558303072d04bd7ec1d42156a423ddb07feeb2aa,2016-09-20 14:52:43,1,1,4,1.37088490928384,10,16,1197.25,11,0.17765046296296294,218,95818.5,7.172684234515451,32606,0,0,0,0,0.0,0
558303072d04bd7ec1d42156a423ddb07feeb2aa,2016-09-20 14:52:43,1,1,4,1.37088490928384,10,16,1197.25,11,0.17765046296296294,218,95818.5,7.172684234515451,32606,0,0,0,0,0.0,0
558303072d04bd7ec1d42156a423ddb07feeb2aa,2016-09-20 14:52:43,1,1,4,1.37088490928384,10,16,1197.25,11,0.17765046296296294,218,95818.5,7.172684234515451,32606,0,0,0,0,0.0,0
558303072d04bd7ec1d42156a423ddb07feeb2aa,2016-09-20 14:52:43,1,1,4,1.37088490928384,10,16,1197.25,11,0.17765046296296294,218,95818.5,7.172684234515451,32606,0,0,0,0,0.0,0
3a73a1476e2b3109b3f7f9864387189f5137a653,2016-09-20 15:06:39,1,3,7,2.75,8,0,149.85714285714286,9,214.05593253968254,50,2058.0,1.001810162659386,382,1,0,0,0,0.0,0
8b80d0cf9a8f58b3a7969d5382f981a41c65b87b,2016-09-20 16:09:43,1,1,8,1.9941979649185144,0,38,4.75,5,133.78149305555556,24,95824.5,1.00253945545903,38718,0,0,0,0,0.0,0
df0ed58bbdcc8a7c836f3de6b57e57ee80907a19,2016-09-20 16:12:56,1,1,4,0.0,1,1,2.75,5,133.78372685185184,12,95830.5,1.003893099299813,38722,0,0,0,0,0.0,0
b4e28767760ed562ead0733186d844a48395b989,2016-09-20 16:13:14,1,1,1,0.0,1,1,73.0,8,3.8890625,22,664.0,1.2571313780634794,64,0,0,0,0,0.0,0
af4a42345fccd202634a6ea471b9900a880d4ba1,2016-09-20 16:14:15,1,3,8,1.5838185107057627,141,771,211.5,11,84.8605107060185,32,95836.5,1.0027313257332615,38730,0,0,0,0,0.0,0
f4263e3849ecae051fb326b6f1081558fea035e4,2016-09-20 16:16:36,1,1,1,0.0,20,6,879.0,11,4.038217592592591,36,665.0,1.2476340061105984,10,0,0,0,0,0.0,0
4f941abdfd2a2be852c91e14c4e943a0951505c6,2016-09-20 16:19:25,1,3,318,7.1557931737228655,597,612,981.880503144654,11,5.221745646983496,3938,95999.5,1.0025748641370873,39048,0,0,0,0,0.0,0
ed9f13663bacdd7074c11ccf82afcf1212aed031,2016-09-20 16:20:28,1,1,4,1.5879127530964985,52,304,181.25,9,11.899548611111117,28,96160.5,1.043769167247824,32610,0,1,0,1,0.0,1
f81f0da7341d9d6fccbcb22e78b494ab2dd82ce4,2016-09-20 16:20:45,1,1,1,0.0,0,1,69.0,7,23.714918981481482,34,96163.0,1.0421675486549578,32611,0,0,0,0,0.0,0
