hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_fix,keyword_buggy,fastread_fix,fastread_buggy,human_fix,human_buggy
ac235b9b094ef3a0f2003467fcb70dc69d96ed9e,2008-01-31 11:42:33,3,8,28,3.8953003624657367,11470,0,0.0,1,0.0,0,13.5,0.0,17,0,1,0,1,0.0,1
eaccb2eb8c2cbb640a4f731b5dda163732d727ac,2008-01-31 11:42:54,1,1,6,2.0475277599531068,212,0,0.0,1,0.0,0,30.5,0.0,5,0,0,0,1,0.0,1
2a8eb95c4c157c01d1e70cc0487af31e63ab32a9,2008-01-31 11:43:01,1,1,1,0.0,1,1,252.0,1,0.00032407407407407406,1,34.0,3086.714285714286,8,1,1,0,1,0.0,1
50d16d939cf67fb25e95db5b01f85e2587f14f6e,2008-01-31 11:43:08,1,1,1,0.0,1,2,308.0,1,0.00040509259259259264,1,35.0,2469.5714285714284,9,1,0,0,0,0.0,0
86f4d4b56656ee051cbbff29726f7cde0ae3ac1e,2008-01-31 11:43:15,1,1,1,0.0,7,4,307.0,1,8.101851851851852e-05,2,36.0,12343.857142857143,10,1,1,0,1,0.0,1
bffbfe2c34272ad41943d92c6e92e4954aea11b4,2008-01-31 11:43:23,2,2,5,0.5680488826220953,254,197,311.0,1,0.0005138888888888888,6,39.0,1346.3968438337486,20,0,1,0,1,0.0,1
0d324fcdfdb75e258fa76669e6e7e0cc0ea6ec23,2008-01-31 11:43:31,1,1,2,0.17033057560105985,85,73,578.5,1,9.259259259259259e-05,4,42.5,8101.0,22,0,0,0,0,0.0,0
ba342c11e99a3afbc40cdbcc03bd6df90db92b63,2008-01-31 11:43:39,2,2,5,0.6920531987972877,226,169,324.8,1,0.00014814814814814817,13,46.0,2683.0,25,0,1,0,1,0.0,1
9152cf3754a7075faa63a78347f32ba783ac6dde,2008-01-31 11:43:47,1,1,1,0.0,8,0,310.0,1,0.00037037037037037035,3,49.0,2701.0,15,0,0,0,0,0.0,0
44ded8ba456c844f878109a15bc3cae6c7392761,2008-01-31 11:43:57,3,3,6,1.8007357712449603,125,3,55.66666666666666,1,0.0003587962962962963,6,52.5,1315.6110056925993,27,0,0,0,0,0.0,0
8c90d030b8fc8bcd1dce5851405534590a7a3938,2008-01-31 11:44:06,2,3,4,0.5953168507017959,413,265,547.75,1,0.00045138888888888887,14,57.5,3482.3186813186812,30,0,1,0,1,0.0,1
52933eaf991d15277f1c00e24caeac4b4fa1dcaf,2008-01-31 11:44:13,1,1,2,0.5830194167347008,23,20,112.0,1,0.0007754629629629629,4,60.5,755.3880597014925,20,0,1,0,1,0.0,1
17ad3fecab28f74c1020978661a5ce1f4243f230,2008-01-31 11:44:20,1,1,1,0.0,8,4,134.0,1,8.101851851851852e-05,2,62.0,12343.857142857143,21,0,1,0,1,0.0,1
fd540ca83f91ab7f578a02a399b3d5204b6c7d93,2008-01-31 11:44:27,1,1,1,0.0,4,4,318.0,1,0.000462962962962963,4,63.0,2161.0,22,1,0,1,0,1.0,0
