hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_fix,keyword_buggy,fastread_fix,fastread_buggy,human_fix,human_buggy
1f8e35fac6fd69a2f82d868b465096247c55b248,2015-04-20 16:26:15,2,38,281,5.337015072464006,20146,9409,198.2633451957296,26,33.53633246012924,6562,3214.0,1.0021454784925583,114,0,0,0,0,0.0,0
e1f7a924e9391b1008cad06c1ef65742b9c95637,2015-04-20 17:04:02,2,30,172,7.370336844335282,983,983,421.4767441860465,26,0.026238425925925863,4556,3440.5,2.2691341791243884,116,0,1,0,1,0.0,1
f53e0543889c620ccd5e3bdbd21257c5592a9494,2015-04-20 17:18:12,1,1,1,0.0,1,1,365.0,26,0.02483796296296296,142,3527.0,41.26095060577819,3393,0,0,0,0,0.0,0
df95ff6ca9add274161bc671590a0eedad45d87f,2015-04-20 21:53:58,2,4,5,1.1372955690629922,46,6,252.6,26,9.830810185185184,202,12.0,1.892055227312644,4,0,0,0,1,0.0,1
ada5de0cf7303a752948d79b580c4e2fa41d62df,2015-04-21 08:59:02,2,6,14,2.2463494787957465,571,242,637.8571428571429,27,8.557037863756614,529,21.5,1.1764186336050635,11,0,1,1,1,0.0,1
bb010e7939e1ecb83b32fec8fe1121838cd3f1f3,2015-04-24 15:44:12,1,1,1,0.0,74,45,360.0,27,3.489699074074073,9,119.0,1.2865576597791115,64,0,1,0,1,0.0,1
c5ca8b6e4a93dde4e341114a41a45930dc89432c,2015-04-25 11:39:46,2,4,6,0.4195790230533011,2867,17,538.0,27,2.8180555555555564,291,31.5,1.1209866797644112,15,0,0,1,1,1.0,0
625b0765f6493f98ba1bb0d40a56a08d0db57d31,2015-04-27 17:54:10,1,1,1,0.0,1,1,303.0,26,18.52525462962963,14,120.0,1.0539803646423611,65,0,1,0,1,0.0,1
855c36366d8367abcf3669fe9453f83771d3b9dd,2015-04-28 09:24:37,1,3,3,1.4152689500270954,18,18,1369.3333333333333,27,5.647226080246915,164,397.0,1.167963699232665,356,0,0,0,1,0.0,1
566f3ee30aa5753554472cf8154c7c05393fdcff,2015-04-29 02:49:02,2,4,5,1.4882766455813945,78,6,251.4,27,9.767699074074077,214,2.0,0.8291729334552593,3,1,0,1,0,1.0,0
3e02ee9f75a82d030b74e422bcd466e6ef67981d,2015-04-29 02:49:02,1,2,2,0.3591016256485496,41,3,487.5,27,12.062818287037034,160,121.5,1.1600095887757311,108,1,1,1,1,1.0,1
1f330d14b88cec568e364e6f2113b81c23d92765,2015-04-29 12:57:41,2,3,3,1.5247865824086004,51,9,315.3333333333333,27,37.435362654321,41,124.0,1.7945779465440197,14,0,1,0,1,0.0,1
8848fd06060850fe7a749870b1d08391248a68fa,2015-05-01 09:57:26,2,5,8,2.139395280420681,138,20,314.875,27,8.522291666666666,164,38.5,0.8967078502500578,19,0,1,0,1,0.0,1
4b657e149030941244234036908bb69b116ebe85,2015-05-01 10:11:05,1,1,1,0.0,1,0,390.0,27,2.3486458333333333,148,43.0,1.4257772652681069,23,0,0,0,0,0.0,0
