File,Cyclomatic,Modified,Strict,Essential,Lines,Code,Comment,Blank,bug
VerletIntegratorProxy.cpp,1,1,1,1,5,5,0,0,0
VerletIntegratorProxy.h,0,0,0,0,0,0,0,0,0
VirtualSite.cpp,2,2,2,1,5,5,0,0,0
VirtualSite.h,1,1,1,1,2,2,0,0,0
vmem.cpp,4,4,5,2,27,19,3,5,0
vmem.h,1,1,1,1,3,3,0,0,0
zone.cpp,3,3,4,2,18,13,2,3,0
zone.h,1,1,1,1,5,4,0,1,0
RBTorsionForce.cpp,1,1,2,1,6,6,0,0,0
RBTorsionForce.h,1,1,1,1,5,5,0,0,0
RBTorsionForceImpl.cpp,1,1,1,1,4,4,0,0,0
RBTorsionForceImpl.h,1,1,1,1,3,3,1,0,0
RBTorsionForceProxy.cpp,2,2,2,1,11,11,0,0,0
RBTorsionForceProxy.h,0,0,0,0,0,0,0,0,0
RealVec.h,1,1,1,1,4,4,0,0,0
ReferenceAndersenThermostat.cpp,2,2,2,1,9,7,0,1,0
ReferenceAndersenThermostat.h,0,0,0,0,0,0,0,0,0
ReferenceAngleBondIxn.cpp,3,3,3,1,29,18,4,8,0
ReferenceAngleBondIxn.h,0,0,0,0,0,0,0,0,0
ReferenceBondForce.cpp,1,1,1,1,13,5,3,5,0
ReferenceBondForce.h,0,0,0,0,0,0,0,0,0
ReferenceBondIxn.cpp,3,3,3,1,30,14,4,8,0
ReferenceBondIxn.h,0,0,0,0,0,0,0,0,0
ReferenceBrownianDynamics.cpp,4,4,4,1,22,14,3,5,0
ReferenceBrownianDynamics.h,0,0,0,0,0,0,0,0,0
ReferenceCCMAAlgorithm.cpp,4,4,5,2,25,22,1,2,0
ReferenceCCMAAlgorithm.h,1,1,1,1,4,4,0,0,0
ReferenceCMAPTorsionIxn.cpp,2,2,2,1,31,26,2,4,0
ReferenceCMAPTorsionIxn.h,0,0,0,0,0,0,0,0,0
ReferenceConstraintAlgorithm.h,1,1,1,1,1,1,0,0,0
ReferenceConstraints.cpp,8,8,9,2,40,33,4,4,0
ReferenceConstraints.h,0,0,0,0,0,0,0,0,0
ReferenceCustomAngleIxn.cpp,4,4,4,1,33,24,3,6,0
ReferenceCustomAngleIxn.h,0,0,0,0,0,0,0,0,0
ReferenceCustomBondIxn.cpp,3,3,3,1,23,16,2,5,0
ReferenceCustomBondIxn.h,0,0,0,0,0,0,0,0,0
ReferenceCustomCentroidBondIxn.cpp,6,6,6,1,31,26,2,4,0
ReferenceCustomCentroidBondIxn.h,1,1,1,1,3,3,0,0,0
ReferenceCustomCompoundBondIxn.cpp,5,5,5,1,28,24,1,3,0
ReferenceCustomCompoundBondIxn.h,1,1,1,1,3,3,0,0,0
ReferenceCustomDynamics.cpp,8,7,10,1,34,31,2,2,0
ReferenceCustomDynamics.h,0,0,0,0,0,0,0,0,0
ReferenceCustomExternalIxn.cpp,2,2,2,1,25,21,1,3,0
ReferenceCustomExternalIxn.h,0,0,0,0,0,0,0,0,0
ReferenceCustomGBIxn.cpp,6,6,6,1,28,24,2,3,0
ReferenceCustomGBIxn.h,0,0,0,0,0,0,0,0,0
ReferenceCustomHbondIxn.cpp,4,4,4,1,25,21,1,3,0
ReferenceCustomHbondIxn.h,1,1,1,1,3,3,0,0,0
ReferenceCustomManyParticleIxn.cpp,6,6,6,2,31,25,2,3,0
ReferenceCustomManyParticleIxn.h,1,1,1,1,3,3,0,0,0
ReferenceCustomNonbondedIxn.cpp,4,4,5,1,23,18,2,3,0
ReferenceCustomNonbondedIxn.h,0,0,0,0,0,0,0,0,0
ReferenceCustomTorsionIxn.cpp,3,3,3,1,38,25,4,10,0
ReferenceCustomTorsionIxn.h,0,0,0,0,0,0,0,0,0
ReferenceDrudeKernelFactory.cpp,2,2,2,1,7,7,0,0,0
ReferenceDrudeKernelFactory.h,0,0,0,0,0,0,0,0,0
ReferenceDrudeKernels.cpp,4,4,4,1,25,20,2,3,0
ReferenceDrudeKernels.h,1,1,1,1,3,3,0,0,0
ReferenceDynamics.cpp,1,1,1,1,12,4,3,4,0
ReferenceDynamics.h,0,0,0,0,0,0,0,0,0
ReferenceForce.cpp,1,1,1,1,6,6,0,0,0
ReferenceForce.h,0,0,0,0,0,0,0,0,0
ReferenceHarmonicBondIxn.cpp,2,2,2,1,21,10,3,8,0
ReferenceHarmonicBondIxn.h,0,0,0,0,0,0,0,0,0
ReferenceKernelFactory.cpp,32,32,32,32,66,66,0,0,0
ReferenceKernelFactory.h,0,0,0,0,0,0,0,0,0
ReferenceKernels.cpp,3,3,3,1,14,12,1,1,0
ReferenceKernels.h,1,1,1,1,2,2,0,0,0
ReferenceLincsAlgorithm.cpp,3,3,3,1,20,15,2,3,0
ReferenceLincsAlgorithm.h,0,0,0,0,0,0,0,0,0
ReferenceLJCoulomb14.cpp,2,2,2,1,25,13,4,8,0
ReferenceLJCoulomb14.h,0,0,0,0,0,0,0,0,0
ReferenceLJCoulombIxn.cpp,7,7,8,1,44,32,3,10,0
ReferenceLJCoulombIxn.h,0,0,0,0,0,0,0,0,0
ReferenceMonteCarloBarostat.cpp,3,3,3,1,13,10,1,2,0
ReferenceMonteCarloBarostat.h,0,0,0,0,0,0,0,0,0
ReferenceNeighborList.cpp,4,4,4,2,23,21,1,1,0
ReferenceNeighborList.h,0,0,0,0,0,0,0,0,0
ReferenceObc.cpp,4,4,4,2,36,22,4,10,0
ReferenceObc.h,0,0,0,0,0,0,0,0,0
ReferencePairIxn.cpp,1,1,1,1,9,2,3,4,0
ReferencePairIxn.h,0,0,0,0,0,0,0,0,0
ReferencePlatform.cpp,1,1,1,1,9,9,0,0,0
ReferencePlatform.h,1,1,1,1,4,4,0,0,0
ReferencePME.cpp,5,5,5,1,61,41,12,9,0
ReferencePME.h,0,0,0,0,0,0,0,0,0
ReferenceProperDihedralBond.cpp,2,2,2,1,40,22,5,13,0
ReferenceProperDihedralBond.h,0,0,0,0,0,0,0,0,0
ReferenceRbDihedralBond.cpp,3,3,3,1,45,26,6,14,0
ReferenceRbDihedralBond.h,0,0,0,0,0,0,0,0,0
ReferenceRpmdKernelFactory.cpp,2,2,2,1,5,5,0,0,0
ReferenceRpmdKernelFactory.h,0,0,0,0,0,0,0,0,0
ReferenceRpmdKernels.cpp,7,7,7,1,31,25,2,4,0
ReferenceRpmdKernels.h,1,1,1,1,3,3,0,0,0
ReferenceSETTLEAlgorithm.cpp,1,1,1,1,41,34,2,5,0
ReferenceSETTLEAlgorithm.h,0,0,0,0,0,0,0,0,0
ReferenceStochasticDynamics.cpp,3,3,3,1,19,11,3,5,0
ReferenceStochasticDynamics.h,0,0,0,0,0,0,0,0,0
ReferenceTabulatedFunction.cpp,2,2,3,1,6,6,0,0,0
ReferenceTabulatedFunction.h,0,0,0,0,0,0,0,0,0
ReferenceTests.h,1,1,1,1,2,2,0,0,0
ReferenceVariableStochasticDynamics.cpp,3,3,3,1,19,12,3,5,0
ReferenceVariableStochasticDynamics.h,0,0,0,0,0,0,0,0,0
ReferenceVariableVerletDynamics.cpp,4,4,4,1,18,13,2,3,0
ReferenceVariableVerletDynamics.h,0,0,0,0,0,0,0,0,0
ReferenceVerletDynamics.cpp,4,4,4,1,26,15,4,7,0
ReferenceVerletDynamics.h,0,0,0,0,0,0,0,0,0
ReferenceVirtualSites.cpp,7,7,7,1,82,72,5,6,0
ReferenceVirtualSites.h,0,0,0,0,0,0,0,0,0
RPMDIntegrator.cpp,3,3,3,1,14,12,1,1,0
RPMDIntegrator.h,1,1,1,1,3,3,0,0,0
RpmdKernels.h,1,1,1,1,3,3,0,0,0
RPMDMonteCarloBarostat.cpp,1,1,1,1,4,4,0,0,0
RPMDMonteCarloBarostat.h,1,1,1,1,3,3,0,0,0
RPMDMonteCarloBarostatImpl.cpp,4,4,4,1,23,19,2,3,0
RPMDMonteCarloBarostatImpl.h,1,1,1,1,3,3,1,0,0
RPMDUpdater.h,0,0,0,0,0,0,0,0,0
runtime.cpp,1,1,2,1,8,5,1,1,0
runtime.h,1,1,1,1,3,3,0,0,0
windowsExport.h,0,0,0,0,0,0,0,0,0
windowsExportAmoeba.h,0,0,0,0,0,0,0,0,0
windowsExportAmoebaReference.h,0,0,0,0,0,0,0,0,0
windowsExportCpu.h,0,0,0,0,0,0,0,0,0
windowsExportCuda.h,0,0,0,0,0,0,0,0,0
windowsExportCudaCompiler.h,0,0,0,0,0,0,0,0,0
windowsExportDrude.h,0,0,0,0,0,0,0,0,0
windowsExportOpenCL.h,0,0,0,0,0,0,0,0,0
windowsExportPme.h,0,0,0,0,0,0,0,0,0
windowsExportRpmd.h,0,0,0,0,0,0,0,0,0
windowsIncludes.h,0,0,0,0,0,0,0,0,0
Units.h,0,0,0,0,0,0,0,0,0
x86.h,0,0,0,0,0,0,0,0,0
x86assembler.cpp,47,40,53,22,185,131,15,34,0
x86assembler.h,1,1,1,1,1,1,0,0,0
x86compiler.cpp,4,3,4,2,22,15,1,3,0
x86compiler.h,1,1,1,1,1,1,0,0,0
x86context.cpp,12,8,13,5,54,38,5,10,0
x86context_p.h,1,1,1,1,12,9,0,3,0
x86cpuinfo.cpp,17,16,18,2,66,35,8,10,0
x86cpuinfo.h,1,1,1,1,3,3,0,0,0
x86inst.cpp,9,9,9,8,36,28,2,7,0
x86inst.h,1,1,1,1,3,3,0,0,0
x86operand.cpp,3,3,3,1,15,12,0,3,0
x86operand.h,1,1,1,1,2,2,0,0,0
x86operand_regs.cpp,0,0,0,0,0,0,0,0,0
x86scheduler.cpp,1,1,1,1,8,2,5,0,0
x86scheduler_p.h,0,0,0,0,0,0,0,0,0
XmlSerializer.cpp,3,3,4,2,17,14,2,1,0
XmlSerializer.h,1,1,1,1,6,6,0,0,0
