hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_fix,keyword_buggy,fastread_fix,fastread_buggy
6413a77d30acc45572277f75de0b99f9314dba45,2015-01-21 11:41:35,2,2,2,0.9709505944546686,3,2,5.0,20,68.11760416666667,19,14785.5,1.0073961739532482,458,0,0,0,0
fc468f940d780ba6d55575a11ca0b1089253fe5f,2015-01-26 19:29:16,1,1,1,0.0,21,11,339.0,22,6.077997685185185,7,113.0,1.1645278678597475,99,0,0,0,0
170b8e56b250d21f3b56b65bdbed0ea11521401b,2015-01-27 15:23:10,1,1,2,0.1423451859891269,128,120,319.5,22,6.907094907407408,11,114.5,1.1085840009517858,101,0,0,0,0
a58ba136d5be0764add253e8a3e26d096c5a9a10,2015-01-30 12:33:39,1,1,1,0.0,14,0,-61.0,20,330.8120833333333,31,4821.0,1.0030228641890095,3953,0,1,0,1
b1b25a0d786e9bf916b1a743902a7a1e2644028c,2015-01-30 18:18:42,1,1,1,0.0,2,2,197.0,21,0.0,41,4833.0,0.0,348,1,0,1,0
7df997c240a1449f078bbf17d196297a48108967,2015-01-30 18:18:42,1,1,1,0.0,2,2,197.0,21,88.13642361111111,40,4822.0,1.0113460469466329,347,1,0,1,0
879b89dba26820cd5e48cc340bf36fe218b89460,2015-02-01 19:13:10,1,1,1,0.0,3,0,1509.0,21,86.12424768518518,192,4823.0,1.0116111319039367,3954,1,0,1,0
5ae0b47e8a0e2194da19bb2d385dd3429c458916,2015-02-12 17:24:45,1,1,1,0.0,27,24,259.0,20,35.906944444444434,5,4824.0,1.0278497659846049,3955,1,0,1,0
3b15d6944dea78f4a25a2d39e025c66510f3286e,2015-02-12 17:25:29,1,1,1,0.0,12,12,1512.0,21,10.925219907407408,193,4825.0,1.091531338359788,3956,1,0,1,0
d421759a2e900eb18468c38d97cb8aba0038626c,2015-02-12 17:29:33,1,1,1,0.0,0,2,-47.0,20,13.205486111111117,32,4826.0,1.0757261028928422,3957,1,0,1,0
48c54d1a5bb407dfbb4833acfcd5bdd024b34015,2015-02-12 20:26:11,1,1,1,0.0,2,0,245.0,21,92.92131944444445,67,4827.0,1.0107617929445984,3958,1,0,1,0
786c94472e6137059db5961c4035abefb7f2552c,2015-02-13 14:31:02,1,2,3,0.9042326000115628,34,28,140.0,22,39.43298225308642,278,4829.0,1.0099061586879332,3961,1,0,1,0
febf0eb5a7ac80a4fa0ac8ccc5872313c0206d4f,2015-02-13 15:04:34,1,1,2,0.5916727785823275,9,5,45.5,22,0.02328703703703704,207,4831.5,33.20675944333996,3963,0,0,0,0
6933d2d78d76b3b66d5ecbe3612dd689eb3ee0f5,2015-02-15 22:24:43,3,4,5,1.952856076739188,37,46,220.6,22,77.28627083333333,33,20.0,1.0056806009735872,3,1,0,0,0
074a10ec838ac1525572f106f1a9cd9dece0d266,2015-02-18 15:39:19,1,1,4,1.2511451885334135,579,4,272.75,22,23.945263310185183,25,117.5,1.0229308309168457,105,0,1,0,1
9ba47614dac5dd2ce52d98d9238aac0fc3cbf362,2015-02-19 16:31:20,1,1,4,1.3414981323873507,414,97,416.5,22,1.0361226851851852,29,121.5,1.5026753499178964,109,0,1,0,1
6b27e2c39c52933705ad8232afbb6c55f8fe297a,2015-02-20 15:26:03,1,1,4,1.2042321339810165,144,89,495.75,22,0.9546643518518518,33,125.5,1.545566965314065,113,1,1,1,1
8995657d7b5e0b235a9b95a307bdf9526b6a73e5,2015-02-23 10:10:13,1,1,1,0.0,18,2,1512.0,21,10.697731481481481,194,4834.0,1.093477762246236,3964,0,0,0,0
cf0ca82858b44e2a66580b97edf2a5701ddd1978,2015-02-23 19:37:32,1,2,5,1.3986069176068558,912,129,377.6,22,4.577624999999999,176,130.0,1.0655695267489584,118,0,1,0,1
4f024fe1c7d9906d1f848e75f0ed0a67f991f0eb,2015-02-23 19:42:00,1,1,2,0.8631205685666309,14,14,1230.5,22,0.003101851851851852,23,133.5,242.79104477611943,120,0,0,0,0
e220f98b1ec8b10aba043a005ca365c40471bada,2015-02-24 14:03:53,1,1,4,1.4212463470387908,266,533,708.75,22,0.7667476851851852,43,136.5,1.680340652694546,124,0,1,0,1
cc37094ef5d27bdd55263564b03a956c3f08086d,2015-02-24 14:56:03,1,1,4,1.2621398278443954,35,44,642.0,22,0.03622685185185185,47,140.5,15.37699680511182,128,0,1,0,1
38060756e441c671be5409d3a51040a0743cb867,2015-02-24 17:50:54,1,1,1,0.0,45,0,151.0,20,356.0323958333333,37,4835.0,1.0028087331706417,349,0,0,0,0
83b01f835fdc07a1b63a22a5c89e8620f54ff8d7,2015-02-24 19:24:50,1,1,6,2.1085163945468546,196,8,536.1666666666666,22,145.0168325617284,371,4838.5,1.0036653890558245,355,0,0,0,0
60e4f2272ddfea6d436e1a9df6d433a43f63df4d,2015-02-25 15:13:15,1,1,5,1.2887904827913874,94,1,591.4,22,29.355393518518518,279,4844.0,1.449852206772258,360,0,0,0,0
2c7c708e56795b07b3fdb531affd3230a1e2d096,2015-02-25 18:03:28,1,1,4,1.3386980375567958,284,53,639.75,22,1.1301504629629628,51,144.5,1.4608530902759995,132,0,1,0,1
59d13397694598cd6458aa32cce3f9ea062a897e,2015-02-25 18:39:12,1,1,2,0.9852281360342516,4,3,18.0,20,198.6555960648148,21,0.5,0.5012584593887727,1,0,0,0,0
5e68173f1a62fb13100af3ffc6dc926187130626,2015-02-26 11:15:08,1,1,1,0.0,4,4,1000.0,22,0.7164351851851852,15,147.0,2.395799676898223,133,1,0,1,0
c32d64b8e0a62239de8a0bf0a87146c24731d68e,2015-02-26 16:24:04,1,1,6,2.1216516370620164,150,139,741.3333333333335,22,1.3242746913580248,455,4849.5,1.2694875091076396,366,0,0,0,0
f1056939fedda7e6c81d9400d05e78d64d5de488,2015-02-26 18:09:04,1,1,11,2.5078490645558733,353,182,440.54545454545456,22,20.704206649831644,605,4858.0,1.004762740482427,377,0,1,0,1
d0abb2df3ff5427298c285278a90140ba308d1a5,2015-02-26 18:20:07,1,1,5,1.5104193454877506,452,1128,599.4,22,8.071958333333331,88,150.0,1.0260145390162738,138,0,1,0,1
1a97a7ea451b2807de78dfc3b223efcd2842bbff,2015-02-26 18:46:17,1,1,8,2.8347207575411297,153,3,254.375,22,227.53197916666667,233,4867.5,1.001244483521019,385,0,1,0,1
6ff44deb6ff75adbfeed33105290d72cb592ab55,2015-02-26 18:54:31,1,1,4,1.8990227511756552,15,4,99.75,22,0.02510127314814815,116,4873.5,18.01136568988311,389,0,1,0,1
ca86095bbab6d29844a5fca4e6d5bb861938c49f,2015-02-27 09:02:06,1,1,1,0.0,1,2,100.0,22,0.588599537037037,35,4876.0,2.698947989381576,390,1,0,0,0
e5527682293e17e4b6a5b981d2304af962bb3a9f,2015-02-27 09:06:20,1,1,1,0.0,8,0,143.0,22,0.5915393518518518,2,4877.0,2.690504607799018,391,0,0,0,0
912b53963fd24451f281a5ceda944cad742c758d,2015-02-27 09:20:55,1,1,1,0.0,0,2,169.0,22,0.6332291666666666,42,4878.0,2.579207106431979,392,0,0,0,0
fc0b4cc6b45bfd36aa122e2ea3f9147784c13cf4,2015-02-27 09:22:44,1,1,1,0.0,6,0,1174.0,22,0.6344907407407407,106,4879.0,2.576067128785115,393,1,0,1,0
c5f2d8aafba9c35d8e4929e9301c93906cefaa7d,2015-02-27 09:28:05,1,1,1,0.0,1,1,99.0,22,0.01804398148148148,36,4880.0,56.42014111610008,394,1,0,0,0
7d8e083a3e73b33cc982233b355f4ac224377d46,2015-02-27 09:30:44,1,1,1,0.0,3,0,1598.0,22,0.6400462962962963,91,4881.0,2.5623869801085,395,1,0,1,0
40276678432d84aa8d596cc237bd8342a749bb97,2015-02-27 09:33:05,1,1,1,0.0,1,2,151.0,22,0.01857638888888889,3,4882.0,54.83177570093458,396,0,0,0,0
77cc50db5039f53b1e7b0ec5f3240a287f25fb2d,2015-02-27 16:02:11,1,1,1,0.0,18,8,150.0,22,0.2702083333333333,4,4883.0,4.700848111025443,397,0,1,0,1
0d025dc7c338b7533dab87921eaf61a5bf12902f,2015-02-27 16:05:50,1,1,1,0.0,6,3,160.0,22,0.002534722222222222,5,4884.0,395.5205479452055,398,0,0,0,0
b0b6800c381da856a6156b1c6cf1b0004cc7f651,2015-02-27 16:30:09,1,1,5,1.271203213278206,165,116,489.8,22,3.555451388888889,134,155.0,1.0632016409925338,143,1,1,1,1
