File,index,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_bugs,keyword_bugs,human_bugs
mdanalysis/python/Analysis.py,0,2.0,2.0,2.0,1.0,4.0,0.0,4.0,0.0,1.0,4.0,4.0,25.0,2.0,20.0,6.0,14.0,3.0,0.0,0.0,19.0,6.0,13.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,2.0,0.15,8.0,8.0,8.0,6.0,0,0,0
mdanalysis/python/AtomGroup.py,1,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,7.0,47.0,47.0,308.0,26.0,210.0,60.0,150.0,73.0,0.0,0.0,212.0,60.0,152.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,3.0,0.35,80.0,80.0,80.0,58.0,10,14,10
mdanalysis/python/DCD.py,2,2.0,2.0,2.0,1.0,7.0,0.0,6.0,0.0,3.0,30.0,29.0,252.0,16.0,198.0,38.0,160.0,40.0,1.0,0.0,194.0,38.0,156.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,5.0,2.0,0.2,66.0,66.0,66.0,50.0,2,3,2
mdanalysis/python/PSFParser.py,3,2.0,2.0,2.0,1.0,12.0,0.0,10.0,1.0,2.0,11.0,11.0,133.0,14.0,105.0,18.0,87.0,14.0,0.0,0.0,100.0,18.0,82.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,0.13,25.0,25.0,25.0,13.0,4,3,4
mdanalysis/python/Selection.py,4,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,24.0,68.0,67.0,501.0,43.0,408.0,98.0,310.0,56.0,1.0,0.0,403.0,98.0,305.0,1.0,1.0,1.0,1.0,19.0,19.0,19.0,13.0,3.0,0.14,123.0,123.0,123.0,87.0,3,3,3
mdanalysis/python/Timeseries.py,5,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,6.0,14.0,14.0,68.0,6.0,61.0,20.0,41.0,1.0,0.0,0.0,63.0,20.0,43.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.02,22.0,22.0,22.0,14.0,3,4,3
mdanalysis/python/Transformation.py,6,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,6.0,6.0,26.0,5.0,21.0,10.0,11.0,0.0,0.0,0.0,21.0,10.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,6.0,6.0,6.0,0,0,0
mdanalysis/setup.py,7,3.0,3.0,3.0,1.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,74.0,5.0,56.0,4.0,52.0,13.0,3.0,0.0,18.0,4.0,14.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,0.23,3.0,3.0,3.0,1.0,13,14,13
