hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_buggy_fixes,fastread_buggy_fixes,human_buggy_fixes
eaf6da3369a24d751e39983b7679ff06f44d6a28,2016-02-09 16:59:28,2,5,9,1.4103730082602353,23454,55,34.22222222222222,34,0.997709619341564,114,125.0,1.0800396357878077,40,0,0,0
88dc958142fc1ff3bd4f057bc513c6a883fd46d1,2016-02-10 12:13:20,2,3,3,1.1383722700851828,107,54,127.66666666666669,34,3.1555555555555554,38,131.0,1.4896711642978946,41,0,0,0
25655f11ef6851a92b6d0c24fd7a9e0a4359fb2f,2016-02-10 12:49:28,2,2,2,0.2518628477195652,55,40,163.5,34,0.025092592592592597,31,133.5,30.88929889298893,42,0,0,0
4d5c798bf8f75c0a71333e13704993e487c06396,2016-02-10 14:17:18,1,1,2,0.7219280948873623,8,2,57.5,34,32.50763310185185,48,135.5,9.205033954975637,74,0,0,0
a07c6eebcddd1f0db6f41e807bbe5ef296281c36,2016-02-10 15:29:53,1,2,2,0.7219280948873623,3,2,123.5,34,-8.807841435185185,87,137.5,5.459927889416161,44,0,0,0
98b9c11bfaf6c55aaa6456e428439b1ea8d5f54d,2016-02-11 14:12:11,2,3,6,1.1615861136584351,90,1109,207.66666666666663,34,3.7833989197530866,21,141.5,1.2842612329603218,46,0,1,1
91538ddc4e890c50d9ff0529f88349994d64efe5,2016-02-11 15:24:56,1,1,1,0.0,6,6,164.0,34,0.05052083333333333,5,145.0,20.79381443298969,47,0,0,0
605118c70765bc85a3a576945a5789579c2c921a,2016-02-11 16:27:18,1,1,1,0.0,2,2,164.0,34,0.04331018518518519,6,146.0,24.08925708177445,48,1,1,1
c4df4b5888ebcdb021ca72bbb215cf6edf59a342,2016-02-11 16:55:14,1,1,1,0.0,2,2,164.0,34,0.019398148148148147,7,147.0,52.55131264916468,49,0,0,0
b2262d4476df16679206b885286780d279a4a7ef,2016-02-11 17:12:11,1,1,1,0.0,2,2,164.0,34,0.011770833333333331,8,148.0,85.95575221238937,50,0,0,0
502503a2ab899904fc51a3648b938aee53b6832e,2016-02-11 20:49:27,1,1,1,0.0,56,42,571.0,34,22.39320601851852,28,627.0,1.0446564015520168,402,1,0,0
0b90ebd997de3935430ba9d13d6f2bea2ce0da63,2016-02-11 21:09:24,1,1,1,0.0,97,88,585.0,34,0.01385416666666667,29,628.0,73.18045112781955,403,0,0,0
f6e372ae235fb391e8c686d03aade8a7db236446,2016-02-11 21:22:38,1,1,1,0.0,51,31,594.0,34,0.009189814814814816,30,629.0,109.81612090680099,404,1,1,1
8675b63fd9cc56a4d33eba0711da9d5949ccd4da,2016-02-11 21:38:16,1,1,1,0.0,48,2,69.0,34,0.13630787037037034,3,630.0,8.336333531459625,219,1,1,1
c853f1660b7d46b4ed6cd57aafefb77e200a9f4c,2016-02-11 21:41:15,1,1,1,0.0,2,0,825.0,34,-24.070069444444453,310,631.0,0.9584546275486212,405,0,0,0
16fe0f7b8ffe4bc70ee02a4311bc0885534e8e28,2016-02-11 23:57:16,1,1,1,0.0,7,5,189.0,34,1.6664930555555555,5,632.0,1.600062506511095,220,0,1,1
15cc3a468b01ace700f826783d4bd5c6938c05e2,2016-02-12 11:15:06,2,2,3,0.8106493742603351,41,30,95.0,34,1.4996566358024692,59,150.0,1.3409751620209223,51,0,0,0
485c0c40a92d14b12950b5640cad31140196ed17,2016-02-12 17:49:31,2,3,6,1.0127914195375147,14,21898,3729.666666666666,34,1.5630285493827158,122,154.5,1.779559057045945,56,0,0,0
cad0d59a0575f478808f666bf62f37443c62fc33,2016-02-13 16:13:58,2,2,3,1.0399710818293422,50,27,172.0,34,9.135331790123457,51,159.0,1.0380797734415568,57,0,0,0
094b7f2ab5f51b14d90174196b48b2060a9ef0fd,2016-02-14 17:56:52,1,1,1,0.0,1,1,134.0,34,4.10207175925926,85,161.0,1.2437792556268146,58,0,0,0
17dec2d1e8475dc72c7e591ab87a2bf586670367,2016-02-14 19:19:42,2,2,2,0.9798687566511528,12,12,156.5,34,0.5701157407407408,46,163.5,45.882951895010855,59,0,0,0
4f949b9416d8536fc85c4df303e26e7ce44a0bfc,2016-02-16 18:20:42,1,1,1,0.0,15,7,273.0,34,6.4371875,38,633.0,1.1553473469585902,406,1,1,1
104ae483a60c615d6141a1aad2e5360139dcde38,2016-02-16 18:20:57,1,1,1,0.0,1,1,281.0,34,0.00017361111111111112,39,634.0,5761.0,407,0,0,0
