hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_fix,keyword_buggy,fastread_fix,fastread_buggy,human_fix,human_buggy
6eef7eb1f8f957b5ca85bcde635b10654870d2e1,2013-02-02 14:05:36,1,1,1,0.0,12,1,-169.0,9,0.6191087962962963,9,7255.0,2.6152249911200016,44,0,1,0,1,0.0,1
c506d9a3fa5b04e99b2097ae9b826157fd5748bd,2013-02-02 16:53:03,1,1,2,1.0,2,2,-2.0,1,1.228315972222222,5,7256.5,1.5937111506077328,64,0,0,0,0,0.0,0
4d2da6b0d646981dcda919b957c2d706b1f85814,2013-02-02 19:01:18,1,1,1,0.0,7,0,0.0,1,53.92697916666667,1,7258.0,1.0185435938643883,57,0,0,0,0,0.0,0
c6e16ca4c4d5f281a0c40830dc92755ca6ec2616,2013-02-03 08:54:14,1,1,11,3.458737702158566,207,0,169.1818181818182,7,2.352803030303031,12,7264.0,1.1170433674487414,279,1,0,0,0,0.0,0
c01b0d5952a38ef915b0be50a7c9becf76fe32b9,2013-02-03 08:54:50,1,1,1,0.0,19,0,57.0,7,1.7582870370370367,1,7270.0,1.568735353748124,45,0,0,0,0,0.0,0
7e50eab9f93ca0265ecaae0e2ddd502ce192622b,2013-02-03 09:11:51,1,1,3,1.4604846813131116,8,5,252.0,7,0.012233796296296295,7,7272.0,50.95269631031221,282,1,0,1,0,1.0,0
c3cb34d51d312c4042d9f4350d873cac82865675,2013-02-03 09:22:35,3,42,63,5.97727992349992,63,63,19.682539682539684,7,7.598968988830108,70,7305.0,1.0082356321515251,49,1,0,0,0,0.0,0
1ee9b03ef0d93e6b07313c460f776adb858ee565,2013-02-03 13:58:33,1,31,1404,8.351400616199866,432053,0,0.0,1,0.0,0,8044.5,0.0,1541,0,0,0,0,0.0,0
6c2d859742d44ee734c24b6c84aa76ff94cb3536,2013-02-03 18:04:19,1,31,35,4.654009955457182,2816,1602,1452.2857142857142,1,0.17067129629629638,35,8764.0,1.69419680805072,1576,0,0,0,0,0.0,0
a28969570f15d57d17ec526b329a9196d06969d3,2013-02-03 18:10:39,1,1,1,0.0,7,0,0.0,1,0.0,0,8815.0,0.0,1610,0,0,0,0,0.0,0
6716d4db754924fb85e9d90f9f9acee56f60cfce,2013-02-03 18:18:49,1,1,1,0.0,333,0,7.0,1,0.005671296296296297,1,8816.0,177.32653061224488,1611,0,0,0,0,0.0,0
e97660f49ba2ad43ac128338269df5de95611b61,2013-02-03 18:25:24,1,1,1,0.0,18,0,340.0,1,0.00457175925925926,2,8817.0,219.7341772151899,1612,0,0,0,0,0.0,0
25e2698982667c03d91a5344ea9912c8432a6269,2013-02-03 18:37:04,1,1,2,0.961236604722876,8,5,10251.5,1,0.019837962962962963,5,8818.5,38.80630105017503,1614,0,0,0,0,0.0,0
5b0912fa63294c1e3c865c24adacf853082564e9,2013-02-03 20:11:06,1,1,2,1.0,2,0,0.0,1,0.0,0,8820.5,0.0,1616,0,0,0,0,0.0,0
beaa35bb4d3e0b855dc49224036a726662f9caf3,2013-02-03 20:19:40,6,75,90,4.0529906358247425,1656,720,457.66666666666674,7,12.369843235596713,637,8866.5,0.9909093299741154,14,0,0,0,0,0.0,0
d3949d47edbe3f33aa993bbba81c6b089e58bbbb,2013-02-03 20:34:38,1,15,395,7.803272739013589,140684,0,0.0,1,0.0,0,9109.0,0.0,2041,0,0,0,0,0.0,0
bbb517fbc1d9a19a62b4fadac33f848491311960,2013-02-03 20:35:10,1,1,2,1.0,2,0,0.0,1,0.0,0,9307.5,0.0,2043,0,0,0,0,0.0,0
7103fb8a36f76cb70b8ae7d0f7a18155741aba29,2013-02-03 21:36:51,1,1,1,0.0,236,0,0.0,1,0.0,0,9309.0,0.0,2044,0,0,0,0,0.0,0
bb0e5f84bf415a8226f9d6149e03cda04bb4e760,2013-02-03 21:38:31,6,73,81,3.5273658466328035,262,237,108.41975308641977,7,0.05408093278463641,705,9350.0,2.1224612227283943,15,0,0,0,0,0.0,0
e65f789ad1db118d64e79836c931aa4f7621cc34,2013-02-03 21:39:22,1,1,1,0.0,13574,0,0.0,1,0.0,0,9391.0,0.0,2065,0,0,0,0,0.0,0
25d039c89ca74968b013a7202138982c34077c64,2013-02-03 21:49:24,2,2,3,1.5,4,4,190.0,7,0.00755787037037037,33,9393.0,81.85758039816233,24,0,0,0,0,0.0,0
ed08e95ef79decdd077ff2eb6748485c97fa451f,2013-02-03 21:56:29,2,2,4,1.8227996067202896,23,8,142.5,7,0.003689236111111111,36,9396.5,119.58823529411764,27,1,0,1,0,1.0,0
504eed746eae515d8f66147bd60b54297f17daa7,2013-02-03 22:10:52,2,2,2,0.9182958340544896,3,3,288.5,7,0.009988425925925928,36,9399.5,76.08690614136731,28,0,0,0,0,0.0,0
f2661c3e03a7c99d234af9a4af73a8b247d88dad,2013-02-03 23:06:07,1,1,1,0.0,2,2,59.0,7,0.6552314814814815,2,7337.0,2.5261781954355964,341,1,0,1,0,1.0,0
f495444d0c3d426d33f8db92dacdc9ddc9a908b2,2013-02-04 06:21:38,1,1,2,0.9709505944546686,12,3,267.0,7,0.9576736111111112,8,7338.5,1.7831478191508647,343,1,0,1,0,1.0,0
0dd148f5164131ea6bea45e15a87f1695d80c992,2013-02-04 10:38:53,1,1,1,0.0,21,0,-158.0,9,1.898113425925926,10,15403.0,1.5268389055897362,144,0,0,0,0,0.0,0
0f771297a168d72930128f7f53efabeadba7f49b,2013-02-04 10:54:07,3,6,9,1.9890020023546469,43,758,103.77777777777777,7,11.901716820987652,74,15408.0,1.0930224235064898,146,0,0,0,0,0.0,0
b848041c9103a2c478e5e426906bff0cf4676376,2013-02-04 11:03:10,2,2,5,1.7757822534222123,143,43,125.8,7,1.2191180555555556,58,9403.0,1.4811839051798317,31,0,0,0,0,0.0,0
60a60e79cdf809984c16e55d6dfb1cb6b3c58485,2013-02-04 11:16:35,2,2,2,0.9969954265557696,36,26,315.0,7,0.32413773148148145,37,9406.5,55.43587334386734,32,0,0,0,0,0.0,0
a33bd964982ac68b7d7c1b9d1684caed80c5f498,2013-02-04 12:10:24,6,75,80,4.198352499654098,112,132,279.0875,7,0.6472284432870368,769,9447.5,1.1084579010120308,16,0,0,0,0,0.0,0
fb535637a8dd93ad9278e28729b4eabde20fd510,2013-02-04 14:44:30,4,5,9,1.995887486296504,1797,853,106.11111111111113,7,0.2363014403292181,93,9492.0,3.893247338985897,36,0,0,0,0,0.0,0
b4da774e4943c4ebccb45420f1f4836d99ef64f3,2013-02-04 15:05:21,1,1,1,0.0,0,3,4.0,7,1.2796990740740741,3,15365.0,1.7814337137999023,13,0,0,0,0,0.0,0
e17c79ec0b6961e2d0401af1f91f525f60d3f03f,2013-02-04 15:08:09,1,1,1,0.0,6,6,-1.0,7,1.2816435185185184,3,15366.0,1.7802481622627198,14,0,0,0,0,0.0,0
729541abc750baa474790f962675f96361f75b7a,2013-02-04 15:13:44,1,1,1,0.0,2,9,0.0,7,1.2855208333333332,2,15367.0,1.7778948221375903,15,0,0,0,0,0.0,0
b657617725df149f9b647bb79839e4e42cd353db,2013-02-04 15:16:38,1,1,1,0.0,3,3,0.0,1,0.0,0,15368.0,0.0,16,0,0,0,0,0.0,0
e6f444cfad4d339b4b0d92cc339701ad88a08742,2013-02-04 15:24:13,1,1,2,0.8997437586982626,9,10,6.5,7,0.6464004629629629,3,15369.5,0.8867571487403534,18,0,0,0,0,0.0,0
cccdb62c281440c6bcc688da04bdddbb58053afd,2013-02-04 15:27:29,1,1,1,0.0,3,3,18.0,7,1.2950694444444444,3,15371.0,1.7721593651134109,19,0,0,0,0,0.0,0
2b9c7175fe4e0c2fe5b3ee93f0a4cf866605bf95,2013-02-04 15:42:59,1,1,1,0.0,3,3,0.0,1,0.0,0,15372.0,0.0,20,0,0,0,0,0.0,0
d94b0f0985c5cea470394b496513cecded26556e,2013-02-04 15:49:54,4,4,5,1.7051813588285512,71,3,319.0,8,1.0653055555555555,47,9499.0,9.149948475724463,37,0,0,0,0,0.0,0
ba6afdd86d68b9fcd690f7d7d4e4dedcc5168a36,2013-02-04 15:57:11,1,1,1,0.0,1,4,543.0,7,1.3231481481481482,4,15373.0,1.755773268019594,21,0,0,0,0,0.0,0
0dc8e2e554917eb2e8dae4c0f28ec1a5b6386e9f,2013-02-04 15:58:55,1,1,2,0.9709505944546686,10,10,388.5,7,1.3365856481481482,4,15374.5,1.5611312683471739,23,1,0,0,0,1.0,0
f957dea4afebf278aaa999c8692138f2416ddcbd,2013-02-04 15:59:47,1,1,3,1.4836591643979629,17,17,343.3333333333333,7,0.8875810185185186,8,15377.0,555.2205053159253,26,0,0,0,0,0.0,0
6ccd84e36f987a830db9a880e64c4263a7ed7576,2013-02-04 16:03:28,1,1,1,0.0,3,3,0.0,7,1.3200578703703705,1,15379.0,1.7575425460093117,27,0,0,0,0,0.0,0
