function,cyclomatic,modified,strict,essential,nesting,path_count,path_c_log,bug
OpenMM::CudaCalcAmoebaInPlaneAngleForceKernel::ForceInfo::getParticlesInGroup,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaInPlaneAngleForceKernel::initialize,4,4,4,1,1,3,0,0
OpenMM::CudaCalcAmoebaInPlaneAngleForceKernel::~CudaCalcAmoebaInPlaneAngleForceKernel,2,2,2,1,1,2,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::computeExtrapolatedDipoles,5,5,5,1,2,12,1,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::computeInducedField,13,13,13,1,2,1224,3,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::computeSystemMultipoleMoments,7,7,7,1,1,32,2,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::copyParametersToContext,11,11,11,1,3,200,2,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::CudaCalcAmoebaMultipoleForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::ensureMultipolesValid,8,8,12,7,4,14,1,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::execute,23,23,24,6,3,9504,4,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::ForceInfo::areGroupsIdentical,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::ForceInfo::areParticlesIdentical,6,6,10,6,2,8,1,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::ForceInfo::ForceInfo,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::ForceInfo::getNumParticleGroups,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::ForceInfo::getParticlesInGroup,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::getElectrostaticPotential,7,7,7,1,2,12,1,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::getInducedDipoles,4,4,4,1,2,4,1,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::getLabFramePermanentDipoles,4,4,4,1,2,4,1,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::getPMEParameters,2,2,2,1,1,2,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::getSystemMultipoleMoments,3,3,3,1,1,3,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::getTotalDipoles,4,4,4,1,2,4,1,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::initialize,72,72,75,1,5,999999999,15,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::initializeScaleFactors,10,10,12,1,2,32,2,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::iterateDipolesByDIIS,7,7,7,1,1,12,1,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::SortTrait::getDataSize,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::SortTrait::getDataType,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::SortTrait::getKeySize,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::SortTrait::getKeyType,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::SortTrait::getMaxKey,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::SortTrait::getMaxValue,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::SortTrait::getMinKey,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::SortTrait::getSortKey,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaMultipoleForceKernel::~CudaCalcAmoebaMultipoleForceKernel,55,55,55,1,1,999999999,16,0
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel::copyParametersToContext,4,4,4,1,1,6,1,0
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel::CudaCalcAmoebaOutOfPlaneBendForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel::ForceInfo::areGroupsIdentical,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel::ForceInfo::ForceInfo,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel::ForceInfo::getNumParticleGroups,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel::ForceInfo::getParticlesInGroup,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel::initialize,4,4,4,1,1,3,0,0
OpenMM::CudaCalcAmoebaOutOfPlaneBendForceKernel::~CudaCalcAmoebaOutOfPlaneBendForceKernel,2,2,2,1,1,2,0,0
OpenMM::CudaCalcAmoebaPiTorsionForceKernel::copyParametersToContext,4,4,4,1,1,6,1,0
OpenMM::CudaCalcAmoebaPiTorsionForceKernel::CudaCalcAmoebaPiTorsionForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaPiTorsionForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaPiTorsionForceKernel::ForceInfo::areGroupsIdentical,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaPiTorsionForceKernel::ForceInfo::ForceInfo,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaPiTorsionForceKernel::ForceInfo::getNumParticleGroups,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaPiTorsionForceKernel::ForceInfo::getParticlesInGroup,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaPiTorsionForceKernel::initialize,4,4,4,1,1,3,0,0
OpenMM::CudaCalcAmoebaPiTorsionForceKernel::~CudaCalcAmoebaPiTorsionForceKernel,2,2,2,1,1,2,0,0
OpenMM::CudaCalcAmoebaStretchBendForceKernel::copyParametersToContext,4,4,4,1,1,6,1,0
OpenMM::CudaCalcAmoebaStretchBendForceKernel::CudaCalcAmoebaStretchBendForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaStretchBendForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaStretchBendForceKernel::ForceInfo::areGroupsIdentical,1,1,5,1,0,1,0,0
OpenMM::CudaCalcAmoebaStretchBendForceKernel::ForceInfo::ForceInfo,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaStretchBendForceKernel::ForceInfo::getNumParticleGroups,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaStretchBendForceKernel::ForceInfo::getParticlesInGroup,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaStretchBendForceKernel::initialize,4,4,4,1,1,3,0,0
OpenMM::CudaCalcAmoebaStretchBendForceKernel::~CudaCalcAmoebaStretchBendForceKernel,3,3,3,1,1,4,1,0
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel::CudaCalcAmoebaTorsionTorsionForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel::ForceInfo::areGroupsIdentical,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel::ForceInfo::ForceInfo,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel::ForceInfo::getNumParticleGroups,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel::ForceInfo::getParticlesInGroup,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel::initialize,9,9,9,1,3,15,1,0
OpenMM::CudaCalcAmoebaTorsionTorsionForceKernel::~CudaCalcAmoebaTorsionTorsionForceKernel,4,4,4,1,1,8,1,0
OpenMM::CudaCalcAmoebaVdwForceKernel::copyParametersToContext,4,4,4,1,1,8,1,0
OpenMM::CudaCalcAmoebaVdwForceKernel::CudaCalcAmoebaVdwForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaVdwForceKernel::execute,2,2,2,1,1,2,0,0
OpenMM::CudaCalcAmoebaVdwForceKernel::ForceInfo::areParticlesIdentical,1,1,3,1,0,1,0,0
OpenMM::CudaCalcAmoebaVdwForceKernel::ForceInfo::ForceInfo,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaVdwForceKernel::initialize,11,11,11,1,1,80,2,0
OpenMM::CudaCalcAmoebaVdwForceKernel::~CudaCalcAmoebaVdwForceKernel,7,7,7,1,1,64,2,0
OpenMM::CudaCalcAmoebaWcaDispersionForceKernel::copyParametersToContext,3,3,3,1,1,4,1,0
OpenMM::CudaCalcAmoebaWcaDispersionForceKernel::CudaCalcAmoebaWcaDispersionForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaWcaDispersionForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaWcaDispersionForceKernel::ForceInfo::areParticlesIdentical,1,1,2,1,0,1,0,0
OpenMM::CudaCalcAmoebaWcaDispersionForceKernel::ForceInfo::ForceInfo,1,1,1,1,0,1,0,0
OpenMM::CudaCalcAmoebaWcaDispersionForceKernel::initialize,2,2,2,1,1,2,0,0
OpenMM::CudaCalcAmoebaWcaDispersionForceKernel::~CudaCalcAmoebaWcaDispersionForceKernel,2,2,2,1,1,2,0,0
OpenMM::CudaCalcCMAPTorsionForceKernel::copyParametersToContext,7,7,7,1,2,40,2,0
OpenMM::CudaCalcCMAPTorsionForceKernel::CudaCalcCMAPTorsionForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcCMAPTorsionForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcCMAPTorsionForceKernel::initialize,6,6,6,1,2,7,1,0
OpenMM::CudaCalcCMAPTorsionForceKernel::~CudaCalcCMAPTorsionForceKernel,4,4,4,1,1,8,1,0
OpenMM::CudaCalcCustomAngleForceKernel::copyParametersToContext,5,5,5,1,2,8,1,0
OpenMM::CudaCalcCustomAngleForceKernel::CudaCalcCustomAngleForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcCustomAngleForceKernel::execute,5,5,5,1,3,7,1,0
OpenMM::CudaCalcCustomAngleForceKernel::initialize,11,11,11,1,2,145,2,0
OpenMM::CudaCalcCustomAngleForceKernel::~CudaCalcCustomAngleForceKernel,3,3,3,1,1,4,1,0
OpenMM::CudaCalcCustomBondForceKernel::copyParametersToContext,5,5,5,1,2,8,1,0
OpenMM::CudaCalcCustomBondForceKernel::CudaCalcCustomBondForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcCustomBondForceKernel::execute,5,5,5,1,3,7,1,0
OpenMM::CudaCalcCustomBondForceKernel::initialize,11,11,11,1,2,145,2,0
OpenMM::CudaCalcCustomBondForceKernel::~CudaCalcCustomBondForceKernel,3,3,3,1,1,4,1,0
OpenMM::CudaCalcCustomCentroidBondForceKernel::copyParametersToContext,5,5,5,1,2,8,1,0
OpenMM::CudaCalcCustomCentroidBondForceKernel::CudaCalcCustomCentroidBondForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcCustomCentroidBondForceKernel::execute,7,7,7,1,3,15,1,0
OpenMM::CudaCalcCustomCentroidBondForceKernel::initialize,46,46,46,1,4,999999999,11,0
OpenMM::CudaCalcCustomCentroidBondForceKernel::~CudaCalcCustomCentroidBondForceKernel,10,10,10,1,1,512,3,0
OpenMM::CudaCalcCustomCompoundBondForceKernel::copyParametersToContext,5,5,5,1,2,8,1,0
OpenMM::CudaCalcCustomCompoundBondForceKernel::CudaCalcCustomCompoundBondForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcCustomCompoundBondForceKernel::execute,5,5,5,1,3,7,1,0
OpenMM::CudaCalcCustomCompoundBondForceKernel::initialize,31,31,31,1,2,21150721,7,0
OpenMM::CudaCalcCustomCompoundBondForceKernel::~CudaCalcCustomCompoundBondForceKernel,4,4,4,1,1,8,1,0
OpenMM::CudaCalcCustomExternalForceKernel::copyParametersToContext,5,5,5,1,2,8,1,0
OpenMM::CudaCalcCustomExternalForceKernel::CudaCalcCustomExternalForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcCustomExternalForceKernel::execute,5,5,5,1,3,7,1,0
OpenMM::CudaCalcCustomExternalForceKernel::initialize,9,9,9,1,2,73,2,0
OpenMM::CudaCalcCustomExternalForceKernel::~CudaCalcCustomExternalForceKernel,3,3,3,1,1,4,1,0
OpenMM::CudaCalcCustomGBForceKernel::copyParametersToContext,4,4,4,1,2,6,1,0
OpenMM::CudaCalcCustomGBForceKernel::CudaCalcCustomGBForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcCustomGBForceKernel::execute,45,45,47,1,5,999999999,11,0
OpenMM::CudaCalcCustomGBForceKernel::initialize,150,150,163,5,5,999999999,36,0
OpenMM::CudaCalcCustomGBForceKernel::~CudaCalcCustomGBForceKernel,11,11,11,1,1,1024,3,0
OpenMM::CudaCalcCustomHbondForceKernel::copyParametersToContext,9,9,9,1,3,64,2,0
OpenMM::CudaCalcCustomHbondForceKernel::CudaCalcCustomHbondForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcCustomHbondForceKernel::execute,15,15,16,1,3,1800,3,0
OpenMM::CudaCalcCustomHbondForceKernel::initialize,42,42,45,4,2,999999999,10,0
OpenMM::CudaCalcCustomHbondForceKernel::~CudaCalcCustomHbondForceKernel,9,9,9,1,1,256,2,0
OpenMM::CudaCalcCustomManyParticleForceKernel::copyParametersToContext,4,4,4,1,2,6,1,0
OpenMM::CudaCalcCustomManyParticleForceKernel::CudaCalcCustomManyParticleForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcCustomManyParticleForceKernel::execute,19,19,19,4,3,10864,4,0
OpenMM::CudaCalcCustomManyParticleForceKernel::initialize,78,78,78,1,4,999999999,18,0
OpenMM::CudaCalcCustomManyParticleForceKernel::~CudaCalcCustomManyParticleForceKernel,15,15,15,1,1,16384,4,0
OpenMM::CudaCalcCustomNonbondedForceKernel::copyParametersToContext,5,5,5,1,2,12,1,0
OpenMM::CudaCalcCustomNonbondedForceKernel::CudaCalcCustomNonbondedForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcCustomNonbondedForceKernel::execute,13,13,13,1,3,400,3,0
OpenMM::CudaCalcCustomNonbondedForceKernel::initialize,20,20,25,1,2,46080,5,0
OpenMM::CudaCalcCustomNonbondedForceKernel::initInteractionGroups,48,48,52,7,5,999999999,10,0
OpenMM::CudaCalcCustomNonbondedForceKernel::~CudaCalcCustomNonbondedForceKernel,6,6,6,1,1,32,2,0
OpenMM::CudaCalcCustomTorsionForceKernel::copyParametersToContext,5,5,5,1,2,8,1,0
OpenMM::CudaCalcCustomTorsionForceKernel::CudaCalcCustomTorsionForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcCustomTorsionForceKernel::execute,5,5,5,1,3,7,1,0
OpenMM::CudaCalcCustomTorsionForceKernel::initialize,11,11,11,1,2,145,2,0
OpenMM::CudaCalcCustomTorsionForceKernel::~CudaCalcCustomTorsionForceKernel,3,3,3,1,1,4,1,0
OpenMM::CudaCalcDrudeForceKernel::copyParametersToContext,11,11,15,1,3,55,2,0
OpenMM::CudaCalcDrudeForceKernel::CudaCalcDrudeForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcDrudeForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcDrudeForceKernel::initialize,9,9,11,1,3,18,1,0
OpenMM::CudaCalcDrudeForceKernel::~CudaCalcDrudeForceKernel,3,3,3,1,1,4,1,0
OpenMM::CudaCalcForcesAndEnergyKernel::beginComputation,3,3,3,1,1,4,1,0
OpenMM::CudaCalcForcesAndEnergyKernel::CudaCalcForcesAndEnergyKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcForcesAndEnergyKernel::finishComputation,7,7,8,1,3,20,1,0
OpenMM::CudaCalcForcesAndEnergyKernel::initialize,1,1,1,1,0,1,0,0
OpenMM::CudaCalcGayBerneForceKernel::copyParametersToContext,9,9,11,1,2,72,2,0
OpenMM::CudaCalcGayBerneForceKernel::CudaCalcGayBerneForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcGayBerneForceKernel::execute,8,8,8,4,3,30,1,0
OpenMM::CudaCalcGayBerneForceKernel::initialize,15,15,17,1,2,900,3,0
OpenMM::CudaCalcGayBerneForceKernel::ReorderListener::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcGayBerneForceKernel::ReorderListener::ReorderListener,1,1,1,1,0,1,0,0
OpenMM::CudaCalcGayBerneForceKernel::sortAtoms,8,8,8,1,2,54,2,0
OpenMM::CudaCalcGayBerneForceKernel::~CudaCalcGayBerneForceKernel,20,20,20,1,1,524288,6,0
OpenMM::CudaCalcGBSAOBCForceKernel::copyParametersToContext,4,4,4,1,2,6,1,0
OpenMM::CudaCalcGBSAOBCForceKernel::CudaCalcGBSAOBCForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcGBSAOBCForceKernel::execute,10,10,11,1,2,99,2,0
OpenMM::CudaCalcGBSAOBCForceKernel::initialize,5,5,6,1,2,12,1,0
OpenMM::CudaCalcGBSAOBCForceKernel::~CudaCalcGBSAOBCForceKernel,6,6,6,1,1,32,2,0
OpenMM::CudaCalcHarmonicAngleForceKernel::copyParametersToContext,4,4,4,1,1,6,1,0
OpenMM::CudaCalcHarmonicAngleForceKernel::CudaCalcHarmonicAngleForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcHarmonicAngleForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcHarmonicAngleForceKernel::initialize,4,4,4,1,1,3,0,0
OpenMM::CudaCalcHarmonicAngleForceKernel::~CudaCalcHarmonicAngleForceKernel,2,2,2,1,1,2,0,0
OpenMM::CudaCalcHarmonicBondForceKernel::copyParametersToContext,4,4,4,1,1,6,1,0
OpenMM::CudaCalcHarmonicBondForceKernel::CudaCalcHarmonicBondForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcHarmonicBondForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcHarmonicBondForceKernel::initialize,4,4,4,1,1,3,0,0
OpenMM::CudaCalcHarmonicBondForceKernel::~CudaCalcHarmonicBondForceKernel,2,2,2,1,1,2,0,0
OpenMM::CudaCalcNonbondedForceKernel::copyParametersToContext,16,16,26,1,3,1728,3,0
OpenMM::CudaCalcNonbondedForceKernel::CudaCalcNonbondedForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::execute,15,15,20,1,3,1156,3,0
OpenMM::CudaCalcNonbondedForceKernel::getPMEParameters,3,3,3,1,1,4,1,0
OpenMM::CudaCalcNonbondedForceKernel::initialize,59,59,65,1,6,999999999,10,0
OpenMM::CudaCalcNonbondedForceKernel::PmeIO::getPosq,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::PmeIO::PmeIO,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::PmeIO::setForce,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::PmeIO::~PmeIO,2,2,2,1,1,2,0,0
OpenMM::CudaCalcNonbondedForceKernel::PmePostComputation::computeForceAndEnergy,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::PmePostComputation::PmePostComputation,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::PmePreComputation::computeForceAndEnergy,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::PmePreComputation::PmePreComputation,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getDataSize,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getDataType,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getKeySize,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getKeyType,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getMaxKey,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getMaxValue,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getMinKey,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SortTrait::getSortKey,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SyncStreamPostComputation::computeForceAndEnergy,3,3,3,1,2,3,0,0
OpenMM::CudaCalcNonbondedForceKernel::SyncStreamPostComputation::SyncStreamPostComputation,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::SyncStreamPreComputation::computeForceAndEnergy,2,2,2,1,1,2,0,0
OpenMM::CudaCalcNonbondedForceKernel::SyncStreamPreComputation::SyncStreamPreComputation,1,1,1,1,0,1,0,0
OpenMM::CudaCalcNonbondedForceKernel::~CudaCalcNonbondedForceKernel,18,18,18,1,2,81920,5,0
OpenMM::CudaCalcPeriodicTorsionForceKernel::copyParametersToContext,4,4,4,1,1,6,1,0
OpenMM::CudaCalcPeriodicTorsionForceKernel::CudaCalcPeriodicTorsionForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcPeriodicTorsionForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcPeriodicTorsionForceKernel::initialize,4,4,4,1,1,3,0,0
OpenMM::CudaCalcPeriodicTorsionForceKernel::~CudaCalcPeriodicTorsionForceKernel,2,2,2,1,1,2,0,0
OpenMM::CudaCalcRBTorsionForceKernel::copyParametersToContext,4,4,4,1,1,6,1,0
OpenMM::CudaCalcRBTorsionForceKernel::CudaCalcRBTorsionForceKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCalcRBTorsionForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::CudaCalcRBTorsionForceKernel::initialize,4,4,4,1,1,3,0,0
OpenMM::CudaCalcRBTorsionForceKernel::~CudaCalcRBTorsionForceKernel,3,3,3,1,1,4,1,0
OpenMM::CudaCompilerKernel::CudaCompilerKernel,1,1,1,1,0,1,0,0
OpenMM::CudaCompilerKernel::Name,1,1,1,1,0,1,0,0
OpenMM::CudaCompilerKernelFactory::createKernelImpl,2,2,2,1,1,2,0,0
OpenMM::CudaContext::addAutoclearBuffer,1,1,1,1,0,1,0,0
OpenMM::CudaContext::addAutoclearBuffer,1,1,1,1,0,1,0,0
OpenMM::CudaContext::addEnergyParameterDerivative,3,3,3,3,2,3,0,0
OpenMM::CudaContext::addForce,1,1,1,1,0,1,0,0
OpenMM::CudaContext::addPostComputation,1,1,1,1,0,1,0,0
OpenMM::CudaContext::addPreComputation,1,1,1,1,0,1,0,0
OpenMM::CudaContext::addReorderListener,1,1,1,1,0,1,0,0
OpenMM::CudaContext::clearAutoclearBuffers,7,7,7,1,1,12,1,0
OpenMM::CudaContext::clearBuffer,1,1,1,1,0,1,0,0
OpenMM::CudaContext::clearBuffer,1,1,1,1,0,1,0,0
OpenMM::CudaContext::computeThreadBlockSize,4,4,5,1,1,6,1,0
OpenMM::CudaContext::createModule,1,1,1,1,0,1,0,0
OpenMM::CudaContext::createModule,24,24,26,5,3,43200,5,0
OpenMM::CudaContext::CudaContext,49,49,59,3,3,80621568,8,0
OpenMM::CudaContext::doubleToString,3,3,3,1,1,2,0,0
OpenMM::CudaContext::executeKernel,3,3,3,1,1,4,1,0
OpenMM::CudaContext::findMoleculeGroups,31,31,40,1,6,1023021,6,0
OpenMM::CudaContext::ForcePostComputation::~ForcePostComputation,1,1,1,1,0,1,0,0
OpenMM::CudaContext::ForcePreComputation::~ForcePreComputation,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getAtomIndex,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getAtomIndexArray,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getAtomsWereReordered,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getBondedUtilities,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getBoxIsTriclinic,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getComputeCapability,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getComputeForceCount,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getContext,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getContextIndex,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getContextIsValid,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getCurrentStream,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getDevice,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getDeviceIndex,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getDevicePrecedence,10,10,13,4,2,260,2,0
OpenMM::CudaContext::getEnergyBuffer,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getEnergyParamDerivBuffer,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getEnergyParamDerivNames,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getEnergyParamDerivWorkspace,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getErrorString,51,2,51,1,1,51,2,0
OpenMM::CudaContext::getExpressionUtilities,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getForce,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getForcesValid,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getIntegrationUtilities,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getInvPeriodicBoxSize,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getInvPeriodicBoxSizePointer,2,2,2,1,0,1,0,0
OpenMM::CudaContext::getKernel,2,2,2,1,1,2,0,0
OpenMM::CudaContext::getNonbondedUtilities,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getNumAtomBlocks,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getNumAtoms,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getNumThreadBlocks,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPaddedNumAtoms,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPeriodicBoxSize,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPeriodicBoxSizePointer,2,2,2,1,0,1,0,0
OpenMM::CudaContext::getPeriodicBoxVectors,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPeriodicBoxVecXPointer,2,2,2,1,0,1,0,0
OpenMM::CudaContext::getPeriodicBoxVecYPointer,2,2,2,1,0,1,0,0
OpenMM::CudaContext::getPeriodicBoxVecZPointer,2,2,2,1,0,1,0,0
OpenMM::CudaContext::getPinnedBuffer,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPlatformData,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPosCellOffsets,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPosq,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPosqCorrection,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPostComputations,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getPreComputations,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getReorderListeners,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getStepCount,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getStepsSinceReorder,1,1,1,1,0,1,0,0
OpenMM::CudaContext::getTime,1,1,1,1,0,1,0,0
