function,cyclomatic,modified,strict,essential,nesting,path_count,path_c_log,bug
asmjit::X86Compiler::roundss,1,1,1,1,0,1,0,0
asmjit::X86Compiler::roundss,1,1,1,1,0,1,0,0
asmjit::X86Compiler::roundss,1,1,1,1,0,1,0,0
asmjit::X86Compiler::roundss,1,1,1,1,0,1,0,0
asmjit::X86Compiler::roundss,1,1,1,1,0,1,0,0
asmjit::X86Compiler::roundss,1,1,1,1,0,1,0,0
asmjit::X86Compiler::rsqrtps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::rsqrtps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::rsqrtss,1,1,1,1,0,1,0,0
asmjit::X86Compiler::rsqrtss,1,1,1,1,0,1,0,0
asmjit::X86Compiler::ru_sae,1,1,1,1,0,1,0,0
asmjit::X86Compiler::rz_sae,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sae,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sahf,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sal,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sal,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sal,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sal,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sal,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sal,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sal,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sal,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sal,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sal,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sal,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sal,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sar,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sar,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sar,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sar,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sar,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sar,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sar,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sar,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sar,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sar,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sar,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sar,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sbb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sbb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sbb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sbb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sbb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sbb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sbb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sbb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sbb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sbb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sbb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sbb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sbb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::scasb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::scasd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::scasq,1,1,1,1,0,1,0,0
asmjit::X86Compiler::scasw,1,1,1,1,0,1,0,0
asmjit::X86Compiler::serialize,7,7,8,6,3,7,1,0
asmjit::X86Compiler::set,1,1,1,1,0,1,0,0
asmjit::X86Compiler::set,1,1,1,1,0,1,0,0
asmjit::X86Compiler::seta,1,1,1,1,0,1,0,0
asmjit::X86Compiler::seta,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setae,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setae,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setArch,2,2,2,1,1,2,0,0
asmjit::X86Compiler::setArg,3,3,3,3,1,3,0,0
asmjit::X86Compiler::setb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setbe,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setbe,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setc,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setc,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sete,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sete,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setg,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setg,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setge,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setge,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setle,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setle,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setna,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setna,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnae,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnae,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnbe,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnbe,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnc,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnc,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setne,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setne,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setng,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setng,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnge,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnge,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnle,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnle,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setno,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setno,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnp,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnp,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setns,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setns,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnz,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setnz,1,1,1,1,0,1,0,0
asmjit::X86Compiler::seto,1,1,1,1,0,1,0,0
asmjit::X86Compiler::seto,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setp,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setp,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setpe,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setpe,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setpo,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setpo,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sets,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sets,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setz,1,1,1,1,0,1,0,0
asmjit::X86Compiler::setz,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sfence,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shl,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shld,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shld,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shld,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shld,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shld,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shld,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shld,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shld,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shld,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shld,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shld,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shld,1,1,1,1,0,1,0,0
asmjit::X86Compiler::short_,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shr,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shr,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shr,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shr,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shr,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shr,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shr,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shr,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shr,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shr,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shr,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shr,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shrd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shrd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shrd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shrd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shrd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shrd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shrd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shrd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shrd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shrd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shrd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shrd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::shufps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sqrtpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sqrtpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sqrtps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sqrtps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sqrtsd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sqrtsd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sqrtss,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sqrtss,1,1,1,1,0,1,0,0
asmjit::X86Compiler::stc,1,1,1,1,0,1,0,0
asmjit::X86Compiler::std,1,1,1,1,0,1,0,0
asmjit::X86Compiler::stmxcsr,1,1,1,1,0,1,0,0
asmjit::X86Compiler::stosb,1,1,1,1,0,1,0,0
asmjit::X86Compiler::stosd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::stosq,1,1,1,1,0,1,0,0
asmjit::X86Compiler::stosw,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sub,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sub,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sub,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sub,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sub,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sub,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sub,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sub,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sub,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sub,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sub,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sub,1,1,1,1,0,1,0,0
asmjit::X86Compiler::sub,1,1,1,1,0,1,0,0
asmjit::X86Compiler::subpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::subpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::subps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::subps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::subsd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::subsd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::subss,1,1,1,1,0,1,0,0
asmjit::X86Compiler::subss,1,1,1,1,0,1,0,0
asmjit::X86Compiler::taken,1,1,1,1,0,1,0,0
asmjit::X86Compiler::test,1,1,1,1,0,1,0,0
asmjit::X86Compiler::test,1,1,1,1,0,1,0,0
asmjit::X86Compiler::test,1,1,1,1,0,1,0,0
asmjit::X86Compiler::test,1,1,1,1,0,1,0,0
asmjit::X86Compiler::test,1,1,1,1,0,1,0,0
asmjit::X86Compiler::test,1,1,1,1,0,1,0,0
asmjit::X86Compiler::test,1,1,1,1,0,1,0,0
asmjit::X86Compiler::test,1,1,1,1,0,1,0,0
asmjit::X86Compiler::test,1,1,1,1,0,1,0,0
asmjit::X86Compiler::test,1,1,1,1,0,1,0,0
asmjit::X86Compiler::test,1,1,1,1,0,1,0,0
asmjit::X86Compiler::test,1,1,1,1,0,1,0,0
asmjit::X86Compiler::ucomisd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::ucomisd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::ucomiss,1,1,1,1,0,1,0,0
asmjit::X86Compiler::ucomiss,1,1,1,1,0,1,0,0
asmjit::X86Compiler::ud2,1,1,1,1,0,1,0,0
asmjit::X86Compiler::unpckhpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::unpckhpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::unpckhps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::unpckhps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::unpcklpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::unpcklpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::unpcklps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::unpcklps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::vex3,1,1,1,1,0,1,0,0
asmjit::X86Compiler::X86Compiler,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xadd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xadd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xchg,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xchg,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xchg,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xgetbv,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xor_,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xor_,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xor_,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xor_,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xor_,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xor_,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xor_,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xor_,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xor_,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xor_,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xor_,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xor_,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xor_,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xorpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xorpd,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xorps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xorps,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xrstor,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xrstor64,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xsave,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xsave64,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xsaveopt,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xsaveopt64,1,1,1,1,0,1,0,0
asmjit::X86Compiler::xsetbv,1,1,1,1,0,1,0,0
asmjit::X86Compiler::z,1,1,1,1,0,1,0,0
asmjit::X86Compiler::~X86Compiler,1,1,1,1,0,1,0,0
asmjit::X86Compiler_emitConstPool,3,3,3,3,1,3,0,0
asmjit::X86Compiler_getInstSize,2,2,2,1,0,1,0,0
asmjit::X86Compiler_newInst,5,5,5,1,2,4,1,0
asmjit::X86Context::_checkState,1,1,1,1,0,1,0,0
asmjit::X86Context::alloc,4,4,4,3,2,4,1,0
asmjit::X86Context::annotate,4,4,4,1,3,4,1,0
asmjit::X86Context::attach,1,1,1,1,0,1,0,0
asmjit::X86Context::detach,1,1,1,1,0,1,0,0
asmjit::X86Context::emitConvertVarToVar,19,8,25,10,2,18,1,0
asmjit::X86Context::emitLoad,24,11,24,20,2,20,1,0
asmjit::X86Context::emitMove,21,8,21,14,2,14,1,0
asmjit::X86Context::emitMoveImmOnStack,19,4,19,9,2,11,1,0
asmjit::X86Context::emitMoveImmToReg,18,3,18,9,2,9,1,0
asmjit::X86Context::emitMoveVarOnStack,50,35,60,39,3,224,2,0
asmjit::X86Context::emitPopSequence,4,4,4,1,2,4,1,0
asmjit::X86Context::emitPushSequence,3,3,3,1,2,3,0,0
asmjit::X86Context::emitSave,24,11,24,20,2,20,1,0
asmjit::X86Context::emitSwapGp,2,2,2,1,1,2,0,0
asmjit::X86Context::fetch,179,168,209,102,12,822927360,9,0
asmjit::X86Context::getClobberedRegs,1,1,1,1,0,1,0,0
asmjit::X86Context::getCompiler,1,1,1,1,0,1,0,0
asmjit::X86Context::getFunc,1,1,1,1,0,1,0,0
asmjit::X86Context::getRegSize,1,1,1,1,0,1,0,0
asmjit::X86Context::getState,1,1,1,1,0,1,0,0
asmjit::X86Context::getVarMem,1,1,1,1,0,1,0,0
asmjit::X86Context::intersectStates,1,1,1,1,0,1,0,0
asmjit::X86Context::isX64,1,1,1,1,0,1,0,0
asmjit::X86Context::load,1,1,1,1,0,1,0,0
asmjit::X86Context::loadState,3,3,3,3,2,3,0,0
asmjit::X86Context::modify,1,1,1,1,0,1,0,0
asmjit::X86Context::move,2,2,2,1,1,2,0,0
asmjit::X86Context::newVarMap,1,1,1,1,0,1,0,0
asmjit::X86Context::rebase,1,1,1,1,0,1,0,0
asmjit::X86Context::reset,1,1,1,1,0,1,0,0
asmjit::X86Context::save,1,1,1,1,0,1,0,0
asmjit::X86Context::saveState,3,3,3,1,1,3,0,0
asmjit::X86Context::schedule,13,13,17,12,5,363,3,0
asmjit::X86Context::serialize,2,2,2,1,1,2,0,0
asmjit::X86Context::spill,3,3,3,1,1,3,0,0
asmjit::X86Context::swapGp,1,1,1,1,0,1,0,0
asmjit::X86Context::switchState,4,4,4,1,2,4,1,0
asmjit::X86Context::translate,51,40,55,33,6,7429,4,0
asmjit::X86Context::unuse,2,2,2,1,1,2,0,0
asmjit::X86Context::X86Context,1,1,1,1,0,1,0,0
asmjit::X86Context::~X86Context,1,1,1,1,0,1,0,0
asmjit::X86Context_addJccNode,4,4,4,4,3,3,0,0
asmjit::X86Context_addUnreachableNode,2,2,2,1,1,2,0,0
asmjit::X86Context_annotateInstruction,3,3,3,1,2,3,0,0
asmjit::X86Context_annotateOperand,13,10,14,1,3,40,2,0
asmjit::X86Context_annotateVariable,2,2,3,1,1,2,0,0
asmjit::X86Context_getJccFlow,2,2,2,1,1,2,0,0
asmjit::X86Context_getOppositeJccFlow,2,2,2,1,1,2,0,0
asmjit::X86Context_getUsedArgs,3,3,3,3,2,3,0,0
asmjit::X86Context_initFunc,26,26,31,5,3,97020,5,0
asmjit::X86Context_insertSArgNode,21,21,23,19,3,96,2,0
asmjit::X86Context_loadStateVars,3,3,3,3,2,3,0,0
asmjit::X86Context_mustConvertSArg,1,1,1,1,0,1,0,0
asmjit::X86Context_patchFuncMem,6,6,7,1,5,5,1,0
asmjit::X86Context_prepareSingleVarInst,32,2,32,1,1,3,0,0
asmjit::X86Context_serialize,114,26,117,3,6,22102,4,0
asmjit::X86Context_switchStateVars,22,22,27,17,6,4330,4,0
asmjit::X86Context_translateJump,2,2,2,1,1,2,0,0
asmjit::X86Context_translateOperands,9,9,10,1,5,11,1,0
asmjit::X86Context_translatePrologEpilog,48,48,53,1,3,444530688,10,0
asmjit::X86Context_translateRet,19,10,19,8,3,32,2,0
asmjit::X86Context_typeOfConvertedSArg,6,6,6,6,1,6,1,0
asmjit::X86CpuInfo::getBrandIndex,1,1,1,1,0,1,0,0
asmjit::X86CpuInfo::getFlushCacheLineSize,1,1,1,1,0,1,0,0
asmjit::X86CpuInfo::getHost,1,1,1,1,0,1,0,0
asmjit::X86CpuInfo::getMaxLogicalProcessors,1,1,1,1,0,1,0,0
asmjit::X86CpuInfo::getProcessorType,1,1,1,1,0,1,0,0
asmjit::X86CpuInfo::X86CpuInfo,1,1,1,1,0,1,0,0
asmjit::X86CpuUtil::_docpuid,1,1,1,1,0,1,0,0
asmjit::X86CpuUtil::callCpuId,1,1,1,1,0,1,0,0
asmjit::X86CpuUtil::detect,76,73,79,3,4,999999999,19,0
asmjit::x86CpuVendorEq,1,1,1,1,0,1,0,0
asmjit::x86EncodeMod,1,1,1,1,0,1,0,0
asmjit::x86EncodeSib,1,1,1,1,0,1,0,0
asmjit::x86ExtractO,1,1,1,1,0,1,0,0
asmjit::X86FpReg::clone,1,1,1,1,0,1,0,0
asmjit::X86FpReg::operator!=,1,1,1,1,0,1,0,0
asmjit::X86FpReg::operator=,1,1,1,1,0,1,0,0
asmjit::X86FpReg::operator==,1,1,1,1,0,1,0,0
asmjit::X86FpReg::setCode,1,1,1,1,0,1,0,0
asmjit::X86FpReg::setCode,1,1,1,1,0,1,0,0
asmjit::X86FpReg::setIndex,1,1,1,1,0,1,0,0
asmjit::X86FpReg::setSize,1,1,1,1,0,1,0,0
asmjit::X86FpReg::setType,1,1,1,1,0,1,0,0
asmjit::X86FpReg::X86FpReg,1,1,1,1,0,1,0,0
asmjit::X86FpReg::X86FpReg,1,1,1,1,0,1,0,0
asmjit::X86FpReg::X86FpReg,1,1,1,1,0,1,0,0
asmjit::X86FpReg::X86FpReg,1,1,1,1,0,1,0,0
asmjit::X86FpReg::X86FpReg,1,1,1,1,0,1,0,0
asmjit::X86FuncDecl::getPassed,1,1,1,1,0,1,0,0
asmjit::X86FuncDecl::getPassedOrderGp,1,1,1,1,0,1,0,0
asmjit::X86FuncDecl::getPassedOrderXmm,1,1,1,1,0,1,0,0
asmjit::X86FuncDecl::getPreserved,1,1,1,1,0,1,0,0
asmjit::X86FuncDecl::getUsed,1,1,1,1,0,1,0,0
asmjit::X86FuncDecl::reset,2,2,2,1,1,2,0,0
asmjit::X86FuncDecl::setPrototype,8,8,9,8,2,6,1,0
asmjit::X86FuncDecl::X86FuncDecl,1,1,1,1,0,1,0,0
asmjit::X86FuncDecl_initConv,11,3,11,1,2,11,1,0
asmjit::X86FuncDecl_initFunc,37,22,38,16,3,18832,4,0
asmjit::X86FuncNode::getAlignedMemStackSize,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::getAlignStackSize,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::getArg,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::getDecl,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::getExtraStackSize,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::getMoveStackSize,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::getPushPopStackSize,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::getSaveRestoreRegs,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::getStackFrameRegIndex,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::hasStackFrameReg,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::isStackFrameRegPreserved,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::setAlignStackSize,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::setExtraStackSize,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::setMoveStackSize,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::setPushPopStackSize,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::X86FuncNode,1,1,1,1,0,1,0,0
asmjit::X86FuncNode::~X86FuncNode,1,1,1,1,0,1,0,0
asmjit::x86GetArchFromCConv,2,2,2,1,0,1,0,0
asmjit::X86GpReg::clone,1,1,1,1,0,1,0,0
asmjit::X86GpReg::operator!=,1,1,1,1,0,1,0,0
asmjit::X86GpReg::operator=,1,1,1,1,0,1,0,0
asmjit::X86GpReg::operator==,1,1,1,1,0,1,0,0
asmjit::X86GpReg::r16,1,1,1,1,0,1,0,0
asmjit::X86GpReg::r32,1,1,1,1,0,1,0,0
asmjit::X86GpReg::r64,1,1,1,1,0,1,0,0
asmjit::X86GpReg::r8,1,1,1,1,0,1,0,0
asmjit::X86GpReg::r8Hi,1,1,1,1,0,1,0,0
asmjit::X86GpReg::r8Lo,1,1,1,1,0,1,0,0
asmjit::X86GpReg::setCode,1,1,1,1,0,1,0,0
asmjit::X86GpReg::setCode,1,1,1,1,0,1,0,0
asmjit::X86GpReg::setIndex,1,1,1,1,0,1,0,0
asmjit::X86GpReg::setSize,1,1,1,1,0,1,0,0
asmjit::X86GpReg::setType,1,1,1,1,0,1,0,0
asmjit::X86GpReg::X86GpReg,1,1,1,1,0,1,0,0
asmjit::X86GpReg::X86GpReg,1,1,1,1,0,1,0,0
asmjit::X86GpReg::X86GpReg,1,1,1,1,0,1,0,0
asmjit::X86GpReg::X86GpReg,1,1,1,1,0,1,0,0
asmjit::X86GpReg::X86GpReg,1,1,1,1,0,1,0,0
asmjit::X86GpVar::clone,1,1,1,1,0,1,0,0
asmjit::X86GpVar::operator!=,1,1,1,1,0,1,0,0
asmjit::X86GpVar::operator=,1,1,1,1,0,1,0,0
