File,Hash,age,entrophy,exp,fix,la,ld,lt,nd,ndev,ns,nuc,rexp,sexp,Bugs
src/42_libpaw/m_pawtab.F90,c31cee8799810b91b7fc877453010e4c96bb5a35,0.1539525462962963,0.5,703.5,0,3,3,3236,2,24,1,5,5.142093269832702,0,0
src/64_psp/m_psps.F90,c31cee8799810b91b7fc877453010e4c96bb5a35,0.1539525462962963,0.5,703.5,0,1,5,1779,2,24,1,13,5.142093269832702,0,0
doc/playground/abi_yml2html.py,e2b0505c440aa30903ad294f9cab389068c603bf,5.618576388888888,0.0,1440.0,1,23,72,1767,2,24,1,45,5.419867852585805,0,1
src/78_effpot/m_fit_polynomial_coeff.F90,97b289c92271f103ef5649551db72a08b04e83ea,9.977696759259258,0.0,3432.0,1,2,2,4448,2,24,1,43,3.4058370571821657,0,1
doc/playground/abi_yml2html.py,3cb5ca9e06a2d1c4a6b8a3eeae4f7c36ce75dc40,46.90291087962962,0.3242473038035178,51798.0,0,97,4,1648,3,24,1,54,14.593239698220309,0,0
doc/playground/variables.py,3cb5ca9e06a2d1c4a6b8a3eeae4f7c36ce75dc40,46.90291087962962,0.5066558754354432,51798.0,0,36,0,436,3,24,1,12,14.593239698220309,0,0
src/42_libpaw/m_pawtab.F90,01809b0e0ea8d784b020fe7f86650e1f428c3efc,0.13907407407407407,0.0,711.0,1,2,0,3236,1,24,1,7,8.19041278295606,0,1
doc/input_variables/abi_yml2html.py,a404bd1eac8cf90859a19d04955eccc39c12a26a,0.007372685185185185,0.0,4358.0,1,3,3,637,1,24,1,8,136.63579277864991,0,1
doc/input_variables/abi_yml2html.py,b0c738a47f4c14cc82537a0d0d4101cb9323ff85,0.12006944444444441,0.0,61761.0,0,1,1,637,2,24,1,10,393.12953443317815,0,0
doc/playground/variables.py,a676566d48a451b743cb7fb39c3d3774f2deeb0c,0.06592592592592593,0.0,9585.0,0,2,4,751,2,24,1,15,47.50561797752809,0,0
doc/playground/abi_yml2html.py,39248f25a55238535096b501261f8ba3ee85a957,0.18332175925925925,0.0,23980.0,1,1,1,2296,2,24,1,67,124.44269860831125,0,1
doc/playground/abi_check.py,2ab3d76d0e5ba380ba8babe30e79d70aadcd439a,0.08168981481481481,0.0,9741.0,1,1,1,186,2,24,1,4,26.482856333238878,0,1
src/78_effpot/m_fit_polynomial_coeff.F90,a19cd1d02d64108582a820dcdb1bf2fd5a7c0649,4.239577546296296,0.09289996198085344,1146.5,1,17,11,4448,2,24,1,44,1.339002106542694,0,1
src/98_main/multibinit.F90,a19cd1d02d64108582a820dcdb1bf2fd5a7c0649,4.239577546296296,0.26045937304056793,1146.5,1,1,1,136,2,24,1,37,1.339002106542694,0,1
src/72_response/eig2tot.F90,b3dbcf1bc7789845097ed6804bc95dc3ab245b51,39.95591435185185,0.5170302649137255,730.5,0,56,36,684,2,24,1,6,1.006093406013429,0,0
src/72_response/m_ddb_hdr.F90,b3dbcf1bc7789845097ed6804bc95dc3ab245b51,39.95591435185185,0.3201597655573916,730.5,0,21,9,478,2,24,1,12,1.006093406013429,0,0
src/95_drive/dfpt_looppert.F90,b3dbcf1bc7789845097ed6804bc95dc3ab245b51,39.95591435185185,0.49823012621909535,730.5,0,46,33,2218,2,24,1,27,1.006093406013429,0,0
src/95_drive/gstate.F90,b3dbcf1bc7789845097ed6804bc95dc3ab245b51,39.95591435185185,0.425991861221269,730.5,0,31,21,1746,2,24,1,29,1.006093406013429,0,0
src/95_drive/nonlinear.F90,b3dbcf1bc7789845097ed6804bc95dc3ab245b51,39.95591435185185,0.39359326548438395,730.5,0,27,17,1167,2,24,1,23,1.006093406013429,0,0
src/95_drive/respfn.F90,b3dbcf1bc7789845097ed6804bc95dc3ab245b51,39.95591435185185,0.27300756622843136,730.5,0,4,19,1766,2,24,1,32,1.006093406013429,0,0
src/29_xgTools/m_xg.F90,4ec33de951d00ac833dc9f0bdce5412495126012,72.79846643518519,0.4125023697749683,600.5,1,94,0,2597,2,22,1,5,1.0101640757013395,0,1
src/30_diago/m_lobpcg2.F90,4ec33de951d00ac833dc9f0bdce5412495126012,72.79846643518519,0.5306316339080119,600.5,1,39,14,1167,2,22,1,7,1.0101640757013395,0,1
doc/playground_OLD2/abi_check.py,bc023a6cbb2feb5a7ee419aa18339ceb538e6768,0.0,0.1668644493505284,22057.5,1,0,62,0,15,1,1,0,0.0,0,1
doc/playground_OLD2/abi_yml2html.py,bc023a6cbb2feb5a7ee419aa18339ceb538e6768,0.0,0.5297017079518995,22057.5,1,0,624,0,15,1,1,0,0.0,0,1
doc/playground_OLD2/variables.py,bc023a6cbb2feb5a7ee419aa18339ceb538e6768,0.0,0.4146476728945696,22057.5,1,0,277,0,15,1,1,0,0.0,0,1
