File,Hash,age,entrophy,exp,fix,la,ld,lt,nd,ndev,ns,nuc,rexp,sexp,Bugs
abichecks/scripts/check-libpaw.py,8d22dec0d9ab052b7cc68ac5b31747c9786c8cd6,0.6114004629629629,0.0,3.0,1,1,1,93,1,1,1,1,2.63558920965452,0,1
src/57_iovars/invars2.F90,ad599087725882c34907226f89fed987a1e751f9,7.325891203703704,0.29595885884824796,23.0,0,12,1,2879,2,1,1,1,1.08341798889972,0,0
src/70_gw/calc_sigc_me.F90,ad599087725882c34907226f89fed987a1e751f9,7.325891203703704,0.36323092250003997,23.0,0,1,1,1383,2,1,1,1,1.08341798889972,0,0
src/70_gw/setup_sigma.F90,ad599087725882c34907226f89fed987a1e751f9,7.325891203703704,0.36323092250003997,23.0,0,1,1,1326,2,1,1,1,1.08341798889972,0,0
src/62_ctqmc/m_BathOperator.F90,67cc9a307bc19c8d4ad9df9654562701938befe1,7.359652777777778,0.0,4.0,1,16,16,1802,1,1,1,1,1.1358759754290944,0,1
src/77_ddb/read_el_veloc.F90,825b18bfdd7f396d4adf4bd4bfa796cc072baa2d,16.433530092592594,0.0,31.0,0,0,1,187,1,2,1,2,1.0608511983953313,0,0
src/79_seqpar_mpi/m_lobpcgwf.F90,d548b1fbf14f2d14985d1a4174aa21f8cfcb3c49,14.185439814814815,0.0,73.0,1,4,4,379,1,1,1,1,1.0704948181413192,0,1
src/72_response/m_ddk.F90,2fe28e50ed3eca699e9d5f43a661029aacc790a2,21.468130787037037,0.27099437671670895,34.5,0,31,21,540,2,3,1,1,1.0349370939474352,0,0
src/95_drive/eph.F90,2fe28e50ed3eca699e9d5f43a661029aacc790a2,21.468130787037037,0.47452346609411966,34.5,0,11,3,451,2,3,1,2,1.0349370939474352,0,0
src/72_response/m_ddk.F90,a8e9645e91396571c90d1bf1bde9e88597fbca8f,0.052974537037037035,0.14010697607961192,36.5,1,10,25,550,2,3,1,2,15.157745247979026,0,1
src/95_drive/eph.F90,a8e9645e91396571c90d1bf1bde9e88597fbca8f,0.052974537037037035,0.3369643301397178,36.5,1,2,2,459,2,3,1,3,15.157745247979026,0,1
src/66_wfs/m_invovl.F90,7e1b2cb74b3c2f3fd0ec1a08a75089b7e68f87f7,23.923113425925926,0.0,29.0,0,3,1,806,1,2,1,2,1.0418005793057137,0,0
src/57_iovars/chkinp.F90,110a55051d73807722cd057c8501aa8bd4a6bc1c,0.012453703703703703,0.0,3.0,1,1,1,3263,1,1,1,2,81.29739776951673,0,1
src/57_iovars/chkinp.F90,110a55051d73807722cd057c8501aa8bd4a6bc1c,0.012453703703703703,0.0,3.0,1,1,1,3263,1,1,1,2,81.29739776951673,0,0
src/57_iovars/chkinp.F90,d95085014ec149f4923f31a01be6c852cdfe2a4e,227.47230324074076,0.0,39.0,1,1,1,3263,5,1,2,3,20.10579158070552,0,1
developers/maintainers/fix-cpp-options.py,740933a11072da715db02ec37e8bb75005419aa3,0.0,0.0,183.0,1,98,0,0,1,1,1,0,0.0,0,0
src/57_iovars/invars1.F90,b833997b00b4fff4df6a09061c826be9545dd495,0.3786805555555556,0.0,56.0,1,1,1,962,1,2,1,2,3.640748211993398,0,1
src/10_defs/defs_datatypes.F90,0bb87a07a5fb89d0ecdc9b8487a9e130e6e2c574,44.655333994709,0.02479392761987122,9.714285714285714,0,4,0,637,10,2,2,1,1.1468058151425928,0,0
