File,Hash,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,human_buggy
src/USER-DPD/pair_table_rx.cpp,26d5085,6.0,37.0,3.0,193.0,880.0,157.0,8.0,8.0,9.0,1.0,46.0,6.0,37.0,3.0,0.0,23.0,1226.0,193.0,859.0,144.0,666.0,157.0,1.0,21.0,644.0,822.0,141.0,0.0,681.0,35.0,35.0,46.0,11.0,5.0,0.18,177.0,177.0,198.0,40.0,1.0
src/KOKKOS/pair_table_rx_kokkos.cpp,26d5085,4.0,29.0,3.0,71.0,384.0,146.0,7.0,7.0,8.0,1.0,35.0,4.0,29.0,3.0,0.0,12.0,601.0,71.0,365.0,92.0,271.0,146.0,1.0,18.0,258.0,338.0,65.0,0.0,273.0,24.0,24.0,34.0,1.0,3.0,0.4,78.0,78.0,91.0,12.0,1.0
src/KOKKOS/pair_multi_lucy_rx_kokkos.cpp,26d5085,5.0,27.0,1.0,173.0,720.0,77.0,5.0,5.0,6.0,1.0,33.0,5.0,27.0,1.0,0.0,24.0,969.0,173.0,692.0,173.0,509.0,77.0,2.0,27.0,471.0,601.0,122.0,0.0,479.0,25.0,25.0,30.0,4.0,4.0,0.11,131.0,131.0,149.0,27.0,1.0
src/USER-DPD/pair_table_rx.cpp,afbc6fc,12.0,70.0,3.0,91.0,441.0,40.0,16.0,16.0,19.0,3.0,85.0,12.0,70.0,3.0,0.0,6.0,572.0,91.0,421.0,71.0,337.0,40.0,1.0,20.0,326.0,423.0,69.0,0.0,354.0,35.0,35.0,46.0,11.0,5.0,0.1,96.0,96.0,114.0,19.0,0.0
src/KOKKOS/pair_table_rx_kokkos.cpp,afbc6fc,5.0,39.0,1.0,116.0,669.0,53.0,9.0,9.0,11.0,1.0,45.0,5.0,39.0,1.0,0.0,16.0,837.0,116.0,643.0,140.0,482.0,53.0,2.0,25.0,455.0,601.0,100.0,0.0,501.0,35.0,35.0,46.0,11.0,3.0,0.08,144.0,144.0,172.0,29.0,0.0
src/KOKKOS/pair_multi_lucy_rx_kokkos.cpp,afbc6fc,5.0,27.0,1.0,173.0,720.0,77.0,5.0,5.0,6.0,1.0,33.0,5.0,27.0,1.0,0.0,24.0,969.0,173.0,692.0,173.0,509.0,77.0,2.0,27.0,471.0,601.0,122.0,0.0,479.0,25.0,25.0,30.0,4.0,4.0,0.11,131.0,131.0,149.0,27.0,0.0
src/KOKKOS/pair_table_rx_kokkos.cpp,c877c07,5.0,35.0,1.0,146.0,844.0,51.0,8.0,8.0,9.0,1.0,41.0,5.0,35.0,1.0,0.0,22.0,1040.0,146.0,818.0,203.0,619.0,51.0,2.0,25.0,560.0,730.0,139.0,0.0,591.0,35.0,35.0,46.0,11.0,5.0,0.06,170.0,170.0,201.0,35.0,1.0
src/KOKKOS/pair_table_rx_kokkos.cpp,e4673d7,5.0,35.0,1.0,147.0,837.0,51.0,8.0,8.0,9.0,1.0,41.0,5.0,35.0,1.0,0.0,22.0,1034.0,147.0,811.0,211.0,604.0,51.0,2.0,25.0,561.0,732.0,147.0,0.0,585.0,35.0,35.0,46.0,11.0,5.0,0.06,171.0,171.0,202.0,35.0,0.0
src/pair_hybrid.cpp,95706ac,5.0,24.0,4.0,196.0,639.0,206.0,10.0,10.0,11.0,2.0,34.0,5.0,24.0,4.0,0.0,26.0,1041.0,196.0,624.0,106.0,460.0,206.0,0.0,15.0,485.0,729.0,102.0,0.0,627.0,33.0,33.0,41.0,22.0,5.0,0.33,252.0,252.0,280.0,71.0,1.0
src/reader_native.cpp,95706ac,5.0,27.0,1.0,57.0,222.0,65.0,8.0,8.0,9.0,1.0,32.0,5.0,27.0,1.0,0.0,8.0,343.0,57.0,215.0,31.0,159.0,65.0,0.0,7.0,145.0,211.0,27.0,0.0,184.0,46.0,46.0,55.0,5.0,4.0,0.3,66.0,66.0,75.0,14.0,1.0
