File,Hash,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,human_buggy
src/kspace.cpp,5d12a8f,3.0,30.0,0.0,68.0,428.0,61.0,8.0,8.0,10.0,1.0,33.0,3.0,29.0,0.0,0.0,14.0,557.0,68.0,411.0,30.0,351.0,61.0,1.0,16.0,312.0,431.0,30.0,0.0,401.0,72.0,72.0,81.0,1.0,4.0,0.15,118.0,118.0,141.0,14.0,1.0
src/kspace.cpp,f45b388,3.0,30.0,0.0,68.0,434.0,61.0,8.0,8.0,10.0,1.0,33.0,3.0,30.0,0.0,0.0,14.0,563.0,68.0,417.0,30.0,356.0,61.0,1.0,16.0,318.0,437.0,30.0,0.0,407.0,72.0,72.0,81.0,1.0,4.0,0.15,118.0,118.0,141.0,14.0,0.0
src/KSPACE/ewald_disp.cpp,bf8b5e4,4.0,42.0,6.0,177.0,1210.0,202.0,10.0,10.0,11.0,1.0,48.0,4.0,42.0,6.0,0.0,28.0,1468.0,177.0,1191.0,326.0,920.0,202.0,0.0,19.0,955.0,1222.0,297.0,6.0,919.0,42.0,40.0,54.0,8.0,5.0,0.17,275.0,273.0,312.0,43.0,1.0
src/KSPACE/ewald_disp.cpp,e8b64a9,4.0,43.0,6.0,178.0,1216.0,202.0,10.0,10.0,11.0,1.0,48.0,4.0,43.0,6.0,0.0,28.0,1475.0,178.0,1197.0,326.0,924.0,202.0,0.0,19.0,957.0,1226.0,297.0,6.0,923.0,42.0,40.0,54.0,8.0,5.0,0.17,277.0,275.0,314.0,43.0,0.0
src/kspace.cpp,74adae2,3.0,31.0,0.0,69.0,441.0,61.0,8.0,8.0,10.0,1.0,34.0,3.0,30.0,0.0,0.0,14.0,571.0,69.0,421.0,32.0,359.0,61.0,2.0,19.0,320.0,439.0,32.0,0.0,407.0,72.0,72.0,81.0,1.0,4.0,0.14,118.0,118.0,142.0,14.0,1.0
src/kspace.cpp,aaa76b5,3.0,31.0,0.0,69.0,441.0,61.0,8.0,8.0,10.0,1.0,34.0,3.0,30.0,0.0,0.0,14.0,571.0,69.0,421.0,32.0,359.0,61.0,2.0,19.0,320.0,439.0,32.0,0.0,407.0,72.0,72.0,81.0,1.0,4.0,0.14,118.0,118.0,142.0,14.0,0.0
src/QEQ/fix_qeq_dynamic.cpp,7eca5ed,6.0,23.0,0.0,65.0,200.0,26.0,6.0,6.0,6.0,1.0,29.0,6.0,23.0,0.0,0.0,8.0,291.0,65.0,182.0,34.0,128.0,26.0,0.0,18.0,142.0,190.0,31.0,0.0,159.0,14.0,14.0,15.0,5.0,4.0,0.14,49.0,49.0,50.0,15.0,1.0
src/QEQ/fix_qeq_point.cpp,7eca5ed,5.0,22.0,1.0,37.0,129.0,26.0,5.0,5.0,6.0,1.0,27.0,5.0,22.0,1.0,0.0,5.0,188.0,37.0,112.0,17.0,81.0,26.0,0.0,17.0,80.0,107.0,17.0,0.0,90.0,14.0,14.0,15.0,1.0,7.0,0.23,26.0,26.0,28.0,5.0,1.0
src/QEQ/fix_qeq_shielded.cpp,7eca5ed,5.0,23.0,1.0,49.0,178.0,27.0,5.0,5.0,6.0,1.0,28.0,5.0,23.0,1.0,0.0,7.0,250.0,49.0,161.0,25.0,119.0,27.0,0.0,17.0,121.0,157.0,25.0,0.0,132.0,14.0,14.0,15.0,1.0,7.0,0.17,35.0,35.0,39.0,7.0,1.0
src/QEQ/fix_qeq_dynamic.cpp,72a1dc1,6.0,23.0,0.0,66.0,202.0,26.0,6.0,6.0,6.0,1.0,29.0,6.0,23.0,0.0,0.0,8.0,294.0,66.0,183.0,34.0,129.0,26.0,0.0,19.0,143.0,192.0,31.0,0.0,161.0,15.0,15.0,16.0,5.0,4.0,0.14,50.0,50.0,51.0,15.0,0.0
