hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_buggy_fixes,fastread_buggy_fixes,human_buggy_fixes
51fa33a407c7e6043a8cdb84af80076095cbf07e,2017-01-06 11:14:48,2,2,2,0.9182958340544896,3,3,200.0,16,16.056435185185187,1111,5372.5,1.0467102436717712,736,0,0,0
1a9f2df3d04a2fb4c2574188aba9d0ff069c3268,2017-01-06 11:44:00,1,2,6,0.0,38,0,48.5,12,0.2812577160493827,15,24.5,0.2654293892257185,27,0,0,0
9d46670972740384384357b204315413380ae2f6,2017-01-06 11:44:14,1,1,1,0.0,2,2,329.0,12,0.00016203703703703703,16,28.0,6172.428571428572,28,0,0,0
4d0a6d83bdcbaadc31c76e8600d83fc225aa5f88,2017-01-06 11:51:42,1,2,2,0.0,13,1,164.5,12,0.0025925925925925925,17,29.5,96.92857142857143,30,0,0,0
eb1c6a225c1b9ece60706baa3b40e361e3dc0864,2017-01-06 11:54:30,1,1,1,0.0,1,1,341.0,12,0.0019444444444444446,18,31.0,515.2857142857143,31,0,0,0
6abefe7ef956621d52941fb2f1778665fd6a5e3d,2017-01-06 15:41:41,1,1,3,1.056498003248833,131,305,380.0,15,20.517226080246914,45,87.0,1.035993390651873,88,1,1,1
f995bb43355f412709cf3420d4b215f39d8bbf61,2017-01-06 16:00:35,1,1,2,0.31732389983585857,87,0,344.0,15,0.013125,6,89.5,58.14285714285714,90,0,0,0
ccd09e39676eb76b7b9c21102405a46189eaf26b,2017-01-06 19:04:26,1,2,3,0.0,4,1,126.66666666666669,12,80.68367283950617,23,33.0,1.0041335225100052,34,0,0,0
20a4e365b70041d51420d85d8ec2b7cdac6621b1,2017-01-06 21:30:13,1,1,3,1.2516291673878228,4,2,265.6666666666667,15,81.5962538580247,13,3303.0,1.006867587047832,1850,0,0,0
51e52b477a51614fc24f85aff1cb222e2fa1db89,2017-01-06 21:30:33,1,1,1,0.0,1,5,146.0,11,92.31234953703705,4,3305.0,1.010832786783298,1851,0,0,0
09af780aa8e6bc4890049f13de51f996eeeb89ef,2017-01-06 21:31:39,1,1,1,0.0,3,3,994.0,17,0.39875,60,3306.0,3.5078369905956115,851,0,0,0
a9f0b7d523fa86538d1b1b19e3da8a049ad3f439,2017-01-09 10:39:46,1,73,359,7.0936086461398125,20006,27385,254.29526462395543,15,80.7413133511295,1915,441.0,1.0002063128754377,360,1,0,0
9250a55923cada886b852a9fe2128b66671abcac,2017-01-09 12:24:30,2,2,2,0.9182958340544896,1,2,396.0,15,9.950833333333334,18,621.5,7.899725688219572,253,0,0,0
21cde6261aa476d59e32788b036195c7ebb98498,2017-01-09 12:29:15,1,1,2,0.9402859586706308,12,2,387.5,15,2.8532407407407407,8,91.5,1.2628589972416029,92,1,1,1
ebd25cc07814b6b372628fe848c65bf1dc8db909,2017-01-09 12:40:33,1,1,1,0.0,2,2,483.0,11,95.0276273148148,15,623.0,1.0105232554811363,4,0,0,0
afbc6fc628b68baae2286c1c953a29dd78f1779e,2017-01-09 13:17:23,1,1,2,0.17203694935311378,232,2,392.5,15,0.03342592592592593,10,93.5,23.437673130193907,94,0,0,1
c31f1e9f22524ce03de2a8e9fb823c797b246b7a,2017-01-09 13:36:40,4,13,42,1.0259352773787709,23294,125,249.26190476190484,18,52.90832286155203,1662,5394.5,1.0142741986474508,752,1,0,0
4d5abe64d5cef0e1299bc7d43ac4482f25333d4f,2017-01-09 14:04:03,1,1,2,0.7062740891876007,23,3,507.5,15,0.032407407407407406,12,95.5,24.142857142857146,96,0,0,0
c877c07491e32160f42dbde04a7e34e5f6637b57,2017-01-09 16:21:32,1,1,2,0.8218127305034848,237,59,517.5,15,0.09547453703703704,14,97.5,8.8554976360771,98,0,1,1
e4673d7fa80b40dca606c4cf85f92e2f6d2b098b,2017-01-09 16:36:25,1,1,2,0.6373874992221911,28,34,606.5,15,0.010335648148148148,16,99.5,73.56438969764837,100,0,0,0
1a81da0f739a9530aea5dc1c969ee7668b10c997,2017-01-09 17:03:06,1,1,3,1.2009102795095283,15,6,897.6666666666665,13,88.8409413580247,204,3308.0,1.0062933391586049,854,0,0,0
33412c76edd7f9bbdfff2c61c08dc2d56060fb6b,2017-01-09 17:50:49,1,1,1,0.0,4,3,1896.0,12,76.29506944444445,23,3310.0,1.013107006878448,1852,0,0,0
0db2a07993b430e02318af7844681cab8b0937cd,2017-01-09 17:51:19,1,1,1,0.0,2,2,109.0,15,48.2696412037037,5,3311.0,1.020716955317316,1853,0,0,0
d014e00e534aa2b342d6af6c3c70482439402840,2017-01-09 17:51:38,1,1,1,0.0,4,0,1040.0,15,19.32244212962963,15,3312.0,1.0517532925336892,855,0,0,0
1f6cfb1b317973ae4e7f403090f85b055b6b442e,2017-01-10 10:56:31,1,1,1,0.0,5,4,69.0,12,4.805208333333334,10,21.0,1.2081075222198137,13,0,0,0
d06688bb9170b4f57af529cee1339bbacf608fe7,2017-01-10 12:11:20,1,1,2,0.06952964699480782,124,116,15.5,9,47.44296875,2,130.5,1.01053896948639,28,0,0,0
95706ac846fba3fdf2a84e95a406e0b96dd0dd17,2017-01-10 12:29:22,2,2,6,1.464307286637151,308,92,182.0,12,257.47938271604943,58,3315.5,1.0033181235657027,859,1,0,1
5d5751be190b198c8e8c48526d40217e0c443255,2017-01-10 12:38:48,1,1,1,0.0,3,3,173.0,15,0.8349884259259259,9,101.0,2.197621390848731,101,0,0,0
92d15d4a8931286cb53ea321f4bcd4cabc579e3d,2017-01-10 12:52:37,1,1,4,1.158566136163541,146,138,261.75,12,0.01614583333333334,52,3320.5,33.258064516129025,863,1,0,1
7839c335da140fdada66041f0b4be0de216d77e9,2017-01-10 13:05:00,2,2,2,0.7642045065086203,6,3,395.0,15,132.96929398148148,19,624.5,1.488202321768709,254,0,0,0
55aa91be6b88670dc16658883e30bfe0710e695e,2017-01-10 13:07:22,1,1,2,0.6840384356390417,8,3,603.5,15,0.4373321759259259,19,102.5,2.1565619450785802,103,0,0,0
ee9e7cfbd5e398f5fc6eb0be1956df601ddfbbda,2017-01-10 13:22:36,1,1,1,0.0,6,2,669.0,15,0.012222222222222223,19,626.0,82.81818181818181,363,0,0,0
622d9268491d31d0060d8bf9b62900c9b0ccc892,2017-01-10 13:41:35,1,2,2,1.0,2,2,103.5,5,1001.8982638888887,14,3323.5,1.0007485789995174,68,0,0,0
7162cafdf5a57ddb9e49dedc4755ce0ce685109f,2017-01-10 14:46:30,1,1,1,0.0,2,2,673.0,15,0.058263888888888886,20,627.0,18.16328963051252,364,0,0,0
d26f1403cdb70e88abd9f9d8dced12a3ef16bd51,2017-01-10 15:22:52,1,1,1,0.0,4,4,969.0,15,7.146805555555557,7,85.0,1.139922653866335,85,0,1,1
d65676e981bdb5d8a9cc2c4dad9c8dfb09ea1d74,2017-01-10 16:08:55,1,1,1,0.0,1,4,175.0,15,0.1260763888888889,11,104.0,8.931699256403196,104,0,0,0
1d0e600ab74b0a9c26ed0440e8ea7bd4c23639d8,2017-01-10 23:47:14,1,1,2,0.9023932827949788,23,21,1029.5,13,83.47830439814814,35,3325.5,1.0100820285970484,1857,0,0,0
34cb4027df01d53f1b9c1797696fd0b07df2adad,2017-01-11 07:46:07,1,1,1,0.0,4,4,3063.0,11,97.60579861111113,11,3327.0,1.010245292946009,388,0,0,0
9f4e5e06616cb5e66fe4bdb4c62930f358c78110,2017-01-11 09:11:35,1,1,11,3.3251974699826423,12,53,166.63636363636363,15,17.642323232323236,117,110.0,1.0317214038123814,115,0,0,0
6a9a0e8c334f60ccc8a6e4a8ff19308cac09a156,2017-01-11 09:25:13,1,1,3,0.2051630301791716,148,150,496.0,15,0.5249498456790124,65,117.0,36.809258242837394,118,0,0,0
b5ff41f5efedd0aea4674263c7f4d620308e3100,2017-01-11 11:10:33,1,1,1,0.0,114,85,1035.0,15,0.07314814814814814,11,119.0,14.670886075949365,119,0,0,0
cb9fdf7801bed0d31e08286fee04655f13ea0435,2017-01-11 11:44:54,1,1,3,0.4148044049011704,163,95,447.33333333333326,15,11.083777006172841,35,121.0,1.0301398829648054,122,1,1,1
c2bb20e60f8396158f6f712386a54a75b7d5ac43,2017-01-11 11:54:01,1,1,2,0.27376916868294177,43,42,648.0,15,0.006331018518518519,27,123.5,119.46435100548443,124,0,0,0
41804ff52464f6c60ae3a0b32ead2f0a5386d733,2017-01-11 12:42:05,1,1,2,0.2643151137473586,126,119,648.5,15,0.033379629629629634,29,125.5,23.46879334257975,126,1,1,1
fdb6b91e29166f0882169946718b1c2d69c114ac,2017-01-11 12:50:32,1,1,1,0.0,71,73,1152.0,15,0.005868055555555554,15,127.0,171.41420118343197,127,0,0,0
5dcbbba4ce53654bc40dc363872878358bfc73b5,2017-01-11 13:15:01,1,2,4,0.6487357423575351,50,49,453.0,15,2.849375,155,129.5,22.039471034374838,131,1,1,1
52761aee0dc0ab1a6319c9d8ab7baa1f6940351b,2017-01-11 13:18:13,1,1,2,1.0,2,2,632.0,15,0.033512731481481484,28,132.5,16.175515005038427,133,0,0,0
6950a991624ebf77c3a67bcd9c8bc8c54db3d6d2,2017-01-11 19:49:58,1,1,1,0.0,5,1,142.0,11,4.930150462962963,5,3328.0,1.202833566138063,1858,0,0,0
8e1cf6643c00d9886797570f9820dc1e13fb974a,2017-01-11 20:59:40,1,1,1,0.0,1,1,1149.0,12,65.43460648148148,45,3329.0,1.015282433161465,864,0,0,0
0b081b0086ad2a7c1ce1bf21afe4b3e32190c4b7,2017-01-11 21:05:32,1,1,2,0.9656361333706098,23,23,517.0,12,65.43868055555555,67,3330.5,1.0114611112820846,866,0,0,0
3580e5409de58417370feae7eb7727ef9480fbde,2017-01-12 09:00:07,1,1,1,0.0,1,1,673.0,15,1.7594560185185186,21,628.0,1.5683574863337653,365,0,0,0
1229f6f60b5067d2bd87335c4ae2fbcfcb7ac765,2017-01-12 10:15:18,1,1,1,0.0,1,1,439.0,11,94.14940972222222,10,7.0,1.0106214155027673,3,0,0,0
c94030d966312e8340ddeb0b4a6fdf38fed29019,2017-01-12 13:37:53,1,1,13,2.8431390622295662,15,17,253.61538461538458,15,4.183175747863249,154,140.0,1.0964543130401674,146,0,0,0
f51ddf8450a0e043a1352eb0042b485a85a61a13,2017-01-12 13:50:02,1,1,1,0.0,1,1,70.0,12,2.1204976851851853,11,22.0,1.4715874046864,14,0,0,0
0c3b9426862c4da7730834a194a6e936c7593a7a,2017-01-12 13:50:30,1,1,1,0.0,3,3,278.0,15,0.008761574074074073,45,147.0,115.1347424042272,147,0,0,0
4dab6737ba59e402bf9a7609e66e24a75c313699,2017-01-12 14:15:42,1,1,1,0.0,0,14,1150.0,15,1.0399189814814815,18,148.0,1.9616133735489545,148,0,0,0
cce10f6dff0dc0c28729e5787e9bc998751692b5,2017-01-12 14:19:10,1,1,1,0.0,0,33,151.0,15,1.0445486111111109,17,149.0,1.957351327992554,149,0,0,0
0635151e2db0e53b3680f5bc8613c078e99cf901,2017-01-12 16:22:24,1,1,1,0.0,2,1,2073.0,16,0.0,168,631.0,0.0,257,0,0,0
630783c8e852436e1f477e5062d65232fe57afa5,2017-01-12 16:22:24,1,1,1,0.0,2,1,2072.0,16,9.54,167,629.0,1.1048218029350103,255,1,0,0
5b7ab135dd849b2dbc74118036e872a1e20d2c43,2017-01-12 16:22:38,1,1,1,0.0,2,0,239.0,14,0.0,25,632.0,0.0,258,0,0,0
daf766d4f89f4a1b2ed6024798c98c68dd9369f5,2017-01-12 16:22:38,1,1,1,0.0,2,0,237.0,14,29.192060185185184,24,630.0,1.0342558899117198,256,1,0,0
6bd17be454d2b50e80a02f8941dd035dab29f43c,2017-01-12 16:58:27,1,1,1,0.0,2,1,70.0,12,0.1308449074074074,12,23.0,8.64263600176913,15,0,0,0
aaa7dca21bfadba2cc04c42450e09af50f58b61c,2017-01-12 17:13:02,1,1,1,0.0,1,1,71.0,12,0.010127314814814816,13,24.0,99.74285714285715,16,0,0,0
e8e03dd4409285dad3d119df8480c0c81ae1834d,2017-01-12 23:44:33,1,1,1,0.0,10,11,684.0,11,94.62805555555555,13,3332.0,1.0105676904606045,867,0,0,0
c59bcf31d1c2558c6f41e558f1a95ad1f2dc581f,2017-01-13 08:10:51,1,1,3,1.584962500721156,3,3,163.0,16,94.69163194444445,20,3334.0,1.0142073472871782,870,0,0,0
c15d6580da4174c247b9dc6af108b02b6b3aa47c,2017-01-13 10:01:22,1,1,1,0.0,2,2,969.0,15,2.776736111111111,8,633.0,1.3601350506439915,259,1,1,1
2a35fa7a4e253facc698e834d47a0ccb2cd2cace,2017-01-13 10:37:31,1,2,7,1.9603408042713253,338,6,69.42857142857143,15,154.56515376984132,85,637.0,1.8254929355721707,266,1,1,1
a42a666142cdab572ee6bac9ef81559f9c02ceb8,2017-01-13 13:23:26,1,1,2,0.1831220683013728,164,52,627.0,15,0.9625,37,150.5,1.7785719276879919,151,1,1,1
78498715b49d2460778cd573f69d1d06ff31e750,2017-01-13 13:32:15,1,1,1,0.0,2,2,994.0,17,6.667083333333332,61,132.0,1.149990625585901,91,0,0,0
78498715b49d2460778cd573f69d1d06ff31e750,2017-01-13 13:32:15,1,1,1,0.0,2,2,994.0,17,6.667083333333332,61,132.0,1.149990625585901,91,0,0,0
78498715b49d2460778cd573f69d1d06ff31e750,2017-01-13 13:32:15,1,1,1,0.0,2,2,994.0,17,6.667083333333332,61,132.0,1.149990625585901,91,0,0,0
78498715b49d2460778cd573f69d1d06ff31e750,2017-01-13 13:32:15,1,1,1,0.0,2,2,994.0,17,6.667083333333332,61,132.0,1.149990625585901,91,0,0,0
96259ea2d2bdbf44fdbb8fc8ec8b795422a2cc11,2017-01-13 13:36:54,3,8,38,4.207115535398535,13350,3,66.60526315789474,19,0.19273239522417154,33,18.5,1.0914656824649938,17,1,0,0
2b2998052c567719d6076435b640186105dda2ce,2017-01-13 13:50:21,1,1,2,0.345117314944953,121,3,38.0,15,0.13391203703703702,2,641.5,6.600691443388072,268,0,0,0
61cff85435f440df9398266d6169442fc18ad13a,2017-01-13 14:35:35,1,1,1,0.0,2,2,994.0,17,0.04398148148148148,62,3336.0,23.73684210526316,871,0,0,0
688df1c2542cef4461b99e99632cce54dd0eb51d,2017-01-13 14:40:36,1,1,2,0.4059770384755711,20,17,683.0,15,0.05358796296296296,39,152.5,14.995680345572353,153,0,0,0
374abea0f03f1cca8f859bb89b68e2d14be41cbc,2017-01-13 18:09:45,1,2,5,1.9219280948873625,5,0,171.2,19,37.23152546296296,22,3339.0,1.3071105178471325,1863,0,0,0
98ceb6feb1bfe914c348a2c77440bc4d11b86ff7,2017-01-13 18:11:23,1,1,1,0.0,2,0,636.0,19,0.3989467592592593,10,3342.0,3.506600133453248,1864,0,0,0
afaacc61739c567ecea2326a83fbd17805f5d036,2017-01-13 18:32:32,1,2,4,1.0136405782446891,59,1,375.0,18,9.785700231481481,194,3344.5,1.0819717175947543,875,0,0,0
fe8caa8a563387cebb9a2f9baf3a7ef64618eef9,2017-01-13 18:33:32,1,1,8,2.7886314048691268,23,24,796.0,19,0.4143287037037037,8,3350.5,1.8199580184048587,883,0,0,0
5d48bfdcab05c470832a21d4655367b0aa0a77f5,2017-01-13 18:40:34,1,1,13,2.7894187156807426,734,732,543.7692307692306,19,0.1961128917378917,20,3361.0,17.478820077526304,896,1,0,0
b988b294133f14f246712e2f746ec75ddf6fe9bc,2017-01-13 18:43:35,1,1,2,1.0,2,4,271.0,19,0.0020949074074074073,5,3368.5,359.01104972375697,898,0,0,0
8360e70f4ebd97252468e5cab21dad75eb06533e,2017-01-13 18:56:45,1,2,10,3.0045695303991966,4644,4656,480.6,19,0.2582708333333333,6,3374.5,2.149955634427684,78,0,0,0
fa00e0593fc7493ad925a628561dd6fab1a2e8bc,2017-01-14 15:39:37,1,1,2,0.5159469300074474,22,4,1011.0,15,26.073935185185185,20,0.5,0.5095881192548966,1,0,0,0
b220850377e52217e25ef90efd16912544f8819b,2017-01-14 16:16:02,1,1,2,0.18116640155354566,20,53,881.5,14,54.69984375,9,2.5,1.0176814295068786,3,0,0,0
5821fe8dd56351b7f8a830f24677f2bf28ff1fb8,2017-01-14 17:06:23,1,1,1,0.0,2,2,634.0,5,394.2640162037037,9,3380.0,1.0025363714640478,899,0,0,0
4a09399dc64ccb802e91ca3cc893b660d85a233d,2017-01-14 17:13:22,1,1,1,0.0,4,3,257.0,10,129.08800925925925,2,3381.0,1.0077466528900574,900,1,0,0
473a3ebeeff26b4d7e560e88d2f928ec1888bc50,2017-01-15 12:05:19,1,1,1,0.0,2,0,2074.0,16,2.738136574074074,169,3382.0,1.3652118778400084,901,1,0,0
f3a82f454eeae73fe62fe722585bf4f0c58eac99,2017-01-16 08:42:23,1,1,2,0.6500224216483541,9,3,264.0,11,58.027274305555544,13,6.5,1.0130294603556091,4,0,0,0
5abd6e5122508132f20a3445f83d15b4b4f065a8,2017-01-16 11:08:48,1,1,2,0.9959094138937686,50,43,1047.0,12,75.88443287037038,38,3383.5,1.009883450025662,903,1,1,1
3f46b6d7829a37664f71e107a7dbb2c4957f9b21,2017-01-16 11:15:54,1,1,2,0.9182958340544896,1,2,1050.5,12,0.004930555555555554,40,3385.5,153.11267605633802,905,0,0,0
0a2b78acb8772ac245e465754116e70e47eaa4e1,2017-01-16 15:47:02,2,2,2,0.41381685030363374,5,7,317.0,6,0.9724479166666666,10,3387.5,0.7570831771195973,906,0,0,0
2f13365cf5f3ef8cbb3cf1302d960c6f1062d9f0,2017-01-16 17:08:00,1,1,1,0.0,1,1,2010.0,8,138.07065972222222,28,3389.0,1.007242668370035,907,0,0,0
5cd856c97f977ddba1a25dbdbf4c2bb4d137b286,2017-01-17 09:02:56,3,3,16,1.4052379603646867,233,183,910.125,17,218.55724971064808,535,5423.5,1.0115342899283148,766,0,0,0
d2fc88a626e38213641c6f2bbfa31e29ce4f7b0d,2017-01-17 10:14:53,2,2,3,1.1897319168207328,10,9,4102.666666666667,18,33.260509259259265,1125,5433.0,1.049376416114152,767,0,0,0
91d68e26eff86b7e1fe50bb3786b13b7f6a07b30,2017-01-17 12:26:00,1,1,1,0.0,5,0,147.0,15,4.075335648148148,1,643.0,1.2453785617521846,269,0,0,0
01609f55e2b33c001539de2a6387f50d4b8554ea,2017-01-17 12:47:59,1,1,2,1.0,4,4,196.0,14,28.063055555555554,6,133.5,1.0267255288190285,93,0,0,0
8b4130c0cbbbf6bfb69e01d51f5ba47c94ecd3ed,2017-01-17 13:28:55,1,1,2,1.0,17,1,130.5,15,2.081359953703704,3,644.5,12.563822383707864,271,0,0,0
4eb08a5822c5470b914e4718278b5343df047635,2017-01-17 15:55:39,1,1,2,0.5435644431995964,7,1,332.5,15,28.936377314814816,18,135.5,1.0259189321399955,95,0,0,0
5569c4c130c08656ddf4313127effcd039185bf6,2017-01-17 16:19:25,1,1,1,0.0,3,3,1946.0,14,33.20873842592592,2,646.0,1.0301125561343003,272,0,0,0
96636c7514a8fa9f978e3bbb42972a986e458285,2017-01-17 16:43:55,1,1,2,0.6840384356390417,20,2,728.0,15,14.254861111111113,18,647.5,1.0526136308276903,274,0,0,0
b38733e5a2b73e6f1a3d6ec37958bc68251f2bca,2017-01-18 10:15:06,1,1,1,0.0,4,4,1238.0,15,0.7299884259259259,14,649.0,2.369884733078594,275,0,0,0
2d32fa8ccb046159155212e36b09b663608525d5,2017-01-18 12:53:40,1,1,1,0.0,28,17,1946.0,14,0.8571180555555555,3,650.0,2.1667004253595303,276,0,0,0
e05b1322895337ed3653b74adebfc54208db3649,2017-01-18 14:18:35,1,1,1,0.0,2,1,567.0,14,15.1728125,8,651.0,1.0659073589685502,277,0,0,0
116ae9d0c42aa949f9478a95ba20654804442381,2017-01-18 14:51:35,1,1,1,0.0,1,1,1238.0,15,0.1920023148148148,15,652.0,6.208270540719753,278,0,0,0
05cafb716fcbafd6e4c8417ea8ab65cd04bbfeb8,2017-01-18 15:51:50,1,1,1,0.0,1,0,450.0,14,29.19072916666667,10,137.0,1.0342574518879069,96,0,0,0
f6cd98636b8ba24ff45029956a3ceb4226c21ba2,2017-01-18 16:17:11,1,1,2,0.5435644431995964,7,1,269.5,14,51.559079861111115,15,138.5,29.40721567037498,98,0,0,0
