hash,time,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_buggy_fixes,fastread_buggy_fixes,human_buggy_fixes
410549ec46b33a92ed123579b03e9f1fe134762e,2015-05-15 19:57:28,1,1,1,0.0,0,0,0.0,4,51.1581712962963,56,60947.0,1.01954721943066,14284,0,0,0
aef75ace77e7d1b71da42c81d1696c3469186401,2015-05-15 22:41:51,1,2,3,1.0770789227168105,57,0,1391.0,5,35.34225308641975,196,1023.0,1.0932670510853189,370,1,1,1
26c09979f3b0e96253e932008db514ad2f8f3eea,2015-05-15 23:09:00,1,1,1,0.0,4,0,275.0,5,3.9946296296296295,30,1025.0,1.2503360993927033,371,0,0,0
bff094784db4527ef0ad5b19ad55be222abe2c27,2015-05-18 16:04:42,1,1,1,0.0,0,4,279.0,5,2.7053472222222217,31,1026.0,1.3696383191724208,372,0,0,0
b2b721f5fbff03a7fd330f9dc3221f7639f8883b,2015-05-18 16:10:20,1,1,2,1.0,12,2,320.0,4,6.704791666666668,38,1027.5,1.1118602989155766,284,0,0,0
d9be5d7d63d3977505be4c8e3335bbb4f2a70396,2015-05-18 21:06:56,1,1,1,0.0,5,5,2132.0,5,2.934085648148148,62,1029.0,1.3408216800457584,373,1,1,1
f110488db0063af94c91cf7a8e501492735cd172,2015-05-18 21:08:06,1,1,2,0.1792560669283215,37,0,1049.0,5,2.934895833333333,137,1030.5,1.2555456965394851,375,0,0,0
9d8ec277cb3f5413b0327b8437187c23d86366c5,2015-05-19 19:13:31,1,1,2,1.0,4,4,226.5,4,255.8320023148148,128,60948.5,1.0029316113434357,14286,0,0,0
43d738e168b20de066557ec68c0f7f383b855491,2015-05-21 19:10:38,1,1,1,0.0,7,3,1150.0,5,170.70484953703703,69,60950.0,1.0058580643883994,27796,0,0,0
547f57090441b9b4c3570aaa3bf21873c3706d72,2015-06-04 14:32:54,1,1,2,1.0,6,2,387.0,4,366.92726851851853,50,60951.5,1.0020440018073014,14288,0,0,0
