index,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Bugs
103,membrane-leaflets.py,3.0,3.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,11.0,16.0,4.0,12.0,24.0,3.0,0.0,16.0,4.0,12.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.5,3.0,3.0,3.0,1.0,8
104,membrane-parameters.py,4.0,4.0,4.0,3.0,36.0,2.0,8.0,2.0,0.0,2.0,1.0,137.0,30.0,76.0,7.0,69.0,38.0,25.0,1.0,49.0,7.0,42.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,3.0,0.5,8.0,8.0,8.0,7.0,8
105,multimers-analysis.py,4.0,4.0,4.0,2.0,25.0,3.0,18.0,6.0,0.0,8.0,7.0,256.0,47.0,141.0,10.0,131.0,69.0,2.0,0.0,136.0,10.0,126.0,2.0,2.0,2.0,1.0,13.0,13.0,13.0,6.0,4.0,0.49,35.0,35.0,35.0,19.0,8
106,nativecontacts.py,3.0,3.0,3.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0,18.0,20.0,4.0,16.0,29.0,4.0,1.0,20.0,4.0,16.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.45,3.0,3.0,3.0,1.0,6
107,pdb2charmm.py,2.0,2.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,8.0,12.0,4.0,8.0,7.0,2.0,0.0,12.0,4.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.58,2.0,2.0,2.0,1.0,6
108,potential_profile.py,3.0,3.0,3.0,1.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0,14.0,38.0,3.0,35.0,27.0,3.0,0.0,37.0,3.0,34.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,0.71,3.0,3.0,3.0,1.0,8
109,radial_distribution_function.py,5.0,5.0,5.0,1.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,107.0,22.0,55.0,8.0,47.0,37.0,16.0,1.0,55.0,8.0,47.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,2.0,0.67,5.0,5.0,5.0,1.0,9
110,rmsd.py,2.0,2.0,2.0,1.0,41.0,11.0,21.0,24.0,0.0,2.0,1.0,117.0,28.0,56.0,9.0,47.0,38.0,3.0,0.0,56.0,9.0,47.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,0.68,5.0,5.0,5.0,2.0,9
111,rmsd_groups.py,1.0,1.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,14.0,49.0,4.0,45.0,24.0,1.0,0.0,37.0,4.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.49,1.0,1.0,1.0,1.0,6
112,rmsfit.py,4.0,4.0,4.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,13.0,27.0,7.0,20.0,10.0,5.0,1.0,26.0,7.0,19.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,0.37,4.0,4.0,4.0,1.0,8
113,rmsfit_qcp.py,2.0,2.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0,16.0,36.0,4.0,32.0,30.0,2.0,0.0,31.0,4.0,27.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.83,2.0,2.0,2.0,1.0,10
114,rotational_autocorrelation.py,1.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,7.0,15.0,3.0,12.0,6.0,1.0,0.0,14.0,3.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,1.0,1.0,1.0,1.0,8
115,schlitter_determ.py,2.0,2.0,2.0,1.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,6.0,33.0,5.0,28.0,24.0,2.0,0.0,33.0,5.0,28.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.73,2.0,2.0,2.0,1.0,8
116,schlitter_quasiharmonic.py,4.0,4.0,4.0,1.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,10.0,44.0,3.0,41.0,4.0,8.0,1.0,44.0,3.0,41.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,0.09,4.0,4.0,4.0,1.0,6
119,libxdrfile2.py,1.0,1.0,1.0,1.0,6.0,0.0,4.0,0.0,1.0,18.0,17.0,513.0,133.0,104.0,23.0,81.0,277.0,8.0,1.0,101.0,23.0,78.0,4.0,4.0,4.0,1.0,6.0,6.0,6.0,6.0,2.0,2.66,31.0,31.0,31.0,27.0,15
121,datafiles.py,1.0,1.0,1.0,1.0,146.0,0.0,0.0,0.0,0.0,1.0,0.0,210.0,36.0,147.0,1.0,146.0,55.0,1.0,0.0,98.0,1.0,97.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.37,1.0,1.0,1.0,1.0,23
122,test_altloc.py,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,5.0,5.0,57.0,6.0,35.0,11.0,24.0,17.0,0.0,0.0,35.0,11.0,24.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.49,6.0,6.0,6.0,5.0,9
123,test_analysis.py,1.0,1.0,1.0,1.0,7.0,0.0,6.0,1.0,9.0,34.0,34.0,366.0,61.0,241.0,72.0,163.0,70.0,0.0,0.0,216.0,67.0,149.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,7.0,2.0,0.29,47.0,47.0,47.0,40.0,17
124,test_atomgroup.py,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,24.0,290.0,289.0,1902.0,398.0,1349.0,346.0,1003.0,184.0,2.0,0.0,1209.0,331.0,878.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,2.0,0.14,321.0,321.0,321.0,290.0,25
125,test_coordinates.py,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,106.0,384.0,384.0,3436.0,691.0,2454.0,608.0,1838.0,371.0,0.0,0.0,2041.0,516.0,1525.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,1.0,3.0,0.15,491.0,491.0,491.0,384.0,23
126,test_distances.py,1.0,1.0,1.0,1.0,10.0,0.0,9.0,1.0,7.0,47.0,46.0,591.0,95.0,426.0,70.0,356.0,97.0,1.0,0.0,370.0,69.0,301.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,2.0,0.23,56.0,56.0,56.0,47.0,10
127,test_libxdrfile2.py,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,3.0,8.0,7.0,82.0,20.0,37.0,14.0,23.0,26.0,2.0,0.0,35.0,14.0,21.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.7,10.0,10.0,10.0,8.0,9
128,test_modelling.py,1.0,1.0,1.0,1.0,10.0,1.0,8.0,1.0,2.0,15.0,14.0,221.0,44.0,139.0,34.0,105.0,38.0,2.0,0.0,124.0,31.0,93.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,0.27,24.0,24.0,24.0,15.0,12
129,test_mol2.py,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,6.0,6.0,70.0,10.0,39.0,12.0,27.0,21.0,0.0,0.0,39.0,12.0,27.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.54,7.0,7.0,7.0,6.0,11
130,test_nuclinfo.py,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,7.0,6.0,72.0,15.0,36.0,13.0,23.0,21.0,1.0,0.0,32.0,13.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.58,7.0,7.0,7.0,7.0,9
131,test_parallel.py,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,12.0,11.0,101.0,16.0,62.0,18.0,44.0,23.0,2.0,0.0,51.0,18.0,33.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.37,13.0,13.0,13.0,12.0,8
132,test_pdbqt.py,1.0,1.0,1.0,1.0,6.0,0.0,5.0,1.0,1.0,7.0,7.0,78.0,12.0,45.0,15.0,30.0,23.0,0.0,0.0,43.0,15.0,28.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.51,8.0,8.0,8.0,7.0,11
133,test_qcprot.py,1.0,1.0,1.0,1.0,42.0,5.0,31.0,5.0,0.0,2.0,2.0,127.0,22.0,67.0,6.0,61.0,38.0,0.0,0.0,63.0,6.0,57.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.57,2.0,2.0,2.0,2.0,8
134,test_reader_api.py,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,7.0,38.0,37.0,221.0,50.0,140.0,46.0,94.0,31.0,1.0,0.0,135.0,46.0,89.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,0.22,42.0,42.0,42.0,40.0,11
135,test_selections.py,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,6.0,58.0,58.0,374.0,72.0,257.0,76.0,181.0,49.0,0.0,0.0,245.0,70.0,175.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.19,58.0,58.0,58.0,58.0,9
136,test_streamio.py,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,4.0,31.0,30.0,311.0,43.0,251.0,46.0,205.0,25.0,1.0,0.0,184.0,45.0,139.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.1,33.0,33.0,33.0,31.0,14
137,test_topology.py,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,45.0,116.0,116.0,1147.0,284.0,715.0,174.0,541.0,168.0,0.0,0.0,639.0,170.0,469.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,2.0,0.23,133.0,133.0,133.0,116.0,14
138,test_tprparser.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,205.0,74.0,93.0,60.0,33.0,39.0,0.0,0.0,73.0,40.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,7
139,test_transformations.py,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,84.0,73.0,72.0,761.0,176.0,561.0,161.0,400.0,24.0,1.0,0.0,529.0,161.0,368.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.04,75.0,75.0,75.0,73.0,7
140,test_units.py,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,4.0,12.0,12.0,99.0,21.0,58.0,23.0,35.0,23.0,0.0,0.0,48.0,21.0,27.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.4,15.0,15.0,15.0,12.0,7
141,test_util.py,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,6.0,55.0,55.0,346.0,70.0,241.0,78.0,161.0,35.0,0.0,0.0,216.0,71.0,145.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,3.0,0.15,65.0,65.0,65.0,55.0,14
142,test_velocities_forces.py,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,4.0,12.0,12.0,120.0,20.0,74.0,22.0,52.0,26.0,0.0,0.0,58.0,21.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.35,12.0,12.0,12.0,12.0,11
143,ez_setup.py,2.0,2.0,2.0,1.0,18.0,0.0,14.0,3.0,0.0,12.0,11.0,262.0,38.0,177.0,29.0,148.0,50.0,4.0,1.0,154.0,27.0,127.0,3.0,3.0,3.0,1.0,8.0,8.0,8.0,5.0,3.0,0.28,34.0,34.0,34.0,21.0,13
144,modeller_make_A6PA6_alpha.py,1.0,1.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,7.0,15.0,2.0,13.0,14.0,1.0,0.0,15.0,2.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.93,1.0,1.0,1.0,1.0,6
145,setup.py,3.0,3.0,3.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,0.0,128.0,22.0,72.0,6.0,66.0,37.0,4.0,1.0,16.0,6.0,10.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.51,3.0,3.0,3.0,1.0,32
146,__future__.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
147,_collections_abc.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
148,_compat_pickle.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
149,_compression.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150,_dummy_thread.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
151,_py_abc.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
152,_pydecimal.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
153,_sitebuiltins.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
154,_threading_local.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
155,_weakrefset.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
157,argparse.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
158,ast.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
159,base64.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160,bdb.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
161,bisect.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
162,bz2.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
163,calendar.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
165,code.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
166,codecs.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
167,codeop.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
170,configparser.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
171,contextlib.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
172,contextvars.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
173,copy.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
174,copyreg.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
175,csv.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
177,_endian.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
178,wintypes.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
179,datetime.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
180,decimal.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
181,difflib.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
182,dis.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
184,archive_util.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
185,ccompiler.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
186,cmd.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
189,debug.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
190,dep_util.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
191,dir_util.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
195,fancy_getopt.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
196,file_util.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
197,filelist.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
198,log.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
199,spawn.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200,sysconfig.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
203,doctest.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
204,dummy_threading.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
206,_encoded_words.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
