File,index,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_bugs,keyword_bugs,human_bugs
lammps/src/fix.h,3,0.0,1.0,0.0,48.0,195.0,92.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,86.0,279.0,48.0,191.0,187.0,46.0,92.0,0.0,4.0,120.0,208.0,185.0,0.0,23.0,1.0,1.0,1.0,1.0,0.0,0.48,86.0,86.0,86.0,86.0,0,1,0
lammps/src/MISC/fix_viscosity.cpp,4,6.0,33.0,4.0,53.0,211.0,44.0,10.0,10.0,11.0,3.0,43.0,6.0,33.0,4.0,0.0,6.0,308.0,53.0,200.0,33.0,157.0,44.0,0.0,11.0,156.0,215.0,32.0,0.0,183.0,31.0,31.0,39.0,15.0,6.0,0.22,57.0,57.0,68.0,20.0,0,0,0
lammps/src/atom.h,10,0.0,2.0,0.0,86.0,198.0,273.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0,512.0,86.0,194.0,186.0,6.0,273.0,0.0,4.0,188.0,192.0,185.0,0.0,7.0,3.0,3.0,3.0,3.0,1.0,1.41,6.0,6.0,6.0,6.0,3,9,3
lammps/src/domain.h,11,0.0,6.0,0.0,26.0,98.0,183.0,4.0,4.0,7.0,4.0,6.0,0.0,6.0,0.0,1.0,1.0,269.0,26.0,93.0,85.0,5.0,183.0,0.0,5.0,85.0,90.0,83.0,0.0,7.0,4.0,4.0,7.0,4.0,1.0,1.97,4.0,4.0,7.0,4.0,1,4,1
lammps/src/pointers.h,15,0.0,11.0,0.0,14.0,57.0,19.0,1.0,1.0,1.0,1.0,11.0,0.0,11.0,0.0,1.0,2.0,90.0,14.0,48.0,45.0,0.0,19.0,0.0,9.0,21.0,25.0,25.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4,2.0,2.0,2.0,2.0,0,0,0
lammps/src/USER-OMP/pppm_cg_omp.h,17,0.0,1.0,0.0,13.0,31.0,12.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,56.0,11.0,22.0,18.0,0.0,12.0,3.0,8.0,14.0,15.0,15.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.55,1.0,1.0,1.0,1.0,0,0,0
lammps/src/USER-OMP/thr_omp.h,19,0.0,12.0,0.0,33.0,128.0,40.0,2.0,2.0,2.0,2.0,13.0,0.0,8.0,0.0,1.0,3.0,198.0,32.0,107.0,84.0,12.0,39.0,9.0,16.0,56.0,62.0,48.0,1.0,13.0,5.0,5.0,5.0,5.0,3.0,0.36,7.0,7.0,7.0,7.0,0,0,0
lammps/src/USER-CUDA/compute_temp_cuda.cpp,20,3.0,21.0,0.0,31.0,144.0,40.0,5.0,5.0,6.0,1.0,24.0,3.0,21.0,0.0,0.0,6.0,215.0,31.0,129.0,33.0,95.0,40.0,0.0,15.0,96.0,133.0,36.0,0.0,97.0,13.0,13.0,13.0,1.0,4.0,0.31,32.0,32.0,33.0,6.0,0,0,0
lammps/src/USER-CUDA/compute_temp_cuda.h,24,0.0,1.0,0.0,13.0,29.0,34.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,76.0,11.0,20.0,17.0,0.0,34.0,3.0,8.0,14.0,16.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.7,1.0,1.0,1.0,1.0,0,0,0
lammps/src/USER-CUDA/user_cuda.h,28,0.0,3.0,0.0,26.0,108.0,28.0,1.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,159.0,26.0,95.0,84.0,4.0,28.0,1.0,13.0,82.0,87.0,83.0,0.0,4.0,1.0,1.0,3.0,1.0,0.0,0.29,3.0,3.0,5.0,3.0,0,0,0
lammps/src/fix_tmd.cpp,30,4.0,27.0,1.0,93.0,393.0,63.0,6.0,6.0,7.0,1.0,32.0,4.0,26.0,1.0,0.0,14.0,548.0,91.0,367.0,68.0,279.0,63.0,9.0,22.0,274.0,354.0,69.0,0.0,285.0,26.0,26.0,32.0,10.0,5.0,0.17,78.0,78.0,94.0,23.0,3,3,3
lammps/src/memory.h,33,0.0,8.0,0.0,91.0,426.0,129.0,2.0,2.0,2.0,1.0,9.0,0.0,8.0,0.0,1.0,43.0,646.0,91.0,414.0,175.0,225.0,129.0,2.0,12.0,279.0,356.0,114.0,0.0,242.0,5.0,5.0,5.0,1.0,4.0,0.31,76.0,76.0,76.0,43.0,0,0,0
lammps/lib/atc/WeakEquationDiffusion.h,36,0.0,2.0,0.0,12.0,27.0,12.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,50.0,12.0,21.0,16.0,3.0,12.0,0.0,6.0,9.0,13.0,10.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.57,3.0,3.0,3.0,3.0,0,0,0
lammps/lib/atc/WeakEquation.h,39,0.0,2.0,0.0,24.0,60.0,24.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,19.0,108.0,24.0,54.0,51.0,10.0,24.0,0.0,6.0,28.0,38.0,28.0,0.0,10.0,1.0,1.0,1.0,1.0,0.0,0.44,19.0,19.0,19.0,19.0,0,0,0
lammps/src/KOKKOS/pair_tersoff_zbl_kokkos.h,40,0.0,3.0,0.0,53.0,158.0,31.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,6.0,239.0,51.0,145.0,131.0,8.0,31.0,5.0,10.0,124.0,129.0,73.0,0.0,56.0,1.0,1.0,1.0,1.0,0.0,0.21,6.0,6.0,6.0,6.0,1,4,1
lammps/src/KOKKOS/pair_kokkos.h,42,2.0,17.0,0.0,114.0,600.0,42.0,4.0,4.0,5.0,1.0,19.0,2.0,17.0,0.0,0.0,30.0,754.0,113.0,582.0,251.0,359.0,42.0,3.0,16.0,348.0,447.0,199.0,0.0,248.0,18.0,18.0,28.0,3.0,5.0,0.07,109.0,109.0,141.0,32.0,0,0,0
