File,index,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_bugs,keyword_bugs,human_bugs
fix_viscosity.cpp,4,6.0,33.0,4.0,53.0,212.0,44.0,10.0,10.0,11.0,3.0,43.0,6.0,33.0,4.0,0.0,6.0,309.0,53.0,201.0,34.0,157.0,44.0,0.0,11.0,157.0,216.0,33.0,0.0,183.0,31.0,31.0,39.0,15.0,6.0,0.22,57.0,57.0,68.0,20.0,2,5.0,2
compute_temp_cuda.cpp,20,3.0,21.0,0.0,30.0,142.0,40.0,5.0,5.0,5.0,1.0,24.0,3.0,21.0,0.0,0.0,6.0,212.0,30.0,127.0,32.0,93.0,40.0,0.0,15.0,94.0,127.0,32.0,0.0,95.0,13.0,13.0,13.0,1.0,4.0,0.31,31.0,31.0,31.0,6.0,0,0.0,0
fix_tmd.cpp,30,4.0,27.0,1.0,93.0,394.0,63.0,6.0,6.0,7.0,1.0,32.0,4.0,26.0,1.0,0.0,14.0,549.0,91.0,367.0,68.0,279.0,63.0,9.0,23.0,274.0,354.0,69.0,0.0,285.0,26.0,26.0,32.0,10.0,5.0,0.17,78.0,78.0,94.0,23.0,8,6.0,7
lal_buck_coul_long_ext.cpp,45,2.0,17.0,0.0,19.0,94.0,17.0,3.0,3.0,4.0,1.0,19.0,2.0,17.0,0.0,0.0,5.0,130.0,19.0,90.0,35.0,54.0,17.0,0.0,4.0,35.0,53.0,17.0,0.0,36.0,12.0,12.0,14.0,1.0,3.0,0.19,16.0,16.0,18.0,5.0,1,1.0,0
fix_nve_sphere.cpp,57,6.0,26.0,3.0,35.0,116.0,30.0,6.0,6.0,6.0,1.0,35.0,6.0,26.0,3.0,0.0,4.0,180.0,35.0,105.0,38.0,80.0,30.0,0.0,11.0,79.0,105.0,38.0,0.0,67.0,8.0,8.0,9.0,1.0,4.0,0.29,24.0,24.0,25.0,4.0,7,13.0,5
fix_meso_stationary.cpp,61,2.0,10.0,0.0,23.0,79.0,22.0,2.0,2.0,3.0,1.0,11.0,2.0,10.0,0.0,0.0,6.0,122.0,23.0,61.0,25.0,41.0,22.0,0.0,18.0,39.0,55.0,26.0,0.0,29.0,4.0,4.0,4.0,1.0,2.0,0.36,14.0,14.0,15.0,6.0,0,0.0,0
pair_tersoff_zbl.cpp,74,4.0,25.0,3.0,49.0,192.0,46.0,5.0,5.0,8.0,3.0,32.0,4.0,25.0,3.0,0.0,7.0,287.0,49.0,175.0,32.0,139.0,46.0,0.0,17.0,110.0,150.0,27.0,0.0,123.0,27.0,27.0,45.0,15.0,4.0,0.26,38.0,38.0,56.0,21.0,0,1.0,0
lal_charmm_long_ext.cpp,79,2.0,18.0,0.0,19.0,99.0,17.0,3.0,3.0,4.0,1.0,20.0,2.0,18.0,0.0,0.0,5.0,135.0,19.0,95.0,37.0,57.0,17.0,0.0,4.0,35.0,53.0,17.0,0.0,36.0,12.0,12.0,14.0,1.0,3.0,0.18,16.0,16.0,18.0,5.0,1,1.0,0
fix_nh_sphere.cpp,83,3.0,13.0,2.0,24.0,61.0,32.0,4.0,4.0,4.0,1.0,18.0,3.0,13.0,2.0,0.0,4.0,116.0,24.0,54.0,23.0,35.0,32.0,0.0,7.0,36.0,52.0,23.0,0.0,29.0,4.0,4.0,4.0,1.0,3.0,0.59,14.0,14.0,14.0,4.0,7,10.0,5
neigh_half_multi_omp.cpp,96,20.0,100.0,9.0,67.0,311.0,57.0,24.0,24.0,26.0,10.0,128.0,20.0,97.0,9.0,0.0,3.0,435.0,67.0,292.0,84.0,240.0,57.0,3.0,19.0,243.0,310.0,94.0,6.0,210.0,31.0,31.0,34.0,13.0,6.0,0.2,72.0,72.0,78.0,32.0,4,6.0,3
fft3d_wrap_cuda.cpp,100,0.0,12.0,0.0,14.0,59.0,38.0,1.0,1.0,1.0,1.0,12.0,0.0,6.0,0.0,0.0,4.0,111.0,12.0,26.0,10.0,8.0,38.0,14.0,21.0,6.0,12.0,5.0,0.0,7.0,2.0,2.0,2.0,1.0,1.0,1.46,5.0,5.0,5.0,4.0,0,0.0,0
bond_harmonic_shift.cpp,102,2.0,12.0,1.0,45.0,133.0,40.0,3.0,3.0,3.0,1.0,15.0,2.0,12.0,1.0,0.0,10.0,215.0,45.0,123.0,34.0,82.0,40.0,0.0,10.0,88.0,116.0,34.0,0.0,82.0,8.0,8.0,11.0,1.0,2.0,0.33,27.0,27.0,30.0,10.0,2,3.0,1
compute_meso_t_atom.cpp,104,1.0,10.0,0.0,19.0,62.0,20.0,3.0,3.0,3.0,1.0,12.0,1.0,10.0,0.0,0.0,5.0,101.0,19.0,53.0,15.0,31.0,20.0,0.0,9.0,28.0,43.0,14.0,0.0,29.0,5.0,5.0,5.0,1.0,3.0,0.38,14.0,14.0,16.0,5.0,0,0.0,0
special.cpp,108,13.0,43.0,10.0,228.0,654.0,232.0,12.0,12.0,14.0,2.0,66.0,13.0,43.0,10.0,0.0,15.0,1114.0,228.0,645.0,121.0,500.0,232.0,0.0,9.0,584.0,761.0,121.0,0.0,640.0,55.0,55.0,60.0,8.0,5.0,0.36,183.0,183.0,206.0,31.0,12,17.0,9
WeakEquationElectronContinuity.cpp,110,0.0,6.0,0.0,11.0,70.0,25.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0,10.0,105.0,11.0,66.0,43.0,14.0,25.0,0.0,4.0,14.0,26.0,17.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,0.38,10.0,10.0,10.0,10.0,0,0.0,0
pair_lj_charmm_coul_msm_omp.cpp,113,6.0,38.0,1.0,36.0,163.0,18.0,7.0,7.0,8.0,1.0,45.0,6.0,37.0,1.0,0.0,4.0,216.0,36.0,151.0,65.0,110.0,18.0,1.0,12.0,105.0,135.0,63.0,0.0,72.0,20.0,20.0,22.0,1.0,7.0,0.12,29.0,29.0,32.0,4.0,6,11.0,5
fft3d_cuda.cpp,132,12.0,58.0,10.0,89.0,360.0,160.0,3.0,3.0,3.0,2.0,79.0,0.0,12.0,0.0,0.0,6.0,609.0,19.0,72.0,13.0,37.0,103.0,394.0,23.0,30.0,46.0,8.0,0.0,38.0,8.0,8.0,8.0,8.0,2.0,1.43,15.0,15.0,15.0,15.0,0,0.0,0
lal_buck.cpp,146,2.0,13.0,0.0,22.0,110.0,20.0,2.0,2.0,2.0,1.0,15.0,2.0,13.0,0.0,0.0,7.0,152.0,22.0,100.0,34.0,63.0,20.0,2.0,9.0,51.0,66.0,21.0,0.0,45.0,4.0,4.0,5.0,1.0,1.0,0.2,14.0,14.0,15.0,7.0,0,0.0,0
compute_atom_molecule.cpp,152,6.0,34.0,1.0,60.0,256.0,32.0,9.0,9.0,10.0,1.0,41.0,6.0,34.0,1.0,0.0,7.0,348.0,60.0,243.0,41.0,198.0,32.0,0.0,13.0,155.0,218.0,39.0,0.0,179.0,27.0,27.0,35.0,1.0,4.0,0.13,62.0,62.0,70.0,7.0,0,0.0,0
atom_vec_angle.cpp,156,3.0,24.0,0.0,140.0,707.0,80.0,4.0,4.0,4.0,1.0,27.0,3.0,24.0,0.0,0.0,29.0,927.0,140.0,697.0,83.0,541.0,80.0,0.0,10.0,559.0,686.0,79.0,0.0,607.0,19.0,19.0,19.0,1.0,4.0,0.11,128.0,128.0,130.0,29.0,0,0.0,0
atom_map.cpp,159,7.0,28.0,6.0,63.0,205.0,92.0,8.0,8.0,8.0,3.0,40.0,7.0,28.0,6.0,0.0,7.0,360.0,63.0,199.0,37.0,150.0,92.0,0.0,6.0,150.0,205.0,38.0,0.0,167.0,20.0,20.0,22.0,6.0,4.0,0.46,57.0,57.0,59.0,27.0,4,9.0,3
pair_lj_cut_tip4p_long.cpp,160,7.0,37.0,2.0,98.0,437.0,68.0,6.0,6.0,7.0,1.0,46.0,7.0,37.0,2.0,0.0,11.0,603.0,98.0,411.0,51.0,337.0,68.0,0.0,26.0,312.0,380.0,49.0,0.0,331.0,37.0,37.0,45.0,7.0,7.0,0.17,67.0,67.0,80.0,17.0,5,17.0,5
lal_beck_ext.cpp,167,2.0,15.0,0.0,19.0,84.0,17.0,3.0,3.0,4.0,1.0,17.0,2.0,15.0,0.0,0.0,5.0,120.0,19.0,80.0,29.0,50.0,17.0,0.0,4.0,35.0,53.0,17.0,0.0,36.0,12.0,12.0,14.0,1.0,3.0,0.21,16.0,16.0,18.0,5.0,1,1.0,0
pair_buck_coul_cut_omp.cpp,169,5.0,30.0,1.0,31.0,131.0,18.0,5.0,5.0,6.0,1.0,36.0,5.0,30.0,1.0,0.0,4.0,179.0,31.0,120.0,26.0,87.0,18.0,1.0,11.0,85.0,106.0,24.0,0.0,82.0,11.0,11.0,12.0,1.0,5.0,0.15,20.0,20.0,22.0,4.0,0,0.0,0
fix_nve_omp.cpp,171,2.0,26.0,1.0,16.0,88.0,19.0,5.0,5.0,5.0,1.0,28.0,2.0,22.0,1.0,0.0,3.0,123.0,16.0,68.0,26.0,44.0,19.0,6.0,20.0,51.0,66.0,28.0,0.0,38.0,7.0,7.0,7.0,1.0,3.0,0.28,15.0,15.0,15.0,3.0,0,0.0,0
pair_eam_alloy_cuda.cpp,175,14.0,45.0,11.0,66.0,189.0,71.0,14.0,14.0,14.0,2.0,70.0,14.0,45.0,11.0,0.0,4.0,326.0,66.0,180.0,24.0,140.0,71.0,0.0,9.0,164.0,219.0,24.0,0.0,195.0,18.0,18.0,20.0,5.0,4.0,0.39,54.0,54.0,57.0,11.0,0,0.0,0
atom_vec_peri.cpp,177,2.0,22.0,0.0,130.0,706.0,85.0,4.0,4.0,4.0,1.0,24.0,2.0,22.0,0.0,0.0,31.0,921.0,130.0,694.0,92.0,543.0,85.0,0.0,12.0,547.0,660.0,79.0,0.0,581.0,12.0,12.0,12.0,1.0,4.0,0.12,112.0,112.0,114.0,31.0,0,0.0,0
fix_npt_asphere.cpp,181,7.0,31.0,7.0,11.0,37.0,20.0,3.0,3.0,3.0,1.0,45.0,7.0,31.0,7.0,0.0,1.0,68.0,11.0,33.0,5.0,27.0,20.0,0.0,4.0,27.0,32.0,5.0,0.0,27.0,3.0,3.0,3.0,1.0,1.0,0.61,3.0,3.0,3.0,1.0,6,11.0,5
domain_cuda.cpp,185,5.0,19.0,1.0,72.0,199.0,70.0,9.0,9.0,9.0,1.0,26.0,5.0,19.0,1.0,0.0,9.0,340.0,72.0,176.0,16.0,127.0,70.0,0.0,23.0,108.0,170.0,17.0,0.0,153.0,62.0,62.0,64.0,1.0,4.0,0.4,78.0,78.0,83.0,9.0,0,0.0,0
reaxc_multi_body.cpp,191,53.0,195.0,60.0,56.0,207.0,85.0,13.0,13.0,14.0,1.0,289.0,46.0,140.0,27.0,0.0,1.0,329.0,49.0,140.0,20.0,111.0,52.0,75.0,28.0,108.0,121.0,18.0,0.0,103.0,13.0,13.0,14.0,1.0,6.0,0.37,13.0,13.0,14.0,1.0,7,7.0,5
dump_xtc.cpp,205,4.0,40.0,2.0,122.0,843.0,235.0,8.0,8.0,10.0,1.0,45.0,4.0,40.0,2.0,0.0,20.0,1192.0,122.0,818.0,114.0,631.0,235.0,0.0,25.0,558.0,714.0,103.0,1.0,610.0,69.0,69.0,87.0,8.0,5.0,0.29,160.0,160.0,190.0,35.0,4,7.0,3
fix_store_force.cpp,210,1.0,8.0,0.0,28.0,86.0,26.0,2.0,2.0,2.0,1.0,8.0,1.0,8.0,0.0,0.0,10.0,140.0,28.0,78.0,20.0,43.0,26.0,0.0,8.0,42.0,62.0,20.0,0.0,42.0,4.0,4.0,4.0,1.0,2.0,0.33,18.0,18.0,18.0,10.0,3,3.0,3
lal_coul_dsf_ext.cpp,228,2.0,16.0,0.0,19.0,89.0,17.0,3.0,3.0,4.0,1.0,18.0,2.0,16.0,0.0,0.0,5.0,125.0,19.0,85.0,32.0,52.0,17.0,0.0,4.0,35.0,53.0,17.0,0.0,36.0,12.0,12.0,14.0,1.0,3.0,0.2,16.0,16.0,18.0,5.0,1,1.0,0
