File,index,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_bugs,keyword_bugs,human_bugs
lammps/src/fix.h,3,0.0,1.0,0.0,47.0,191.0,91.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,84.0,274.0,47.0,187.0,183.0,45.0,91.0,0.0,4.0,118.0,204.0,181.0,0.0,23.0,1.0,1.0,1.0,1.0,0.0,0.49,84.0,84.0,84.0,84.0,0,0,0
lammps/src/MISC/fix_viscosity.cpp,4,6.0,33.0,4.0,53.0,211.0,44.0,10.0,10.0,11.0,3.0,43.0,6.0,33.0,4.0,0.0,6.0,308.0,53.0,200.0,33.0,157.0,44.0,0.0,11.0,156.0,215.0,32.0,0.0,183.0,31.0,31.0,39.0,15.0,6.0,0.22,57.0,57.0,68.0,20.0,0,0,0
lammps/src/atom.h,10,0.0,2.0,0.0,79.0,179.0,257.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0,470.0,79.0,175.0,167.0,6.0,257.0,0.0,4.0,169.0,173.0,166.0,0.0,7.0,3.0,3.0,3.0,3.0,1.0,1.47,6.0,6.0,6.0,6.0,1,1,1
lammps/src/domain.h,11,0.0,6.0,0.0,25.0,95.0,183.0,4.0,4.0,7.0,4.0,6.0,0.0,6.0,0.0,1.0,1.0,265.0,25.0,90.0,82.0,5.0,183.0,0.0,5.0,82.0,87.0,80.0,0.0,7.0,4.0,4.0,7.0,4.0,1.0,2.03,4.0,4.0,7.0,4.0,0,0,0
lammps/src/pointers.h,15,0.0,11.0,0.0,14.0,57.0,19.0,1.0,1.0,1.0,1.0,11.0,0.0,11.0,0.0,1.0,2.0,90.0,14.0,48.0,45.0,0.0,19.0,0.0,9.0,21.0,25.0,25.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4,2.0,2.0,2.0,2.0,0,0,0
lammps/src/USER-OMP/pppm_cg_omp.h,17,0.0,1.0,0.0,13.0,31.0,12.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,56.0,11.0,22.0,18.0,0.0,12.0,3.0,8.0,14.0,15.0,15.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.55,1.0,1.0,1.0,1.0,0,0,0
lammps/src/USER-OMP/thr_omp.h,19,0.0,12.0,0.0,33.0,128.0,40.0,2.0,2.0,2.0,2.0,13.0,0.0,8.0,0.0,1.0,3.0,198.0,32.0,107.0,84.0,12.0,39.0,9.0,16.0,56.0,62.0,48.0,1.0,13.0,5.0,5.0,5.0,5.0,3.0,0.36,7.0,7.0,7.0,7.0,0,0,0
lammps/src/USER-CUDA/compute_temp_cuda.cpp,20,3.0,21.0,0.0,31.0,144.0,40.0,5.0,5.0,6.0,1.0,24.0,3.0,21.0,0.0,0.0,6.0,215.0,31.0,129.0,32.0,95.0,40.0,0.0,15.0,96.0,130.0,32.0,0.0,98.0,13.0,13.0,13.0,1.0,4.0,0.31,32.0,32.0,33.0,6.0,0,0,0
lammps/src/USER-CUDA/compute_temp_cuda.h,24,0.0,1.0,0.0,13.0,29.0,34.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,76.0,11.0,20.0,17.0,0.0,34.0,3.0,8.0,14.0,16.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.7,1.0,1.0,1.0,1.0,0,0,0
lammps/src/USER-CUDA/user_cuda.h,28,0.0,3.0,0.0,26.0,108.0,28.0,1.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,159.0,26.0,95.0,84.0,4.0,28.0,1.0,13.0,82.0,87.0,83.0,0.0,4.0,1.0,1.0,3.0,1.0,0.0,0.29,3.0,3.0,5.0,3.0,0,0,0
