File,index,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_bugs,keyword_bugs,human_bugs
fix_viscosity.cpp,4,6.0,33.0,4.0,53.0,212.0,44.0,10.0,10.0,11.0,3.0,43.0,6.0,33.0,4.0,0.0,6.0,309.0,53.0,201.0,34.0,157.0,44.0,0.0,11.0,156.0,215.0,32.0,0.0,183.0,31.0,31.0,39.0,15.0,6.0,0.22,57.0,57.0,68.0,20.0,0,0.0,0
npair_half_nsq_newtoff_omp.cpp,16,8.0,39.0,2.0,21.0,90.0,22.0,9.0,9.0,10.0,3.0,49.0,8.0,38.0,2.0,0.0,2.0,133.0,21.0,76.0,26.0,60.0,22.0,1.0,14.0,63.0,79.0,30.0,2.0,47.0,17.0,17.0,19.0,5.0,5.0,0.29,18.0,18.0,20.0,6.0,0,0.0,0
fix_tmd.cpp,31,4.0,27.0,1.0,93.0,397.0,63.0,6.0,6.0,7.0,1.0,33.0,4.0,26.0,1.0,0.0,14.0,552.0,91.0,371.0,69.0,282.0,63.0,9.0,22.0,274.0,353.0,69.0,0.0,284.0,28.0,28.0,34.0,11.0,5.0,0.17,78.0,78.0,91.0,24.0,0,0.0,0
npair_half_multi_newton_tri.cpp,39,7.0,44.0,4.0,19.0,98.0,26.0,12.0,12.0,13.0,6.0,54.0,7.0,44.0,4.0,0.0,2.0,143.0,19.0,89.0,23.0,71.0,26.0,0.0,9.0,70.0,95.0,25.0,0.0,70.0,23.0,23.0,25.0,12.0,6.0,0.29,24.0,24.0,26.0,13.0,4,12.0,4
Kokkos_Macros.hpp,50,0.0,0.0,0.0,92.0,198.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,63.0,0.0,0.0,0.0,144.0,158.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
lal_buck_coul_long_ext.cpp,56,2.0,17.0,0.0,19.0,94.0,17.0,3.0,3.0,4.0,1.0,19.0,2.0,17.0,0.0,0.0,5.0,130.0,19.0,90.0,35.0,54.0,17.0,0.0,4.0,35.0,53.0,17.0,0.0,36.0,12.0,12.0,14.0,1.0,3.0,0.19,16.0,16.0,18.0,5.0,1,1.0,0
fix_nve_sphere.cpp,66,13.0,41.0,12.0,65.0,181.0,65.0,7.0,7.0,8.0,1.0,66.0,13.0,41.0,12.0,0.0,4.0,308.0,65.0,168.0,43.0,135.0,65.0,0.0,13.0,140.0,172.0,44.0,0.0,128.0,12.0,12.0,13.0,1.0,5.0,0.39,29.0,29.0,31.0,4.0,7,10.0,5
fix_meso_stationary.cpp,74,2.0,9.0,0.0,23.0,76.0,22.0,2.0,2.0,3.0,1.0,11.0,2.0,9.0,0.0,0.0,6.0,119.0,23.0,58.0,22.0,38.0,22.0,0.0,18.0,36.0,52.0,23.0,0.0,29.0,4.0,4.0,4.0,1.0,2.0,0.38,14.0,14.0,15.0,6.0,0,0.0,0
pair_tersoff_zbl.cpp,81,4.0,25.0,3.0,49.0,192.0,46.0,5.0,5.0,8.0,3.0,32.0,4.0,25.0,3.0,0.0,7.0,287.0,49.0,175.0,32.0,139.0,46.0,0.0,17.0,110.0,150.0,27.0,0.0,123.0,27.0,27.0,45.0,15.0,4.0,0.26,38.0,38.0,56.0,21.0,0,1.0,0
lal_charmm_long_ext.cpp,85,2.0,18.0,0.0,19.0,99.0,17.0,3.0,3.0,4.0,1.0,20.0,2.0,18.0,0.0,0.0,5.0,135.0,19.0,95.0,37.0,57.0,17.0,0.0,4.0,35.0,53.0,17.0,0.0,36.0,12.0,12.0,14.0,1.0,3.0,0.18,16.0,16.0,18.0,5.0,1,1.0,0
ch5md.c,87,6.0,25.0,1.0,87.0,336.0,25.0,3.0,3.0,3.0,1.0,32.0,6.0,25.0,1.0,0.0,13.0,448.0,87.0,329.0,51.0,236.0,25.0,0.0,7.0,264.0,301.0,50.0,0.0,251.0,6.0,6.0,7.0,1.0,4.0,0.08,37.0,37.0,38.0,13.0,0,0.0,0
fix_nh_sphere.cpp,90,8.0,24.0,9.0,55.0,135.0,74.0,5.0,5.0,5.0,1.0,42.0,8.0,24.0,9.0,0.0,5.0,261.0,55.0,125.0,34.0,92.0,74.0,0.0,10.0,108.0,134.0,35.0,0.0,99.0,9.0,9.0,10.0,1.0,5.0,0.59,23.0,23.0,24.0,5.0,7,10.0,5
angle_harmonic_kokkos.cpp,101,6.0,31.0,2.0,69.0,284.0,40.0,6.0,6.0,7.0,1.0,39.0,6.0,31.0,2.0,0.0,8.0,393.0,69.0,268.0,63.0,193.0,40.0,1.0,15.0,171.0,222.0,48.0,0.0,174.0,21.0,21.0,27.0,1.0,4.0,0.15,48.0,48.0,58.0,8.0,6,8.0,4
fix_oneway.cpp,107,1.0,12.0,0.0,22.0,69.0,20.0,5.0,5.0,5.0,1.0,13.0,1.0,12.0,0.0,0.0,5.0,111.0,22.0,61.0,15.0,40.0,20.0,0.0,8.0,40.0,68.0,16.0,0.0,52.0,15.0,15.0,15.0,1.0,4.0,0.33,26.0,26.0,27.0,5.0,0,0.0,0
Kokkos_QthreadExec.hpp,110,1.0,7.0,0.0,135.0,386.0,109.0,2.0,2.0,2.0,1.0,9.0,1.0,7.0,0.0,3.0,38.0,620.0,135.0,358.0,191.0,141.0,109.0,6.0,22.0,206.0,280.0,126.0,2.0,152.0,7.0,7.0,9.0,1.0,2.0,0.3,71.0,71.0,85.0,38.0,0,0.0,0
