File,index,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,fastread_bugs,keyword_bugs,human_bugs
lammps/src/compute_vacf.cpp,2,4.0,17.0,2.0,33.0,96.0,27.0,3.0,3.0,3.0,1.0,23.0,4.0,17.0,2.0,0.0,5.0,156.0,33.0,88.0,27.0,64.0,27.0,0.0,8.0,66.0,81.0,25.0,0.0,56.0,5.0,5.0,5.0,1.0,3.0,0.31,14.0,14.0,14.0,5.0,5,7,4
lammps/src/atom.h,5,0.0,2.0,0.0,89.0,207.0,275.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0,525.0,89.0,201.0,192.0,6.0,275.0,0.0,6.0,194.0,198.0,191.0,0.0,7.0,3.0,3.0,3.0,3.0,1.0,1.37,6.0,6.0,6.0,6.0,10,19,7
lammps/src/error.h,10,0.0,3.0,0.0,17.0,44.0,16.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,4.0,76.0,17.0,38.0,26.0,4.0,16.0,0.0,6.0,18.0,23.0,22.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.42,4.0,4.0,4.0,4.0,0,0,0
lammps/src/pointers.h,11,0.0,11.0,0.0,14.0,57.0,19.0,1.0,1.0,1.0,1.0,11.0,0.0,11.0,0.0,1.0,2.0,90.0,14.0,48.0,45.0,0.0,19.0,0.0,9.0,21.0,25.0,25.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4,2.0,2.0,2.0,2.0,0,0,0
lammps/lib/gpu/geryon/ucl_vector.h,14,0.0,2.0,0.0,26.0,122.0,90.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,42.0,238.0,26.0,120.0,63.0,72.0,90.0,0.0,2.0,56.0,104.0,49.0,0.0,55.0,3.0,3.0,3.0,1.0,1.0,0.75,48.0,48.0,48.0,42.0,0,0,0
lammps/src/USER-OMP/thr_omp.h,18,0.0,12.0,0.0,33.0,128.0,40.0,2.0,2.0,2.0,2.0,13.0,0.0,8.0,0.0,1.0,3.0,198.0,32.0,107.0,84.0,12.0,39.0,9.0,16.0,56.0,62.0,48.0,1.0,13.0,5.0,5.0,5.0,5.0,3.0,0.36,7.0,7.0,7.0,7.0,1,4,1
lammps/src/pair.h,21,0.0,1.0,0.0,55.0,183.0,180.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,31.0,368.0,55.0,178.0,167.0,14.0,180.0,0.0,5.0,137.0,168.0,157.0,0.0,11.0,1.0,1.0,1.0,1.0,0.0,1.01,31.0,31.0,31.0,31.0,3,3,3
lammps/src/USER-MISC/fix_ttm_mod.cpp,22,0.0,32.0,2.0,57.0,768.0,99.0,8.0,8.0,9.0,1.0,34.0,0.0,32.0,2.0,0.0,23.0,922.0,57.0,749.0,222.0,619.0,99.0,0.0,19.0,578.0,769.0,204.0,0.0,565.0,86.0,86.0,90.0,3.0,8.0,0.13,189.0,189.0,196.0,27.0,0,0,0
lammps/src/domain.h,28,0.0,6.0,0.0,28.0,105.0,183.0,4.0,4.0,7.0,4.0,6.0,0.0,6.0,0.0,1.0,1.0,278.0,28.0,98.0,89.0,5.0,183.0,0.0,7.0,89.0,94.0,87.0,0.0,7.0,4.0,4.0,7.0,4.0,1.0,1.87,4.0,4.0,7.0,4.0,6,8,5
lammps/src/region.h,29,0.0,1.0,0.0,21.0,51.0,62.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,121.0,21.0,46.0,42.0,3.0,62.0,0.0,5.0,39.0,41.0,41.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.35,1.0,1.0,1.0,1.0,5,1,5
lammps/src/comm.h,31,0.0,1.0,0.0,32.0,86.0,157.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,223.0,32.0,82.0,79.0,19.0,157.0,0.0,4.0,75.0,77.0,77.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.91,1.0,1.0,1.0,1.0,0,0,0
lammps/src/REAX/fix_reax_bonds.cpp,37,4.0,18.0,2.0,53.0,164.0,43.0,4.0,4.0,4.0,1.0,24.0,4.0,18.0,2.0,0.0,8.0,256.0,53.0,148.0,26.0,97.0,43.0,1.0,16.0,104.0,138.0,27.0,0.0,111.0,15.0,15.0,15.0,1.0,4.0,0.29,31.0,31.0,31.0,8.0,0,0,0
lammps/src/REAX/pair_reax_fortran.h,39,0.0,0.0,0.0,29.0,154.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,210.0,29.0,135.0,133.0,2.0,28.0,4.0,19.0,112.0,159.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0,0,0
lammps/src/compute.h,40,0.0,1.0,0.0,41.0,122.0,96.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,32.0,204.0,41.0,118.0,112.0,10.0,96.0,0.0,4.0,85.0,118.0,109.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,0.81,32.0,32.0,32.0,32.0,0,0,0
lammps/src/USER-OMP/fix_nvt_omp.cpp,43,4.0,19.0,2.0,8.0,26.0,15.0,3.0,3.0,3.0,1.0,25.0,4.0,19.0,2.0,0.0,1.0,49.0,8.0,21.0,5.0,15.0,15.0,0.0,5.0,15.0,20.0,5.0,0.0,15.0,3.0,3.0,3.0,1.0,1.0,0.71,3.0,3.0,3.0,1.0,0,0,0
lammps/src/USER-OMP/fix_nvt_omp.h,44,0.0,1.0,0.0,10.0,15.0,23.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,48.0,8.0,7.0,5.0,0.0,23.0,3.0,7.0,2.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.29,1.0,1.0,1.0,1.0,0,0,0
lammps/src/atom_vec.h,46,0.0,1.0,0.0,29.0,101.0,60.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,20.0,167.0,29.0,96.0,92.0,36.0,60.0,0.0,5.0,83.0,104.0,91.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,0.62,20.0,20.0,20.0,20.0,0,0,0
lammps/lib/kokkos/example/fixture/HexElement.hpp,48,3.0,18.0,0.0,47.0,170.0,56.0,4.0,4.0,4.0,1.0,20.0,3.0,18.0,0.0,3.0,7.0,270.0,47.0,167.0,101.0,108.0,56.0,0.0,3.0,79.0,96.0,56.0,0.0,40.0,4.0,4.0,4.0,1.0,2.0,0.34,25.0,25.0,25.0,7.0,0,0,0
lammps/lib/kokkos/example/fenl/fenl_impl.hpp,49,25.0,84.0,8.0,124.0,376.0,109.0,10.0,10.0,11.0,1.0,116.0,25.0,82.0,8.0,1.0,4.0,598.0,124.0,356.0,168.0,204.0,109.0,4.0,16.0,213.0,259.0,97.0,0.0,162.0,36.0,36.0,39.0,4.0,7.0,0.31,39.0,39.0,42.0,7.0,0,0,0
lammps/src/fix_ave_histo.cpp,51,9.0,59.0,3.0,141.0,792.0,82.0,20.0,20.0,27.0,1.0,70.0,9.0,59.0,3.0,0.0,13.0,1015.0,141.0,772.0,80.0,671.0,82.0,0.0,20.0,489.0,748.0,78.0,0.0,670.0,119.0,119.0,190.0,5.0,5.0,0.11,264.0,264.0,347.0,24.0,0,0,0
lammps/src/memory.h,54,0.0,8.0,0.0,91.0,426.0,129.0,2.0,2.0,2.0,1.0,9.0,0.0,8.0,0.0,1.0,43.0,646.0,91.0,414.0,175.0,225.0,129.0,2.0,12.0,279.0,356.0,114.0,0.0,242.0,5.0,5.0,5.0,1.0,4.0,0.31,76.0,76.0,76.0,43.0,0,0,0
lammps/lib/kokkos/containers/src/impl/Kokkos_UnorderedMap_impl.cpp,56,3.0,47.0,1.0,8.0,50.0,44.0,4.0,4.0,4.0,4.0,51.0,3.0,47.0,1.0,0.0,1.0,101.0,8.0,49.0,40.0,42.0,44.0,0.0,1.0,9.0,15.0,7.0,0.0,8.0,4.0,4.0,4.0,4.0,2.0,0.9,4.0,4.0,4.0,4.0,0,0,0
lammps/lib/kokkos/containers/src/Kokkos_UnorderedMap.hpp,57,1.0,9.0,1.0,131.0,486.0,237.0,2.0,2.0,2.0,1.0,11.0,1.0,9.0,1.0,2.0,40.0,848.0,131.0,469.0,236.0,184.0,237.0,2.0,17.0,207.0,285.0,137.0,0.0,148.0,17.0,17.0,23.0,1.0,5.0,0.51,82.0,82.0,94.0,40.0,0,0,0
lammps/tools/lmp2arc/src/lmp2arc.c,58,24.0,86.0,7.0,27.0,91.0,147.0,15.0,15.0,15.0,1.0,117.0,24.0,86.0,7.0,0.0,1.0,265.0,27.0,89.0,13.0,62.0,147.0,0.0,2.0,62.0,77.0,12.0,0.0,65.0,15.0,15.0,15.0,1.0,2.0,1.65,15.0,15.0,15.0,1.0,0,0,0
