,hash,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_buggy_fixes,fastread_buggy_fixes,human_buggy_fixes
2310,2542b16826c9238edaf758141a4d585a50962c79,1,1,1,0.0,96,86,221.0,47,0.4435300925925926,22,172.0,3.254638448892252,148,0,0,1
2311,833d83a8a8945a6732888e92f26d5542ab3478b8,1,1,1,0.0,11,24,84.0,47,11.041886574074073,8,173.0,1.0905642340456532,149,0,0,0
2312,995201211b309a87bc43b76ef129949066ce6350,1,1,1,0.0,2,1,59.0,46,75.8069212962963,44,10100.0,1.013191407630069,5609,0,0,0
2313,f15526ba42fd1a0668d5f065cf8b6c1f199ff474,1,1,1,0.0,10,17,59.0,47,12.895775462962963,9,174.0,1.0775447744784352,150,0,0,0
2314,2a702aab36ac2d46e48fa259e17031835cc88c72,1,1,1,0.0,25,29,105.0,47,4.997476851851852,7,175.0,1.2001009768818525,151,0,0,0
2315,782cd7b059e0d8a55c9b7833b74640ad30d6861f,1,1,1,0.0,17,47,208.0,47,13.385219907407407,13,130.0,1.0747092693969562,120,0,0,0
2316,3a21ed4e1015cb7ead4b10ceda8a7601acf2404f,1,1,1,0.0,13,24,83.0,47,13.401076388888889,8,131.0,1.0746208715614158,121,0,0,0
2317,812df80b15fe95bc722b004c04f181d299f66c78,1,1,1,0.0,26,36,140.0,47,5.505289351851852,16,132.0,1.181643495207681,122,0,0,0
2318,9801d05d8f7272b676861f60e831c1bae78c650d,1,1,1,0.0,12,20,66.0,47,13.40699074074074,9,133.0,1.074587953354904,123,0,0,0
2319,1c19bd33281e3ae618f90487b89c8ca2aca59f7f,1,1,1,0.0,4,6,44.0,46,44.865011574074074,8,176.0,1.022289083740655,152,0,0,0
2320,559a4590724d9998b5704e58c56563b0467033a9,1,1,1,0.0,82,96,168.0,46,45.05479166666667,8,177.0,1.022195197514138,153,0,0,0
2321,753edd829d6224450020ee44d21f701700008c2a,1,1,1,0.0,12,29,88.0,47,13.733611111111111,9,178.0,1.0728140612042636,154,0,0,0
2322,1cc027534bb0722f97cb9cd22f6cadfc76fe9b21,1,1,1,0.0,10,19,133.0,47,3.108090277777778,17,134.0,1.321740976171059,124,0,0,0
2323,64f9816a7bf0b6213e12d0bfff6f54b3a433eec8,1,1,1,0.0,15,16,46.0,44,121.80778935185185,4,138.0,1.0082096556001967,128,0,0,0
2324,929867e1582a60eca9c0d8830c41f52815adb411,1,1,1,0.0,50,41,79.0,47,11.010462962962963,3,135.0,1.0908227023117743,125,0,0,0
2325,979da77586ad837b3e8773e4cb2bd4892c871fbc,1,1,1,0.0,97,115,93.0,47,10.260972222222222,8,149.0,1.0974566520932876,139,1,1,1
2326,0d7ada4a9cc5a592e5a2542d71b09f776ba5e873,1,1,1,0.0,1,6,43.0,46,45.130208333333336,6,136.0,1.0221581073283323,126,0,0,0
2327,262fd3e940f79183937d48710046303f59c7df4a,1,1,1,0.0,0,9,63.0,46,45.13109953703704,7,137.0,1.0221576697722452,127,0,0,0
2328,8fb4f0ae56d36282ba0fd5c577ef9c8b19b4f546,1,1,1,0.0,30,47,141.0,47,14.041701388888889,11,179.0,1.0712164411067233,155,0,0,0
2329,9b3cc87c2a8a8fc457582c2dcbce93856c4fb98c,1,1,1,0.0,91,50,662.0,46,6.238738425925926,72,10106.0,1.1602888167012042,5613,0,0,0
2330,31319117ad27702b278d839698d0698b2a7950f9,1,1,1,0.0,7,7,703.0,46,0.0044675925925925924,73,10107.0,224.8341968911917,5614,0,0,0
2331,a8a2de58c23c42f29457996ce7de9f04557491ab,2,3,3,1.3830302055439916,24,7,767.3333333333334,48,0.6633641975308645,588,10109.0,1.0136017135782283,448,1,1,1
2332,366d70c9098ab138b79904757b3fb3307134c2bb,1,1,18,3.656053289564065,285,101,85.5,47,6.0821264146090535,197,158.5,1.0233316622894844,157,0,0,0
2333,ab5b5d9913f14715288e17343c4044e3bb09628f,1,1,1,0.0,5,3,124.0,47,5.2555555555555555,18,139.0,1.190274841437632,129,0,0,0
2334,beb08df3f45c40555a0b1e0a7739c4df96842de7,1,2,3,1.274311381516504,33,0,118.33333333333333,48,11.35804012345679,125,1.0,0.3431159287374157,2,0,0,0
2335,a6be297934840598fbb228c3544393699aad8bbf,2,2,3,1.0269387015135183,121,0,64.33333333333333,48,5.6985570987654315,62,4.0,0.7056628929693506,3,0,0,0
2336,5408508c1a05a34adcd60c4f9f206d2a5787d6c4,2,4,5,1.3524098465334484,186,10,49.8,48,5.364173611111111,88,8.0,0.8298651221935659,5,0,1,1
2337,36ae1d30376f98d673d2d1fa85bb13eab61cb748,1,3,4,1.4209416376750632,57,1,366.5,48,2.980491898148148,537,12.5,1.0836684130545495,8,0,0,0
2338,d4f04eaae54a99b7105a6f8d19362e23f2804711,1,3,4,1.9182958340544893,6,0,10.5,45,74.61078703703703,28,16.5,0.7539882478460351,12,0,0,0
2339,f67a99e5ce53cbf1b66a8d10e5b305f7973d5076,1,2,2,0.8904916402194913,13,0,124.5,48,0.04707175925925926,5,19.5,16.933120236046225,14,1,0,1
2340,6f9ff86c02c4e65ef70dd63d0f963b4934842a96,2,3,3,1.4684843111737709,22,15,939.0,47,17.120895061728394,586,10102.0,1.047864035243659,446,0,0,0
2341,f65c1ee8cc431920f4865087dd43cc79bd625b07,1,2,2,1.0,2,0,131.0,48,0.0078125,7,21.5,97.0,16,1,0,1
2342,cebbb707fa825d52ccdf2526a4a1240d0880058b,1,2,2,0.9910760598382222,13,14,132.0,48,0.09616898148148148,9,23.5,8.798772415453122,18,1,0,1
2343,09d168c14820172ff1d3e2cab52d8f80823c344c,1,1,1,0.0,114,109,297.0,47,9.304328703703703,10,180.0,1.1074768564014659,156,0,0,0
2344,12467b09e353356172c6f3df0395e079d5db7537,2,2,2,0.828055725379504,15,31,554.0,48,4.931446759259259,110,10111.5,1.1520851864803778,449,1,1,1
2345,50925938392f2421ee8c067eae7173efdb5a86af,2,3,3,0.9001030116445712,97,50,767.6666666666666,48,1.6887114197530864,593,10114.0,1.199164671339119,450,1,1,1
2346,d2101fca3c0d5c16da15635a1a5f69954a4d912e,1,1,1,0.0,6,6,159.0,48,0.847037037037037,5,25.0,2.180585920419764,19,0,0,0
2347,c60860ea6652effab577928edee0b8097182cbe9,1,2,2,1.0,8,0,175.5,48,1.0240972222222222,150,26.5,1.736066339592687,21,0,0,0
2348,8440f6676a094d9fa855ebb16802efe5a2d8bb81,1,1,1,0.0,3,5,47.0,48,1.0387037037037037,1,28.0,1.9627384560527723,6,0,0,0
